No.	NAME	IDDE	rGes	Yindex	IC1	IC3	TIC1	SIC0	CIC3	BIC1	BIC5
462	4-33	4.37366068968818	1	0.807615898702262	3.63508495181978	5.21366068968818	181.754247590989	0.267142816734134	0.430195500086541	0.62053546347168	0.890009833426345
463	4-54	4.48385618977472	0.92	0.80321343165552	3.04556771161016	5.18364086666401	188.82519811983	0.206693210831957	0.77055544372286	0.502064446464284	0.854527637809565
464	2-8	3.62192809488736	0.8	0.73726717658312	3.65513512226876	4.59445640611102	135.239999523944	0.345700615769858	0.61499695951793	0.669508362334082	0.851464178852627
465	4-45	4.17573586910049	0.956521739130435	0.618645764473728	3.777134303929	4.78650254529915	162.416775068947	0.322614022194474	0.63976220940295	0.670970869114273	0.850275238954653
466	2-46	4.18670434591002	0.909090909090909	0.979925335144315	3.41552983528195	4.94889621188239	140.03672324656	0.254440740207447	0.408655792735693	0.608318137554654	0.890104179635453
467	2-7	4.31044305771902	1	0.646786059102925	3.89097240859544	5.35981149221741	206.221537655558	0.271344807382631	0.368108962345793	0.649720700305	0.894989763621415
468	3-39	3.68418371977919	0.8	0.745444605700991	3.29982445407392	4.57661764490867	125.393329254809	0.324174279972112	0.671309868534919	0.60085810676168	0.856131105642453
469	2-90	4.73592635062903	0.964285714285714	0.720786772932592	3.57484914339525	5.33127084984896	196.616702886739	0.251201320227104	0.4500888636757	0.595808190565875	0.888545141641493
470	2-25	4.36852252772821	0.954545454545455	0.918314414065014	3.34625183600447	5.05350885479768	160.620088128214	0.235588513349329	0.531453645923474	0.578800144224963	0.881310932711023
471	4-45	4.17573586910049	0.956521739130435	0.618645764473728	3.777134303929	4.78650254529915	162.416775068947	0.322614022194474	0.63976220940295	0.670970869114273	0.850275238954653
472	2-82	4.61506101220307	0.966666666666667	0.675599328009057	3.51823201194974	5.3676344862126	193.502760657236	0.264547390558343	0.413725227312063	0.584194144425817	0.891283072183097
473	Ampcillin	4.25162916738782	0.833333333333333	0.680641933744568	3.67926178225318	4.67173022024327	154.528994854634	0.329674469623256	0.720587202535487	0.651905657858381	0.839376947343459
474	Ciprofloxacin	3.88684218813101	0.833333333333333	0.705351019835019	3.80039828377882	4.630412660874	159.61672791871	0.319776102373736	0.761904761904763	0.669977664696413	0.816302089797917
475	4-9	4.26269239083962	0.956521739130435	0.880027217236495	3.37618248678761	5.03787999704398	165.432941852593	0.234336305817432	0.576829847071229	0.578818129364483	0.870699826542478
476	2-77	4.14291467335425	1	0.905706819809157	3.39302855611145	5.17573484402691	166.258399249461	0.247886496792895	0.438975000088301	0.584264024095374	0.891237906670442
477	2-96	3.78418371977919	0.9	0.780962914330517	3.52928301694497	4.61499730265925	123.524905593074	0.347540757310792	0.514285714285714	0.654502088848891	0.908832178104254
478	2-68	4.70689059560852	0.933333333333333	0.695876647858508	3.57240978624662	5.29357715949466	210.77217738855	0.249636408337299	0.589065889867181	0.586847078891221	0.869586771622475
479	2-99	4.05350885479768	0.958333333333333	0.940908516513208	3.74176213981281	5.21655117055752	183.346344850828	0.262997533286187	0.398158673557688	0.647211439042532	0.902305241162239
480	Tetracycline	3.97640976555739	0.96875	0.811379581206465	4.28458664229811	5.30382039522484	235.652265326396	0.282492097158361	0.477539318299825	0.708852956589282	0.877477591713986
481	2-64	4.8073549220576	1	0.78408569624192	3.82883755405548	5.37823034309949	199.099552810885	0.271691115595812	0.322209375041603	0.643048592028484	0.903267219073272
482	3-38	3.7216117239699	0.789473684210526	0.775110815950146	3.33702427542495	4.45757515967848	116.795849639873	0.339204830153285	0.671707857266485	0.618847892990936	0.851846938555157
483	Ciprofloxacin	3.88684218813101	0.833333333333333	0.705351019835019	3.80039828377882	4.630412660874	159.61672791871	0.319776102373736	0.761904761904763	0.669977664696413	0.816302089797917
484	2-72	4.49468036840891	1	0.821295705497727	3.76362725421705	5.44036175893987	206.999498981938	0.257392676584049	0.340997954584791	0.629655512605357	0.910173495062674
485	2-100	4.02698683335929	0.961538461538462	0.880260137423051	3.66553076239425	4.85920882353044	179.611007357318	0.265449430512855	0.75550102058477	0.625732784972005	0.850405251786548
486	2-54	4.39274741044879	0.923076923076923	0.961982527162752	3.5896617192458	5.27756901109275	172.303762523798	0.259657805840891	0.307393489628401	0.620902676380488	0.912859478151245
487	2-39	4.51315340892067	0.96551724137931	0.639068748756172	2.7674275573094	4.99864336165158	182.650218782421	0.230963601676407	1.04575075770688	0.448535039998456	0.864188250868281
488	2-59	4.63161566522558	0.967741935483871	0.784275849322807	3.57793840768926	5.61609123298939	225.410119684423	0.246635585282518	0.361188690510528	0.583745015166981	0.91627213451609
489	4-14	3.61687460595622	0.764705882352941	0.905291949790854	3.24024785649388	4.1956756628093	119.889170690273	0.291598246650327	1.01377770281965	0.6048000754264	0.783132979239908
490	Tetracycline	3.97640976555739	0.96875	0.811379581206465	4.28458664229811	5.30382039522484	235.652265326396	0.282492097158361	0.477539318299825	0.708852956589282	0.877477591713986
491	Ampcillin	4.25162916738782	0.833333333333333	0.680641933744568	3.67926178225318	4.67173022024327	154.528994854634	0.329674469623256	0.720587202535487	0.651905657858381	0.839376947343459
492	2-71	4.8073549220576	1	0.78408569624192	3.70475972427803	5.44036175893987	203.761784835292	0.257392676584049	0.340997954584791	0.619806964320446	0.910173495062674
493	2-26	4.89214722366454	0.972222222222222	0.484013299969336	3.79197933686993	5.71657968989675	269.230532917765	0.240457447307234	0.433167429607933	0.594009240268289	0.895495691527598
494	2-2	3.62192809488736	0.8	0.73726717658312	3.54328944539277	4.53628623116887	124.015130588747	0.369265511973693	0.5929967857761	0.657099567326073	0.851846938555157
495	2-54	4.39274741044879	0.923076923076923	0.961982527162752	3.5896617192458	5.27756901109275	172.303762523798	0.259657805840891	0.307393489628401	0.620902676380488	0.912859478151245
496	2-75	4.67178058451063	0.935483870967742	0.66455947312617	3.45862219381496	5.36137554422295	214.434576016527	0.243881159489589	0.592820766163928	0.562400717721467	0.877049658128625
497	2-97	3.50689059560852	0.4	0.488927628626135	3.44385618977473	4.08385618977472	172.192809488736	0.328483201726397	1.56	0.576157756345837	0.683229870784348
498	4-14	3.61687460595622	0.764705882352941	0.905291949790854	3.24024785649388	4.1956756628093	119.889170690273	0.291598246650327	1.01377770281965	0.6048000754264	0.783132979239908
499	2-17	4.8073549220576	0.964285714285714	0.622765697720285	3.63551726236507	5.31610893983748	203.588966692444	0.23311556550652	0.491245982220127	0.599318135329085	0.902137447182647
500	2-39	4.51315340892067	0.96551724137931	0.639068748756172	2.7674275573094	4.99864336165158	182.650218782421	0.230963601676407	1.04575075770688	0.448535039998456	0.864188250868281
501	4-37	3.54659356429494	1	1.41008862000357	3.01370708287364	3.88333746042101	87.3975054033356	0.295725010264567	0.974643534706565	0.602741416574728	0.804253698980753
502	3-24	4.51315340892067	0.96551724137931	0.612712076821278	3.70910633955923	5.33578436281115	218.837274033995	0.256636658752874	0.546858686550688	0.60616801101311	0.872011071751705
503	4-39	3.25162916738782	1	1.56322318309402	2.99795269866069	3.76718346789146	77.946770165178	0.314038857992852	0.933256250249631	0.617119066885515	0.838800271073675
504	4-37	3.54659356429494	1	1.41008862000357	3.01370708287364	3.88333746042101	87.3975054033356	0.295725010264567	0.974643534706565	0.602741416574728	0.804253698980753
505	2-14	2.32192809488736	0.9	1.77783667702253	2.75444184571335	3.97057309581169	60.5977206056936	0.354950280591195	0.488858522825611	0.608909941429048	0.897850460803899
506	2-17	4.8073549220576	0.964285714285714	0.622765697720285	3.63551726236507	5.31610893983748	203.588966692444	0.23311556550652	0.491245982220127	0.599318135329085	0.902137447182647
507	2-49	4.40385618977472	0.96	0.86898466980514	3.64824320591592	5.20280353209694	167.819187472132	0.258280037656998	0.320758423960076	0.633938231554381	0.904066939647563
508	2-72	4.49468036840891	1	0.821295705497727	3.76362725421705	5.44036175893987	206.999498981938	0.257392676584049	0.340997954584791	0.629655512605357	0.910173495062674
509	2-49	4.40385618977472	0.96	0.86898466980514	3.64824320591592	5.20280353209694	167.819187472132	0.258280037656998	0.320758423960076	0.633938231554381	0.904066939647563
510	2-53	5.04729120346679	0.972972972972973	0.477749731834277	3.97241274481926	5.77874347848595	274.096479392529	0.24409284233087	0.329780978292223	0.626578348543233	0.916067254444476
511	3-33	4.32385618977472	0.96	0.892307818177173	3.66553076239425	4.85920882353044	179.611007357318	0.25677129819197	0.75550102058477	0.625732784972005	0.850405251786548
512	2-75	4.67178058451063	0.935483870967742	0.66455947312617	3.45862219381496	5.36137554422295	214.434576016527	0.243881159489589	0.592820766163928	0.562400717721467	0.877049658128625
513	2-30	4.25162916738782	1	0.644568942871813	3.68402904954117	5.31358969100984	180.517423427517	0.249293474417989	0.301120153105373	0.627563912213382	0.905154951153856
514	2-59	4.63161566522558	0.967741935483871	0.784275849322807	3.57793840768926	5.61609123298939	225.410119684423	0.246635585282518	0.361188690510528	0.583745015166981	0.91627213451609
515	4-39	3.25162916738782	1	1.56322318309402	2.99795269866069	3.76718346789146	77.946770165178	0.314038857992852	0.933256250249631	0.617119066885515	0.838800271073675
516	2-18	4.52164063634332	1	0.626579996202558	3.82416474302257	5.42325179698034	214.153225609264	0.263654439241952	0.384103125077269	0.631541927854939	0.895623260309816
517	3-50	3.82687488186464	0.947368421052632	1.02313457502828	3.21671206532986	4.76573096787442	131.885194678524	0.237027021119593	0.591821036743667	0.575959474197812	0.862049020930333
518	3-42	3.61687460595622	0.823529411764706	0.688713549684322	3.05204803396675	4.45757515967848	106.821681188836	0.28745678243713	0.671707857266485	0.573485394682196	0.863113707365665
519	2-39	4.51315340892067	0.96551724137931	0.639068748756172	2.7674275573094	4.99864336165158	182.650218782421	0.230963601676407	1.04575075770688	0.448535039998456	0.864188250868281
