No.	NAME	SpMax2_Bh(m)	SpMax2_Bh(v)	SpMax1_Bh(e)	SpMax5_Bh(e)	SpMax3_Bh(p)	SpMax4_Bh(i)	SpMax2_Bh(s)	SpMax3_Bh(s)	SpMax4_Bh(s)	SpMax5_Bh(s)	SpMax6_Bh(s)	SpMax7_Bh(s)	SpMax8_Bh(s)	SpMin2_Bh(m)	SpMin3_Bh(m)	SpMin4_Bh(v)	SpMin5_Bh(v)	SpMin1_Bh(p)	SpMin7_Bh(p)	SpMin1_Bh(i)	SpMin2_Bh(i)	SpMin3_Bh(i)	SpMin1_Bh(s)	SpMin2_Bh(s)	SpMin3_Bh(s)	SpMin4_Bh(s)	SpMin5_Bh(s)
11	2-6	3.80712965514786	3.77930225768019	4.17971194417655	3.329683500092	3.37139380852889	3.49321020424504	6.44719814074447	4.76797140287854	4.63073054086639	4.54229897285447	4.41058963016085	4.01155034491983	3.91614980299821	2.03529057521937	1.87102219870582	1.76018509035114	1.58402004662953	2.0409659901875	1.34862702688091	1.86938578847904	1.83120830591572	1.65038979720581	1.50945212293497	1.4504089505751	1.14328660208065	0.953271413158843	0.772319935638354
12	2-6	3.80712965514786	3.77930225768019	4.17971194417655	3.329683500092	3.37139380852889	3.49321020424504	6.44719814074447	4.76797140287854	4.63073054086639	4.54229897285447	4.41058963016085	4.01155034491983	3.91614980299821	2.03529057521937	1.87102219870582	1.76018509035114	1.58402004662953	2.0409659901875	1.34862702688091	1.86938578847904	1.83120830591572	1.65038979720581	1.50945212293497	1.4504089505751	1.14328660208065	0.953271413158843	0.772319935638354
13	4-2	3.71638889063392	3.67881213294108	4.13758092492956	3.29143919525179	3.46301420965245	3.41879315879938	6.44839844781843	4.77673099907647	4.56209761012111	4.42626695389747	4.21092891163131	3.89210759039566	3.64586260778093	1.91415087425804	1.86436781179121	1.59873602550441	1.54640011211624	2.21256567211894	1.33015311979516	2.06418505196059	1.73217384542471	1.55945395751197	1.66410503245488	1.20927607784377	1.0751051222844	0.98272231065405	0.737924971381633
14	4-36	3.92438519078753	3.81292120623359	4.03446289460246	3.21269295367728	3.51306107912073	3.56086941569529	8.24195290725163	8.19870343387115	8.1605396549177	7.999	7.99899999999999	7.42691438897036	5.02543967091091	1.93607447895943	1.8042321043385	1.60189856373557	1.41469974682325	2.06383571014966	1.27078313240336	1.88825635509163	1.73687635033606	1.55919641701886	1.30787802219777	1.22274837073283	0.961224316777822	0.698684106308903	0.544909682502093
15	4-6	3.76142880595032	3.75284099471323	4.15697969474329	3.26012517947616	3.34653397095426	3.39639766649988	6.45523179724358	4.75960571598992	4.52774564538838	4.23307594298509	3.88554117327949	3.6827701711578	3.57833340865092	2.03558947255471	1.84238210530395	1.70424846476997	1.48611569451559	2.01703872363524	1.25012526880602	1.91890163762601	1.83411672871915	1.62466636970385	1.52020224298818	1.30427534621627	1.14914225463445	0.862108399769478	0.789871898189478
16	4-3a	3.75537344411163	3.75180717410276	4.15619772242304	3.23840866873281	3.34673273374837	3.39256553309665	4.76124559614121	4.52787796809106	4.28778593766259	3.89257689137236	3.8284027178068	3.59734414223954	3.42620624499683	2.03917576084968	1.85667487160068	1.7059547245217	1.48776882527571	2.01699376411086	1.21044818286505	1.91897086970866	1.83488494363715	1.62547830550625	1.51652639751986	1.30357018485001	1.14303440801519	0.861569255820693	0.790069086143186
17	2-6	3.80712965514786	3.77930225768019	4.17971194417655	3.329683500092	3.37139380852889	3.49321020424504	6.44719814074447	4.76797140287854	4.63073054086639	4.54229897285447	4.41058963016085	4.01155034491983	3.91614980299821	2.03529057521937	1.87102219870582	1.76018509035114	1.58402004662953	2.0409659901875	1.34862702688091	1.86938578847904	1.83120830591572	1.65038979720581	1.50945212293497	1.4504089505751	1.14328660208065	0.953271413158843	0.772319935638354
18	4-11	3.71211229997471	3.64626452513078	4.15511320010447	3.1696295439572	3.31455728200959	3.39636020891718	5.11451624544143	4.63653002109846	4.51617486983969	4.12400612381499	3.96126787817263	3.82457347394793	3.62614571884077	1.86699398438204	1.75166308353747	1.61563179081057	1.42101375109108	2.07912706422994	1.02141364132546	1.98844435443854	1.63015928218574	1.52786897413691	1.27486070526185	1.00403516094968	0.852818766809053	0.668017281208777	0.553532114300133
19	2-6	3.80712965514786	3.77930225768019	4.17971194417655	3.329683500092	3.37139380852889	3.49321020424504	6.44719814074447	4.76797140287854	4.63073054086639	4.54229897285447	4.41058963016085	4.01155034491983	3.91614980299821	2.03529057521937	1.87102219870582	1.76018509035114	1.58402004662953	2.0409659901875	1.34862702688091	1.86938578847904	1.83120830591572	1.65038979720581	1.50945212293497	1.4504089505751	1.14328660208065	0.953271413158843	0.772319935638354
20	4-36	3.92438519078753	3.81292120623359	4.03446289460246	3.21269295367728	3.51306107912073	3.56086941569529	8.24195290725163	8.19870343387115	8.1605396549177	7.999	7.99899999999999	7.42691438897036	5.02543967091091	1.93607447895943	1.8042321043385	1.60189856373557	1.41469974682325	2.06383571014966	1.27078313240336	1.88825635509163	1.73687635033606	1.55919641701886	1.30787802219777	1.22274837073283	0.961224316777822	0.698684106308903	0.544909682502093
