No.	NAME	G2u	G3u	E3u	L1m	G1m	G2m	G3m	E1m	E2m	E3m	G2v	G3v	E1v	E2v	E3v	P1e	G2e	G3e	E1e	E2e	G2p	G3p	E2p	E3p	L1i	G2i	G3i	L2s	P2s	G2s	G3s	E1s	E2s	E3s	Am	Gu	Gm	Dm	Dv	De	Ds
1	2-6	0.199182631587207	0.238241755120669	0.480537932641573	6.85789002869472	0.163022121884134	0.171601242650399	0.15871993279114	0.326087043575048	0.241509879415963	0.1812428465312	0.18954286514103	0.184911354482311	0.357727706672359	0.267391111095996	0.29698519404861	0.638525780171333	0.175956633401682	0.175956633401682	0.458211047460683	0.425269946372517	0.149243936527412	0.175956633401682	0.311479935850421	0.319216490192531	8.3188187262986	0.167299752740038	0.194295664666336	3.00034942275266	0.228941191941363	0.15871993279114	0.167299752740038	0.490609240321775	0.482663950200739	0.294562429805035	26.0331260534921	0.199490191990947	0.164361266963349	0.249613256507404	0.307368003938988	0.450623113685743	0.422611873442516
2	2-6	0.214775282022584	0.204216391333569	0.483903640275788	6.83563750150104	0.163022121884134	0.167299752740038	0.154292604561237	0.332438223346848	0.241512188122082	0.182593240150811	0.175956633401682	0.167299752740038	0.362455383219768	0.267178508683417	0.293460773514848	0.634337288907261	0.184911354482311	0.175956633401682	0.459702534613997	0.420888693685903	0.175956633401682	0.214775282022584	0.310844630810254	0.313800300677533	8.21886328330561	0.180387573546257	0.171601242650399	2.9888768386569	0.228828861250752	0.167299752740038	0.15871993279114	0.495920941267947	0.478976336075933	0.30005636965647	26.0466362842283	0.18915014067334	0.161446629840306	0.252181217206581	0.307698221806011	0.451601050510098	0.424984549000117
3	2-11	0.159572475390038	0.18644788079913	0.517486283884162	6.40041184917733	0.155039305588241	0.159572475390038	0.168364457317961	0.267123242238034	0.291546320669635	0.211907643282026	0.149870541631947	0.149870541631947	0.298628808438331	0.317749976743239	0.307526792028925	0.550748628731989	0.149870541631947	0.18644788079913	0.394044989879762	0.482161015192056	0.168364457317961	0.172776472123993	0.342770149792554	0.361861171550208	7.8225330058227	0.159572475390038	0.159572475390038	3.8228818347248	0.282053582496672	0.149870541631947	0.18644788079913	0.387067040778079	0.435968064257793	0.402985790348869	34.0217104835892	0.177020798336615	0.160897786882514	0.256859068729899	0.307968525736832	0.457305476693384	0.408673631794914
4	2-6	0.184911354482311	0.175956633401682	0.481808769163051	6.97430615587946	0.167299752740038	0.175956633401682	0.163022121884134	0.348431293092983	0.201359988361679	0.265782293597197	0.149243936527412	0.18954286514103	0.377167458057972	0.24533689448715	0.309256302392212	0.630990037945498	0.15871993279114	0.171601242650399	0.48319348319262	0.403802264802945	0.149243936527412	0.15871993279114	0.285913845637536	0.315039476278506	8.36901997545418	0.167299752740038	0.163022121884134	3.02319428133065	0.226201025904763	0.15871993279114	0.163022121884134	0.524630141773274	0.357387952873632	0.529549982616843	27.2843000871494	0.17889228962606	0.168674395173907	0.27185785835062	0.310586884979111	0.461107265783605	0.47052269242125
5	2-6	0.15871993279114	0.28132308144587	0.470060545388162	6.8031599126596	0.163022121884134	0.171601242650399	0.167299752740038	0.327008752013398	0.241579864650325	0.175549395210304	0.15871993279114	0.194295664666336	0.359007332699334	0.264083437171683	0.291008489782572	0.635483139276665	0.15871993279114	0.199182631587207	0.4595197860827	0.423193938047844	0.15871993279114	0.167299752740038	0.307821762163061	0.318468764173016	8.25796037315407	0.149243936527412	0.180387573546257	3.04204352113056	0.232907265266205	0.149243936527412	0.15871993279114	0.490602661810626	0.489476777274517	0.28843981862409	25.9728763819587	0.188181897831763	0.167271039716475	0.248046003958009	0.304699753217863	0.445677032007576	0.422839752569744
6	2-6	0.18954286514103	0.194295664666336	0.470990968613172	6.81237068955552	0.163022121884134	0.149243936527412	0.163022121884134	0.324295504727378	0.236729456492885	0.177285751304388	0.15871993279114	0.15871993279114	0.356570425243502	0.264491570815995	0.290824082428397	0.633925758166866	0.175956633401682	0.194295664666336	0.456125932638743	0.423822920022322	0.175956633401682	0.15871993279114	0.309502587837295	0.315225094012403	8.26604188179946	0.167299752740038	0.184911354482311	3.0430847645129	0.232638503585839	0.149243936527412	0.175956633401682	0.485289222830771	0.477538991718631	0.290572091269881	26.1451884169049	0.187986093387164	0.158293564806377	0.24610357084155	0.303962026162631	0.445684234094132	0.417800101939761
7	2-11	0.196105222203421	0.18644788079913	0.525997636965014	6.00558829759604	0.149870541631947	0.159572475390038	0.18179794611412	0.268695723463757	0.292535444537175	0.218156872788404	0.159572475390038	0.168364457317961	0.298970770580855	0.319177328221657	0.311370491843897	0.524518228450104	0.168364457317961	0.159572475390038	0.396131624092331	0.478988071880555	0.159572475390038	0.159572475390038	0.344585489870491	0.364577988871021	7.32043570054577	0.18644788079913	0.155039305588241	3.78840920379154	0.284775417698498	0.149870541631947	0.163979741833038	0.389856004045703	0.426970848439919	0.426590752913764	33.8679491794888	0.183273219235872	0.163212873311905	0.259796013596445	0.309839530215469	0.460201879658955	0.414472535133128
8	2-99	0.199962565025982	0.18478967591805	0.433542683764459	6.67240008442807	0.151178210921776	0.17997896426954	0.170610969673768	0.421187108459187	0.205595104893905	0.419179062060601	0.161363651692075	0.161363651692075	0.424618267346224	0.258500813924971	0.32179017188167	0.611507702351155	0.194764933093813	0.17997896426954	0.503539387255279	0.445060462392931	0.17997896426954	0.17997896426954	0.299864866689699	0.283204699877702	7.39633298770266	0.165996239024386	0.17997896426954	2.79016761029151	0.219583846717826	0.151178210921776	0.170610969673768	0.576565012667698	0.414164842656349	0.696135480450156	27.030396089857	0.194771331841447	0.166816613460038	0.348653758471231	0.334969751050955	0.474416783151219	0.562288445258068
9	2-6	0.15871993279114	0.204216391333569	0.468692884698393	6.8695093096813	0.180387573546257	0.15871993279114	0.15871993279114	0.337719128963429	0.19647209294604	0.283371771247159	0.184911354482311	0.180387573546257	0.365199976707219	0.239330412339492	0.301530696400536	0.626763985350521	0.184911354482311	0.171601242650399	0.46348906477165	0.38870609298904	0.163022121884134	0.167299752740038	0.276846419239097	0.301639518840519	8.23800652024847	0.175956633401682	0.175956633401682	2.9783844047244	0.226052030833534	0.149243936527412	0.154292604561237	0.503916977139201	0.340716925952882	0.593623901176986	26.7231251266063	0.18164713375878	0.165636680973702	0.272520997718876	0.302020361815749	0.446903992339948	0.47941926808969
10	2-6	0.167299752740038	0.238241755120669	0.472591453215795	6.95998446305048	0.15871993279114	0.15871993279114	0.180387573546257	0.338632064351969	0.210968405001662	0.260603380266543	0.167299752740038	0.209409620752487	0.371173074340992	0.250956406119147	0.30527617887761	0.635035993975371	0.163022121884134	0.18954286514103	0.477915762519009	0.410947286941574	0.163022121884134	0.184911354482311	0.290943361893739	0.308531651893614	8.43396952824707	0.167299752740038	0.184911354482311	3.01742860274102	0.226209146888414	0.15871993279114	0.149243936527412	0.5111979033934	0.3807436640903	0.502479938797343	27.1701884637852	0.184947394149457	0.165636680973702	0.270067949873391	0.30913521977925	0.45896793058413	0.464807168760348
11	2-6	0.194295664666336	0.232044669898189	0.481957645233456	6.97304719395482	0.149243936527412	0.15871993279114	0.15871993279114	0.329799467189533	0.245695032611096	0.18540654975187	0.15871993279114	0.154292604561237	0.358982783925471	0.275118246265211	0.301213829111677	0.644963723506933	0.184911354482311	0.15871993279114	0.459771399764462	0.438316419113418	0.175956633401682	0.15871993279114	0.321092892005009	0.316765077156313	8.4232004190876	0.167299752740038	0.180387573546257	2.93946027558463	0.222923437160575	0.167299752740038	0.15871993279114	0.496161499466726	0.493756834887395	0.296861809285965	26.0642936227574	0.206141740796876	0.155496235416212	0.253633683184167	0.311771619767453	0.457514252308692	0.428926714546695
12	2-6	0.184911354482311	0.199182631587207	0.470198436950052	6.95618600375661	0.149243936527412	0.167299752740038	0.167299752740038	0.33449368017837	0.206800023082414	0.264109796439559	0.163022121884134	0.171601242650399	0.368853128029846	0.249990197934288	0.308041176530137	0.635257298023097	0.167299752740038	0.167299752740038	0.47790366925936	0.416360855631514	0.15871993279114	0.167299752740038	0.290717067020788	0.31188544875343	8.48566826536435	0.175956633401682	0.184911354482311	3.05572816326959	0.228667994880446	0.149243936527412	0.149243936527412	0.506651598716781	0.383402023836254	0.495267192026009	27.1650154846798	0.176483421065802	0.161050631206113	0.268467833233448	0.308961500831423	0.459244972234094	0.461773604859681
