No.	NAME	SpMaxA_EA(ed)	SpDiam_EA(ed)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMaxA_EA(dm)	SpAD_EA(dm)	SpMAD_EA(dm)	SpMAD_EA(ri)	SpMax_AEA(dm)	SpMaxA_AEA(dm)	SpMAD_AEA(dm)	Chi0_EA(dm)	SM04_EA(bo)	SM11_EA(bo)	SM03_EA(dm)	SM04_EA(dm)	SM08_AEA(dm)	SM13_AEA(dm)	SM12_AEA(ri)	SM13_AEA(ri)	Eig02_EA(dm)	Eig03_EA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig06_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig10_EA(dm)	Eig11_EA(dm)	Eig12_EA(dm)	Eig13_EA(dm)	Eig14_EA(dm)	Eig15_EA(dm)	Eig12_EA(ri)	Eig02_AEA(ed)	Eig02_AEA(dm)	Eig03_AEA(dm)	Eig07_AEA(dm)	Eig13_AEA(dm)
827	2-91	0.58827726609435	18.4722091003048	6.43055153890316	1.845251818882	0.17494755842665	16.7360144404254	0.880842865285546	1.41584960261336	5.05485110022565	0.266044794748718	1.81235952793955	13.153083564858	6.90875477931522	17.0760206809448	0	6.19748154598708	-1.27657737500095	7.18744320939877	4.42855242616081	3.15019895083423	3.32400361010634	0.86	0.86	0	0	0	0	0	0	0	0	0	0	-0.999999999999999	6.47316568967945	5.0523046846448	3.5166215191499	1.82819677965363	-0.731025905617522
828	3-24	0.367566225906536	19.4053105220414	7.4815008635302	1.82462976686713	0.138922205877923	15.9246824014292	0.497646325044662	1.43217093023661	4.8530229962361	0.151656968632378	1.63327323123414	21.8505694657343	7.05639077812129	16.5544215797935	2.93172694357808	6.54051927834688	0.280862420049666	7.53616451788068	3.41781076636038	3.10335953958266	1.31843591712086	0.86	0.8	0.538394695500187	0	0	0	0	0	0	0	0	0	0.654410365292191	6.49734505423216	3.6526543729403	3.05625749273353	2.38036671431417	1.09262284533864
829	4-35	0.475713677348211	18.598613844883	6.16152184967437	1.55782782401694	0	0	0	1.42738456706614	3.43218156584177	0.143007565243407	1.47181834508553	17.1248402562657	6.11589212548304	14.0093085083079	0	0	-0.671875662092346	5.85435960799751	2.68590493189124	2.52828982742249	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.409634488108494	5.7611089936375	2.79344630360667	2.71477987882131	1.65942289241226	-0.218769200078813
830	2-2	0.570196227992396	20.0411094958525	7.7002575108028	1.86015257980153	0.151091073186652	10.0880072202127	0.45854578273694	1.39321422620501	5.24955127444884	0.238615967020402	1.66186394822021	13.7046201776115	6.87858390168186	17.0565195910803	0	5.51079962628199	-1	6.27022097573752	3.39800441529961	3.1497301973544	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.78137378010459	6.68867472420893	3.51541336847764	2.97696736975818	1.5396567823538	-0.271933152314139
831	2-85	0.543542810757052	27.5407653958923	6.57732140787366	1.73612240937931	0.0743619252367626	16.4551621222549	0.498641276431967	1.53932622346724	4.40024928841261	0.133340887527655	1.67712762764626	28.2938012323045	6.93439720992856	16.057628935424	2.66547110823284	4.45523668667508	0.0753802017779873	11.993957315152	3.76944060970447	3.35164158803376	2.20368265604236	1.02332790443728	0.827668943564993	0.813550498577305	0.764722171772206	0.140685353920155	0	0	0	0	0	0	0	0.389288141311213	7.99822259133488	3.98387926818394	3.68144308020852	2.2882195581042	0.943268909455331
832	2-99	0.608655139520066	25.5257379267013	6.56187559855355	1.7458306863297	0.0867008252312439	9.61794471490615	0.356220174626154	1.58548607664873	4.2123099319373	0.156011478960641	1.67541800091563	22.7492097332567	6.77650699237218	15.8279081759383	2.24295397748673	3.71248275557153	-0.850220280504225	8.65237498800112	3.75008143318191	3.34829310945196	1.02332790443728	0.764722171772206	0.68	0	0	0	0	0	0	0	0	0	0	-0.0999998743158983	7.98397511166624	3.98724787189245	3.56716538436154	1.9992360397984	0.242597950319547
833	2-100	0.518891634799881	22.7996657445667	7.36221775799234	1.84693817161176	0.0485714285714286	8.40222051018559	0.3000793039352	1.46370770850985	4.02934467061435	0.143905166807655	1.57675893023014	21.5026789295772	7.08359755717833	16.4412314206851	1.41938865371629	2.16082338922827	-0.344428158353204	8.32016089942618	3.81273723724422	3.18955525466355	1.1211102550928	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0.0118874181344828	6.69426085743016	3.48679845030387	3.44299375227493	2.03616967367735	0.340258992492047
834	2-21	0.466247408012038	28.3078867605184	6.20108686550735	1.70694304211592	0.0610698130961792	16.446451910259	0.411161297756476	1.59336114587459	4.42594881642445	0.110648720410611	1.73955645082591	36.5415323173323	7.12528309151071	16.2539449925622	2.99555625806418	4.52982926994826	0.592689529499765	13.1291873434579	3.80634845359384	3.51893777664063	2.17836884220768	1.90704494858192	0.86	0.4	0.286045781840519	0.14897385865223	0	0	0	0	0	0	0	0.999238340435967	8.04556691501383	4.13890854998876	3.94029654578059	2.8634022592928	1.29967404154507
835	2-26	0.399590023322069	25.9319117448735	6.67999320272256	1.74490311542345	0.058427226971742	17.7065343896524	0.42158415213458	1.54003487038229	4.30674792681717	0.102541617305171	1.64596135899306	34.8767353751615	7.17997466794294	16.0794900474066	2.99555625806417	4.55190061753043	0.863562589715607	8.8128461441663	3.79726425503897	3.47985990831851	2.17836884220768	1.90704494858192	0.827668943564993	0.68	0.657267069006199	0.14897385865223	0	0	0	0	0	0	0	1.34754442434681	8.02705906379409	4.14138095275583	3.8319753759283	2.77774008992409	1.29873174210321
836	2-14	0.967805874797953	17.5840487723624	5.14884249584382	1.54696122621839	0.0781818181818182	3.44	0.312727272727273	1.40603202776705	3.49158882083871	0.317417165530792	1.59622777405341	8.3825310958761	5.12989871492308	12.6283850378147	0	1.15940399926953	0	3.29372780634452	2.21431974337753	1.41421356237309	0.86	0	0	0	0	0	0	-0.86	-0.86	0	0	0	0	0	5.46818689434698	2.48005540629741	2.17496418301351	-0.663401132073173	0
837	2-53	0.397983337484398	25.8220934862652	7.07358370098566	1.79153175341105	0.0557362447915139	17.5760192506741	0.418476648825574	1.54107672265929	4.24589338378258	0.101092699613871	1.64450231227955	35.9414475383764	7.26839734348198	16.2480293258642	2.59061110629139	4.18750316844507	1.03090070617591	9.25514658040226	3.92413595978101	3.75125096632268	1.90704494858192	1.39150923032491	1.02332790443728	0.764722171772206	0.68	0.531509230324909	0.14897385865223	0	0	0	0	0	0	1.3188130199272	7.99664670208911	4.01123573408123	3.73499672545701	2.63002757754889	1.77955176448956
838	2-63	0.40827930208066	23.7316386863859	6.47150297472867	1.75001975394787	0.0668185240967528	22.8734262814424	0.618200710309253	1.51196860119536	4.20990043669711	0.113781092883706	1.64262939598317	26.5556647964067	6.99106188510855	15.5983925638938	3.50596572201879	5.00980604156139	0.618033988749894	8.83211973330858	3.66292590888447	3.50395344996406	2.17836884220768	2.17836884220768	2.17836884220768	1.90652778646379	0.432229666434355	0.0905637696201385	0	0	0	0	0	0	0	0.970355895802505	7.79605665858982	4.05241303810638	3.83555816986286	2.75218305787252	1.28760992906067
839	4-39	0.759779349227053	15.3675631355544	6.90850625718262	1.75662468987886	0.0716666666666667	4.48307238483242	0.373589365402702	1.28984077500043	3.18194396570535	0.265161997142113	1.42870721768141	12.3606121687136	6.10980298405607	14.9690788284712	0	1.204772676343	0	1.40089505040951	2.8530350815943	2.05726613202897	0.86	0.521536192416212	0	0	0	0	0	-0.521536192416212	-0.86	-0.86	0	0	0	-2	5.2203938140294	2.67224945509066	2.08842286372432	-0.100443689304354	0
840	Ampcillin	0.540885456421225	22.0630218669518	6.77356129745766	1.84687134934724	0.121235799162052	22.0293204461951	0.847281555622889	1.50294708429332	4.95159642355973	0.190446016290759	1.71009090257708	15.745273046894	6.71325992125648	15.1637655063972	2.93111268246368	5.64578751983692	-0.751211290606507	7.2528105572773	3.60318989577668	3.20911132217782	2.37723239478851	2.08309816972106	1.97028982641405	0.706789256880021	0.590303871491958	0.134815925588596	0	0	0	0	0	0	0	-0.375973131609688	6.82218951280974	3.96296623396191	3.7610147316861	2.2249921708693	0.458501138914972
841	2-53	0.397983337484398	25.8220934862652	7.07358370098566	1.79153175341105	0.0557362447915139	17.5760192506741	0.418476648825574	1.54107672265929	4.24589338378258	0.101092699613871	1.64450231227955	35.9414475383764	7.26839734348198	16.2480293258642	2.59061110629139	4.18750316844507	1.03090070617591	9.25514658040226	3.92413595978101	3.75125096632268	1.90704494858192	1.39150923032491	1.02332790443728	0.764722171772206	0.68	0.531509230324909	0.14897385865223	0	0	0	0	0	0	1.3188130199272	7.99664670208911	4.01123573408123	3.73499672545701	2.63002757754889	1.77955176448956
842	2-81	0.518047022908384	28.3076764455646	6.20096535168522	1.71239729649886	0.0678553478846435	15.646451910259	0.434623664173862	1.58996517738027	4.42597593294307	0.122943775915085	1.74356722488689	28.4794106822873	7.03966034986208	16.2295567899143	2.99555625806417	4.5292770526434	0.330576805333599	13.0793626370903	3.80384384503622	3.51603510068608	2.17836884220768	1.90704494858192	0.86	0.286045781840518	0.14897385865223	0	0	0	0	0	0	0	0	0.658139017726953	8.0450150428492	4.13907575040028	3.94020301120632	2.71200195356817	1.14699405022223
843	2-13	0.967805874797953	17.5840487723624	5.14884249584382	1.54696122621839	0.0781818181818182	3.44	0.312727272727273	1.41807302458007	3.4721182658562	0.315647115077836	1.59672006882136	8.63928700529955	5.12989871492308	12.6283850378147	0	1.15940399926953	0	3.29372780634452	2.21431974337753	1.41421356237309	0.86	0	0	0	0	0	0	-0.86	-0.86	0	0	0	0	0	5.46818689434698	2.39619655355197	2.17496418301351	-0.753270343711882	0
844	2-78	0.598049869288057	23.4692445536943	6.39331806489371	1.73165179920415	0.0923298434960225	14.0035248968968	0.560140995875874	1.49666727342638	4.03797571937837	0.161519028775135	1.70158121115984	24.0842978222835	6.56667242980324	15.1538741230521	1.59265791239409	4.39693917594538	-0.64597046511226	6.07016962110204	3.4069563784576	2.80867804522134	1.90704494858193	1.27749755381371	0.68	0.68	0.14897385865223	0	0	0	0	0	0	0	0	-0.0458109031823347	6.63427849529511	3.98929823273943	3.58565687922328	2.1205002841371	0.126386078758896
845	2-71	0.523540977896443	25.9021296230486	6.61851411639249	1.72883006073979	0.0766857354004114	14.0819183760992	0.4400599492531	1.55576582262013	4.29735390325224	0.134292309476633	1.69497239406831	26.3710568410172	6.90675477864856	15.9573801531232	2.59061110629139	4.23208029554027	0.0261615860969255	8.73482632475605	3.78166025488177	3.39696292618744	1.90704494858193	1.02332790443728	0.827668943564993	0.68	0.14897385865223	0	0	0	0	0	0	0	0	0.375496241669618	8.01293313396327	4.04005619057738	3.74174689829042	2.56218079472317	0.989483415369502
846	2-5	0.726335107311804	24.4143388996875	7.2240178505583	1.85382073463149	0.0465149047471492	3.08972819370699	0.140442190623045	1.58102958932048	4.05391693505099	0.184268951593227	1.60708403594658	17.2347619494007	6.78360828623926	16.0825171741613	0	1.20633711114853	-1.20059805331932	7.52463809034442	3.71963175849061	3.12855740764584	0.521536192416212	0	0	0	0	0	0	0	0	0	0	0	0	-0.652471479290502	7.37031996722386	3.63365855299345	2.84144251090567	1.36827423804653	-0.704515128644007
847	2-98	0.391441925032395	20.75413604317	7.73831992643941	1.96332661647658	0.100727382124435	16.7360144404254	0.507151952740163	1.4357395404638	5.25851237771223	0.159348859930674	1.67905882730986	18.5725229739219	7.49080853674501	17.8287266683037	0	6.19748154598708	-0.0973713898656391	7.79361438538847	4.73749440064604	3.40250004496606	3.32400361010634	0.86	0.86	0	0	0	0	0	0	0	0	0	0	1.0446654853071	7.40147551382591	5.25705093476525	3.55473353547591	2.17496418301351	1.19648120717938
848	2-90	0.507690063362644	25.9028967512061	6.61877834063899	1.74496202357718	0.0743619252367626	14.0819183760992	0.426724799275733	1.58172858826167	4.29761730630689	0.130230827463845	1.71332378988613	28.6424636948108	6.95177216439891	15.9654700908778	2.59061110629139	4.23208029554027	0.0261623171646037	8.80831195071107	3.78172674480105	3.39930301389389	1.90704494858192	1.02332790443728	0.827668943564993	0.68	0.14897385865223	0	0	0	0	0	0	0	0	0.377860463543592	8.01296475701354	4.04088237429761	3.74762450637242	2.67816616496336	0.765241142869875
849	Chloramphenicol	0.485613614713467	16.5285977046043	6.96345599957363	1.86171885948898	0.130622577482986	14.1061268674431	0.705306343372157	1.35292126767552	3.83550418641856	0.191775209320928	1.54990575570726	16.255087652261	6.55571244736997	15.3215548810513	3.01514266707381	4.7269659074194	-1	5.94451998051941	3.38915984902818	3.05097259128936	2.47004257606733	1.12370127693461	0.764722171772206	0.0821458592877124	0	0	0	0	0	0	0	0	-0.61245154965971	-0.761626649249342	5.91633181151167	3.77856411059087	3.27084756161632	1.31161172605215	-0.134746190960463
850	2-53	0.397983337484398	25.8220934862652	7.07358370098566	1.79153175341105	0.0557362447915139	17.5760192506741	0.418476648825574	1.54107672265929	4.24589338378258	0.101092699613871	1.64450231227955	35.9414475383764	7.26839734348198	16.2480293258642	2.59061110629139	4.18750316844507	1.03090070617591	9.25514658040226	3.92413595978101	3.75125096632268	1.90704494858192	1.39150923032491	1.02332790443728	0.764722171772206	0.68	0.531509230324909	0.14897385865223	0	0	0	0	0	0	1.3188130199272	7.99664670208911	4.01123573408123	3.73499672545701	2.63002757754889	1.77955176448956
851	4-35	0.475713677348211	18.598613844883	6.16152184967437	1.55782782401694	0	0	0	1.42738456706614	3.43218156584177	0.143007565243407	1.47181834508553	17.1248402562657	6.11589212548304	14.0093085083079	0	0	-0.671875662092346	5.85435960799751	2.68590493189124	2.52828982742249	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.409634488108494	5.7611089936375	2.79344630360667	2.71477987882131	1.65942289241226	-0.218769200078813
852	4-37	0.70182577889629	15.3769032731385	6.90927729484051	1.72160841309612	0.0661538461538461	3.44	0.264615384615385	1.29055912861801	3.20778693146964	0.24675284088228	1.41451576176812	10.620065942882	6.1230409048967	14.9723249624069	0	1.15940399926953	0	1.97323182698824	2.86314051500205	2.05727804718057	0.86	0	0	0	0	0	0	0	0	-0.86	-0.86	0	0	-1.80613300280479	5.24849011263435	2.58632387266604	2.176871818077	0.215569370212271	-2
853	2-9	0.640435199168673	27.5338353703272	6.57598380475681	1.73893957842204	0.0876408404576131	10.1393251051753	0.362118753756261	1.59013095819209	4.39620647791558	0.157007374211271	1.69134832028872	20.0984071975413	6.83410873881384	16.043969017092	2.24295397748674	3.94877944783576	-0.417123194317085	11.9808620557467	3.76905997288252	3.3485694396579	1.02332790443728	0.827668943564992	0.764722171772206	0	0	0	0	0	0	0	0	0	0	0.0222574485597501	7.99791070304821	3.97912942730028	3.65125884274724	1.97560224805966	0.129834296884063
854	3-15	0.700545948749049	24.5905088811921	7.22256850836961	1.77423987297035	0	0	0	1.55871264899588	3.94933228448898	0.171710099325608	1.61001722676047	10.7408549054276	6.739632441588	16.0143793251969	0	0	-0.963857831732295	7.76893780454823	3.60301285327258	3.07106628096857	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.390904935154245	7.37532614303736	3.40365146558076	2.80336340329413	1.37651709763149	-0.620094666075365
855	2-94	0.543598121664062	21.0024081828283	7.76285731084538	1.94512986250662	0.138500150421098	15.3129103195321	0.638037929980504	1.44224367714222	5.25988180153289	0.219161741730537	1.67160845491931	15.1401435289231	7.05293728882664	17.264148229708	2.36085400111802	5.73679432005616	-0.884777471422771	6.99230382528179	3.83677361186579	3.15268984138213	2.61245154965971	0.86	0.86	0	0	0	0	0	0	0	0	0	0	-0.502864702165311	6.69530374648168	3.78608851932929	3.52574776943377	1.87492792135774	0.212089817528629
856	2-100	0.518891634799881	22.7996657445667	7.36221775799234	1.84693817161176	0.0485714285714286	8.40222051018559	0.3000793039352	1.46370770850985	4.02934467061435	0.143905166807655	1.57675893023014	21.5026789295772	7.08359755717833	16.4412314206851	1.41938865371629	2.16082338922827	-0.344428158353204	8.32016089942618	3.81273723724422	3.18955525466355	1.1211102550928	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0.0118874181344828	6.69426085743016	3.48679845030387	3.44299375227493	2.03616967367735	0.340258992492047
857	2-86	0.472072892942228	23.7316275137249	5.88102077833788	1.67113527074549	0.076337266370224	22.6399272790898	0.707497727471555	1.51755107660224	4.20988309426797	0.131558846695874	1.65107649918986	26.06713714885	6.71052310945243	15.4013266592954	3.50596572201879	4.99139632142096	-0.0317910116217127	6.93927942342845	3.66287002556517	2.87241249300372	2.17836884220768	2.17836884220768	2.17836884220768	1.90704494858193	0.286045781840519	0.14897385865223	0	0	0	0	0	0	0	0.620464247799186	7.79605613120355	4.05235516068129	3.68389402138309	2.69795187485296	1.064019279124
858	3-31	0.601065751838451	27.6509944886658	6.59321495934911	1.75570381082991	0.0817981177604388	15.5970017165507	0.519900057218356	1.57691966282936	4.41871274187934	0.147290424729311	1.72292266837294	23.8844168113618	6.91473089271856	16.0973371769862	2.88156867980791	4.57936753433226	-0.366039249424678	12.1234323281211	3.77303170699551	3.37461729471231	2.44279252384717	1.02332790443728	0.827668943564992	0.764722171772206	0.286045781840519	0	0	0	0	0	0	0	0	0.201450699261178	8.00519932033107	4.01595394430074	3.77464167606176	2.21602463093501	0.627233556255919
859	2-25	0.64469900651815	24.602961482235	7.22911171652307	1.77710787465349	0.0871347536883072	5.67127182242776	0.22685087289711	1.54513584889032	4.15854063484519	0.166341625393807	1.6283171803994	19.3911589070292	6.80821114864575	16.0938844618157	2.03582397652411	3.37229578933086	-0.697529622279713	7.81076230004575	3.71968415843511	3.13446121243553	0.657267069006199	0	0	0	0	0	0	0	0	0	0	0	0	-0.350702818909622	7.37552687250404	3.73759460037857	2.85828987085178	1.74567083748304	-0.0474620844022247
860	2-90	0.507690063362644	25.9028967512061	6.61877834063899	1.74496202357718	0.0743619252367626	14.0819183760992	0.426724799275733	1.58172858826167	4.29761730630689	0.130230827463845	1.71332378988613	28.6424636948108	6.95177216439891	15.9654700908778	2.59061110629139	4.23208029554027	0.0261623171646037	8.80831195071107	3.78172674480105	3.39930301389389	1.90704494858192	1.02332790443728	0.827668943564993	0.68	0.14897385865223	0	0	0	0	0	0	0	0	0.377860463543592	8.01296475701354	4.04088237429761	3.74762450637242	2.67816616496336	0.765241142869875
861	3-38	0.597277482475673	20.0364498810625	7.69751978775204	1.86714780407166	0.15828588619554	10.0880072202127	0.480381296200604	1.43159764204399	5.24948347200991	0.249975403429043	1.63964873612495	12.060630304558	6.80156108257574	17.0312968696509	0	5.51079962628198	-1	5.30489349982244	3.16859501429735	3.03903034758764	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.788506112616436	6.68863945418344	3.51510957469063	2.92236663376887	1.45889676106602	-0.741453798824188
862	2-23	0.622675418160557	24.675057338743	7.2302332355416	1.75311367052025	0.0837834170079877	5.67127182242776	0.218125839324145	1.52345975273308	4.17577382035987	0.160606685398457	1.61809050797516	18.9843037458729	6.82355812018138	16.1127221903289	2.03582397652411	3.37229578933086	-0.524093932788883	7.81088760314639	3.74465616503395	3.15250231192583	0.657267069006199	0	0	0	0	0	0	0	0	0	0	0	0	-0.042027570684067	7.52936024004813	3.74675697050012	2.85832078517096	1.74754037027705	0.0963550875665339
863	4-45	0.451963961822195	17.9744948223674	6.95666611360602	1.781036752253	0.102958131598374	12.5541989298349	0.523091622076454	1.38189852526542	3.8184060893737	0.159100253723904	1.56759849431992	19.5632650664025	6.6706078799044	15.8682886758123	2.33069819051376	4.04612282366821	-0.932912955201188	5.92788144410261	3.13603142670616	2.9758075252569	1.28277976647434	1.04096109437385	0.952625218054019	0.403764955768001	0.125973271886268	0	0	0	0	0	0	0	0	-0.322766032284422	6.19563890151064	3.66242194983813	3.02600280093117	1.85770032806534	0.0235626342334158
864	2-16	0.64469900651815	24.602961482235	7.22911171652307	1.77710787465349	0.0409331161774913	3.36118994688696	0.134447597875479	1.52398009166353	4.06053747023473	0.162421498809389	1.57838849815927	19.4563439093273	6.80821114864575	16.0938844618157	0	1.27158575455934	-0.697529622279712	7.81076230004574	3.71968415843511	3.13446121243553	0.657267069006199	0	0	0	0	0	0	0	0	0	0	0	0	-0.347346366481938	7.37552687250403	3.64482604242975	2.84149472956072	1.74603867401334	-0.107300528549336
865	4-31	0.721479025931689	20.8704811681848	7.83395234149821	2.07297280224725	0	0	0	1.40807146890997	4.70475151740402	0.261375084300223	1.52148393627796	3.99328239241638	7.08527365227007	17.4880176517799	0	0	-1.54973238482028	3.69058315617797	4.13300817059366	2.56118097720588	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.970412780476709	6.22444764713622	2.80925114152619	1.90909993807253	0.949645522244605	-0.999999999999998
866	2-21	0.466247408012038	28.3078867605184	6.20108686550735	1.70694304211592	0.0610698130961792	16.446451910259	0.411161297756476	1.59336114587459	4.42594881642445	0.110648720410611	1.73955645082591	36.5415323173323	7.12528309151071	16.2539449925622	2.99555625806418	4.52982926994826	0.592689529499765	13.1291873434579	3.80634845359384	3.51893777664063	2.17836884220768	1.90704494858192	0.86	0.4	0.286045781840519	0.14897385865223	0	0	0	0	0	0	0	0.999238340435967	8.04556691501383	4.13890854998876	3.94029654578059	2.8634022592928	1.29967404154507
867	2-95	0.570196227992396	20.0411094958525	7.70025751080281	1.86015257980153	0.151091073186652	10.0880072202127	0.45854578273694	1.42609576784277	5.24953514323522	0.238615233783419	1.65642830233022	14.9661520553029	6.87858390168186	17.0565195910803	0	5.51079962628199	-1	6.27022097573755	3.3980044152996	3.14973019735441	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.758221070667005	6.68867472420892	3.5308446587471	2.9492625557107	1.60297797275124	-0.49701463480989
868	2-90	0.507690063362644	25.9028967512061	6.61877834063899	1.74496202357718	0.0743619252367626	14.0819183760992	0.426724799275733	1.58172858826167	4.29761730630689	0.130230827463845	1.71332378988613	28.6424636948108	6.95177216439891	15.9654700908778	2.59061110629139	4.23208029554027	0.0261623171646037	8.80831195071107	3.78172674480105	3.39930301389389	1.90704494858192	1.02332790443728	0.827668943564993	0.68	0.14897385865223	0	0	0	0	0	0	0	0	0.377860463543592	8.01296475701354	4.04088237429761	3.74762450637242	2.67816616496336	0.765241142869875
869	4-39	0.759779349227053	15.3675631355544	6.90850625718262	1.75662468987886	0.0716666666666667	4.48307238483242	0.373589365402702	1.28984077500043	3.18194396570535	0.265161997142113	1.42870721768141	12.3606121687136	6.10980298405607	14.9690788284712	0	1.204772676343	0	1.40089505040951	2.8530350815943	2.05726613202897	0.86	0.521536192416212	0	0	0	0	0	-0.521536192416212	-0.86	-0.86	0	0	0	-2	5.2203938140294	2.67224945509066	2.08842286372432	-0.100443689304354	0
870	2-14	0.967805874797953	17.5840487723624	5.14884249584382	1.54696122621839	0.0781818181818182	3.44	0.312727272727273	1.40603202776705	3.49158882083871	0.317417165530792	1.59622777405341	8.3825310958761	5.12989871492308	12.6283850378147	0	1.15940399926953	0	3.29372780634452	2.21431974337753	1.41421356237309	0.86	0	0	0	0	0	0	-0.86	-0.86	0	0	0	0	0	5.46818689434698	2.48005540629741	2.17496418301351	-0.663401132073173	0
871	2-95	0.570196227992396	20.0411094958525	7.70025751080281	1.86015257980153	0.151091073186652	10.0880072202127	0.45854578273694	1.42609576784277	5.24953514323522	0.238615233783419	1.65642830233022	14.9661520553029	6.87858390168186	17.0565195910803	0	5.51079962628199	-1	6.27022097573755	3.3980044152996	3.14973019735441	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.758221070667005	6.68867472420892	3.5308446587471	2.9492625557107	1.60297797275124	-0.49701463480989
872	4-55	0.698849756454219	24.3611021448668	6.48174250825207	1.67215597451473	0.0309090909090909	1.36	0.0618181818181818	1.54716745614387	3.80551534337296	0.172977970153317	1.57290054437467	17.3725054683126	6.44730586254121	15.0791956621852	0	0.356013989556501	-1	7.25972657862996	3.41663349703486	3.01474203164847	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.797209836444109	7.04905533353271	3.26244039806472	3.04626483660738	1.33573962489885	-0.79949576320891
873	2-43	0.595289198547695	25.7238904557694	6.93678962219388	1.82391045236444	0.0836043671872709	14.2997892773933	0.510706759906905	1.59597825928588	4.26976865195329	0.15249173756976	1.67997064580675	25.1402878456085	6.92853781816467	16.1780543569844	2.88156867980791	4.35164293774024	-0.554635589957698	8.60536327313694	3.74066873486556	3.46110622936699	2.34092228124359	1.02332790443728	0.764722171772206	0.68	0	0	0	0	0	0	0	0	0	-0.115806893569131	7.97831827318626	4.05265900273915	3.74633191214078	2.27239976242581	0.404276287509212
874	2-95	0.570196227992396	20.0411094958525	7.70025751080281	1.86015257980153	0.151091073186652	10.0880072202127	0.45854578273694	1.42609576784277	5.24953514323522	0.238615233783419	1.65642830233022	14.9661520553029	6.87858390168186	17.0565195910803	0	5.51079962628199	-1	6.27022097573755	3.3980044152996	3.14973019735441	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.758221070667005	6.68867472420892	3.5308446587471	2.9492625557107	1.60297797275124	-0.49701463480989
875	2-98	0.391441925032395	20.75413604317	7.73831992643941	1.96332661647658	0.100727382124435	16.7360144404254	0.507151952740163	1.4357395404638	5.25851237771223	0.159348859930674	1.67905882730986	18.5725229739219	7.49080853674501	17.8287266683037	0	6.19748154598708	-0.0973713898656391	7.79361438538847	4.73749440064604	3.40250004496606	3.32400361010634	0.86	0.86	0	0	0	0	0	0	0	0	0	0	1.0446654853071	7.40147551382591	5.25705093476525	3.55473353547591	2.17496418301351	1.19648120717938
876	3-2	0.40471491623409	20.0631581519114	7.70152956225359	1.92318867217566	0.107225922906656	14.200044834681	0.458065962409064	1.45489018385991	5.24953593046754	0.169339868724759	1.61510696315177	15.7376901553776	7.19556234362207	17.1353330474141	1.59265791239408	5.57819471109251	-0.15066094201156	7.64988748287758	3.83043215514122	3.19334497224034	1.90704494858192	0.86	0.86	0.14897385865223	0	0	0	0	0	0	0	0	0	0.999999999999999	6.72029489645683	3.59482302004537	3.45006157292967	2.17496418301351	0.999999999999999
877	4-2	0.610645006657858	24.6569360941158	7.31252917419639	1.73308071577678	0.0330769230769231	3.32	0.127692307692308	1.49006808648933	3.93405043345833	0.15130963205609	1.5758839043139	21.5404718817915	6.78473982808559	16.1591376522753	0.324977857195478	0.937980330660469	-0.622702850219302	7.83099393447614	3.45346344207661	2.84819547202299	0.8	0	0	0	0	0	0	0	0	0	0	0	0	-0.138464067080863	6.57451429446709	3.14716693866426	2.94747347466932	1.86747805004135	0.100192432678193
878	2-2	0.570196227992396	20.0411094958525	7.7002575108028	1.86015257980153	0.151091073186652	10.0880072202127	0.45854578273694	1.39321422620501	5.24955127444884	0.238615967020402	1.66186394822021	13.7046201776115	6.87858390168186	17.0565195910803	0	5.51079962628199	-1	6.27022097573752	3.39800441529961	3.1497301973544	0.86	0.86	0	0	0	0	0	0	0	0	0	0	0	-0.78137378010459	6.68867472420893	3.51541336847764	2.97696736975818	1.5396567823538	-0.271933152314139
879	2-71	0.523540977896443	25.9021296230486	6.61851411639249	1.72883006073979	0.0766857354004114	14.0819183760992	0.4400599492531	1.55576582262013	4.29735390325224	0.134292309476633	1.69497239406831	26.3710568410172	6.90675477864856	15.9573801531232	2.59061110629139	4.23208029554027	0.0261615860969255	8.73482632475605	3.78166025488177	3.39696292618744	1.90704494858193	1.02332790443728	0.827668943564993	0.68	0.14897385865223	0	0	0	0	0	0	0	0	0.375496241669618	8.01293313396327	4.04005619057738	3.74174689829042	2.56218079472317	0.989483415369502
