No.	NAME	SRW07	piPC10	piID	PCD
2353	4-47	0	3.61091791264422	6.59714570188665	0.514926791510205
2354	4-29	0	2.83321334405622	5.67675380226828	0
2355	2-29	4.94875989037817	7.76020058280754	10.2193242257805	1.74420381078615
2356	3-6	5.41610040220442	5.48505623596845	7.96030181390216	1.03372478067944
2357	4-29	0	2.83321334405622	5.67675380226828	0
2358	4-41	5.41610040220442	2.99573227355399	5.87773578177964	0.100083458556982
2359	4-51	6.53233429222235	7.22766249872866	9.70235008148453	0.634726011709944
2360	4-27	0	5.73187377669764	7.63091815071922	2.14612121722857
2361	2-25	5.73334127689775	6.78240461844781	8.89661800838978	1.33966743637688
2362	2-57	0	5.86078622346587	7.986504938554	0.846051895452837
2363	3-48	5.73334127689775	6.93731408122368	9.04502710076312	1.4020234652024
2364	2-27	5.73334127689775	7.12949784938072	9.50431743309616	1.39719996234577
2365	2-34	4.94875989037817	7.30787278076371	9.92030011354603	1.35203365194579
2366	2-56	4.84418708645859	5.52545293913178	8.02649693894541	0.352808809677682
2367	2-43	5.73334127689775	6.83087423464618	8.88958399179497	1.06274189363668
2368	2-57	0	5.86078622346587	7.986504938554	0.846051895452837
2369	4-63	0	6.82832306200456	8.62288326213983	2.32946398329335
2370	4-16	4.84418708645859	5.43372200355424	7.61972421378267	0.147792135537548
2371	3-26	4.84418708645859	7.47385557731897	10.536818015428	2.45348940664162
2372	3-6	5.41610040220442	5.48505623596845	7.96030181390216	1.03372478067944
2373	3-48	5.73334127689775	6.93731408122368	9.04502710076312	1.4020234652024
2374	2-57	0	5.86078622346587	7.986504938554	0.846051895452837
2375	2-80	5.73334127689775	6.93925394604151	9.02002696525268	1.05309346684784
2376	2-27	5.73334127689775	7.12949784938072	9.50431743309616	1.39719996234577
2377	2-47	6.19644412779452	6.93634273583405	9.08227970190866	0.594721315622117
2378	3-52	5.73334127689775	6.8673238331878	8.96990759462491	1.41295702261201
2379	3-49	5.73334127689775	6.90950374951625	9.04502710076312	1.4020234652024
2380	2-40	0	7.0352685992811	9.28656039788759	1.24353951258931
2381	2-80	5.73334127689775	6.93925394604151	9.02002696525268	1.05309346684784
2382	4-51	6.53233429222235	7.22766249872866	9.70235008148453	0.634726011709944
2383	3-43	5.41610040220442	5.405207961038	7.92031028082636	1.33413862597168
2384	4-20	0	4.30575285731789	6.71432221743346	1.03756841516518
2385	4-63	0	6.82832306200456	8.62288326213983	2.32946398329335
2386	2-32	0	7.21344609126391	9.49664415126819	1.68184072177883
2387	3-6	5.41610040220442	5.48505623596845	7.96030181390216	1.03372478067944
2388	2-28	5.73334127689775	7.11171601087957	9.45689766969941	1.40523811285745
2389	2-10	4.72738781871234	7.48915003128895	10.1226481825394	1.72943217094287
2390	3-52	5.73334127689775	6.8673238331878	8.96990759462491	1.41295702261201
2391	3-5	5.41610040220442	5.43617532357989	7.87195483437818	1.04540961082158
2392	2-74	6.13772705408623	7.16752001375199	10.3150382723557	1.34105334566594
2393	4-49	0	5.73187377669764	7.70984269316988	2.0330888909016
2394	3-49	5.73334127689775	6.90950374951625	9.04502710076312	1.4020234652024
2395	2-83	6.91671502035361	7.028201432058	9.6035979369766	0.172356526238989
2396	3-19	5.73334127689775	6.8673238331878	8.96990759462491	1.41295702261201
2397	2-93	6.19644412779452	6.92755790627832	9.12205545710861	0.625473219596499
2398	3-19	5.73334127689775	6.8673238331878	8.96990759462491	1.41295702261201
2399	3-11	5.73334127689775	6.84174901456953	8.97016192216837	1.33776079556692
2400	2-66	6.13772705408623	7.19321613636121	10.4138690151772	1.37135575384449
2401	3-52	5.73334127689775	6.8673238331878	8.96990759462491	1.41295702261201
2402	2-68	6.13772705408623	7.0343879299155	9.41458648618593	0.594330120279608
2403	2-83	6.91671502035361	7.028201432058	9.6035979369766	0.172356526238989
2404	3-36	5.41610040220442	5.58373124358837	8.04115136891817	1.11457433569544
2405	4-59	5.68697535633982	6.07073772800249	8.28045768658256	0.146870268921594
