No.	NAME	DBI	HNar	PJI2	ICR	MeanTD	MaxDD	GMTIV	S2K	PW2	PW5	MAXDN	MAXDP	TIE	Psi_i_1d	Psi_i_1s	Psi_e_0d	LOC
372	2-15	3.39116499156263	1.8343949044586	1	2.42769427110377	4.30072463768116	18	12829	6.4582466704451	0.577314814814815	0.128421293727538	1.85456207482993	5.35733363252708	51.7692194705722	5.3130821011369E-7	1.80929186994308E-8	2.86508662717554E-6	1.41958581380552
373	2-1	3.24037034920393	1.98675496688742	1	2.8546939516467	5.35666666666667	20	20168	6.51995076891698	0.595952380952381	0.0914899088298254	4.79586149428907	5.55708963214916	48.8018716808834	1.42779427254727E-7	4.75756273037013E-9	-1.46689480806017E-6	0.552821490277417
374	4-16	4.24264068711928	1.67875647668394	0.8	2.12918924329009	4.11396011396011	17	13204	6.91144703452871	0.615604457271124	0.116743830525081	2.32910336356765	6.13286407155455	102.745793008141	-6.7463551911548E-8	1.3648867022758E-8	-3.95740293007728E-7	1.33478148212251
375	2-7	3.24037034920393	1.95180722891566	1	2.67196783706986	4.97150997150997	19	18070	7.72556773574482	0.57799823633157	0.111088799847063	1.47121769232384	5.68312003968254	48.4156644320885	3.6449115922085E-8	3.17337512681387E-9	-4.01075344298496E-7	1.11255925990029
376	Chloramphenicol	4.24264068711928	1.62162162162162	0.833333333333333	2.54643934467102	4.63157894736842	11	17990	7.63758609272784	0.582619047619047	0.0754549141439044	2.65915668920359	4.30478636516335	80.4041799999298	0.0000288103298961788	2.75436082529679E-7	0.000038933537137686	2.02112747333719
377	4-44	5.04975246918104	1.80582524271845	1	2.81745982788599	6.01075268817204	19	27711	13.460918961086	0.5536866359447	0.0873658194802444	2.05930212378313	6.37905773229096	115.582049536238	1.01114309382059E-8	3.71254762474953E-10	-2.87082225621667E-8	1.59010950474675
378	4-28	2.91547594742265	1.86206896551724	0.833333333333333	2.53049305675748	4.2156862745098	13	5802	6.29570129370485	0.567724867724868	0.0860381180990753	1.06110544217687	1.88699404761905	24.8345647245926	-0.0000480500164882433	3.38545067271838E-6	0.00013715801749432	0.894152083613783
379	2-71	4.35889894354067	1.83606557377049	0.8	2.18200581476021	4.2989417989418	21	20409	5.61613937978404	0.621258503401361	0.133400303166254	2.44037662981859	6.34378259637188	86.48757963958	9.59106157868221E-9	1.13498329159723E-9	2.05049439758228E-7	1.35845623608172
380	2-30	3	2	1	2.64207956392571	4.65942028985507	20	12295	6.28559007606629	0.58328373015873	0.118358478049588	1.79984126984127	5.17268849206349	39.2407709853541	-2.58597126641029E-7	2.90525550919576E-8	2.84431549260601E-6	0.864786979256811
381	4-30	3.60555127546399	1.85234899328859	1	2.15484865702598	3.68774703557312	17	10447	3.8026256224536	0.647256728778468	0.126509379608406	2.15744472789116	5.50192952412446	57.0305310463647	-2.49405282133548E-7	5.38369846152346E-8	-5.39495589911442E-6	0.702398203829224
382	2-3	3.16227766016838	1.9047619047619	0.75	1.95272419562465	3.42105263157895	17	5197	3.74708236615596	0.615535714285714	0.13851076601905	1.84735355253212	4.87372307256236	34.4722011974616	-3.29617708722139E-6	9.90388306788152E-7	0.0000376749855228832	0.896578428466209
383	3-38	3.08220700148449	1.91596638655462	1	2.3942811477134	4.06432748538012	16	9100	4.85027794355164	0.597681704260652	0.0895534095388659	4.69691515495087	5.10928004535147	38.1348091703874	-0.0000139014087674403	4.67118156394845E-7	-0.000071286753369578	0.644043292190046
384	4-33	3	1.98675496688742	0.8	2.26282469236151	3.97666666666667	20	13310	5.3503460336842	0.605809523809524	0.137091732331932	1.64425547996977	5.81298327664399	47.0332829531733	-6.94771043542349E-8	7.9498069715062E-9	-1.47497422983748E-6	0.794525485545934
385	4-30	3.60555127546399	1.85234899328859	1	2.15484865702598	3.68774703557312	17	10447	3.8026256224536	0.647256728778468	0.126509379608406	2.15744472789116	5.50192952412446	57.0305310463647	-2.49405282133548E-7	5.38369846152346E-8	-5.39495589911442E-6	0.702398203829224
386	2-59	4.84767985741633	1.74647887323944	1	2.53421082623675	4.88387096774194	22	27911	7.49916146756205	0.610291858678955	0.122644514335867	3.17142347359564	6.54084892290249	125.454746924877	2.58003540277286E-9	2.37148318314058E-10	-2.82842654427204E-8	1.73200039559987
387	4-28	2.91547594742265	1.86206896551724	0.833333333333333	2.53049305675748	4.2156862745098	13	5802	6.29570129370485	0.567724867724868	0.0860381180990753	1.06110544217687	1.88699404761905	24.8345647245926	-0.0000480500164882433	3.38545067271838E-6	0.00013715801749432	0.894152083613783
388	2-15	3.39116499156263	1.8343949044586	1	2.42769427110377	4.30072463768116	18	12829	6.4582466704451	0.577314814814815	0.128421293727538	1.85456207482993	5.35733363252708	51.7692194705722	5.3130821011369E-7	1.80929186994308E-8	2.86508662717554E-6	1.41958581380552
389	2-99	3.93700393700591	1.72455089820359	0.6	1.98993437832558	3.83333333333333	16	12861	4.49856577814767	0.642113095238095	0.12279872417363	3.02737764550265	4.95220730190224	77.5989780099108	-2.56365244367658E-7	3.37467973117971E-8	2.81317784885594E-6	0.910401041967148
390	2-72	4.58257569495584	1.82608695652174	0.8	2.17554833378221	4.21428571428571	20	19831	5.40867619022747	0.623337971552257	0.142115925141737	2.46815440759637	6.37263747165533	89.3235032863984	9.58369991835858E-9	1.15306887495032E-9	2.0487816514251E-7	1.35845623608172
391	4-35	3.74165738677394	1.74683544303797	0.857142857142857	2.64880476132815	5.02766798418972	18	9400	8.43065501417614	0.575207039337474	0.0929983651676107	1.80394190392206	4.55942792068108	72.9207026727376	1.77685148634719E-6	3.36283731886485E-7	-5.42413901542901E-6	2.07913445132484
392	2-23	3.60555127546399	1.91666666666667	0.8	2.14656045766323	3.93280632411067	19	10004	5.13730168952863	0.593461007591442	0.138037692220646	1.75222989890401	5.77826428256488	50.9858863586326	4.81897577128839E-7	9.49610069526925E-8	-5.42366259762321E-6	1.33530685237014
393	2-12	3	2	1	2.64207956392571	4.65942028985507	20	11697	6.28559007606629	0.58328373015873	0.118358478049588	1.29984126984127	2.78551729024943	35.2393248213236	-2.56224461450939E-7	3.4067140566614E-8	2.84820534765177E-6	0.864786979256811
394	4-60	3.3166247903554	1.93006993006993	0.8	2.23351697940236	3.81818181818182	18	8374	5.53650782848288	0.583516845473367	0.154578331178049	1.25526321176619	3.70423122952885	39.7275483844677	4.86766878716194E-7	8.06468466982966E-8	-5.43649581223549E-6	1.21552913488477
395	2-12	3	2	1	2.64207956392571	4.65942028985507	20	11697	6.28559007606629	0.58328373015873	0.118358478049588	1.29984126984127	2.78551729024943	35.2393248213236	-2.56224461450939E-7	3.4067140566614E-8	2.84820534765177E-6	0.864786979256811
396	4-3	3.3166247903554	1.90909090909091	0.75	1.88417292453795	3.58571428571429	18	5754	4.20793190890932	0.606859410430839	0.144629198966707	1.84140117157974	4.95121031746032	36.8116695615519	1.7135709388226E-6	5.71800955526397E-7	-0.0000197649313011057	1.08315342664054
397	4-55	3.3166247903554	1.7910447761194	0.8	2.30370169605735	3.82631578947368	15	3664	4.72936251782406	0.618849206349206	0.0985461196150472	0.961240669879063	1.59513820651717	32.3326517119968	5.95137565029996E-6	3.79836689617822E-6	0.0000374686815810998	0.932192809488736
398	2-19	3.16227766016838	1.94594594594595	1	2.68979819008099	5.10144927536232	20	13149	7.69607108952316	0.56656746031746	0.102503166221833	1.47868669690098	5.7937037037037	44.2553471570577	5.11278162965486E-7	3.54320750455942E-8	2.85340999800477E-6	0.864786979256811
399	4-30	3.60555127546399	1.85234899328859	1	2.15484865702598	3.68774703557312	17	10447	3.8026256224536	0.647256728778468	0.126509379608406	2.15744472789116	5.50192952412446	57.0305310463647	-2.49405282133548E-7	5.38369846152346E-8	-5.39495589911442E-6	0.702398203829224
400	2-7	3.24037034920393	1.95180722891566	1	2.67196783706986	4.97150997150997	19	18070	7.72556773574482	0.57799823633157	0.111088799847063	1.47121769232384	5.68312003968254	48.4156644320885	3.6449115922085E-8	3.17337512681387E-9	-4.01075344298496E-7	1.11255925990029
401	2-54	4.30116263352131	1.70491803278689	0.6	1.96357373752296	3.95692307692308	17	19266	4.97792123440374	0.636630036630037	0.133787882627697	3.27034060846561	5.19645124716553	99.0200104920164	-7.14510760377594E-8	4.67983877270672E-9	7.58073304437832E-7	0.99522890787355
402	Ciprofloxacin	2.73861278752583	1.94594594594595	0.833333333333333	2.54248125036058	4.47101449275362	16	16596	5.7813326389425	0.596081349206349	0.109499924280438	3.18763666564983	6.60226426681784	55.7323437354957	-2.74494624547719E-7	9.99658374815574E-9	2.84287077765929E-6	0.812907291846956
403	2-17	3.53553390593274	1.93103448275862	1	2.29144520870495	4.7989417989418	24	19147	6.01036067568237	0.613818027210884	0.117398691479081	1.98046472138238	5.17742660491398	59.0265993961696	9.44526066261125E-9	1.55227719818571E-9	2.0704574569613E-7	0.615517466353886
404	4-58	2.82842712474619	2.04255319148936	1	2.59133104938676	5.07056451612903	26	27411	7.19198580820203	0.59296875	0.133540096776478	1.99083165364911	6.27205073696145	53.5987997624732	-3.55285314461873E-10	2.4928212996588E-11	1.48217735945323E-8	0.6875
405	2-68	4.06201920231798	1.92513368983957	0.8	2.16753028002905	4.4367816091954	23	23618	5.90252212137194	0.626825396825397	0.130053630562969	2.39336061507936	7.03253259637188	83.3993926842187	-1.29475022874881E-9	2.18630165455124E-10	5.4673503332477E-8	0.62794863883109
406	2-18	3.39116499156263	1.95348837209302	0.857142857142857	2.72026342570949	5.16137566137566	20	19453	8.34045314619639	0.572831632653061	0.115832116887783	1.45970791866129	5.74546571869489	50.3296001818295	-1.87530741776368E-8	1.79913458620019E-9	2.07680257575568E-7	1.26138077565759
407	3-42	2.12132034355964	2.08163265306122	1	2.41896119556797	4.08088235294118	16	5684	4.74361637181579	0.575770308123249	0.0876794350848496	1.28522581254724	2.37347222222222	22.8312677467537	-0.0000483380857844368	3.13921069748542E-6	-0.000258315966912325	0.480877981323569
408	2-96	3.16227766016838	1.86046511627907	1	2.38048202372184	4.14736842105263	17	12067	5.07277631594995	0.603214285714286	0.0869562748388593	4.91381094104308	5.20323837868481	46.6586211653708	7.44622702454228E-6	1.65239500553762E-7	0.000037540725315523	0.680482023721841
409	2-16	3.46410161513775	1.91304347826087	1	2.11735037157682	3.7965367965368	19	7907	4.67019084205045	0.602002164502164	0.139178654323052	1.90500767668178	4.96075892857143	41.7998134014361	-9.14187946728122E-7	2.18270951995685E-7	0.0000103810040261529	1.25797513404993
410	Tetracycline	4.24264068711928	1.6695652173913	0.833333333333333	2.49122890820332	4.73790322580645	20	34993	6.81868736648731	0.627380952380952	0.127378202194597	4.12531143707483	6.5809764739229	144.170354290354	-1.41968847223412E-9	2.55582172880627E-11	1.45366965965328E-8	0.936889062229566
411	3-38	3.08220700148449	1.91596638655462	1	2.3942811477134	4.06432748538012	16	9100	4.85027794355164	0.597681704260652	0.0895534095388659	4.69691515495087	5.10928004535147	38.1348091703874	-0.0000139014087674403	4.67118156394845E-7	-0.000071286753369578	0.644043292190046
412	4-35	3.74165738677394	1.74683544303797	0.857142857142857	2.64880476132815	5.02766798418972	18	9400	8.43065501417614	0.575207039337474	0.0929983651676107	1.80394190392206	4.55942792068108	72.9207026727376	1.77685148634719E-6	3.36283731886485E-7	-5.42413901542901E-6	2.07913445132484
413	2-24	4.79583152331272	2.04123711340206	0.833333333333333	2.54302025741953	4.86174242424242	23	28563	5.79108901628809	0.63456425729153	0.123501439687017	2.42683580299404	6.94711682203746	88.1640458017859	4.43541529616933E-11	2.57148245197196E-11	-7.45736758690026E-9	0.565355280051937
414	Ampcillin	4	1.74545454545455	1	2.66937214859461	4.94565217391304	17	19653	5.97579002641377	0.607242063492063	0.102962168366317	2.94989492993912	5.31276549508692	72.565988716812	5.34863714377699E-7	1.60581691852495E-8	2.85755605813964E-6	0.900549085503632
415	4-44	5.04975246918104	1.80582524271845	1	2.81745982788599	6.01075268817204	19	27711	13.460918961086	0.5536866359447	0.0873658194802444	2.05930212378313	6.37905773229096	115.582049536238	1.01114309382059E-8	3.71254762474953E-10	-2.87082225621667E-8	1.59010950474675
416	2-24	4.79583152331272	2.04123711340206	0.833333333333333	2.54302025741953	4.86174242424242	23	28563	5.79108901628809	0.63456425729153	0.123501439687017	2.42683580299404	6.94711682203746	88.1640458017859	4.43541529616933E-11	2.57148245197196E-11	-7.45736758690026E-9	0.565355280051937
417	2-25	3.46410161513775	1.91304347826087	1	2.11735037157682	3.7965367965368	19	7911	4.65745587771157	0.602002164502164	0.139178654323052	1.34945212112623	5.70701428256488	42.0034406920158	-9.0872496454685E-7	2.39221720364059E-7	0.0000103641185559725	1.25797513404993
418	4-3	3.3166247903554	1.90909090909091	0.75	1.88417292453795	3.58571428571429	18	5754	4.20793190890932	0.606859410430839	0.144629198966707	1.84140117157974	4.95121031746032	36.8116695615519	1.7135709388226E-6	5.71800955526397E-7	-0.0000197649313011057	1.08315342664054
419	2-7	3.24037034920393	1.95180722891566	1	2.67196783706986	4.97150997150997	19	18070	7.72556773574482	0.57799823633157	0.111088799847063	1.47121769232384	5.68312003968254	48.4156644320885	3.6449115922085E-8	3.17337512681387E-9	-4.01075344298496E-7	1.11255925990029
420	2-61	4.24264068711928	1.80722891566265	1	2.11341119262112	3.72666666666667	17	15672	4.08605475570682	0.643471861471861	0.147457732064052	2.90013888888889	5.66694109819854	78.3671482170463	-6.96521921966428E-8	7.58481227691387E-9	-1.46004844300065E-6	0.885728850142772
421	4-35	3.74165738677394	1.74683544303797	0.857142857142857	2.64880476132815	5.02766798418972	18	9400	8.43065501417614	0.575207039337474	0.0929983651676107	1.80394190392206	4.55942792068108	72.9207026727376	1.77685148634719E-6	3.36283731886485E-7	-5.42413901542901E-6	2.07913445132484
422	2-58	4.89897948556636	1.78313253012048	1	2.68825843278721	5.77927927927928	26	49155	8.84027380686271	0.613384813384813	0.122754346945486	3.18851316326473	7.07075003149408	133.461188817692	-2.48510155370587E-11	1.35939611886423E-12	-5.29178511962363E-10	0.944815639669411
423	4-39	2.12132034355964	1.71428571428571	0.75	1.95914791702724	3	9	1689	4.20983677183122	0.542460317460317	0.0921314071031283	0.857361111111111	1.6587037037037	12.6740417002577	0.00418410832512979	0.000189892234826789	0.00593204781422596	1.2987468750601
424	2-59	4.84767985741633	1.74647887323944	1	2.53421082623675	4.88387096774194	22	27911	7.49916146756205	0.610291858678955	0.122644514335867	3.17142347359564	6.54084892290249	125.454746924877	2.58003540277286E-9	2.37148318314058E-10	-2.82842654427204E-8	1.73200039559987
425	2-39	4.58257569495584	1.74	0.875	2.91526732520904	5.72660098522168	22	19920	8.39771258782213	0.602640941434045	0.0948462700404391	2.02967055880994	6.19515563729277	113.915240039548	-1.80998383875246E-8	3.6281118180169E-9	-1.06093339356593E-7	2.02019575576444
426	4-58	2.82842712474619	2.04255319148936	1	2.59133104938676	5.07056451612903	26	27411	7.19198580820203	0.59296875	0.133540096776478	1.99083165364911	6.27205073696145	53.5987997624732	-3.55285314461873E-10	2.4928212996588E-11	1.48217735945323E-8	0.6875
427	4-15	2.82842712474619	1.61797752808989	0.75	1.91829583405449	3.04545454545455	7	1021	3.27814440325487	0.592361111111111	0.0645501084650048	0.98640873015873	0.847774470899471	15.2596361301735	0.0037189658712284	0.00049229029592688	0.00585344630569475	1.25789479208734
428	2-16	3.46410161513775	1.91304347826087	1	2.11735037157682	3.7965367965368	19	7907	4.67019084205045	0.602002164502164	0.139178654323052	1.90500767668178	4.96075892857143	41.7998134014361	-9.14187946728122E-7	2.18270951995685E-7	0.0000103810040261529	1.25797513404993
429	2-65	5	1.78604651162791	1	2.30060811226238	4.84475806451613	22	32324	6.8907724001486	0.620833333333333	0.119949974417827	2.59068830309902	6.76679563492063	111.664102109629	6.94106713513909E-10	4.38904185553893E-11	1.4648416063964E-8	1.54595859334435
430	3-24	3.67423461417477	1.91208791208791	0.857142857142857	2.74786205030306	5.31773399014778	20	20840	8.5692522669838	0.58123973727422	0.115345632629819	1.45861481166541	5.79958094503233	53.7561073190214	9.63548857131733E-9	1.03170388170363E-9	-1.07492989505797E-7	1.27838837826907
431	4-30	3.60555127546399	1.85234899328859	1	2.15484865702598	3.68774703557312	17	10447	3.8026256224536	0.647256728778468	0.126509379608406	2.15744472789116	5.50192952412446	57.0305310463647	-2.49405282133548E-7	5.38369846152346E-8	-5.39495589911442E-6	0.702398203829224
432	4-33	3	1.98675496688742	0.8	2.26282469236151	3.97666666666667	20	13310	5.3503460336842	0.605809523809524	0.137091732331932	1.64425547996977	5.81298327664399	47.0332829531733	-6.94771043542349E-8	7.9498069715062E-9	-1.47497422983748E-6	0.794525485545934
433	2-99	3.93700393700591	1.72455089820359	0.6	1.98993437832558	3.83333333333333	16	12861	4.49856577814767	0.642113095238095	0.12279872417363	3.02737764550265	4.95220730190224	77.5989780099108	-2.56365244367658E-7	3.37467973117971E-8	2.81317784885594E-6	0.910401041967148
434	4-35	3.74165738677394	1.74683544303797	0.857142857142857	2.64880476132815	5.02766798418972	18	9400	8.43065501417614	0.575207039337474	0.0929983651676107	1.80394190392206	4.55942792068108	72.9207026727376	1.77685148634719E-6	3.36283731886485E-7	-5.42413901542901E-6	2.07913445132484
435	2-41	3.67423461417477	1.98895027624309	1	2.63559174602793	4.9816091954023	25	22608	7.1375396124155	0.591865079365079	0.126233286759129	1.60703006897203	5.19479763666001	48.9484392216683	2.62271260972959E-9	1.64365292595972E-10	5.57274921502133E-8	1.13873384534922
436	3-38	3.08220700148449	1.91596638655462	1	2.3942811477134	4.06432748538012	16	9100	4.85027794355164	0.597681704260652	0.0895534095388659	4.69691515495087	5.10928004535147	38.1348091703874	-0.0000139014087674403	4.67118156394845E-7	-0.000071286753369578	0.644043292190046
437	2-41	3.67423461417477	1.98895027624309	1	2.63559174602793	4.9816091954023	25	22608	7.1375396124155	0.591865079365079	0.126233286759129	1.60703006897203	5.19479763666001	48.9484392216683	2.62271260972959E-9	1.64365292595972E-10	5.57274921502133E-8	1.13873384534922
438	4-43	4.41588043316392	1.72413793103448	0.857142857142857	2.74449845156016	5.68666666666667	18	22904	8.50895660075915	0.585047619047619	0.0777906848578334	2.23045857678343	4.7258561995097	72.2313953371474	5.68936400086191E-7	5.11884121340722E-9	-1.50647998993805E-6	2.29176283087068
439	3-29	4	1.84615384615385	1	2.13027044308602	3.66304347826087	17	12096	4.04081632653061	0.638338744588745	0.144780271307276	2.28147250566893	5.69197889109348	67.394118991001	1.30508139935905E-7	2.46989271938465E-8	2.80957606500113E-6	0.88208020839343
440	2-99	3.93700393700591	1.72455089820359	0.6	1.98993437832558	3.83333333333333	16	12861	4.49856577814767	0.642113095238095	0.12279872417363	3.02737764550265	4.95220730190224	77.5989780099108	-2.56365244367658E-7	3.37467973117971E-8	2.81317784885594E-6	0.910401041967148
441	2-54	4.30116263352131	1.70491803278689	0.6	1.96357373752296	3.95692307692308	17	19266	4.97792123440374	0.636630036630037	0.133787882627697	3.27034060846561	5.19645124716553	99.0200104920164	-7.14510760377594E-8	4.67983877270672E-9	7.58073304437832E-7	0.99522890787355
442	2-84	4.89897948556636	1.81990521327014	1	2.52621064191468	5.19758064516129	24	31580	7.15296279637652	0.614434523809524	0.117372078820646	2.48013207569146	6.68324743323255	105.699308944364	6.83867040341986E-10	6.23977072105352E-11	1.46472256901686E-8	1.75
443	2-19	3.16227766016838	1.94594594594595	1	2.68979819008099	5.10144927536232	20	13149	7.69607108952316	0.56656746031746	0.102503166221833	1.47868669690098	5.7937037037037	44.2553471570577	5.11278162965486E-7	3.54320750455942E-8	2.85340999800477E-6	0.864786979256811
444	3-34	3.16227766016838	1.86046511627907	0.833333333333333	2.50370169605735	4.28421052631579	16	9917	5.09469253936194	0.606130952380952	0.0891681025394228	4.71367441421013	5.22058012093726	41.724511188215	7.21898732891223E-6	2.66121273991293E-7	0.0000374878414889224	0.680482023721841
445	2-73	3.08220700148449	1.82781456953642	0.833333333333333	2.49620584809655	4.19367588932806	19	11626	6.05987875325186	0.58756038647343	0.119571250887195	1.69612354498222	5.83819908982111	57.6893260940636	-9.55320589068879E-7	1.09469499260639E-7	-5.45329312806029E-6	1.26532248391636
446	4-44	5.04975246918104	1.80582524271845	1	2.81745982788599	6.01075268817204	19	27711	13.460918961086	0.5536866359447	0.0873658194802444	2.05930212378313	6.37905773229096	115.582049536238	1.01114309382059E-8	3.71254762474953E-10	-2.87082225621667E-8	1.59010950474675
447	4-39	2.12132034355964	1.71428571428571	0.75	1.95914791702724	3	9	1689	4.20983677183122	0.542460317460317	0.0921314071031283	0.857361111111111	1.6587037037037	12.6740417002577	0.00418410832512979	0.000189892234826789	0.00593204781422596	1.2987468750601
448	4-18	1.58113883008419	2	0.8	2.30595849286804	3.50549450549451	11	2617	4.07435837386049	0.553061224489796	0.0910377572523969	0.643780076845553	0.858337427563618	12.4948294298484	-0.000609564019307145	0.0000459895256221129	0.00171425875043028	0.815861769012344
449	3-38	3.08220700148449	1.91596638655462	1	2.3942811477134	4.06432748538012	16	9100	4.85027794355164	0.597681704260652	0.0895534095388659	4.69691515495087	5.10928004535147	38.1348091703874	-0.0000139014087674403	4.67118156394845E-7	-0.000071286753369578	0.644043292190046
450	4-30	3.60555127546399	1.85234899328859	1	2.15484865702598	3.68774703557312	17	10447	3.8026256224536	0.647256728778468	0.126509379608406	2.15744472789116	5.50192952412446	57.0305310463647	-2.49405282133548E-7	5.38369846152346E-8	-5.39495589911442E-6	0.702398203829224
451	2-96	3.16227766016838	1.86046511627907	1	2.38048202372184	4.14736842105263	17	12067	5.07277631594995	0.603214285714286	0.0869562748388593	4.91381094104308	5.20323837868481	46.6586211653708	7.44622702454228E-6	1.65239500553762E-7	0.000037540725315523	0.680482023721841
452	4-3	3.3166247903554	1.90909090909091	0.75	1.88417292453795	3.58571428571429	18	5754	4.20793190890932	0.606859410430839	0.144629198966707	1.84140117157974	4.95121031746032	36.8116695615519	1.7135709388226E-6	5.71800955526397E-7	-0.0000197649313011057	1.08315342664054
453	3-39	3.24037034920393	1.92	0.833333333333333	2.47095059445467	4.27368421052632	17	9949	5.42839978755288	0.588035714285714	0.0931523372552334	4.6934340750189	5.1866334404132	40.687619237924	7.21867020037348E-6	2.66298321269509E-7	0.0000374611697801668	0.842737648613667
454	2-7	3.24037034920393	1.95180722891566	1	2.67196783706986	4.97150997150997	19	18070	7.72556773574482	0.57799823633157	0.111088799847063	1.47121769232384	5.68312003968254	48.4156644320885	3.6449115922085E-8	3.17337512681387E-9	-4.01075344298496E-7	1.11255925990029
455	2-30	3	2	1	2.64207956392571	4.65942028985507	20	12295	6.28559007606629	0.58328373015873	0.118358478049588	1.79984126984127	5.17268849206349	39.2407709853541	-2.58597126641029E-7	2.90525550919576E-8	2.84431549260601E-6	0.864786979256811
456	2-54	4.30116263352131	1.70491803278689	0.6	1.96357373752296	3.95692307692308	17	19266	4.97792123440374	0.636630036630037	0.133787882627697	3.27034060846561	5.19645124716553	99.0200104920164	-7.14510760377594E-8	4.67983877270672E-9	7.58073304437832E-7	0.99522890787355
457	Ciprofloxacin	2.73861278752583	1.94594594594595	0.833333333333333	2.54248125036058	4.47101449275362	16	16596	5.7813326389425	0.596081349206349	0.109499924280438	3.18763666564983	6.60226426681784	55.7323437354957	-2.74494624547719E-7	9.99658374815574E-9	2.84287077765929E-6	0.812907291846956
458	4-55	3.3166247903554	1.7910447761194	0.8	2.30370169605735	3.82631578947368	15	3664	4.72936251782406	0.618849206349206	0.0985461196150472	0.961240669879063	1.59513820651717	32.3326517119968	5.95137565029996E-6	3.79836689617822E-6	0.0000374686815810998	0.932192809488736
459	2-24	4.79583152331272	2.04123711340206	0.833333333333333	2.54302025741953	4.86174242424242	23	28563	5.79108901628809	0.63456425729153	0.123501439687017	2.42683580299404	6.94711682203746	88.1640458017859	4.43541529616933E-11	2.57148245197196E-11	-7.45736758690026E-9	0.565355280051937
460	2-12	3	2	1	2.64207956392571	4.65942028985507	20	11697	6.28559007606629	0.58328373015873	0.118358478049588	1.29984126984127	2.78551729024943	35.2393248213236	-2.56224461450939E-7	3.4067140566614E-8	2.84820534765177E-6	0.864786979256811
461	2-1	3.24037034920393	1.98675496688742	1	2.8546939516467	5.35666666666667	20	20168	6.51995076891698	0.595952380952381	0.0914899088298254	4.79586149428907	5.55708963214916	48.8018716808834	1.42779427254727E-7	4.75756273037013E-9	-1.46689480806017E-6	0.552821490277417
462	4-33	3	1.98675496688742	0.8	2.26282469236151	3.97666666666667	20	13310	5.3503460336842	0.605809523809524	0.137091732331932	1.64425547996977	5.81298327664399	47.0332829531733	-6.94771043542349E-8	7.9498069715062E-9	-1.47497422983748E-6	0.794525485545934
463	4-54	4.12310562561766	1.78571428571429	0.857142857142857	2.6986885704511	4.68666666666667	19	8804	7.00329953781139	0.597015873015873	0.104390453281865	1.47992122543462	6.00576881450213	56.8896829040124	-2.39618016599597E-7	1.03831869237059E-7	-1.46743810157957E-6	1.52865997091879
464	2-8	3.16227766016838	1.86046511627907	0.833333333333333	2.50370169605735	4.28421052631579	16	10807	5.07277631594995	0.606130952380952	0.0891681025394228	4.76922996976568	5.17976379440665	42.9178640277268	7.32277524491875E-6	2.14067864057754E-7	0.0000376174264188916	0.680482023721841
465	4-45	4.06201920231798	1.74683544303797	0.857142857142857	2.69859811035975	5.69169960474308	18	18922	7.65504369274937	0.583747412008282	0.0773271993812867	2.12717153974639	4.62136912265024	55.8372375901831	2.09900013018721E-6	2.25464258130661E-8	-5.55131319084431E-6	2.27581105810992
466	2-46	3.60555127546399	1.85915492957747	1	2.15810477849681	3.64935064935065	17	10938	4.20218162469957	0.61286075036075	0.139846030075024	2.74862055933484	5.57699546485261	58.6126746667008	-9.5924522491729E-7	1.02493717246163E-7	0.0000103658650105099	1.00299147612098
467	2-7	3.24037034920393	1.95180722891566	1	2.67196783706986	4.97150997150997	19	18070	7.72556773574482	0.57799823633157	0.111088799847063	1.47121769232384	5.68312003968254	48.4156644320885	3.6449115922085E-8	3.17337512681387E-9	-4.01075344298496E-7	1.11255925990029
468	3-39	3.24037034920393	1.92	0.833333333333333	2.47095059445467	4.27368421052632	17	9949	5.42839978755288	0.588035714285714	0.0931523372552334	4.6934340750189	5.1866334404132	40.687619237924	7.21867020037348E-6	2.66298321269509E-7	0.0000374611697801668	0.842737648613667
469	2-90	4.18330013267038	1.92	1	2.05965145885948	4.23015873015873	21	18737	5.04331598075553	0.636734693877551	0.12458890023175	2.36663029100529	6.54642148526077	76.379025196622	-4.79849299055728E-9	1.12063486943312E-9	2.04053730766849E-7	0.647918194645582
470	2-25	3.46410161513775	1.91304347826087	1	2.11735037157682	3.7965367965368	19	7911	4.65745587771157	0.602002164502164	0.139178654323052	1.34945212112623	5.70701428256488	42.0034406920158	-9.0872496454685E-7	2.39221720364059E-7	0.0000103641185559725	1.25797513404993
471	4-45	4.06201920231798	1.74683544303797	0.857142857142857	2.69859811035975	5.69169960474308	18	18922	7.65504369274937	0.583747412008282	0.0773271993812867	2.12717153974639	4.62136912265024	55.8372375901831	2.09900013018721E-6	2.25464258130661E-8	-5.55131319084431E-6	2.27581105810992
472	2-82	4.63680924774785	1.95652173913043	0.8	2.20623892865339	4.33563218390805	22	25999	4.96179445892129	0.635798460798461	0.131423664961721	2.50913607804233	6.67882889266818	89.8712244293681	6.62023809453104E-10	1.32165672423713E-10	5.44127622484756E-8	0.791511658684707
473	Ampcillin	4	1.74545454545455	1	2.66937214859461	4.94565217391304	17	19653	5.97579002641377	0.607242063492063	0.102962168366317	2.94989492993912	5.31276549508692	72.565988716812	5.34863714377699E-7	1.60581691852495E-8	2.85755605813964E-6	0.900549085503632
