No.	NAME	SPAM	MEcc	SPH	PJI3	L/Bw	HOMA	DISPm	QXXm	DISPv	DISPe	DISPp	DISPi	DISPs	QYYs
671	2-63	0.377532002477516	0.999581564736989	0.877947087979801	0.898811772628147	11.89	0.861903085101334	5.97145573326838	124.772972291148	2.99051306400316	0.236352110683505	0.0742681764397331	0.545717015089849	0.477193650837405	3395.58847297379
672	2-11	0.351102862768518	0.967149972926415	0.47848832999845	0.656298410633577	1.91	0.793960611834046	3.47265670504259	126.603310418783	3.61009190549701	0.112639991341286	0.243259498916525	0.366690224279545	0.351226268695453	709.678930365788
673	2-36	0.369076680083358	0.925682536302891	0.468889831752671	0.852003904848991	1.99	0.32818656642586	7.03126262113965	178.886830064752	7.59158289230263	0.176608537552668	0.443182816679552	0.612039428138405	0.408785585040442	904.169029614121
674	2-24	0.347241035757141	0.986543832231628	0.665627184346105	0.792490472073591	2.29	0	6.07987133122888	230.931372613717	4.44309953772958	0.220276762523119	0.134805980136573	0.19143580823616	0.579654298990625	1415.07567488828
675	2-73	0.339279899895395	0.986363260404783	0.620174525358409	0.853019009841847	4.71	0.345647403170577	4.59035559310898	85.7209375472883	2.54064487578235	0.173518381639897	0.0559639866289324	0.138594601210643	0.516890099605277	916.818710877579
676	3-24	0.347660486714681	0.975717908367809	0.530412352905655	0.756003665307292	1.98	0.850915222156566	10.8630225719585	251.825187964242	10.1001495081181	0.179407057515645	0.664261416041921	0.713065791809267	0.510546971977133	1232.93504714198
677	2-12	0.364830404302461	0.987066974301793	0.603278698848396	0.908199651943681	2.69	0.861861201625115	5.18383070061189	126.120048803646	5.11870213275459	0.105528918501077	0.295762673632786	0.327370065966281	0.28124892504634	855.852524555118
678	2-59	0.320342520724483	0.975498272633905	0.696930039560116	0.834575014851428	1.38	0	4.3400144268082	253.750906160196	3.71267812486047	0.180208048382951	0.24466256898212	0.337188292425842	0.52094154286236	1218.50228475739
679	4-4	0.330810832032863	0.986777135935625	0.539146183750169	0.682217874472279	3.04	0.881122675098364	2.03612464052063	72.0067431221603	3.40465116166168	0.0650232967459673	0.274758603249431	0.398852083617601	0.138027252176	600.477178780413
680	2-24	0.359086240077656	0.990124053728282	0.724552632267331	0.884721633835868	2.69	0	6.50696882750231	218.242639051624	4.81789048772232	0.23156067180406	0.151785273659184	0.20331470739913	0.626477721404777	1534.28269759569
681	2-16	0.335962885963352	0.992118843251217	0.70595546031014	0.757393738643948	1.38	0.873886836269632	1.47419638959166	128.039152673392	3.47977017805497	0.12546889183391	0.341696619711854	0.488743146125545	0.339132069678661	571.170531871526
682	2-20	0.464593440818792	0.999133766164579	0.755719975382187	0.74677025531724	9.13	0.87788276855138	24.0627155128833	115.91041885564	15.0289049116734	0.237785817625969	1.33857592070834	1.25758864220963	0.786091844101399	995.956762724034
683	2-2	0.466521391770875	0.999364895655096	0.82039483303012	0.859943885021934	16.73	0.876436180318964	23.0260729048449	66.7362214577364	14.4271377039872	0.121725162126722	1.39183812575841	1.38002996729127	0.516661594069178	883.565710329433
684	2-3	0.346115694539112	0.995604823298795	0.718561407546319	0.719729943140056	2.49	0.86601617960871	2.38828582681614	72.118322398489	3.86736919844662	0.0901148081383948	0.317536552974952	0.509659056195379	0.254614226510777	553.109695291726
685	2-55	0.354867750453795	0.983337765926814	0.563563684904316	0.977838253686716	3.79	0.877155510916222	5.06932214515079	171.790203153152	1.19458774403302	0.340808521039167	0.27315388708683	0.520582765683291	0.866748139823113	1640.20754985061
686	2-41	0.378788143697188	0.993143393571954	0.675840068894589	0.861505244244286	5.31	0.673476786425463	6.39082391307402	133.141227825013	8.35460583914515	0.0977211500942569	0.589805384501332	0.657160557654562	0.267260924312231	1365.09392036913
687	2-91	0.426385876910034	0.995172263151138	0.722656348883774	0.924942476401941	6.05	0	5.68107625895932	58.2750479613009	3.2892045967389	0.230067900982752	0.137792715901891	0.0310862887029468	0.573671288444825	805.247166930484
688	2-18	0.346501157846435	0.977645744758688	0.578152044528493	0.870495466018198	2.49	0.845991140449468	9.71286283437421	215.655963142104	9.1717044441803	0.164363590311423	0.603633865233674	0.697611693059549	0.456310251486103	1246.81753886681
689	2-52	0.358266918888288	0.994849460171549	0.687066319624455	0.728887992448792	2.33	0.862882904696044	3.24953373590682	78.2882942463332	2.32376702775926	0.168531886084444	0.189372343811207	0.271237964342133	0.539045445764167	576.673762293981
690	Tetracycline	0.363710745915461	0.998464367593043	0.849600112571733	0.871208647071025	3.01	0.171476739197127	8.87265328225292	179.017684313559	8.0318760910148	0.346949066082161	0.431989269373235	0.725275613547427	0.904568248313327	1674.53008607878
691	2-74	0.341276400283166	0.995582046563183	0.75273449385327	0.928691849437582	2.58	0.895597438982722	7.03017952284358	237.587990416326	4.57111262729178	0.148499745360832	0.40533323752871	0.230475434268522	0.334334906199071	1369.96920076626
692	3-29	0.344950234381188	0.982775052205814	0.606616686964964	0.753160111742877	3.15	0	3.79171849236285	94.630561148582	2.77055411283443	0.153276908694695	0.149452431036642	0.187026920715968	0.379112380322247	845.194171749335
693	4-33	0.35928354482231	0.987692738137872	0.573451250918599	0.814952563045455	1.91	0.826143643549651	5.99576502418814	136.611278765332	5.76879578694091	0.175168178455011	0.310351692693841	0.407056608108781	0.373563474228997	728.345066246444
