No.	NAME	Eta_betaS_A	Eta_betaP_A	Eta_beta	Eta_F_A	Eta_FL_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_5	Eta_D_epsiA	Eta_D_epsiB	Eta_psi1	Eta_D_beta
298	4-58	0.6640625	0.640625	41.75	1.08666613333634	0.252269983318863	0.102620087336245	0.445414847161572	0	0	0.022916667163372	0.742592592592592	0.130694954440365	0.0670877192982463	0.597911227154047	-0.75
299	2-12	0.645833333333333	0.479166666666667	27	0.769605027571411	0.210449556587953	0.121387283236994	0.38150289017341	0	0	0.0194444451481104	0.728395061728395	0.0858787878787877	0.0385555555555555	0.614564831261102	-4
300	3-38	0.671052631578947	0.473684210526316	21.75	0.813329348168925	0.221568220681468	0.119850187265918	0.280898876404494	0.0936329588014981	0	0.0315789468586445	0.85	0.202318059299191	0.0505923344947735	0.5	-3.75
301	3-17	0.6125	0.35	19.25	0.590191734378455	0.157780883668112	0.188356164383562	0.308219178082192	0.102739726027397	0	0.0133333336561918	0.698550724637681	0.0601851851851851	0.032051282051282	0.641758241758242	-5.25
302	4-35	0.565217391304348	0.130434782608696	16	0.429107834218814	0.0994018528071841	0.220183486238532	0.36697247706422	0	0	0.0260869562625885	0.710344827586207	0.0714584969887405	0.0136899626114467	0.579787234042553	-10
303	2-15	0.625	0.541666666666667	28	0.97068379481429	0.244629557933434	0.192878338278932	0.311572700296736	0.0445103857566766	0	0.0319444462656975	0.78395061728395	0.142881500426257	0.0587706146926537	0.554276315789474	-2
304	4-28a	0.608695652173913	0.195652173913043	18.5	0.643766246304071	0.153009532601929	0.279874213836478	0.330188679245283	0	0	0.0391304343938828	0.736666666666667	0.109259259259259	0.00866402116402121	0.53	-9.5
305	2-1	0.65	0.6	31.25	0.943845603094274	0.243308752483913	0.0896358543417367	0.294117647058824	0.0700280112044818	0	0.0240000002086163	0.817857142857142	0.177294685990338	0.0678362573099415	0.540909090909091	-1.25
306	Ciprofloxacin	0.6875	0.479166666666667	28	0.907856503438045	0.226607415522594	0.11703511053316	0.436931079323797	0	0	0.0422619059681892	0.846703296703296	0.190743066457352	0.0541496598639455	0.513008672448299	-5
307	4-33	0.69	0.34	25.75	0.757258354019693	0.187786480464306	0.148997134670487	0.421203438395416	0.0429799426934097	0	0.0346666648983955	0.795238095238095	0.12807960199005	0.0297142857142857	0.544461778471139	-8.75
308	4-54	0.58	0.18	19	0.428366994780484	0.0975556253096539	0.225274725274725	0.247252747252747	0.0824175824175824	0	0.0146666662767529	0.698850574712643	0.045714069362411	0.0113066145324209	0.636363636363637	-10
309	2-1	0.65	0.6	31.25	0.943845603094274	0.243308752483913	0.0896358543417367	0.294117647058824	0.0700280112044818	0	0.0240000002086163	0.817857142857142	0.177294685990338	0.0678362573099415	0.540909090909091	-1.25
310	4-15	0.520833333333333	0.5	12.25	0.531533365641299	0.183047371766315	0.322033898305085	0.169491525423729	0.0847457627118644	0	0.00833333376795053	0.646666666666667	0.04	0.0288888888888889	0.670454545454545	-0.25
311	4-48	0.653225806451613	0.725806451612903	42.75	1.0710175783589	0.264440925922008	0.049438202247191	0.330337078651685	0.0337078651685393	0	0.0215053763240576	0.733333333333333	0.136765931651133	0.0725484985384007	0.606267029972752	2.25
312	3-34	0.6625	0.45	22.25	0.808348175323997	0.212520260173258	0.166666666666667	0.319148936170213	0.0886524822695035	0	0.0299999993294477	0.843478260869565	0.18609022556391	0.0448564593301435	0.508108108108108	-4.25
313	4-15	0.520833333333333	0.5	12.25	0.531533365641299	0.183047371766315	0.322033898305085	0.169491525423729	0.0847457627118644	0	0.00833333376795053	0.646666666666667	0.04	0.0288888888888889	0.670454545454545	-0.25
314	4-44	0.620967741935484	0.338709677419355	29.75	0.842765452840986	0.190512909474075	0.167053364269142	0.271461716937355	0	0	0.0365591384470463	0.798095238095238	0.123935268711388	0.0213862195869967	0.537406483790524	-8.75
315	4-18	0.553571428571429	0.857142857142857	19.75	0.78194036477622	0.294898211994189	0.0579710144927536	0.217391304347826	0	0	0.00714285718277097	0.652941176470588	0.0742857142857142	0.0642857142857141	0.676470588235294	4.25
316	2-18	0.642857142857143	0.464285714285714	31	0.801873864099565	0.203295269472996	0.1338199513382	0.357664233576642	0	0	0.0107142860069871	0.773333333333333	0.109981684981685	0.0384199134199137	0.606194690265487	-5
317	3-39	0.675	0.45	22.5	0.812385335543189	0.222024888974768	0.124113475177305	0.265957446808511	0.0886524822695035	0	0.0299999993294477	0.868181818181818	0.18609022556391	0.0448564593301435	0.508108108108108	-4.5
318	2-59	0.620967741935484	0.161290322580645	24.25	0.732993628413936	0.125276486535065	0.234192037470726	0.31615925058548	0.105386416861827	0	0.0408602133393288	0.804629629629629	0.14417374184816	0.0172155097528234	0.518203883495146	-14.25
319	2-39	0.612068965517241	0.206896551724138	23.75	0.630117360572214	0.125395981470806	0.244498777506112	0.286063569682152	0.0733496332518337	0	0.0298850573599339	0.798924731182795	0.0945843981988559	0	0.564137931034483	-11.75
320	2-17	0.616071428571429	0.5	31.25	0.834947169291727	0.198765631860749	0.149253731343284	0.335820895522388	0.0746268656716418	0	0.0214285720139742	0.721212121212121	0.100845864661654	0.0496428571428575	0.600896860986547	-3.25
321	2-9	0.645833333333333	0.145833333333333	19	0.576367572855685	0.111698689628574	0.213649851632047	0.267062314540059	0.178041543026706	0	0.0319444462656975	0.750574712643678	0.111333333333333	0.0193580246913581	0.554276315789474	-12
322	2-99	0.625	0.145833333333333	18.5	0.633933021061445	0.116341771564939	0.27710843373494	0.36144578313253	0.135542168674699	0	0.0388888902962208	0.761111111111111	0.13462061747776	0.0213066358618919	0.526148969889065	-11.5
323	2-15	0.625	0.541666666666667	28	0.97068379481429	0.244629557933434	0.192878338278932	0.311572700296736	0.0445103857566766	0	0.0319444462656975	0.78395061728395	0.142881500426257	0.0587706146926537	0.554276315789474	-2
324	Ciprofloxacin	0.6875	0.479166666666667	28	0.907856503438045	0.226607415522594	0.11703511053316	0.436931079323797	0	0	0.0422619059681892	0.846703296703296	0.190743066457352	0.0541496598639455	0.513008672448299	-5
325	2-3	0.6	0.35	19	0.56884150865985	0.14943255287126	0.178082191780822	0.308219178082192	0.102739726027397	0	0.0133333336561918	0.681944444444444	0.0601851851851852	0.032051282051282	0.641758241758242	-5
326	2-7	0.638888888888889	0.481481481481481	30.25	0.800572024193826	0.202911962356262	0.131313131313131	0.371212121212121	0	0	0.0111111113801599	0.76	0.116377358490566	0.041329739442947	0.602739726027397	-4.25
327	4-43	0.7	0.36	26.5	0.875191131293683	0.216806425117774	0.253012048192771	0.397590361445783	0	0	0.0573333315551281	0.823655913978494	0.208403769552123	0.0140975539151831	0.466292134831461	-8.5
328	2-34	0.7	0.34	26	0.743384573335038	0.190310592602083	0.114613180515759	0.378223495702006	0.0429799426934097	0	0.0346666648983955	0.81358024691358	0.12807960199005	0.0297142857142857	0.544461778471139	-9
329	Tetracycline	0.640625	0.4375	34.5	1.17309256598358	0.212508662096299	0.315668202764977	0.476958525345622	0.0691244239631336	0	0.0479166656732559	0.819298245614035	0.213333333333333	0.0551981351981355	0.493181818181819	-6.5
330	2-63	0.639705882352941	0.338235294117647	33.25	0.836592171230331	0.16785075805383	0.201698513800425	0.318471337579618	0.0636942675159236	0	0.0382352955639362	0.838888888888888	0.147885572139303	0.00839281851611506	0.530405405405406	-10.25
331	Tetracycline	0.640625	0.4375	34.5	1.17309256598358	0.212508662096299	0.315668202764977	0.476958525345622	0.0691244239631336	0	0.0479166656732559	0.819298245614035	0.213333333333333	0.0551981351981355	0.493181818181819	-6.5
332	4-11	0.631578947368421	0.605263157894737	23.5	0.833733205121572	0.249012242944345	0.250936329588015	0.50561797752809	0	0	0.0315789468586445	0.768181818181818	0.15088948787062	0.0653968253968252	0.55625	-0.5
333	2-11	0.652173913043478	0.304347826086957	22	0.656145813094419	0.168771587573102	0.160493827160494	0.37037037037037	0.0462962962962963	0	0.0304347816854715	0.724137931034483	0.0951447245564891	0.0253869969040247	0.5625	-8
334	3-34	0.6625	0.45	22.25	0.808348175323997	0.212520260173258	0.166666666666667	0.319148936170213	0.0886524822695035	0	0.0299999993294477	0.843478260869565	0.18609022556391	0.0448564593301435	0.508108108108108	-4.25
335	2-8	0.675	0.475	23	0.853755945338002	0.221613743380044	0.157706093189964	0.32258064516129	0.0896057347670251	0	0.0350000001490116	0.816	0.205791505791506	0.0486486486486486	0.492063492063492	-4
336	3-42	0.661764705882353	0.352941176470588	17.25	0.604045258218952	0.20911971043055	0.0506329113924051	0.316455696202532	0	0	0.0352941192686558	0.775	0.126747720364741	0.0397212543554006	0.541095890410959	-5.25
337	2-20	0.666666666666667	0.428571428571429	23	0.745857021864036	0.20199323157969	0.232919254658385	0.279503105590062	0.077639751552795	0.0111111113801599	0	0.863768115942029	0.198855188819506	0.0465311004784689	0.557093425605537	-5
338	2-26	0.666666666666667	0.263888888888889	33.5	0.75362588995333	0.148098881265868	0.109126984126984	0.327380952380952	0.0892857142857143	0	0.0333333350718021	0.795	0.128873239436619	0.0217303822937628	0.549019607843138	-14.5
339	4-54	0.58	0.18	19	0.428366994780484	0.0975556253096539	0.225274725274725	0.247252747252747	0.0824175824175824	0	0.0146666662767529	0.698850574712643	0.045714069362411	0.0113066145324209	0.636363636363637	-10
340	4-54	0.58	0.18	19	0.428366994780484	0.0975556253096539	0.225274725274725	0.247252747252747	0.0824175824175824	0	0.0146666662767529	0.698850574712643	0.045714069362411	0.0113066145324209	0.636363636363637	-10
341	4-47	0.602272727272727	0.204545454545455	17.75	0.625324692739493	0.149732091902194	0.302631578947368	0.345394736842105	0	0	0.0393939390778542	0.787179487179487	0.115032679738562	0.00937230238007147	0.525951557093426	-8.75
342	4-43	0.7	0.36	26.5	0.875191131293683	0.216806425117774	0.253012048192771	0.397590361445783	0	0	0.0573333315551281	0.823655913978494	0.208403769552123	0.0140975539151831	0.466292134831461	-8.5
343	4-48	0.653225806451613	0.725806451612903	42.75	1.0710175783589	0.264440925922008	0.049438202247191	0.330337078651685	0.0337078651685393	0	0.0215053763240576	0.733333333333333	0.136765931651133	0.0725484985384007	0.606267029972752	2.25
344	3-42	0.661764705882353	0.352941176470588	17.25	0.604045258218952	0.20911971043055	0.0506329113924051	0.316455696202532	0	0	0.0352941192686558	0.775	0.126747720364741	0.0397212543554006	0.541095890410959	-5.25
345	3-34	0.6625	0.45	22.25	0.808348175323997	0.212520260173258	0.166666666666667	0.319148936170213	0.0886524822695035	0	0.0299999993294477	0.843478260869565	0.18609022556391	0.0448564593301435	0.508108108108108	-4.25
346	4-28	0.638888888888889	0.361111111111111	18	0.643501631848118	0.207191027101787	0.165354330708661	0.283464566929134	0	0	0.0296296291053295	0.753968253968254	0.0940587867417135	0.0296834457706279	0.566964285714286	-5
347	2-20	0.666666666666667	0.428571428571429	23	0.745857021864036	0.20199323157969	0.232919254658385	0.279503105590062	0.077639751552795	0.0111111113801599	0	0.863768115942029	0.198855188819506	0.0465311004784689	0.557093425605537	-5
348	4-3	0.595238095238095	0.333333333333333	19.5	0.551892942087671	0.142777978244357	0.169381107491857	0.293159609120521	0.0977198697068404	0	0.0126984128728509	0.682666666666666	0.0561776782381484	0.0296067053513861	0.644957983193278	-5.5
349	4-44	0.620967741935484	0.338709677419355	29.75	0.842765452840986	0.190512909474075	0.167053364269142	0.271461716937355	0	0	0.0365591384470463	0.798095238095238	0.123935268711388	0.0213862195869967	0.537406483790524	-8.75
350	2-41	0.65	0.666666666666667	39.5	1.05116479307175	0.258063783652537	0.127610208816705	0.341067285382831	0.0348027842227378	0	0.0211111102253199	0.760416666666666	0.116753774680604	0.058465608465609	0.605337078651686	0.5
351	4-48	0.653225806451613	0.725806451612903	42.75	1.0710175783589	0.264440925922008	0.049438202247191	0.330337078651685	0.0337078651685393	0	0.0215053763240576	0.733333333333333	0.136765931651133	0.0725484985384007	0.606267029972752	2.25
352	2-74	0.643939393939394	0.333333333333333	32.25	0.819288217845067	0.164109514073159	0.193120096560048	0.348521424260712	0.0950512975256488	0	0.0217893216758966	0.803306878306878	0.148718960783798	0.041835713735968	0.563222297756628	-10.25
353	4-15	0.520833333333333	0.5	12.25	0.531533365641299	0.183047371766315	0.322033898305085	0.169491525423729	0.0847457627118644	0	0.00833333376795053	0.646666666666667	0.04	0.0288888888888889	0.670454545454545	-0.25
354	4-28a	0.608695652173913	0.195652173913043	18.5	0.643766246304071	0.153009532601929	0.279874213836478	0.330188679245283	0	0	0.0391304343938828	0.736666666666667	0.109259259259259	0.00866402116402121	0.53	-9.5
355	Ampcillin	0.645833333333333	0.4375	26	0.833257402400962	0.199835018560429	0.240469208211144	0.387096774193548	0.0439882697947214	0	0.0263888891786337	0.823456790123457	0.193224354418384	0.042063492063492	0.5328125	-5
356	2-18	0.642857142857143	0.464285714285714	31	0.801873864099565	0.203295269472996	0.1338199513382	0.357664233576642	0	0	0.0107142860069871	0.773333333333333	0.109981684981685	0.0384199134199137	0.606194690265487	-5
357	2-18	0.642857142857143	0.464285714285714	31	0.801873864099565	0.203295269472996	0.1338199513382	0.357664233576642	0	0	0.0107142860069871	0.773333333333333	0.109981684981685	0.0384199134199137	0.606194690265487	-5
358	4-60	0.66304347826087	0.304347826086957	22.25	0.664983732734348	0.174808495445123	0.160493827160494	0.361111111111111	0.0462962962962963	0	0.0304347816854715	0.739285714285714	0.0951447245564891	0.0253869969040247	0.5625	-8.25
359	2-24	0.696969696969697	0.136363636363636	27.5	0.616206218149581	0.10966923547205	0.119825708061002	0.359477124183007	0.130718954248366	0	0.036363635212183	0.802702702702702	0.126524064171123	0	0.536842105263158	-18.5
360	2-70	0.616071428571429	0.267857142857143	24.75	0.720847098799878	0.1455897799767	0.245478036175711	0.310077519379845	0.0775193798449612	0	0.0392857156693935	0.858620689655172	0.144210526315789	0	0.524390243902439	-9.75
361	4-18	0.553571428571429	0.857142857142857	19.75	0.78194036477622	0.294898211994189	0.0579710144927536	0.217391304347826	0	0	0.00714285718277097	0.652941176470588	0.0742857142857142	0.0642857142857141	0.676470588235294	4.25
362	2-72	0.651785714285714	0.178571428571429	23.25	0.717501113734449	0.132548878163833	0.20671834625323	0.271317829457364	0.155038759689922	0	0.0392857156693935	0.80625	0.147177033492823	0.0199691833590141	0.524390243902439	-13.25
363	2-19	0.614583333333333	0.541666666666667	27.75	0.818051994027001	0.223026487966021	0.116279069767442	0.305232558139535	0	0	0.0222222227603197	0.758974358974359	0.102360944377751	0.0412775279603366	0.599303135888502	-1.75
364	Tetracycline	0.640625	0.4375	34.5	1.17309256598358	0.212508662096299	0.315668202764977	0.476958525345622	0.0691244239631336	0	0.0479166656732559	0.819298245614035	0.213333333333333	0.0551981351981355	0.493181818181819	-6.5
365	2-72	0.651785714285714	0.178571428571429	23.25	0.717501113734449	0.132548878163833	0.20671834625323	0.271317829457364	0.155038759689922	0	0.0392857156693935	0.80625	0.147177033492823	0.0199691833590141	0.524390243902439	-13.25
366	2-7	0.638888888888889	0.481481481481481	30.25	0.800572024193826	0.202911962356262	0.131313131313131	0.371212121212121	0	0	0.0111111113801599	0.76	0.116377358490566	0.041329739442947	0.602739726027397	-4.25
367	2-18	0.642857142857143	0.464285714285714	31	0.801873864099565	0.203295269472996	0.1338199513382	0.357664233576642	0	0	0.0107142860069871	0.773333333333333	0.109981684981685	0.0384199134199137	0.606194690265487	-5
368	4-54	0.58	0.18	19	0.428366994780484	0.0975556253096539	0.225274725274725	0.247252747252747	0.0824175824175824	0	0.0146666662767529	0.698850574712643	0.045714069362411	0.0113066145324209	0.636363636363637	-10
369	Ciprofloxacin	0.6875	0.479166666666667	28	0.907856503438045	0.226607415522594	0.11703511053316	0.436931079323797	0	0	0.0422619059681892	0.846703296703296	0.190743066457352	0.0541496598639455	0.513008672448299	-5
370	2-74	0.643939393939394	0.333333333333333	32.25	0.819288217845067	0.164109514073159	0.193120096560048	0.348521424260712	0.0950512975256488	0	0.0217893216758966	0.803306878306878	0.148718960783798	0.041835713735968	0.563222297756628	-10.25
371	4-28	0.638888888888889	0.361111111111111	18	0.643501631848118	0.207191027101787	0.165354330708661	0.283464566929134	0	0	0.0296296291053295	0.753968253968254	0.0940587867417135	0.0296834457706279	0.566964285714286	-5
372	2-15	0.625	0.541666666666667	28	0.97068379481429	0.244629557933434	0.192878338278932	0.311572700296736	0.0445103857566766	0	0.0319444462656975	0.78395061728395	0.142881500426257	0.0587706146926537	0.554276315789474	-2
373	2-1	0.65	0.6	31.25	0.943845603094274	0.243308752483913	0.0896358543417367	0.294117647058824	0.0700280112044818	0	0.0240000002086163	0.817857142857142	0.177294685990338	0.0678362573099415	0.540909090909091	-1.25
374	4-16	0.601851851851852	0.111111111111111	19.25	0.524192089773787	0.0940162443905773	0.297082228116711	0.278514588859416	0.119363395225464	0	0.0345679000020027	0.769791666666666	0.0983645983645981	0	0.543227665706052	-13.25
375	2-7	0.638888888888889	0.481481481481481	30.25	0.800572024193826	0.202911962356262	0.131313131313131	0.371212121212121	0	0	0.0111111113801599	0.76	0.116377358490566	0.041329739442947	0.602739726027397	-4.25
376	Chloramphenicol	0.625	0.525	23	0.907777509502132	0.236178136935761	0.329447541814496	0.361885453623923	0	0	0.0302380956709385	0.908902691511387	0.304315476190476	0.0691024436090225	0.469650083313497	-2
377	4-44	0.620967741935484	0.338709677419355	29.75	0.842765452840986	0.190512909474075	0.167053364269142	0.271461716937355	0	0	0.0365591384470463	0.798095238095238	0.123935268711388	0.0213862195869967	0.537406483790524	-8.75
378	4-28	0.638888888888889	0.361111111111111	18	0.643501631848118	0.207191027101787	0.165354330708661	0.283464566929134	0	0	0.0296296291053295	0.753968253968254	0.0940587867417135	0.0296834457706279	0.566964285714286	-5
379	2-71	0.651785714285714	0.178571428571429	23.25	0.70189529611723	0.132784588478941	0.20671834625323	0.348837209302326	0.116279069767442	0	0.0392857156693935	0.80625	0.147177033492823	0.0199691833590141	0.524390243902439	-13.25
380	2-30	0.645833333333333	0.479166666666667	27	0.778297897005213	0.21186671103085	0.116279069767442	0.383720930232558	0	0	0.0222222227603197	0.758974358974359	0.0980828695114408	0.0412775279603366	0.599303135888502	-4
381	4-30	0.652173913043478	0.152173913043478	18.5	0.570041466150225	0.114442292233999	0.22360248447205	0.372670807453416	0.139751552795031	0	0.0333333350718021	0.752380952380952	0.118683873968143	0.0211375330273953	0.54855195911414	-11.5
382	2-3	0.6	0.35	19	0.56884150865985	0.14943255287126	0.178082191780822	0.308219178082192	0.102739726027397	0	0.0133333336561918	0.681944444444444	0.0601851851851852	0.032051282051282	0.641758241758242	-5
383	3-38	0.671052631578947	0.473684210526316	21.75	0.813329348168925	0.221568220681468	0.119850187265918	0.280898876404494	0.0936329588014981	0	0.0315789468586445	0.85	0.202318059299191	0.0505923344947735	0.5	-3.75
384	4-33	0.69	0.34	25.75	0.757258354019693	0.187786480464306	0.148997134670487	0.421203438395416	0.0429799426934097	0	0.0346666648983955	0.795238095238095	0.12807960199005	0.0297142857142857	0.544461778471139	-8.75
385	4-30	0.652173913043478	0.152173913043478	18.5	0.570041466150225	0.114442292233999	0.22360248447205	0.372670807453416	0.139751552795031	0	0.0333333350718021	0.752380952380952	0.118683873968143	0.0211375330273953	0.54855195911414	-11.5
386	2-59	0.620967741935484	0.161290322580645	24.25	0.732993628413936	0.125276486535065	0.234192037470726	0.31615925058548	0.105386416861827	0	0.0408602133393288	0.804629629629629	0.14417374184816	0.0172155097528234	0.518203883495146	-14.25
387	4-28	0.638888888888889	0.361111111111111	18	0.643501631848118	0.207191027101787	0.165354330708661	0.283464566929134	0	0	0.0296296291053295	0.753968253968254	0.0940587867417135	0.0296834457706279	0.566964285714286	-5
388	2-15	0.625	0.541666666666667	28	0.97068379481429	0.244629557933434	0.192878338278932	0.311572700296736	0.0445103857566766	0	0.0319444462656975	0.78395061728395	0.142881500426257	0.0587706146926537	0.554276315789474	-2
389	2-99	0.625	0.145833333333333	18.5	0.633933021061445	0.116341771564939	0.27710843373494	0.36144578313253	0.135542168674699	0	0.0388888902962208	0.761111111111111	0.13462061747776	0.0213066358618919	0.526148969889065	-11.5
390	2-72	0.651785714285714	0.178571428571429	23.25	0.717501113734449	0.132548878163833	0.20671834625323	0.271317829457364	0.155038759689922	0	0.0392857156693935	0.80625	0.147177033492823	0.0199691833590141	0.524390243902439	-13.25
391	4-35	0.565217391304348	0.130434782608696	16	0.429107834218814	0.0994018528071841	0.220183486238532	0.36697247706422	0	0	0.0260869562625885	0.710344827586207	0.0714584969887405	0.0136899626114467	0.579787234042553	-10
392	2-23	0.619565217391304	0.326086956521739	21.75	0.636094304344846	0.160280550146853	0.137614678899083	0.275229357798165	0.0917431192660551	0	0.0260869562625885	0.74074074074074	0.0968253968253968	0.0264935064935065	0.579787234042553	-6.75
393	2-12	0.645833333333333	0.479166666666667	27	0.769605027571411	0.210449556587953	0.121387283236994	0.38150289017341	0	0	0.0194444451481104	0.728395061728395	0.0858787878787877	0.0385555555555555	0.614564831261102	-4
394	4-60	0.66304347826087	0.304347826086957	22.25	0.664983732734348	0.174808495445123	0.160493827160494	0.361111111111111	0.0462962962962963	0	0.0304347816854715	0.739285714285714	0.0951447245564891	0.0253869969040247	0.5625	-8.25
395	2-12	0.645833333333333	0.479166666666667	27	0.769605027571411	0.210449556587953	0.121387283236994	0.38150289017341	0	0	0.0194444451481104	0.728395061728395	0.0858787878787877	0.0385555555555555	0.614564831261102	-4
396	4-3	0.595238095238095	0.333333333333333	19.5	0.551892942087671	0.142777978244357	0.169381107491857	0.293159609120521	0.0977198697068404	0	0.0126984128728509	0.682666666666666	0.0561776782381484	0.0296067053513861	0.644957983193278	-5.5
397	4-55	0.5625	0.15	14.25	0.272693397628735	0.0698344903686267	0.242424242424242	0.252525252525253	0.101010101010101	0	0.00499999988824129	0.665217391304348	0.0186813186813187	0.0115384615384616	0.6875	-8.25
398	2-19	0.614583333333333	0.541666666666667	27.75	0.818051994027001	0.223026487966021	0.116279069767442	0.305232558139535	0	0	0.0222222227603197	0.758974358974359	0.102360944377751	0.0412775279603366	0.599303135888502	-1.75
399	4-30	0.652173913043478	0.152173913043478	18.5	0.570041466150225	0.114442292233999	0.22360248447205	0.372670807453416	0.139751552795031	0	0.0333333350718021	0.752380952380952	0.118683873968143	0.0211375330273953	0.54855195911414	-11.5
400	2-7	0.638888888888889	0.481481481481481	30.25	0.800572024193826	0.202911962356262	0.131313131313131	0.371212121212121	0	0	0.0111111113801599	0.76	0.116377358490566	0.041329739442947	0.602739726027397	-4.25
401	2-54	0.625	0.192307692307692	21.25	0.748326569967442	0.131978185542432	0.28169014084507	0.380281690140845	0.126760563380282	0	0.0448717959225178	0.84367816091954	0.179900793650793	0.0252670940170939	0.502121640735502	-11.25
402	Ciprofloxacin	0.6875	0.479166666666667	28	0.907856503438045	0.226607415522594	0.11703511053316	0.436931079323797	0	0	0.0422619059681892	0.846703296703296	0.190743066457352	0.0541496598639455	0.513008672448299	-5
403	2-17	0.616071428571429	0.5	31.25	0.834947169291727	0.198765631860749	0.149253731343284	0.335820895522388	0.0746268656716418	0	0.0214285720139742	0.721212121212121	0.100845864661654	0.0496428571428575	0.600896860986547	-3.25
404	4-58	0.6640625	0.640625	41.75	1.08666613333634	0.252269983318863	0.102620087336245	0.445414847161572	0	0	0.022916667163372	0.742592592592592	0.130694954440365	0.0670877192982463	0.597911227154047	-0.75
405	2-68	0.675	0.166666666666667	25.25	0.696964106745245	0.133562568214213	0.167865707434053	0.352517985611511	0.107913669064748	0	0.0366666652262211	0.83125	0.138135593220339	0.0182943233790693	0.534615384615385	-15.25
406	2-18	0.642857142857143	0.464285714285714	31	0.801873864099565	0.203295269472996	0.1338199513382	0.357664233576642	0	0	0.0107142860069871	0.773333333333333	0.109981684981685	0.0384199134199137	0.606194690265487	-5
407	3-42	0.661764705882353	0.352941176470588	17.25	0.604045258218952	0.20911971043055	0.0506329113924051	0.316455696202532	0	0	0.0352941192686558	0.775	0.126747720364741	0.0397212543554006	0.541095890410959	-5.25
408	2-96	0.675	0.475	23	0.872560225151895	0.224090904828147	0.151624548736462	0.324909747292419	0.0902527075812274	0	0.0383333340287209	0.876811594202898	0.236190476190476	0.0554703832752612	0.47923875432526	-4
409	2-16	0.613636363636364	0.318181818181818	20.5	0.606111601706761	0.155864501863234	0.157728706624606	0.28391167192429	0.0946372239747634	0	0.0196969695389271	0.712820512820513	0.0769444444444444	0.0319444444444444	0.609615384615385	-6.5
410	Tetracycline	0.640625	0.4375	34.5	1.17309256598358	0.212508662096299	0.315668202764977	0.476958525345622	0.0691244239631336	0	0.0479166656732559	0.819298245614035	0.213333333333333	0.0551981351981355	0.493181818181819	-6.5
411	3-38	0.671052631578947	0.473684210526316	21.75	0.813329348168925	0.221568220681468	0.119850187265918	0.280898876404494	0.0936329588014981	0	0.0315789468586445	0.85	0.202318059299191	0.0505923344947735	0.5	-3.75
412	4-35	0.565217391304348	0.130434782608696	16	0.429107834218814	0.0994018528071841	0.220183486238532	0.36697247706422	0	0	0.0260869562625885	0.710344827586207	0.0714584969887405	0.0136899626114467	0.579787234042553	-10
413	2-24	0.696969696969697	0.136363636363636	27.5	0.616206218149581	0.10966923547205	0.119825708061002	0.359477124183007	0.130718954248366	0	0.036363635212183	0.802702702702702	0.126524064171123	0	0.536842105263158	-18.5
414	Ampcillin	0.645833333333333	0.4375	26	0.833257402400962	0.199835018560429	0.240469208211144	0.387096774193548	0.0439882697947214	0	0.0263888891786337	0.823456790123457	0.193224354418384	0.042063492063492	0.5328125	-5
415	4-44	0.620967741935484	0.338709677419355	29.75	0.842765452840986	0.190512909474075	0.167053364269142	0.271461716937355	0	0	0.0365591384470463	0.798095238095238	0.123935268711388	0.0213862195869967	0.537406483790524	-8.75
416	2-24	0.696969696969697	0.136363636363636	27.5	0.616206218149581	0.10966923547205	0.119825708061002	0.359477124183007	0.130718954248366	0	0.036363635212183	0.802702702702702	0.126524064171123	0	0.536842105263158	-18.5
417	2-25	0.613636363636364	0.340909090909091	21	0.588462574088292	0.152893512225929	0.157728706624606	0.28391167192429	0.0946372239747634	0	0.0196969695389271	0.729333333333333	0.0769444444444444	0.0248456790123456	0.609615384615385	-6
418	4-3	0.595238095238095	0.333333333333333	19.5	0.551892942087671	0.142777978244357	0.169381107491857	0.293159609120521	0.0977198697068404	0	0.0126984128728509	0.682666666666666	0.0561776782381484	0.0296067053513861	0.644957983193278	-5.5
419	2-7	0.638888888888889	0.481481481481481	30.25	0.800572024193826	0.202911962356262	0.131313131313131	0.371212121212121	0	0	0.0111111113801599	0.76	0.116377358490566	0.041329739442947	0.602739726027397	-4.25
420	2-61	0.65	0.2	21.25	0.702962200102689	0.130592125564145	0.231884057971014	0.304347826086957	0.173913043478261	0	0.0399999991059303	0.84074074074074	0.165876152832674	0.025391304347826	0.520361990950227	-11.25
421	4-35	0.565217391304348	0.130434782608696	16	0.429107834218814	0.0994018528071841	0.220183486238532	0.36697247706422	0	0	0.0260869562625885	0.710344827586207	0.0714584969887405	0.0136899626114467	0.579787234042553	-10
422	2-58	0.635135135135135	0.324324324324324	35.5	0.946427203078185	0.175344917112944	0.234375	0.3515625	0.087890625	0	0.038738738745451	0.820325203252032	0.155371444352388	0.0370949979713674	0.526207605344296	-11.5
423	4-39	0.604166666666667	0.583333333333333	14.25	0.710591658756668	0.270038332104801	0.251497005988024	0.269461077844311	0	0	0.0361111126840115	0.748888888888889	0.125641025641026	0.0485576923076922	0.538709677419355	-0.25
424	2-59	0.620967741935484	0.161290322580645	24.25	0.732993628413936	0.125276486535065	0.234192037470726	0.31615925058548	0.105386416861827	0	0.0408602133393288	0.804629629629629	0.14417374184816	0.0172155097528234	0.518203883495146	-14.25
