No.	NAME	TDB04u	TDB05u	TDB06u	TDB07u	TDB09u	TDB10u	TDB04m	TDB06m	TDB07m	TDB09m	TDB10m	TDB04v	TDB10v	TDB05e	TDB06e	TDB07e	TDB08e	TDB01p	TDB03p	TDB05p	TDB01i	TDB03i	TDB04i	TDB05i	TDB06i	TDB07i	TDB01s	TDB04s	TDB06s	TDB07s	TDB08s	TDB09s	TDB10s	TDB01r	TDB02r	TDB03r	TDB05r	TDB06r	TDB07r	TDB08r	TDB09r
824	2-19	3.88440709181208	4.70735629983459	5.67897440815401	6.71194836678301	8.56495100512478	9.27355965279387	1.33221566016186	1.76619203925286	2.3143737400298	2.52113065096508	2.26633449059323	1.56511167567911	2.81970110697112	4.60010883260684	5.58874241166289	6.70661075909432	7.69907149018293	0.848008749494243	1.48984794985105	1.93557594363457	1.43956850855326	3.74992456192068	4.8014426922556	5.9597809200439	7.25629671764248	8.41793727560208	3.66923741810687	9.68768235958074	14.7021767599844	18.2941092871562	19.3378290665261	18.4710835572487	20.601787640309	0.934042508381787	1.39056599098566	1.66512747593873	2.2096802836289	2.64046097452227	3.44739548271991	4.07609202100567	4.08698613549298
825	2-72	3.91364310299212	4.80497991347363	5.77884002936944	6.5710326353888	7.9985509940434	8.74851130060877	1.51395840305149	2.15729771177894	1.78594267452506	1.20013758203218	0.385092544500042	1.58858801325665	1.05521049611366	4.91747269547125	5.9328750914119	6.71892501022215	7.51519679420732	0.870995349281001	1.62492870042273	1.994753803259	1.45975963712411	3.74011627919856	4.88274254115606	6.09192530909797	7.31470018865407	8.58484689994478	3.86919013188713	12.040989638951	21.4907284603007	19.9369092516075	27.0739726231672	30.945094230359	22.4580240817918	0.974927466919833	1.54418542104752	1.8880099051785	2.43255381263748	2.88408774984019	2.83390142106853	2.84346715565407	2.42931301787911
826	2-54	3.87865925403134	4.73911571345918	5.64366188670975	6.46121027835405	8.444644786455	8.31336399274341	1.55123143787514	2.2583109135938	1.7827151948414	0.453216389307887	0.0587988439815155	1.58630687423719	0.576777535936381	4.92584399629873	6.03170403472066	6.92635377199309	7.60818728017371	0.904352084531136	1.68225742545516	1.85801857270474	1.44899072902359	3.69730546865471	4.81873436885825	6.01933519481143	7.26307752037258	8.6879641982681	4.27232133309318	13.8468519651433	31.7024669811049	29.3684426638369	41.161256516649	27.743653995974	8.31336399274341	1.00057456318946	1.59587293622312	1.93787159849056	2.36196205704845	2.72081267522	2.62465227791483	2.67966249104374	2.1605721465228
827	2-91	3.97250432925434	4.6315088535283	5.22465536531456	6.0197860135244	8.65895472772321	8.97023813523026	2.91814857556619	2.24991298849406	3.20475336150732	8.60846073488912	0.924213737743643	1.7903956195678	1.90614581115896	5.4007982436763	5.6378348923586	6.82088913930338	7.09272840790509	0.918224249907947	1.27123926485772	1.79951044301794	1.51673693894347	4.07023480376304	4.91748736984032	6.0467251315448	6.89113647438683	7.99451365962153	4.13516143433274	13.5748292001109	17.1833831616605	34.2032667273864	16.5277723160148	152.212557247782	48.3321630418886	1.13483505583571	1.48800610590682	1.71224304902563	2.4988629854677	2.42601019175698	2.80121408070138	3.1721826769104	6.29350905190822
828	3-24	3.89311769405154	4.72795890338493	5.57342415713699	6.32227244649317	7.72180853462768	8.19589079743674	1.61973196806768	2.12500046467645	2.20047972582152	2.27871800906609	2.16769083241456	1.65384304429794	2.75381107204601	4.65991191816961	5.4932844225573	6.24306622140765	7.0265969497306	0.889130440196007	1.66867147721947	2.23041783788232	1.46091196558024	3.73935194042296	4.78588352344646	5.89402111441091	7.01230943563342	8.095281210533	3.59217200615373	8.88153259217329	13.2297494107296	15.4489087397778	18.3581930496339	19.8287192351161	22.0452586241669	0.973809528484076	1.46321467601936	1.80889312500271	2.47526985274773	2.83260286178283	3.03287940140571	3.4559553461192	3.71161773831905
829	4-35	3.78434800358841	4.76853742872772	5.67184788307536	6.63442319519618	8.50239644029805	9.53499980484515	1.07428323020386	1.2024977367619	1.42529764568978	1.90711874443103	1.83220758949389	1.29982367721675	2.55613816362109	4.68269769775558	5.48895907470379	6.43915156836114	7.32717477334795	0.792892940387033	1.30295010042154	1.78420843111159	1.43250209431492	3.7265900420347	4.77658907663286	6.1100746073669	7.36845709089511	8.66541349716453	3.23069714080689	9.02986774506372	12.3247080236197	14.7953011779289	16.2902713708543	20.1020082094584	21.4025668590777	0.861771093106962	1.2593265642773	1.45696102601728	2.05183255525243	2.26438330409857	2.63551530570094	3.01049850764751	3.3544529966689
830	2-2	3.97024119710242	4.97771561322553	6.01996988772437	6.93948237936876	8.73235293795537	9.55506604381264	2.46367076768203	5.98246450249279	3.83693671567975	8.35857655363391	6.08800020530509	1.57191764301511	2.69773414630735	5.59274854220145	6.41931172771421	7.37075041341264	8.26548282805492	0.963681376039746	1.59211388737168	2.32112779083094	1.51125633045263	3.89988331674597	5.11042332117632	6.41176866605059	7.5096734224929	8.70488424263227	4.08087008732139	14.0166050160775	22.6756067575887	25.3954467360805	23.5113831469631	22.9024237012406	18.5167521302445	1.11261086543151	1.60592491959075	1.91268382136231	2.89957272580363	3.60824467403637	3.88332120016612	4.1566384244651	4.70903936427472
831	2-85	3.89457733505339	4.77516015651624	5.73199452660259	6.50534201864291	7.94953561793976	8.41353138734845	1.47914124319361	2.28910768349091	2.33156213670339	1.61869166301117	1.24657539472672	1.53736853986614	1.9270799318407	4.87536764513242	5.97551242252373	6.85125390785178	7.40101346757919	0.866568808559176	1.62303657790071	1.95376120982113	1.45734281243702	3.73852724598897	4.91759172889491	6.08833730627815	7.30372563594632	8.45219327372054	3.92817207401583	11.8996594817191	19.7592413905192	27.4553940243698	25.9527080688641	22.5364823431303	23.5953644480891	0.976019361768163	1.54784423144256	1.90477985315449	2.38585284119422	2.88731463551695	3.01305583214065	3.25063286997558	3.14643053980206
832	2-99	3.87386312929461	4.73490822037133	5.66350837355989	6.53152287452862	8.6647375501703	9.7886335208455	1.30616141067185	1.3963167930882	1.44570870010384	0.470790038856781	0.0692331450525713	1.43949809041591	0.679131086677512	4.75256265007175	5.70791914593999	6.65412043502041	7.84107129695444	0.86628701013297	1.61393088716746	1.73146826230584	1.459438671032	3.71140203234359	4.88079242153937	6.13188861544901	7.43509364732533	8.83572406320013	3.84873506092121	12.2339612226422	16.4204593960773	20.7358182321132	39.6250030882852	28.5293028089124	9.7886335208455	0.95788436029358	1.51826199980607	1.86406885167846	2.10792666826304	2.35391343957187	2.39996124403412	2.69842218075476	2.23508516617302
833	2-100	3.89612499229759	4.76390401401741	5.73645314550919	6.45168612794232	8.04953338753627	8.42570598338589	1.73052054367576	2.45765005346684	2.3207612147371	1.76702714590823	0.951793671764696	1.78851706475672	1.568385939739	4.88438333944605	5.95074131585143	6.65363806888277	7.51954415270734	0.829687707379941	1.73474943085521	2.19206793737004	1.45596213972883	3.69797421119361	4.72887359661549	5.89578759767674	7.11663136809247	8.16632358199351	4.28299870463655	11.4390681083571	20.3813268485155	21.7777110109561	26.7472808074778	29.0669225214942	17.5897080836302	0.95394395552443	1.48797701049397	1.98684714876006	2.63040104275947	3.11740451566841	3.15628170279236	3.28583805652265	3.34605735739972
834	2-21	3.82792203668466	4.77407683895095	5.75683553343332	6.51529513822943	8.54134209455112	9.38082483871412	1.37931828866345	2.3086091539947	1.75491807810955	1.86759998186615	2.04248935004226	1.44506481007524	2.73832025115136	4.88867261192194	5.86993682274783	6.53479222327136	7.53045228204966	0.858511824543449	1.53797414573311	2.02779792098471	1.46755959190576	3.78436541258752	4.86082139218889	6.06465135266811	7.15596587460533	8.41146294042622	3.3453385880847	10.0995862555476	18.772727651521	16.1070458171193	19.5706867789966	20.7496760556312	22.1317367536671	0.959893528551522	1.44859887757685	1.80164461905057	2.44963715249588	3.05242483647862	2.87534855729061	3.14575761872889	3.36543037976833
835	2-26	3.90294536320366	4.81325897217447	5.74449831299736	6.53403054865476	8.05489860279075	9.04591836785742	1.47647906594928	2.2445279639382	2.16681696109031	1.7938718350073	2.01442405142876	1.57512202804514	2.47888296378809	4.87461054977564	5.84136110617651	6.60530895992995	7.38480382091491	0.879540355065498	1.53622198804038	2.09340423441225	1.46398546401414	3.76256559751427	4.89286341283019	6.06600712490718	7.21723955570537	8.31027260881538	3.55462572859292	10.9625312259397	18.4143253287881	17.4246407451707	20.793912396584	19.4383230685114	20.3454379705277	0.9794916741982	1.47985390429996	1.77152604318575	2.48926364628375	2.96715531499065	3.15611556851261	3.39834668762131	3.26648606464058
836	2-14	3.72134020920024	4.57248474367911	5.29909557430033	6.72419252736371	0	0	0.672103010677601	0.159439667834478	0.0475589361494633	0	0	0.827625778600619	0	4.5861932667253	5.08712377321185	5.96427297107496	0	0.694854122029558	1.00253888514638	1.21754122671521	1.51286689141501	3.94100381154012	5.11775893465438	6.2539729197607	7.76165649132842	9.80587490046324	3.77828683759137	8.51900476597345	10.3619587518996	6.72419252736371	0	0	0	0.879619729787714	1.26361644809897	1.38451267587277	1.57375043540214	1.1164761986894	1.11878735800677	0	0
837	2-53	3.92189099755302	4.75965822325757	5.63709054579876	6.41504127385878	7.68837886303669	7.75074434770561	1.53011940981098	2.19309430434829	2.00867602499396	2.31094088560516	3.08619261414898	1.61173165923588	3.1996680406553	4.86225394472945	5.82623869264229	6.62540466532604	7.18912959447694	0.882255312961917	1.65831294942926	1.96676845703536	1.45327690419082	3.72921603313055	4.86705072876019	6.03265940677898	7.15518635848696	8.3311006321666	4.04184307661088	12.5769527535248	21.4831185389131	21.8040625855692	26.2316249101522	22.8167901022465	22.8567248049887	0.989650189481563	1.55469966937104	1.91018558149703	2.40601973562312	2.84999800880059	2.93199118242858	3.16212583724968	3.46446398499498
838	2-63	3.87751404544414	4.73498291113378	5.70514378533042	6.75346078460834	8.81902457532759	9.83917685690116	1.40785808858152	1.84444710899716	2.26538806454871	3.45206266488954	4.14516574225097	1.54103341220872	4.062446153539	4.78337010805399	5.79517917260996	6.88492666940994	7.7129186205231	0.849254142939356	1.53684644204508	1.86504358549073	1.46117508456965	3.78268031090976	4.85567945469442	6.0559151630867	7.42308412591669	8.69365397015765	3.86891210061094	11.584516037301	18.0980817437378	21.7044244663654	23.7807242801589	29.4623932512235	37.7352531791023	0.955687698867393	1.43332842481633	1.78188632901382	2.26153577346311	2.61361122741611	3.22577433903168	3.48243378665878	4.35681927304872
839	4-39	3.90531811722598	4.59739959544951	5.5512048292721	6.31352622073938	7.8408761053482	0	1.48213390083776	0.808372403922439	0.649294987459336	0.0554570269266678	0	1.56374436559185	0	4.54353093855597	5.59050277732565	6.09451262301489	6.73145288516512	0.720276628277874	1.49440375252352	1.56219443628148	1.45487576060906	3.72132032243096	4.82356920280731	5.96143292240529	7.62672053443108	8.46635795384447	4.10357019891232	11.6306592955321	12.2775003623792	11.90796974483	10.5201038550589	7.8408761053482	0	0.856075246660876	1.22032304719289	1.77438817636962	1.90422071340436	1.90356805544929	2.06803171574393	1.70257794928235	1.30458386291925
840	Ampcillin	3.91646353986225	4.75441348820732	5.64555098810118	6.38848429172718	8.04581246831537	8.76513517764446	2.08247703532751	2.52431409525823	3.29472589360325	3.44027322695967	2.79150472625907	1.63697024340346	3.24694195599625	5.10851772860939	5.9704751021826	6.6095738232346	7.8212782361037	0.939416254186431	1.71504185875471	1.85282876074943	1.49033905180441	3.8358121130489	4.99347691651617	6.20548448437984	7.47677483311054	7.97455750287232	4.45480796410773	15.1900367720203	22.2498441751932	23.2619057989368	36.6260306832021	32.1402852292968	29.2074416551042	1.04376054370702	1.63743936038236	1.98400910300499	2.46336160164244	2.93956158108929	3.67705808024465	4.39029645340122	4.36189965294642
841	2-53	3.92372104007374	4.78008711789161	5.67587133765015	6.39168611311595	7.627937316249	7.62924556419859	1.53680783212921	2.19211544755881	2.01105169611101	2.3038443417027	3.1163775850098	1.61538334491938	3.17299898837714	4.88453249120351	5.8644264338528	6.60677484569082	7.14290558334516	0.882606531395364	1.659563324361	1.97413842760279	1.45368854595651	3.73176707643371	4.86854273630747	6.05921130954649	7.21194907983187	8.30357364312309	4.04422411087758	12.6297999667051	21.4820550202698	21.7962625693384	26.3267652496009	22.698515111969	22.7410799240812	0.990056496750751	1.5557538832087	1.91217028336059	2.4156024526633	2.85701490567319	2.92392719642614	3.14201522171944	3.4308935034602
