No.	NAME	X2A	X0Av	X2Av
539	2-54	0.255922713707961	0.554373147481406	0.174621250558351
540	4-58	0.257830885342325	0.572276674642815	0.160029125590493
541	4-33	0.249985800617293	0.591493168852208	0.179313855376752
542	4-54	0.27371035842334	0.678074155436175	0.231472343892715
543	2-19	0.28210050185823	0.597177491593772	0.189929628848113
544	2-4	0.249432733105048	0.674981776053525	0.218396054369782
545	2-72	0.245953684761389	0.570722669333395	0.174778376721886
546	2-59	0.261431598911075	0.57456058328237	0.184521669490274
547	Tetracycline	0.262823799319614	0.551506985581671	0.159524991926582
548	3-38	0.282174596963477	0.598755384673191	0.211198003080254
549	3-34	0.283917403600004	0.61495010198005	0.213549639257208
550	3-9	0.252791556464687	0.632557733797806	0.198261272558716
551	3-38	0.282174596963477	0.598755384673191	0.211198003080254
552	Tetracycline	0.262823799319614	0.551506985581671	0.159524991926582
553	4-43	0.298010863199907	0.560290780102107	0.162164653194369
