No.	NAME	SsCH3	SssCH2	SdssC	SaasC	SssssC	SsNH2	SdsN	SsssNH+	SssssN+	SaaNH	SdO	SssS	SaaS	NssCH2	NsssCH	NdssC	NssNH	NsNH3+	NssNH2+	NssssN+	NssO	minssCH2	minsssCH	mindssC	minaasC	minaaaC	minsssN	minaasN	MaxsCH3	MaxdCH2	MaxssCH2	MaxdsCH	MaxaaCH	MaxsssCH	MaxdssC	MaxssssC	MaxsOH	MaxdO	MaxssO
675	2-73	4.18622123540774	4.62511169900059	2.44516886704432	0	-0.234867842970521	0	0	0	0	0	24.6972812317586	0	0	6	3	4	1	0	0	0	0	0.534433867682876	-0.0531547619047623	-0.0294568783155538	0	0	0	0	2.1564347915092	0	0.936890117157974	1.80311413454271	0	0.321887755102041	1.13341319706895	-0.234867842970521	0	12.8381990898211	0
676	3-24	6.06986958304381	4.01854697858125	0.20805185500126	2.00825695607036	0	0	0	1.44257012395537	0	0	12.7995809450323	1.47493829785	0	4	4	1	0	0	0	0	1	0.844350985764676	0.125068972033258	0.20805185500126	0.819564695215399	0.946605789175685	2.09814791194255	0	2.19431926353741	4.10570163593262	1.08534631232097	2.12395681632514	2.07816008965315	0.569710674393214	0.20805185500126	0	0	12.7995809450323	5.44236220032563
677	2-12	1.69693228049233	4.91637723781483	0	2.04869663965984	0	6.78551729024943	0	1.64144292747963	0	0	0	0	0	4	4	0	0	0	0	0	1	1.17943507495591	0.033492063492063	0	0.855082694081612	0.984895308432015	0	0	1.69693228049233	4.02443313316114	1.30571011448401	2.15106140816188	2.08359347442681	0.748784748467288	0	0	0	0	5.39559636142744
678	2-59	1.35106023580997	3.18126916356151	-0.498562151482876	0	-3.66473297933728	0	0	0	0	0	25.8831677210025	0	0	8	5	4	1	0	0	0	0	0.0143984627635874	-1.61483310892717	-1.50475680692898	0	0	0	0	1.35106023580997	4.06643856559306	0.577867601515915	1.52473890172077	0	-0.188850177416646	0.67755388112035	-0.720103969828672	11.148560468762	13.5408489229025	0
679	4-4	4.50710742630385	5.29701199924414	0	4.5867294973545	-0.10864984882842	0	0	0	0	0	0	0	0	5	3	0	0	1	0	0	0	0.969398148148148	0.440896636432351	0	1.43334986772487	0	0	0	2.25706585411943	0	1.18300925925926	0	2.34501086545729	0.661458333333333	0	0.294259259259259	10.9732601095994	0	0
680	2-24	1.7783610708976	8.02624650940623	-0.142799789796543	0	-2.66619930765516	0	0	0	0	0	40.8313800027651	0	0	9	8	3	1	0	1	0	2	0.40193074452003	-0.978273397194302	-0.405465422407612	0	0	0	0	1.7783610708976	0	1.22708930029006	0	0	0.648955469042274	0.302598497732427	-0.370271518329554	11.1990660837529	13.9471168220375	6.46319006151843
681	2-16	2.19698459939531	4.57775651927438	1.03042375283447	4.28921910430839	-0.564035454459562	0	0	0	0	0	0	0	0	6	2	1	0	0	1	0	0	0.198090750188965	0.33974537037037	1.03042375283447	1.34862670068027	0	0	0	2.19698459939531	4.2105113851096	1.05103009259259	0	2.28471419123205	0.529507275132275	1.03042375283447	0.0909722222222222	10.9607589285714	0	0
682	2-20	1.95091503445651	0.777238157315268	0	0.941588658739182	0	0	0	0	0	0	24.5652547871	0	0	2	4	0	0	0	1	0	3	0.231578719450743	-0.589262211829177	0	0.130324966406316	0	0	0	1.95091503445651	0	0.545659437864524	0	1.66501837154615	0.19350438609277	0	0	0	12.28262739355	5.64068693835559
683	2-2	0	0.671265935093046	0	0.924129237081528	0	0	0	0	0	0	24.4105479969766	0	0	2	4	0	0	1	0	0	3	0.205467608339632	-0.610743693310658	0	0.118815192743764	0	0	0	0	0	0.465798326753413	0	1.65501837154615	0.0175784601668438	0	0	0	12.2052739984883	5.51818693835559
684	2-3	2.22761385109599	4.80154903628118	1.07306405895692	4.47483985260771	-0.402631330309902	0	0	0	0	0	0	0	0	5	2	1	0	1	0	0	0	0.884419406651549	0.495162037037037	1.07306405895692	1.4036824452003	0	0	0	2.22761385109599	4.20738756613757	1.09967592592593	0	2.31534344293273	0.600625	1.07306405895692	0.194722222222222	10.8737230725624	0	0
685	2-55	1.86601217617483	0.934407680312713	-4.29984717942758	2.59309965333955	-1.65123350497606	0	0	0	0	0	47.5991224385294	0	0	6	3	4	0	0	1	0	0	-0.715596650123166	-1.35518004115226	-1.5268944703685	0.751429325811541	0	0	0	1.86601217617483	0	0.621317003653313	0	1.93611039229997	-0.0601556069958853	-0.0800859788359785	-0.776014778596624	0	13.1988246409675	0
686	2-41	5.92216191865227	2.57157005857899	1.1776705404384	4.62696490800432	-0.357030068972034	0	0	1.37278385904153	0	0	0	0	0	3	0	1	0	0	0	0	1	0.705702947845805	0	1.1776705404384	0.232596739313009	0.90548495632821	0	0	2.16183048836819	0	0.969854103678508	2.1796164021164	2.03474306080457	0	1.1776705404384	-0.357030068972034	11.19479763666	0	5.4617710328826
687	2-91	1.86064116696061	0.0397326152683299	0	0	0	0	0	0	0	0	44.1025780003359	0	0	2	4	0	0	0	0	0	4	0.0198663076341647	-0.765592403628119	0	0	0	0	0	0.930320583480306	0	0.0198663076341652	0	0	-0.632893518518519	0	0	0	11.025644500084	5.29
688	2-18	3.79024459958529	3.99282513428798	0.206958748005375	2.00672384295265	0	0	0	0	0	0	12.7454657186949	1.4717875776854	0	4	4	1	0	0	1	0	1	0.84529580813807	0.128682917611489	0.206958748005375	0.819124689093575	0.946027276778991	2.09134519085412	0	2.11098593020407	4.06459052482151	1.06047863300253	2.10312348299181	2.0740448633157	0.575544007726547	0.206958748005375	0	0	12.7454657186949	5.43117164586584
689	2-52	1.97094718442933	2.62336592970522	-0.200269274376416	3.10548800075586	-1.30802484882842	0	0	0	0	0	11.9426459750567	0	0	4	2	2	0	0	0	0	0	0.510185185185185	-0.620578703703704	-1.00740740740741	0.931898148148149	0	0	0	1.97094718442933	4.03949263038549	0.82912037037037	0	2.05867677626606	0.203541666666666	0.80713813303099	-0.433171296296296	10.7670526266062	11.9426459750567	0
690	Tetracycline	4.4744119808162	-0.259148715041572	-7.47812764522067	-0.667360901150583	-4.694481686193	5.2257180055728	0	0.431248530276308	0	0	38.4513796966088	0	0	1	3	7	0	0	0	0	0	-0.259148715041572	-1.31019982993197	-1.44076535861258	-0.466864134542706	0	0	0	1.55417497398919	0	-0.259148715041572	0	1.44428442632537	-1.15309901738473	-0.55391156462585	-1.81917024911817	11.418210191484	13.5809764739229	0
691	2-74	1.73497721494475	2.62748444687027	1.19310651067641	1.47542626021432	-2.69194978882193	0	0	0	0	0	26.9440319892433	0	0	5	5	4	1	0	0	0	1	0.30551705404384	-0.99812844656279	-0.452756171364577	0.595913224290074	0	0	0	1.73497721494475	4.17657664674124	0.725210563296332	1.89296143641111	1.89743072614848	0.0488608591584778	1.04009773662551	-0.521339696886985	11.2972882346363	13.9212641723356	5.52647742379908
692	3-29	1.76638699924414	2.52843277588813	0.478089569160998	0	-2.95725410997732	0	0	0	0	0	12.6919788910935	0	0	5	4	2	0	0	0	0	1	-0.0703703703703704	-0.903040438397581	-0.364853080120937	0	0	0	0	1.76638699924414	4.11012597631645	0.742376228269086	1.87749622071051	0	0.0566666666666664	0.842942649281935	-0.305694444444445	10.9586350466112	12.6919788910935	5.9772160808768
693	4-33	3.86400641429411	3.4910263920383	0.20369708994709	3.87926274985303	-0.193912037037037	6.76397817460318	0	1.45892951625095	0	0	12.812983276644	0	0	5	4	1	0	0	0	0	3	0.241066783194759	-0.310922146636433	0.20369708994709	0.782512938817503	0	0	0	2.2268396478962	0	1.01761928382464	0	2.08727064436886	0.321388888888889	0.20369708994709	-0.193912037037037	0	12.812983276644	5.86852584089191
694	4-17	0	0	0	5.41074074074074	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.307777777777778	0	1.35009259259259	0	0	0	0	0	0	0	2.17990740740741	0.307777777777778	0	0	0	0	0
695	Tetracycline	4.4744119808162	-0.259148715041572	-7.47812764522067	-0.667360901150583	-4.694481686193	5.2257180055728	0	0.431248530276308	0	0	38.4513796966088	0	0	1	3	7	0	0	0	0	0	-0.259148715041572	-1.31019982993197	-1.44076535861258	-0.466864134542706	0	0	0	1.55417497398919	0	-0.259148715041572	0	1.44428442632537	-1.15309901738473	-0.55391156462585	-1.81917024911817	11.418210191484	13.5809764739229	0
696	2-13	0	1.47490740740741	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	2	0.737453703703704	0.224537037037037	0	0	0	0	0	0	0	0.737453703703704	0	0	0.316435185185185	0	0	0	0	5.45138888888889
697	3-49	3.62350710191484	2.77038052721088	0.126907596371883	3.6806500377929	-0.831997354497354	0	0	0	0	0	24.5933675044092	0	0	5	2	2	1	0	0	0	0	-0.0670415249433107	-0.112152777777778	-0.0567139077853362	1.17960411942555	0	0	0	2.08103985575712	0	0.915513983371126	0	2.15804374527589	0.305902777777777	0.183621504157219	-0.251805555555555	9.88677154195011	12.7408158541194	0
698	4-44	2.69149194588814	6.0948200343615	-0.945963620171806	1.11429180639453	0	0	0	0	0	0	37.9759154015852	0	0	9	3	3	1	1	0	0	2	0.510149045729403	-0.612882049424708	-0.392635457116461	1.11429180639453	0	1.59645880574452	0	1.35403412886683	0	0.88769489933	0	2.01032843314093	-0.55968774032672	-0.161503317376333	0	0	13.379057732291	4.99883594738528
699	2-99	1.45437311035525	2.45619732615268	0.310952853363569	0	-2.83261857520786	0	0	0	0	0	11.9522073019022	0	0	4	5	3	0	1	0	0	0	0.528595993953137	-1.43005432728647	-1.36071097883598	0	0	0	0	1.45437311035525	4.05231072058453	0.718071617535903	1.62805177626606	0	0.0605092592592591	0.871527777777778	-0.346157407407407	10.8524448853616	11.9522073019022	0
700	3-24	6.06986958304381	4.01854697858125	0.20805185500126	2.00825695607036	0	0	0	1.44257012395537	0	0	12.7995809450323	1.47493829785	0	4	4	1	0	0	0	0	1	0.844350985764676	0.125068972033258	0.20805185500126	0.819564695215399	0.946605789175685	2.09814791194255	0	2.19431926353741	4.10570163593262	1.08534631232097	2.12395681632514	2.07816008965315	0.569710674393214	0.20805185500126	0	0	12.7995809450323	5.44236220032563
701	2-75	1.7518311707399	4.46737632262118	1.40409121210213	0	-2.61116324693458	0	0	0	0	0	27.1267419209228	0	0	8	6	4	0	0	0	0	1	0.48224324452003	-0.979380196523054	-0.434955068447132	0	0	1.82241354875283	0	1.7518311707399	4.18415549667985	0.743485239774922	1.90981539220627	0	0.0742415175946918	1.06555014907197	-0.48490091175359	11.2923190665155	14.1131259448224	5.53196493739446
702	2-64	1.68668753149408	2.08964199105568	0.953903349920216	0	-2.74752106166541	0	0	0	0	0	26.0860789477828	0	0	5	5	4	1	0	0	0	1	-0.125594057067271	-1.01383506025867	-0.484754319937852	0	0	0	0	1.68668753149408	4.09777643927942	0.701358182161754	1.84467175296044	0	0.026560846560846	0.997692271352986	-0.548003590325019	11.0972345836483	13.3037825963719	5.42746830908289
703	3-37	1.8754161027231	0.23339020812641	0	1.06996084865178	0	0	0	0	0	0	24.3474102418745	0	0	2	4	0	0	0	0	0	3	0.0947268675988915	-0.726223192725718	0	0.101940192743765	0	0	0	1.8754161027231	0	0.138663340527518	0	1.70835170487948	-0.506279814394894	0	0	9.60801867494779	12.1737051209373	5.33818693835559
704	3-29	1.76638699924414	2.52843277588813	0.478089569160998	0	-2.95725410997732	0	0	0	0	0	12.6919788910935	0	0	5	4	2	0	0	0	0	1	-0.0703703703703704	-0.903040438397581	-0.364853080120937	0	0	0	0	1.76638699924414	4.11012597631645	0.742376228269086	1.87749622071051	0	0.0566666666666664	0.842942649281935	-0.305694444444445	10.9586350466112	12.6919788910935	5.9772160808768
705	2-44	3.64135799844629	2.46059521185017	-1.06286768025111	0	-1.49906868071303	0	0	0	0	0	48.5360196208113	0	0	7	3	4	0	0	0	0	0	-0.208725119677501	-0.437893518518519	-1.18954686581423	0	0	0	0	1.89886508461409	0	0.786246614386495	0	0	0.146368575207861	0.169110213529857	-0.575494890085664	0	12.8602787226002	0
706	2-65	2.79505385650204	1.22110346240961	-0.280153336797682	0	-3.11110910336357	0	0	0	0	0	38.7435457435448	0	0	5	6	5	1	0	0	0	2	-0.643274373792726	-1.25735496976568	-0.782524001112792	0	0	0	0	1.63067531179138	4.09245165311814	0.620187783446712	1.78865953325775	0	-0.085830367640884	0.906635671243807	-0.700117276077097	11.2137402229538	13.7667956349206	5.44244859383275
707	3-24	6.06986958304381	4.01854697858125	0.20805185500126	2.00825695607036	0	0	0	1.44257012395537	0	0	12.7995809450323	1.47493829785	0	4	4	1	0	0	0	0	1	0.844350985764676	0.125068972033258	0.20805185500126	0.819564695215399	0.946605789175685	2.09814791194255	0	2.19431926353741	4.10570163593262	1.08534631232097	2.12395681632514	2.07816008965315	0.569710674393214	0.20805185500126	0	0	12.7995809450323	5.44236220032563
708	3-39	1.95303808946418	0.79445916792643	0	0.152824966406316	0	0	0	0	0	0	24.3732668808264	0	0	2	4	0	0	0	1	0	3	0.241802484882842	-0.573929516250945	0	0.152824966406316	0	0	0	1.95303808946418	0	0.552656683043588	0	1.75941691337029	0.201879041740153	0	0	0	12.1866334404132	5.62907171201814
709	2-39	8.01354068009014	6.06016720856574	0.350775827703155	0	-1.31603066461285	0	0	1.34611986293641	0	0	50.9654712333699	0	0	10	3	4	1	0	0	0	0	0.263493979692468	-0.335309275978017	-0.0425504561392454	0	0	0	0	2.08119810669537	0	0.993664166731152	0	0	0.201375023738251	0.214668261736506	-0.536360105802902	0	13.1951556372928	0
710	2-99	1.45437311035525	2.45619732615268	0.310952853363569	0	-2.83261857520786	0	0	0	0	0	11.9522073019022	0	0	4	5	3	0	1	0	0	0	0.528595993953137	-1.43005432728647	-1.36071097883598	0	0	0	0	1.45437311035525	4.05231072058453	0.718071617535903	1.62805177626606	0	0.0605092592592591	0.871527777777778	-0.346157407407407	10.8524448853616	11.9522073019022	0
711	4-30	1.83312311035525	3.10137518896447	1.85996905706727	0	-1.78878176965231	0	0	0	0	0	12.5019295241245	0	0	4	5	3	0	1	0	0	1	0.691861300075586	-0.798109882842025	-0.303673941798942	0	0	0	0	1.83312311035525	4.13255763416478	0.899760959939531	1.99110733182162	0	0.317916666666666	1.24111111111111	-0.116990740740741	10.8956547619048	12.5019295241245	5.42285600119678
712	2-39	8.01354068009014	6.06016720856574	0.350775827703155	0	-1.31603066461285	0	0	1.34611986293641	0	0	50.9654712333699	0	0	10	3	4	1	0	0	0	0	0.263493979692468	-0.335309275978017	-0.0425504561392454	0	0	0	0	2.08119810669537	0	0.993664166731152	0	0	0.201375023738251	0.214668261736506	-0.536360105802902	0	13.1951556372928	0
713	4-45	3.68052519603489	0.358247197026959	-0.873739927264595	0.502045820891871	0	11.1592281353576	4.00694621804696	0	0	0	23.1673727144502	0	0	3	2	3	1	0	0	0	2	0.0853510015117158	-0.646765940689101	-0.460504873079728	0.177902527516976	0	0	1.53036496388679	1.84026259801745	0	0.175497448979592	0	1.42364444234484	0.00958905293650369	0.000789880314973512	0	0	11.6213691226502	5.36836781934996
714	2-39	8.01354068009014	6.06016720856574	0.350775827703155	0	-1.31603066461285	0	0	1.34611986293641	0	0	50.9654712333699	0	0	10	3	4	1	0	0	0	0	0.263493979692468	-0.335309275978017	-0.0425504561392454	0	0	0	0	2.08119810669537	0	0.993664166731152	0	0	0.201375023738251	0.214668261736506	-0.536360105802902	0	13.1951556372928	0
715	2-59	1.35106023580997	3.18126916356151	-0.498562151482876	0	-3.66473297933728	0	0	0	0	0	25.8831677210025	0	0	8	5	4	1	0	0	0	0	0.0143984627635874	-1.61483310892717	-1.50475680692898	0	0	0	0	1.35106023580997	4.06643856559306	0.577867601515915	1.52473890172077	0	-0.188850177416646	0.67755388112035	-0.720103969828672	11.148560468762	13.5408489229025	0
716	4-35	4.35489341104042	4.16707633581659	1.26938137342989	0	0	0	0	0	0	0	0	0	0	6	7	1	0	1	0	0	0	0.429971209162678	-0.47060857058873	1.26938137342989	0	0	0	0	2.20107290176554	0	0.886126936885866	2.2928547003308	0	0.429024838125043	1.26938137342989	0	10.5594279206811	0	0
717	2-41	5.92216191865227	2.57157005857899	1.1776705404384	4.62696490800432	-0.357030068972034	0	0	1.37278385904153	0	0	0	0	0	3	0	1	0	0	0	0	1	0.705702947845805	0	1.1776705404384	0.232596739313009	0.90548495632821	0	0	2.16183048836819	0	0.969854103678508	2.1796164021164	2.03474306080457	0	1.1776705404384	-0.357030068972034	11.19479763666	0	5.4617710328826
718	2-26	1.77423260186382	7.03779312801039	0.861062256381002	0.881008831723811	-2.13984460567591	0	0	0	0	0	41.0021352342154	0	0	9	6	4	1	0	1	0	1	0.369783242000504	-0.974262223380779	-0.421195366314032	0.881008831723811	0	0	0	1.77423260186382	0	1.10664517811883	1.9343797293175	1.94256493660571	0.163943821382806	1.07895795071932	-0.467072034832452	11.131225797536	14.0484552909012	5.58672462148804
719	2-56	3.52171976987217	0.91446567763199	-4.2715412914237	0	-1.76475154957215	0	0	0	0	0	72.5099602701842	0	0	8	4	6	1	0	0	0	0	-0.928821438228802	-1.73459864765465	-1.7451731478162	0	0	0	0	1.84694214431578	0	0.699456372447652	0	0	0.0365586387217878	0.100484302357742	-0.677084276644456	0	13.1529605386563	0
720	4-39	3.28430130385488	0.729332955404384	0	2.74231481481482	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0.729332955404384	0	0	0.809305555555556	0	0	0	1.64675925925926	0	0.729332955404384	0	1.96296296296296	0	0	0	0	0	5.1587037037037
721	4-47	7.37186821988004	2.57549033656673	0.138668299109768	0	0	0	0	0	0	0	23.4208413994615	0	0	4	4	3	1	1	0	0	2	0.338468416687663	-0.3569850718065	-0.323544501133787	0	0	0	0	2.0575921989166	0	0.879147534013605	1.79027777777778	0	0.0891238084740071	0.582785336356765	0	0	11.9817654006047	6.09332790060469
722	2-5	2.19539162887377	3.7763742441421	1.05010109599395	4.31067318594104	-0.471311885865457	0	0	0	0	0	0	0	0	4	2	1	0	1	0	0	0	0.866851851851852	0.305347222222222	1.05010109599395	1.36326577853364	0	0	0	2.19539162887377	4.1657208994709	1.08134259259259	0	2.28312122071051	0.573541666666666	1.05010109599395	0.137430555555556	10.7708319160998	0	0
723	2-19	1.63347961084423	4.91040091246936	0.187979969765684	1.49584639166349	0	0	0	0	0	0	12.7937037037037	0	0	5	2	1	0	0	1	0	1	0.574731906651549	0.514655754532197	0.187979969765684	0.746689814814815	0.831374480347695	0	0	1.63347961084423	3.95279244910974	1.16158974411364	2.0530776591067	1.90047658415218	0.568599563282103	0.187979969765684	0	0	12.7937037037037	5.28715722035166
724	3-9	4.42276242441421	5.07838506235828	1.09403911564626	4.58548800075586	-0.357659674981103	0	0	0	0	0	0	0	0	5	2	1	0	0	1	0	0	0.897015069916856	0.564606481481481	1.09403911564626	1.43442318594104	0	0	0	2.25539162887377	4.24342072940287	1.12273148148148	0	2.34312122071051	0.622106481481481	1.09403911564626	0.227222222222222	10.9566312358277	0	0
725	4-17	0	0	0	5.41074074074074	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.307777777777778	0	1.35009259259259	0	0	0	0	0	0	0	2.17990740740741	0.307777777777778	0	0	0	0	0
726	2-74	1.73497721494475	2.62748444687027	1.19310651067641	1.47542626021432	-2.69194978882193	0	0	0	0	0	26.9440319892433	0	0	5	5	4	1	0	0	0	1	0.30551705404384	-0.99812844656279	-0.452756171364577	0.595913224290074	0	0	0	1.73497721494475	4.17657664674124	0.725210563296332	1.89296143641111	1.89743072614848	0.0488608591584778	1.04009773662551	-0.521339696886985	11.2972882346363	13.9212641723356	5.52647742379908
727	4-45	3.68052519603489	0.358247197026959	-0.873739927264595	0.502045820891871	0	11.1592281353576	4.00694621804696	0	0	0	23.1673727144502	0	0	3	2	3	1	0	0	0	2	0.0853510015117158	-0.646765940689101	-0.460504873079728	0.177902527516976	0	0	1.53036496388679	1.84026259801745	0	0.175497448979592	0	1.42364444234484	0.00958905293650369	0.000789880314973512	0	0	11.6213691226502	5.36836781934996
728	4-58	1.96748251731567	3.70840242249333	0.340232688754515	2.85066630973377	0	0	0	0	0	0	26.4245430996473	0	0	4	1	4	1	1	0	0	0	0.86240197467876	0.479012487966312	-0.324164986982447	0.800924771143025	0.972562122071051	0	2.01137243670297	1.96748251731567	0	1.07834213063605	0	2.11079559292853	0.479012487966312	0.500940098261527	0	0	13.2720507369615	0
729	4-45	3.68052519603489	0.358247197026959	-0.873739927264595	0.502045820891871	0	11.1592281353576	4.00694621804696	0	0	0	23.1673727144502	0	0	3	2	3	1	0	0	0	2	0.0853510015117158	-0.646765940689101	-0.460504873079728	0.177902527516976	0	0	1.53036496388679	1.84026259801745	0	0.175497448979592	0	1.42364444234484	0.00958905293650369	0.000789880314973512	0	0	11.6213691226502	5.36836781934996
730	2-8	0	0.645503257815217	0	0.561629237081529	0	5.53627787182621	0	0	0	0	24.3595275888133	0	0	2	4	0	0	1	0	0	3	0.190035509574201	-0.630274943310658	0	0.0688151927437646	0	0	0	0	0	0.455467748241017	0	1.51612948265726	0.00724788165444701	0	0	0	12.1797637944067	5.50568693835559
731	2-72	1.68668753149408	2.00115988756614	0.015049183253549	0	-3.740461585097	0	0	0	0	0	26.2952540391156	0	0	6	4	3	1	0	0	0	1	-0.183958215230537	-1.0335109861846	-0.469938087889476	0	0	0	0	1.68668753149408	4.10724828357269	0.624598450491308	1.79779675296044	0	-0.121364323507182	0.737857641513396	-0.578721182917611	11.1308938807004	13.3726374716553	6.01175154320988
732	2-91	1.86064116696061	0.0397326152683299	0	0	0	0	0	0	0	0	44.1025780003359	0	0	2	4	0	0	0	0	0	4	0.0198663076341647	-0.765592403628119	0	0	0	0	0	0.930320583480306	0	0.0198663076341652	0	0	-0.632893518518519	0	0	0	11.025644500084	5.29
733	2-79	1.74454628320238	3.57427649697788	1.23923668071721	2.44162327099947	-2.68677524161948	0	0	0	0	0	27.119312293709	0	0	7	5	4	1	0	0	0	3	0.211549529401955	-0.9974777312406	-0.447646279574664	0.704172597183961	0	0	0	1.74454628320238	4.19622108823439	0.728090866852383	1.90253050466875	1.95854521137733	0.0513515770811941	1.04751939271781	-0.516959054270111	11.3530478796073	14.028746430671	5.55214106587187
734	2-16	2.19698459939531	4.57775651927438	1.03042375283447	4.28921910430839	-0.564035454459562	0	0	0	0	0	0	0	0	6	2	1	0	0	1	0	0	0.198090750188965	0.33974537037037	1.03042375283447	1.34862670068027	0	0	0	2.19698459939531	4.2105113851096	1.05103009259259	0	2.28471419123205	0.529507275132275	1.03042375283447	0.0909722222222222	10.9607589285714	0	0
735	2-63	4.97288051142201	2.86054846464031	-0.814201285340301	0.675855539783643	-1.56371375677039	0	0	0	0	2.89945984168241	64.0416267748736	0	0	8	4	5	1	0	0	0	1	0.00999559082892398	-0.886959758765766	-0.573506481149533	0.675855539783643	0	0	0	1.91167714679803	0	0.766812284240377	0	1.56962422178175	0.113020145034693	0.160555661604925	-0.613758675200722	0	13.3358350408053	4.82207326618795
736	3-24	6.06986958304381	4.01854697858125	0.20805185500126	2.00825695607036	0	0	0	1.44257012395537	0	0	12.7995809450323	1.47493829785	0	4	4	1	0	0	0	0	1	0.844350985764676	0.125068972033258	0.20805185500126	0.819564695215399	0.946605789175685	2.09814791194255	0	2.19431926353741	4.10570163593262	1.08534631232097	2.12395681632514	2.07816008965315	0.569710674393214	0.20805185500126	0	0	12.7995809450323	5.44236220032563
737	2-24	1.7783610708976	8.02624650940623	-0.142799789796543	0	-2.66619930765516	0	0	0	0	0	40.8313800027651	0	0	9	8	3	1	0	1	0	2	0.40193074452003	-0.978273397194302	-0.405465422407612	0	0	0	0	1.7783610708976	0	1.22708930029006	0	0	0.648955469042274	0.302598497732427	-0.370271518329554	11.1990660837529	13.9471168220375	6.46319006151843
738	2-83	1.73191544191138	8.1685085574193	-0.543494811632437	0	-3.41509407457121	0	0	0	0	0	40.6173474529402	0	0	11	7	3	1	0	0	0	2	-0.205130595448056	-1.03192028965703	-0.455511683132084	0	0	0	0	1.73191544191138	0	1.24212226397222	0	0	0.451612142542202	0.0354305147347183	-0.651172445830184	11.1975266468757	14.0968908257748	6.40780553811669
739	2-14	0	1.02157407407407	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	2	0.40412037037037	-0.433564814814815	0	0	0	0	0	0	0	0.617453703703704	0	0	0.196435185185185	0	0	9.23935185185185	0	5.26388888888889
740	2-97	0	-0.183900891776973	0	0.715773772233136	0	11.1476386761757	0	0	0	0	49.9973635551814	0	0	2	4	0	0	0	0	0	4	-0.0919504458884868	-0.939462246841396	0	-0.0584487480713123	0	0	0	0	0	-0.0919504458884863	0	1.44662200255319	-0.791505102040816	0	0	0	12.4993408887954	5.55998498782229
741	4-37	3.28247220647518	1.87087041761149	0	2.78834467120181	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0.898296721466364	0	0	0.773437263794407	0	0	0	1.64467167422525	0	0.972573696145125	0	2.03425925925926	0	0	0	0	0	5.17779667422525
742	3-52	5.61730560279667	3.31066680839002	0.172557634164777	3.57238614890401	-0.481803193499622	0	0	0	0	0	25.2993339002268	0	0	4	2	2	0	0	0	0	1	0.529814814814815	-0.273356481481482	-0.169444444444445	1.13731481481482	0	0	0	2.08778391912321	0	1.00613851095994	0	2.15589899848828	0.325023148148148	0.342002078609222	-0.237381897203326	0	12.6552990362812	5.15832057823129
743	3-5	4.06849673557969	0.782469638796749	0	0.943121771856892	0	0	0	1.22584881792223	0	0	24.6991282438902	0	0	2	4	0	0	0	0	0	3	0.231023163895188	-0.594447397014362	0	0.131418073402201	0	0	0	2.03424836778984	0	0.551446474901562	0	1.66835170487948	0.202763645352029	0	0	0	12.3495641219451	5.72152027168892
744	2-100	6.08815777119439	0.81100355883094	0.628295724153859	1.67739979633829	-0.698384826152683	0	0	0	-0.4544424760645	0	12.4268745275888	0	0	2	0	3	0	0	0	1	2	0.336734615142353	0	-0.266232993197279	-0.0111895313681025	0	0	0	1.57930631666247	0	0.474268943688587	1.96647108843537	1.83608481355505	0	0.658009259259259	-0.698384826152683	10.6968469702696	12.4268745275888	5.23518329554044
745	2-64	1.68668753149408	2.08964199105568	0.953903349920216	0	-2.74752106166541	0	0	0	0	0	26.0860789477828	0	0	5	5	4	1	0	0	0	1	-0.125594057067271	-1.01383506025867	-0.484754319937852	0	0	0	0	1.68668753149408	4.09777643927942	0.701358182161754	1.84467175296044	0	0.026560846560846	0.997692271352986	-0.548003590325019	11.0972345836483	13.3037825963719	5.42746830908289
746	3-31	3.03728056500378	2.13632133408919	-0.101765873015872	0	-3.64364819538927	0	0	0	0	0	25.7989932523936	0	0	4	4	3	0	0	0	0	2	0.429645219198791	-1.01127551020408	-0.457026171579743	0	0	0	0	1.69027588813303	4.09050910178886	0.642172146636432	1.8013851095994	0	-0.0989351851851861	0.750769557823129	-0.557337962962963	11.0471176618796	12.9824985827664	5.97338388133031
747	3-24	6.06986958304381	4.01854697858125	0.20805185500126	2.00825695607036	0	0	0	1.44257012395537	0	0	12.7995809450323	1.47493829785	0	4	4	1	0	0	0	0	1	0.844350985764676	0.125068972033258	0.20805185500126	0.819564695215399	0.946605789175685	2.09814791194255	0	2.19431926353741	4.10570163593262	1.08534631232097	2.12395681632514	2.07816008965315	0.569710674393214	0.20805185500126	0	0	12.7995809450323	5.44236220032563
748	2-46	1.92937696837994	1.98768967309146	-1.04564909297052	2.89889077853364	-1.31399707105064	0	0	0	0	0	24.545470521542	0	0	5	2	2	0	0	0	0	0	-0.171231812169312	-0.730208333333334	-1.08195389266818	0.857351662887378	0	0	0	1.92937696837994	0	0.77037037037037	0	2.00638085789871	0.0939120370370368	0.0363047996976571	-0.591921296296296	9.76778297430083	12.5769954648526	0
