No.	NAME	WiA_G	J_G	VE1sign_G	VE3sign_G	SpPosA_RG	VE1_RG	VE2_RG	VE3_RG	VE1sign_RG	VE2sign_RG	VE3sign_RG	Chi_G/D	J_G/D	SpMaxA_G/D	VE1sign_G/D	VE3sign_G/D	AVS_Coulomb	H_Coulomb	Chi_Coulomb	ChiA_Coulomb	SpMAD_Coulomb	VE1_Coulomb	VE2_Coulomb	VE1sign_Coulomb	VE3sign_Coulomb
12	2-6	4.75982045883608	2.29650220600839	0.027670702757512	-8.10149501651706	0.454511954069735	2.44617602517815	0.0470418466380413	2.0201360678874	0.17750003591893	0.00341346222921019	-3.90416808456996	1.05368031378171	9.83434959529599	0.986942716804171	0.141456925833792	-4.4167540784291	193.253104151744	3589.33294237323	0.299236731252592	0.005343513058082	26.4117163157843	3.82214947261699	0.0735028744734037	0.903610472985959	-0.228897469745853
13	4-2	4.78579136458312	2.6022415375554	0.492903460249835	-1.56691447844177	0.459936540154686	2.1643942721507	0.042439103375504	1.71021551732404	0.240274187354235	0.00471125857557323	-3.15839370293243	1.07654477004529	11.6266835164891	0.952160429816535	0.0957720913138496	-5.19568124823593	183.602583444965	3535.10811803239	0.303780007409738	0.00562555569277293	26.1303178981502	5.763822838752	0.113016134093176	0.918248406397618	-0.188903065127688
14	4-36	5.7440152675882	2.2613831308472	0.0725682165035905	-5.01271562161519	0.40871493005667	2.21875534339413	0.0504262578044121	1.52288143174246	0.218559425192502	0.00496725966346596	-2.90589402480967	1.04864926041118	12.0594664947286	0.971720587738034	0.0715462005970392	-5.03981906625173	259.926383097084	2509.37970738159	0.203857479653534	0.00443168434029422	40.4712930429154	4.27793999202121	0.097225908909573	1.3592367575483	0.586498486430485
15	4-6	4.56450492762063	2.44926168956965	0.0843560756453138	-4.83247634583811	0.451195521923945	2.39450191208614	0.0532111536019142	1.70646834679541	0.180263839511391	0.00400586310025313	-3.34841122331865	1.05347625332406	10.113372031911	0.981960301302598	0.114695645560796	-4.232038814315	170.93126607771	2653.28296771884	0.287663654743694	0.0059929928071603	25.5988766804044	3.72769567297763	0.0828376816217251	0.60065227515016	-0.996195931050437
16	4-3a	4.51861218990725	2.42697008082466	0.158608059428019	-3.51856889314571	0.446104566000261	2.39367709748184	0.0544017522154964	1.66788848387244	0.187931426137134	0.00427116877584394	-3.19440259837363	1.04821232720081	9.85319587568766	0.98639731589539	0.187760476735109	-3.19614161111667	160.917383256892	2563.88945628767	0.297608169845184	0.00633208872011029	24.175210465121	3.85697062813629	0.0876584233667338	0.483115630243161	-1.39017521083741
17	2-6	4.75771085741744	2.29812279480718	0.0385963891714876	-7.34995728069383	0.454557607981683	2.39277265886244	0.0460148588242777	1.97028747533174	0.189129273381635	0.00363710141118529	-3.76085447899709	1.05434070466889	9.84051324357629	0.986192955481186	0.0505010478107074	-6.7428379767696	193.267755508769	3588.55515602391	0.299277282989623	0.00534423719624326	26.3955817819149	3.28257418743699	0.0631264266814806	0.860955673362294	-0.338099880513614
18	4-11	4.88748379777085	2.18296480556298	0.0705682136441803	-4.02986806637929	0.42881454720479	2.29115637484972	0.0654616107099919	1.26019156007145	0.216143826371587	0.00617553789633105	-2.32840007585589	1.02505926879652	9.48179823636783	1.00605312841061	0.167537806333782	-2.71560511360945	176.064354162457	1764.05977363504	0.240729062269911	0.00650619087215976	29.8558568731768	3.97734810933752	0.113638517409643	0.852390865578304	-0.242764245272741
19	2-6	4.71188188884812	2.31933038149467	0.0326094637817732	-7.73061298108681	0.454554722311454	2.48001759170534	0.0476926459943335	2.05116475955358	0.166051272221213	0.00319329369656179	-4.05474052180579	1.06186824663208	9.91077030189944	0.980435807323274	0.060512448155568	-6.33440743746463	193.817198723028	3556.97942459407	0.29800587978133	0.00532153356752375	26.3672239917381	3.62271913070359	0.0696676755904537	0.884393094297758	-0.277444217589002
20	4-36	5.73760990148539	2.26657245086855	0.0221266867768732	-7.28236789249706	0.408861184226236	2.25077150415906	0.0511538978217967	1.55025819582236	0.205822982277538	0.00467779505176222	-3.02062698682047	1.05044812296531	12.080153414101	0.971048123943849	0.101991246047367	-4.36232325021308	259.097241407357	2494.87815996336	0.203598643026776	0.00442605745710382	40.4746779112559	4.17659239144546	0.0949225543510333	1.36095150392031	0.588907659342704
21	4-36	5.53800265271947	2.34546882640618	0.0287887337009997	-6.77942072519839	0.409666222008943	2.25036840256219	0.051144736421868	1.5499159335802	0.212341839451205	0.0048259508966183	-2.96104346914087	1.07319381497767	12.3417288722432	0.950324195926379	0.140275660890715	-3.75327777658747	262.944890034456	2474.94161969801	0.201324655565889	0.00437662294708454	40.5162319489125	4.22405778138604	0.0960013132133191	1.34204227617358	0.562171266451016
22	4-11	4.89041852956296	2.18164369932025	0.0665153710532773	-4.11977293658486	0.428856701036063	2.29281089419748	0.0655088826913566	1.26128882806743	0.216230936180268	0.00617802674800765	-2.32778759984866	1.02432173588846	9.47497605696827	1.00680245835798	0.191671066444421	-2.51105204265063	175.947679347755	1764.2884028715	0.24091177019256	0.00651112892412323	29.8438360075302	3.9479064745807	0.112797327845163	0.865221400161429	-0.22005461580608
23	4-36	5.51937633757271	2.35014643598202	0.105539141294211	-4.29698035239567	0.410158379099787	2.26698356063766	0.0515223536508558	1.56397283146755	0.209058230243891	0.00475132341463388	-2.99082401371524	1.07466482164508	12.3586454489184	0.950352622356429	0.159682370002493	-3.50566933296355	262.77389091038	2471.58789813763	0.201204476405114	0.00437401035663291	40.5438153242537	4.16973229959895	0.0947666431727034	1.33851622981148	0.557144022483492
24	4-6	4.5823675174056	2.43787029132027	0.140466254273788	-3.83592599318117	0.451621637551652	2.36548201862769	0.0525662670806154	1.68263842985152	0.191405373476028	0.00425345274391174	-3.2312064334137	1.04894813815682	10.0699021263055	0.984269546071776	0.216547038636029	-2.9900148796686	170.740325899998	2665.61079759769	0.288653717819761	0.00601361912124502	25.5986854096719	3.68707434266855	0.0819349853926345	0.569603665927755	-1.09992250923532
25	4-3	4.66352740432237	2.48376598161949	0.0731593588909128	-5.33793151221716	0.453018056422563	2.28342491533575	0.0485835088369308	1.68535765685031	0.228178711957797	0.00485486621186802	-3.01610691597578	1.05922634720472	10.5922634720472	0.973233823145189	0.0259330074714898	-7.45489143971833	162.335350133313	2960.78344004353	0.310857373729846	0.00621714747459692	23.8478725639796	3.73983769937974	0.0795710148804199	0.907124768512921	-0.198964981263878
26	2-9	4.61295994458787	2.29175557777	0.0136101370121283	-9.33068751383941	0.452824571535751	2.37477176812769	0.0474954353625538	1.87810938642414	0.194493530759807	0.00388987061519614	-3.55547419796497	1.06091225706712	9.54821031360409	0.983583374660874	0.0836370624526352	-5.38800614559264	200.300434183488	3203.44604349963	0.281749785104291	0.00521758861304243	27.6111261958456	3.17409566904815	0.0634819133809631	0.768909125704832	-0.570624923470238
27	4-28a	5.6871256936377	5.11560852885959	0.333819324497901	-2.5730380404833	0.458490424682609	2.32320907046161	0.0430223901937334	1.976876791008	0.221898129195995	0.00410922461474064	-3.53077033996031	1.05930774407169	28.6013090899357	0.91556861716529	0.0575976409343574	-6.69381464109327	166.382084535798	4592.39120008256	0.346773871172771	0.00642173835505131	25.9541970079308	3.85577902161428	0.0714033152150792	0.803397666541522	-0.513374943629207
28	4-28a	5.68945204402832	5.11293729133236	0.336453058851175	-2.55460780243997	0.457698122119151	2.3270733991949	0.0430939518369426	1.9807744415395	0.220842151090439	0.00408966946463776	-3.54195736907513	1.05727050229607	28.5463035619938	0.91739359227004	0.13732236386603	-4.65619713789783	166.151600479621	4599.38732592811	0.347195880288234	0.006429553338671	25.9605261551165	3.87887834250254	0.0718310804167137	0.804569767459042	-0.509955968820915
29	2-9	4.63618580574	2.2818033513336	0.0376152696431933	-7.123179103076	0.451808739110062	2.41796269979864	0.0483592539959728	1.91724798511225	0.180249498242533	0.00360498996485067	-3.72062967772512	1.05738961896746	9.51650657070715	0.986905125805488	0.130682462562656	-4.41891345166496	200.215503014639	3221.12276139208	0.28195317220169	0.00522135504077203	27.5929470424273	3.38105686837513	0.0676211373675026	0.762463326681986	-0.588905201890624
30	4-3	4.66473761206512	2.48243571937077	0.0672996136055048	-5.50834091738283	0.453100230055051	2.30468871149511	0.0490359300318109	1.7042776907325	0.223951308377673	0.0047649214548441	-3.05427806100518	1.05866453732008	10.5866453732008	0.973549911042809	0.0576456335208671	-5.82439784288421	162.358929241496	2962.45567209632	0.310869066892112	0.00621738133784224	23.8399681907903	3.74714400034226	0.0797264680923885	0.910677431473226	-0.190986502356224
31	2-11	4.90009128761181	2.54333595238023	0.263368387035366	-2.95512541573217	0.454953522496912	2.20619171086244	0.0432586609973028	1.75258056743996	0.228797500396761	0.0044862254979757	-3.26679849496208	1.07303174262449	11.5887428203445	0.956089215512728	0.0317870948067921	-7.63852073015356	182.01607685785	3607.54098921309	0.308518745363109	0.00571331009931682	26.1110974680597	5.92090926506018	0.116096260099219	1.48262125014951	0.872254124533311
32	2-6	4.75299527061566	2.29957731405906	0.0331773472251726	-7.69162337832912	0.45486405580547	2.28635367797576	0.0439683399610723	1.86754574570247	0.219733089461457	0.00422563633579726	-3.42214359777812	1.05528665458322	9.84934210944335	0.985527708197982	0.146260976225187	-4.34133196736131	193.394924079546	3582.34613256972	0.298780351404404	0.00533536341793579	26.4273327060094	4.30984802064489	0.0828816927047094	0.98900895163462	-0.0249588431838343
33	4-36	5.46045341583475	2.36761308407578	0.0189445526613473	-7.57906883925335	0.40906734416939	2.23685055148073	0.050837512533653	1.53840266347364	0.217378967730498	0.00494043108478405	-2.91624290282653	1.07890956880993	12.4074600413142	0.944915334358024	0.204196160277638	-3.03579068620761	264.269754037828	2476.86497206846	0.201094882868603	0.0043716278884479	40.5153266351902	4.09170792397357	0.0929933619084903	1.35299511651078	0.57770340787101
34	4-36	5.74684182611508	2.2624648833482	0.0215942444769862	-7.32891273891013	0.409001166774806	2.24205753382181	0.0509558530414049	1.54284571279045	0.207258098555842	0.00471041133081459	-3.00734935821389	1.04889857939048	12.0623336629905	0.972305834159736	0.114612092291967	-4.13938606034558	259.333802158359	2499.25074653988	0.203617145383902	0.00442645968225874	40.4820418988531	4.17838143065074	0.0949632143329714	1.37277200529219	0.605433022043797
35	4-36	5.52259499117531	2.34074925821525	0.146534329139282	-3.66986672630794	0.409280237466318	2.25175650169575	0.0511762841294489	1.55109427173573	0.186325950517646	0.00423468069358286	-3.21079728021864	1.07262996780076	12.3352446297087	0.953315421234287	0.0419128196683503	-6.06167373325357	264.138584933095	2494.14500404317	0.200835251569859	0.00436598372977955	40.4603169127073	3.97657488514448	0.0903767019351019	1.42632499565665	0.67856136952867
36	4-36	5.68233502300004	2.28050647477995	0.087905988928046	-4.64631875824055	0.409037843609837	2.19785589467623	0.0499512703335507	1.50479654129107	0.21859753389936	0.00496812577044001	-2.90556086408323	1.05465456824426	12.1285275348089	0.966215569849222	0.136579884473955	-3.80429833944726	261.190360138519	2510.96627611926	0.202994411961713	0.00441292199916768	40.4999396946574	4.07896342609169	0.0927037142293565	1.40302842121164	0.647092462019868
37	3-33	5.51276895872557	2.61089666078854	0.268101220172166	-2.80133592639295	0.437855721947719	3.56721089310846	0.0728002223083359	2.70641104913853	0.242387740587852	0.00494668858342555	-3.01589781285487	1.05761378507255	13.484575759675	0.959893508545736	0.0804277125645358	-5.36351198592574	194.141761723276	3356.10646071908	0.293866413150594	0.0057620865323646	28.4584712237134	6.22221763165399	0.126984033299061	1.09385453052262	0.190901892521558
38	4-53	6.11516094757589	1.86650589073685	0.266138829083497	-2.70199126351124	0.44331340763963	2.29775823690672	0.0488884731256749	1.69813035860971	0.222310141065116	0.00473000300138546	-3.06929141101703	1.07603063993041	10.7603063993041	0.965948155665999	0.0529086530006863	-5.99942448656259	173.772213301317	3254.98020169899	0.307750550859249	0.00615501101718498	26.5702296396043	4.74935822455613	0.101050174990556	0.169940124147546	-3.61760912342888
39	4-43	5.5948839790721	3.13001314970333	0.348513427059817	-2.15156828103186	0.447811627812663	2.16334112458264	0.0460285345655881	1.57508752909456	0.204966462026911	0.00436098855376406	-3.23509081780207	1.13952611313001	18.2324178100801	0.87661910218384	0.0696723435472611	-5.43761603065013	211.659681682903	3083.33057180706	0.258541357655791	0.00538627828449565	32.4189464808735	3.24493653534582	0.0690412028796983	1.23819532543948	0.4361090524109
40	2-4	4.6502607434819	2.53613603890674	0.240512148308402	-2.97054231575998	0.45766605886475	2.50121164977481	0.0521085760369752	1.91112212546948	0.171716440384473	0.00357742584134318	-3.67290298971006	1.04603958827952	10.6696038004511	0.98145551176523	0.111501626779127	-4.57305022237646	150.90856988209	3166.02719286691	0.330740528949201	0.00648510841076865	22.2719739872193	3.82518840221525	0.0796914250461511	0.628971969054524	-0.966569803277322
41	4-53	6.15211801249102	1.85316495514381	0.264075462286324	-2.71787817096151	0.443332005727983	2.30292185253239	0.0489983372879233	1.70271224396292	0.223300298259889	0.00475107017574232	-3.06022027517406	1.0707173356855	10.707173356855	0.970874514218419	0.144157010619876	-3.95347189145676	173.36364594235	3268.11520727389	0.308746243834373	0.00617492487668745	26.5909194307608	4.78681859889737	0.101847204231859	0.17503403354928	-3.55732424554991
