No.	NAME	MDEC-11	MDEC-12	MDEC-13	MDEC-14	MDEC-22	MDEC-23	MDEC-33	MDEC-34	MDEC-44	MDEO-11	MDEO-12	MDEO-22	MDEN-11	MDEN-12	MDEN-13	MDEN-22	MDEN-23	MDEN-33
1	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
2	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
3	2-11	0.1	2.51355898618308	3.33267268693928	0.4	6.40670916220216	20.2705514349124	10.4103548242765	4.29827972729417	0	0	0.436435780471985	0.125	0	0.166666666666667	0	0	0	0
4	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
5	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
6	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
7	2-11	0.1	2.51355898618308	3.33267268693928	0.4	6.40670916220216	20.2705514349124	10.4103548242765	4.29827972729417	0	0	0.436435780471985	0.125	0	0.166666666666667	0	0	0	0
8	2-99	0.142857142857143	2.44759467598226	4.47578059083267	1.94416129723967	3.70107172487153	13.7425839129923	10.6575178358311	9.85125962008348	0.96548938460563	1.9986782252218	0	0	0	0	0	0	0	0
9	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
10	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
11	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
12	2-6	0.142857142857143	3.32765614646368	3.54572895180043	2.4491442319098	6.58856512140312	14.6404564944004	5.40355210198002	11.0576650515863	2.14426131671523	0.125	0.577350269189626	0	0.166666666666667	0	0	0	0	0
13	4-2	0.111111111111111	3.1150640171489	3.46524811133686	0.447213595499958	6.40670916220216	20.2705514349124	10.4103548242765	4.29827972729417	0	0.142857142857143	0.408248290463863	0	0	0	0.166666666666667	0	0	0
14	4-36	0	0	0	0	5.20510485318094	15.7741702094352	6.55346931751347	1.27051563845779	0	0	0	0	0	0.267261241912424	0.377964473009227	1	1.51967137130319	0.333333333333333
15	4-6	0	2.09237304456178	2.18224727194344	0.408248290463863	10.6285885688537	19.5916360888738	7.13593705309337	5.32172711454192	0.5	0.25	0	0	0	0	0	0	0	0
