No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES30_Isol	WHALES40_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES90_IR	WHALES100_IR
1500	3-42	-3.185	-2.432	-2.183	-1.367	-1.031	-0.544	0.182	0.699	0.749	1.249	1.692	-0.422	-0.391	-0.185	-0.141	0.066	0.225	0.254	0.268	0.277	-0.817	-0.441	-0.239	-0.161	-0.063	-0.04	0.349	0.409
1501	4-60	-1.81	-1.272	-0.941	-0.7	0.11	0.321	0.495	0.824	1.073	1.435	2.474	-0.307	-0.108	-0.072	0.023	0.087	0.114	0.141	0.178	0.222	-0.218	-0.159	-0.093	-0.053	0.006	0.062	0.304	0.809
1502	2-36	-1.989	-0.996	-0.93	-0.771	-0.494	0.329	0.551	0.629	0.943	1.224	3.112	-0.12	-0.08	-0.051	-0.021	0.06	0.064	0.091	0.123	0.176	-0.173	-0.107	-0.074	-0.04	-0.012	0.033	0.268	0.493
1503	2-71	-1.788	-1.558	-1.222	-0.991	-0.737	-0.651	-0.45	0.295	0.588	0.787	1.144	-0.154	-0.124	-0.091	-0.08	-0.04	0.057	0.115	0.141	0.16	-0.336	-0.178	-0.129	-0.103	-0.078	-0.057	0.29	0.601
1504	2-56	-2.016	-1.369	-1.206	-0.823	-0.595	-0.452	0.502	0.619	0.839	1.232	1.725	-0.196	-0.109	-0.065	-0.055	0.049	0.055	0.083	0.107	0.191	-0.259	-0.134	-0.092	-0.073	-0.033	-0.025	0.183	0.329
1505	4-4	-2.307	-1.799	-1.387	-1.235	-1.068	-1.011	-0.724	-0.55	-0.361	0.494	0.972	-0.357	-0.203	-0.146	-0.135	-0.08	-0.078	-0.064	0.119	0.286	-0.671	-0.355	-0.193	-0.147	-0.121	-0.107	0.207	0.295
1506	2-90	-2.431	-1.598	-1.425	-1.272	-0.917	-0.763	-0.578	0.236	0.588	0.743	1.564	-0.249	-0.172	-0.108	-0.082	-0.046	0.025	0.146	0.177	0.202	-0.351	-0.205	-0.132	-0.097	-0.074	-0.054	0.308	0.666
1507	2-50	-2.663	-1.619	-1.272	-1.118	-1.016	-0.835	-0.628	0.018	0.487	0.742	1.742	-0.21	-0.153	-0.092	-0.077	-0.038	0.013	0.079	0.141	0.219	-0.323	-0.158	-0.132	-0.104	-0.055	-0.051	0.237	0.55
1508	4-46	-2.104	-1.799	-1.496	-1.104	-1.1	-0.911	-0.807	-0.566	0.249	0.506	1.252	-0.31	-0.195	-0.149	-0.13	-0.107	-0.077	0.134	0.208	0.244	-0.455	-0.204	-0.172	-0.144	-0.124	-0.118	0.383	0.977
1509	2-53	-1.946	-1.417	-1.074	-0.996	-0.811	-0.635	-0.526	0.304	0.547	0.888	1.293	-0.183	-0.116	-0.078	-0.071	-0.037	0.044	0.07	0.088	0.154	-0.256	-0.164	-0.12	-0.099	-0.08	-0.053	0.143	0.522
1510	2-25	-2.327	-1.954	-1.891	-1.57	-1.12	-0.81	-0.558	0.376	0.637	0.787	0.947	-0.201	-0.171	-0.134	-0.104	-0.041	0.052	0.096	0.174	0.307	-0.258	-0.198	-0.114	-0.097	-0.072	-0.045	0.294	0.97
1511	2-79	-2.075	-1.732	-1.312	-1.132	-0.962	-0.755	-0.614	0.34	0.613	0.879	1.739	-0.196	-0.17	-0.093	-0.087	-0.062	0.043	0.076	0.114	0.19	-0.356	-0.22	-0.112	-0.102	-0.073	-0.057	0.201	0.305
1512	4-46	-2.352	-1.916	-1.397	-1.34	-1.14	-1.107	-0.655	-0.531	0.362	0.54	0.94	-0.346	-0.2	-0.159	-0.149	-0.087	-0.067	0.113	0.217	0.3	-0.362	-0.274	-0.248	-0.134	-0.113	-0.085	0.402	0.827
1513	2-30	-2.352	-1.408	-1.003	-0.906	-0.572	0.01	0.541	0.798	0.945	1.168	1.482	-0.203	-0.132	-0.098	-0.059	0.091	0.119	0.142	0.186	0.264	-0.375	-0.23	-0.118	-0.091	-0.043	0.021	0.264	0.716
1514	2-95	-1.779	-1.573	-1.219	-1.069	-0.82	-0.474	0.467	0.729	0.853	0.947	1.481	-0.376	-0.327	-0.128	-0.093	0.079	0.172	0.183	0.202	0.287	-1.39	-0.236	-0.18	-0.136	-0.094	-0.041	0.348	0.408
1515	2-94	-3.358	-2.184	-1.661	-1.318	-0.916	-0.626	0.625	0.718	0.811	0.96	1.234	-0.371	-0.287	-0.188	-0.136	0.164	0.178	0.186	0.233	0.294	-0.46	-0.371	-0.215	-0.089	-0.065	-0.043	0.32	0.423
1516	2-24	-3.028	-1.277	-1.14	-0.994	-0.626	0.347	0.484	0.633	0.769	1.576	2.272	-0.173	-0.11	-0.075	-0.059	0.079	0.103	0.127	0.152	0.179	-0.34	-0.156	-0.098	-0.073	-0.049	0.018	0.235	0.495
1517	4-37a	-1.46	-1.267	-1.118	-0.748	0.511	0.884	0.904	1.112	1.395	1.514	3.682	-0.621	-0.605	-0.256	0.026	0.262	0.362	0.398	0.525	0.569	-0.57	-0.471	-0.407	-0.262	0.01	0.064	0.537	0.74
1518	2-98	-2.641	-2.342	-1.725	-1.438	-1.113	-0.748	0.007	0.636	0.76	0.873	1.241	-0.313	-0.238	-0.158	-0.133	-0.028	0.135	0.163	0.174	0.306	-0.512	-0.167	-0.152	-0.123	-0.102	-0.063	0.267	0.354
1519	2-43	-1.726	-1.413	-1.323	-1.16	-0.958	-0.77	-0.639	0.096	0.375	0.629	0.967	-0.172	-0.151	-0.103	-0.094	-0.046	0.084	0.139	0.152	0.234	-0.259	-0.157	-0.129	-0.123	-0.085	-0.048	0.396	0.871
1520	3-40	-3.947	-2.253	-1.824	-1.332	-0.883	-0.349	0.527	0.615	0.856	1.101	1.761	-0.279	-0.225	-0.164	-0.115	0.09	0.132	0.181	0.23	0.308	-0.644	-0.147	-0.13	-0.092	-0.073	-0.024	0.299	0.391
1521	2-49	-1.998	-1.595	-1.334	-1.127	-1.019	-0.755	-0.628	0.162	0.519	0.751	0.957	-0.27	-0.198	-0.12	-0.099	-0.043	0.056	0.146	0.187	0.223	-0.365	-0.238	-0.15	-0.125	-0.086	-0.062	0.348	0.742
1522	2-75	-1.857	-1.29	-1.219	-1.103	-0.845	-0.62	-0.518	0.367	0.663	0.717	1.272	-0.134	-0.101	-0.086	-0.07	-0.03	0.063	0.083	0.1	0.165	-0.228	-0.162	-0.124	-0.083	-0.067	-0.046	0.226	0.495
1523	2-75	-1.93	-1.336	-1.222	-1.154	-0.854	-0.617	-0.525	0.375	0.632	0.711	1.419	-0.192	-0.126	-0.09	-0.075	-0.03	0.061	0.083	0.096	0.241	-0.235	-0.157	-0.127	-0.106	-0.078	-0.048	0.244	0.446
1524	3-37	-4.418	-2.554	-1.96	-1.439	-1.152	-0.856	0.009	0.648	0.681	0.889	1.305	-0.345	-0.258	-0.209	-0.203	0.002	0.155	0.177	0.34	0.417	-0.553	-0.26	-0.189	-0.141	-0.112	-0.041	0.496	0.73
1525	3-50	-2.052	-1.911	-1.771	-1.492	-1.053	-0.902	-0.708	-0.07	0.478	0.619	0.951	-0.222	-0.173	-0.124	-0.101	-0.058	0.036	0.132	0.17	0.273	-0.238	-0.233	-0.116	-0.087	-0.076	-0.054	0.25	1.091
1526	4-62	-2.486	-1.992	-1.573	-1.306	-1.234	-1.102	-1.014	-0.769	-0.364	0.616	1.36	-0.329	-0.268	-0.216	-0.187	-0.148	-0.108	-0.021	0.176	0.373	-0.349	-0.267	-0.227	-0.192	-0.139	-0.114	0.218	0.698
1527	4-60	-2.13	-1.202	-1.034	-0.747	0.162	0.314	0.5	0.826	1.031	1.268	1.975	-0.206	-0.112	-0.081	0.023	0.103	0.113	0.119	0.131	0.172	-0.29	-0.108	-0.086	-0.068	0.012	0.089	0.35	0.56
1528	3-5	-4.547	-2.502	-1.61	-1.215	-0.664	0.127	0.711	0.843	1.07	1.347	2.395	-0.423	-0.269	-0.184	-0.129	0.136	0.19	0.223	0.267	0.419	-0.871	-0.313	-0.184	-0.112	-0.059	0.018	0.346	0.658
1529	2-49	-1.715	-1.555	-1.387	-1.034	-0.862	-0.771	-0.596	0.16	0.46	0.757	0.942	-0.219	-0.174	-0.111	-0.101	-0.047	0.065	0.156	0.185	0.205	-0.303	-0.211	-0.156	-0.114	-0.092	-0.075	0.399	0.658
1530	3-10	-2.11	-1.72	-1.283	-0.934	-0.882	-0.791	-0.664	-0.547	0.348	0.833	1.533	-0.24	-0.184	-0.127	-0.094	-0.071	-0.057	0.054	0.156	0.23	-0.819	-0.204	-0.16	-0.128	-0.113	-0.09	0.211	0.31
1531	3-9	-3.53	-1.315	-1.217	-1.096	-0.846	-0.798	-0.769	-0.54	-0.245	0.49	1.544	-0.208	-0.185	-0.116	-0.109	-0.077	-0.074	-0.052	0.151	0.215	-0.849	-0.219	-0.2	-0.154	-0.133	-0.094	0.264	0.384
1532	2-40	-2.516	-1.788	-1.174	-0.961	-0.204	0.488	0.647	0.72	0.776	1.269	1.772	-0.162	-0.134	-0.061	-0.02	0.116	0.133	0.147	0.155	0.171	-0.284	-0.081	-0.065	-0.045	-0.014	0.079	0.253	0.457
1533	4-41	-2.255	-1.515	-1.094	-0.868	0.163	0.551	0.651	0.84	1.098	1.131	1.941	-0.395	-0.274	-0.112	0.012	0.145	0.177	0.206	0.262	0.312	-0.704	-0.279	-0.127	-0.101	0.01	0.078	0.275	0.532
1534	4-3a	-2.133	-1.619	-1.48	-1.437	-1.094	-0.907	-0.683	-0.412	0.404	0.602	0.832	-0.275	-0.187	-0.143	-0.118	-0.077	-0.057	0.119	0.204	0.223	-1.115	-0.228	-0.156	-0.11	-0.098	-0.081	0.329	0.561
1535	3-26	-1.855	-1.275	-1.053	-0.979	-0.771	-0.544	-0.126	0.514	0.82	1.088	1.812	-0.127	-0.089	-0.069	-0.065	-0.001	0.028	0.059	0.094	0.105	-0.255	-0.132	-0.085	-0.08	-0.068	-0.034	0.168	0.254
1536	2-90	-2.186	-1.691	-1.409	-1.085	-0.956	-0.823	-0.638	0.237	0.543	0.732	1.838	-0.239	-0.181	-0.115	-0.091	-0.042	0.023	0.132	0.172	0.24	-0.362	-0.189	-0.158	-0.1	-0.066	-0.057	0.318	0.567
1537	2-66	-2.22	-1.596	-1.422	-1.143	-1.014	-0.751	-0.591	0.25	0.604	0.901	1.221	-0.201	-0.168	-0.093	-0.075	-0.038	0.045	0.081	0.12	0.187	-0.349	-0.18	-0.118	-0.083	-0.07	-0.049	0.237	0.43
1538	3-11	-3.02	-1.314	-1.182	-1.052	-0.818	-0.766	-0.622	-0.415	0.458	0.893	1.815	-0.208	-0.165	-0.107	-0.101	-0.063	-0.05	0.111	0.226	0.306	-0.712	-0.232	-0.162	-0.123	-0.106	-0.091	0.291	0.476
1539	2-16	-2.426	-1.605	-1.221	-1.111	-1.021	-0.941	-0.807	-0.538	0.281	0.589	0.968	-0.358	-0.175	-0.121	-0.094	-0.065	-0.036	0.112	0.124	0.249	-0.395	-0.222	-0.15	-0.132	-0.08	-0.065	0.251	0.476
1540	2-83	-2.967	-2.015	-1.463	-1.273	-0.942	-0.714	0.148	0.497	0.69	0.817	1.363	-0.192	-0.143	-0.087	-0.062	0.025	0.073	0.116	0.136	0.164	-0.306	-0.135	-0.111	-0.064	-0.042	-0.026	0.245	0.526
1541	2-38	-2.613	-1.42	-1.201	-1.042	-0.729	0.346	0.562	0.633	0.742	1.275	1.946	-0.165	-0.137	-0.085	-0.079	0.107	0.123	0.138	0.145	0.156	-0.237	-0.129	-0.102	-0.075	-0.052	0.054	0.266	0.42
1542	4-3a	-2.464	-1.726	-1.591	-1.38	-1.018	-0.811	-0.61	-0.436	0.554	0.629	0.986	-0.263	-0.198	-0.155	-0.133	-0.067	-0.054	0.08	0.151	0.18	-1.028	-0.292	-0.257	-0.144	-0.083	-0.056	0.196	0.264
1543	2-63	-1.829	-1.493	-1.137	-0.957	-0.634	0.338	0.474	0.782	0.923	1.284	1.629	-0.162	-0.131	-0.065	-0.035	0.053	0.064	0.075	0.092	0.131	-0.375	-0.131	-0.074	-0.057	-0.038	0.021	0.15	0.388
1544	4-31	-1.735	-1.227	-1.186	-1.133	-0.91	-0.448	0.386	0.47	0.648	0.984	1.172	-0.398	-0.148	-0.071	-0.054	0.045	0.063	0.108	0.123	0.194	-0.23	-0.181	-0.118	-0.074	-0.049	-0.039	0.209	0.456
1545	4-52	-1.754	-1.424	-1.113	-0.834	0.116	0.383	0.642	0.907	1.25	1.509	2.071	-0.244	-0.165	-0.075	0.049	0.124	0.144	0.147	0.188	0.254	-0.305	-0.14	-0.114	-0.05	0.032	0.055	0.412	0.662
1546	2-81	-3	-1.476	-1.167	-1.017	-0.837	-0.404	0.388	0.595	0.715	0.755	1.989	-0.178	-0.129	-0.086	-0.064	0.049	0.092	0.119	0.161	0.185	-0.302	-0.166	-0.103	-0.085	-0.056	-0.022	0.267	0.558
1547	2-55	-2.012	-1.697	-1.408	-1.184	-1.023	-0.768	-0.531	0.62	0.668	0.818	1.213	-0.157	-0.108	-0.094	-0.081	-0.05	0.039	0.09	0.151	0.213	-0.266	-0.122	-0.108	-0.087	-0.066	-0.053	0.153	0.32
1548	2-86	-2.86	-1.717	-1.219	-1.001	-0.689	0.05	0.527	0.704	0.824	1.234	1.527	-0.278	-0.19	-0.085	-0.038	0.049	0.071	0.08	0.093	0.165	-0.605	-0.135	-0.09	-0.062	-0.034	0.001	0.179	0.301
1549	2-94	-3.154	-2.214	-1.71	-1.337	-0.927	-0.628	0.644	0.723	0.788	0.928	1.239	-0.448	-0.279	-0.185	-0.156	0.166	0.186	0.196	0.244	0.324	-0.506	-0.339	-0.16	-0.095	-0.081	-0.051	0.335	0.45
1550	2-52	-3.405	-1.768	-1.544	-1.186	-1.065	-1.04	-0.957	-0.734	-0.657	0.475	0.68	-0.339	-0.237	-0.168	-0.116	-0.094	-0.074	-0.067	0.17	0.227	-0.784	-0.2	-0.167	-0.152	-0.113	-0.098	0.249	0.477
1551	4-60	-2.119	-1.225	-1.051	-0.789	0.141	0.328	0.496	0.815	1.113	1.169	2.02	-0.209	-0.103	-0.082	0.023	0.114	0.125	0.135	0.16	0.209	-0.248	-0.117	-0.081	-0.057	0.009	0.088	0.373	0.728
1552	4-17	-1.449	-1.385	-1.237	-1.229	-1.208	-1.127	-0.99	-0.458	-0.052	0.557	1.002	-0.686	-0.286	-0.182	-0.173	-0.123	-0.075	0.013	0.145	0.235	-0.718	-0.398	-0.299	-0.233	-0.12	-0.11	0.252	0.26
1553	2-97	-2.188	-1.525	-1.141	-1.028	-0.863	-0.63	-0.134	0.595	0.695	0.906	1.43	-0.226	-0.159	-0.113	-0.091	-0.001	0.079	0.097	0.115	0.217	-0.34	-0.235	-0.154	-0.135	-0.08	-0.045	0.215	0.528
1554	4-14	-3.956	-2.289	-1.819	-1.184	-0.988	-0.366	0.504	0.651	1.239	1.36	1.921	-0.313	-0.231	-0.182	-0.104	0.122	0.132	0.147	0.174	0.284	-0.591	-0.247	-0.159	-0.081	-0.071	-0.015	0.26	0.577
1555	2-63	-1.816	-1.431	-1.195	-0.881	-0.557	0.339	0.494	0.659	0.882	1.304	2.983	-0.183	-0.145	-0.056	-0.047	0.06	0.075	0.087	0.104	0.16	-0.353	-0.122	-0.1	-0.066	-0.038	0.033	0.178	0.397
1556	3-10	-3.163	-1.288	-1.137	-1.024	-0.853	-0.762	-0.669	-0.539	0.284	0.543	1.823	-0.185	-0.173	-0.113	-0.102	-0.081	-0.069	0.083	0.167	0.319	-0.735	-0.22	-0.171	-0.155	-0.118	-0.089	0.247	0.312
1557	2-79	-2.118	-1.412	-1.296	-0.947	-0.827	-0.75	-0.559	0.307	0.696	0.877	1.591	-0.231	-0.121	-0.09	-0.075	-0.037	0.038	0.081	0.095	0.153	-0.484	-0.156	-0.125	-0.094	-0.073	-0.064	0.148	0.428
1558	2-56	-1.971	-1.439	-1.224	-1.102	-0.876	-0.319	0.577	0.79	0.933	1.119	1.923	-0.192	-0.128	-0.077	-0.04	0.053	0.095	0.114	0.151	0.198	-0.4	-0.197	-0.108	-0.059	-0.036	-0.017	0.173	0.358
1559	3-53	-2.151	-1.825	-1.766	-1.489	-1.075	-0.779	-0.65	0.071	0.667	0.843	1.664	-0.323	-0.207	-0.145	-0.116	-0.058	0.023	0.091	0.166	0.286	-0.365	-0.309	-0.139	-0.119	-0.084	-0.054	0.243	0.911
1560	4-12	-2.905	-2.28	-2.057	-1.657	-1.468	-0.861	-0.748	-0.593	0.478	0.902	1.679	-0.488	-0.398	-0.28	-0.252	-0.083	-0.043	0.252	0.3	0.412	-0.671	-0.356	-0.214	-0.152	-0.136	-0.111	0.333	0.861
1561	3-46	-2.239	-1.466	-1.256	-1.232	-0.912	-0.804	-0.373	0.5	0.574	1.006	1.292	-0.245	-0.192	-0.163	-0.125	-0.04	0.132	0.138	0.168	0.344	-0.495	-0.262	-0.185	-0.125	-0.112	-0.045	0.269	0.642
1562	2-25	-3.145	-1.557	-1.354	-1.229	-0.984	-0.846	-0.645	0.283	0.68	0.749	1.207	-0.158	-0.153	-0.098	-0.07	-0.035	0.095	0.128	0.16	0.264	-0.196	-0.157	-0.123	-0.07	-0.058	-0.04	0.314	0.46
1563	4-50	-3.326	-2.91	-2.383	-1.901	-1.288	-0.988	-0.598	0.214	0.567	0.835	1.361	-0.316	-0.211	-0.116	-0.097	-0.047	0.017	0.069	0.085	0.121	-0.32	-0.177	-0.118	-0.1	-0.053	-0.039	0.107	0.258
1564	2-98	-2.36	-2.205	-1.602	-1.501	-1.36	-0.634	-0.145	0.594	0.74	0.869	1.098	-0.316	-0.196	-0.154	-0.143	-0.014	0.095	0.145	0.216	0.376	-0.315	-0.2	-0.13	-0.109	-0.094	-0.069	0.287	0.493
1565	2-92	-1.942	-1.225	-1.185	-1.074	-0.887	-0.602	-0.257	0.425	0.666	1.191	1.99	-0.24	-0.146	-0.095	-0.077	-0.01	0.078	0.119	0.153	0.199	-0.27	-0.241	-0.1	-0.084	-0.066	-0.05	0.32	0.622
1566	3-30	-2.228	-1.92	-1.525	-1.313	-0.943	-0.649	-0.459	0.407	0.679	0.763	1.067	-0.225	-0.197	-0.098	-0.082	-0.017	0.06	0.106	0.129	0.275	-0.489	-0.265	-0.136	-0.093	-0.061	-0.035	0.203	0.982
1567	3-21	-1.975	-1.806	-1.473	-1.182	-1.009	-0.708	-0.333	0.451	0.694	0.895	1.063	-0.329	-0.222	-0.107	-0.092	-0.019	0.073	0.117	0.185	0.25	-1.006	-0.287	-0.177	-0.081	-0.058	-0.034	0.294	0.521
1568	2-64	-2.174	-1.682	-1.389	-1.156	-0.856	-0.735	-0.527	0.3	0.654	0.925	1.334	-0.209	-0.162	-0.091	-0.063	-0.026	0.066	0.128	0.156	0.218	-0.309	-0.165	-0.11	-0.089	-0.066	-0.048	0.26	0.723
1569	2-41	-2.302	-1.75	-1.63	-1.205	-0.988	-0.657	0.376	0.465	0.744	0.948	2.593	-0.271	-0.084	-0.046	-0.037	0.033	0.047	0.064	0.082	0.264	-0.462	-0.066	-0.049	-0.036	-0.022	-0.017	0.139	0.386
1570	2-84	-2.259	-1.43	-1.098	-0.995	-0.766	-0.62	-0.525	0.437	0.761	0.944	1.646	-0.162	-0.113	-0.066	-0.063	-0.026	0.045	0.078	0.096	0.156	-0.168	-0.13	-0.116	-0.098	-0.056	-0.042	0.159	0.322
1571	3-2	-3.275	-2.518	-1.491	-1.169	-0.977	-0.887	-0.66	0.441	0.512	0.798	1.483	-0.198	-0.151	-0.088	-0.066	-0.041	0.031	0.082	0.205	0.229	-0.321	-0.149	-0.104	-0.09	-0.059	-0.029	0.423	0.532
1572	3-15	-2.914	-1.605	-1.294	-1.194	-1.104	-0.953	-0.738	-0.523	-0.375	0.331	0.7	-0.232	-0.179	-0.161	-0.105	-0.081	-0.072	-0.043	0.14	0.198	-0.672	-0.285	-0.183	-0.162	-0.139	-0.089	0.274	0.453
1573	2-73	-2.084	-1.627	-1.119	-0.922	-0.775	-0.63	-0.527	0.276	0.547	1.232	2.481	-0.273	-0.246	-0.171	-0.079	-0.052	0.053	0.088	0.121	0.328	-0.316	-0.27	-0.22	-0.165	-0.117	-0.061	0.222	0.424
1574	2-84	-2.094	-1.68	-1.485	-1.127	-0.92	-0.772	-0.432	0.328	0.542	0.915	1.318	-0.236	-0.149	-0.081	-0.058	-0.026	0.06	0.094	0.122	0.22	-0.224	-0.155	-0.115	-0.085	-0.054	-0.038	0.2	0.684
1575	2-95	-1.763	-1.353	-1.296	-1.196	-0.919	-0.609	0.489	0.587	0.749	0.977	1.086	-0.323	-0.218	-0.142	-0.109	0.068	0.134	0.207	0.226	0.299	-0.325	-0.227	-0.168	-0.154	-0.108	-0.055	0.308	0.52
1576	2-69	-2.306	-1.822	-1.602	-1.428	-0.829	-0.349	0.451	0.667	0.791	1.025	1.815	-0.251	-0.183	-0.094	-0.073	0.055	0.095	0.144	0.183	0.258	-0.467	-0.139	-0.099	-0.075	-0.046	-0.031	0.374	0.855
1577	4-62	-2.497	-2.048	-1.581	-1.278	-1.202	-1.075	-1.007	-0.809	-0.347	0.609	1.416	-0.337	-0.273	-0.209	-0.183	-0.153	-0.107	-0.016	0.171	0.386	-0.358	-0.272	-0.221	-0.189	-0.132	-0.105	0.21	0.718
1578	2-71	-1.82	-1.568	-1.218	-0.951	-0.738	-0.645	-0.456	0.297	0.587	0.787	1.137	-0.153	-0.123	-0.092	-0.084	-0.04	0.057	0.113	0.142	0.152	-0.324	-0.177	-0.128	-0.11	-0.083	-0.06	0.291	0.574
1579	3-39	-3.278	-2.128	-1.799	-1.393	-1.041	-0.572	0.455	0.567	0.714	1.124	1.374	-0.308	-0.261	-0.181	-0.143	0.094	0.197	0.207	0.246	0.278	-0.584	-0.167	-0.147	-0.115	-0.098	-0.053	0.402	0.491
1580	4-62	-2.845	-2.212	-1.8	-1.584	-1.401	-1.036	-0.934	-0.8	-0.372	0.622	1.333	-0.398	-0.295	-0.195	-0.171	-0.141	-0.11	-0.014	0.169	0.292	-0.331	-0.264	-0.23	-0.168	-0.14	-0.09	0.202	0.572
1581	4-37a	-1.494	-1.424	-1.092	-0.704	0.508	0.839	0.857	0.999	1.321	1.69	3.636	-0.639	-0.609	-0.216	0.034	0.268	0.354	0.411	0.51	0.584	-0.599	-0.517	-0.35	-0.224	0.005	0.082	0.59	0.692
1582	2-53	-1.744	-1.482	-1.249	-1.069	-0.899	-0.838	-0.641	0.286	0.633	0.866	1.589	-0.242	-0.151	-0.111	-0.083	-0.039	0.051	0.092	0.134	0.177	-0.285	-0.171	-0.137	-0.1	-0.073	-0.057	0.192	0.537
1583	2-25	-2.351	-2.095	-1.965	-1.333	-1.132	-0.829	-0.489	0.429	0.616	0.797	0.878	-0.183	-0.17	-0.139	-0.113	-0.039	0.067	0.106	0.149	0.289	-0.43	-0.204	-0.13	-0.081	-0.069	-0.045	0.235	0.931
1584	2-52	-3.627	-1.761	-1.536	-1.178	-1.053	-1.038	-1.004	-0.743	-0.652	0.471	0.681	-0.322	-0.243	-0.171	-0.114	-0.094	-0.074	-0.068	0.166	0.209	-0.761	-0.207	-0.162	-0.154	-0.121	-0.099	0.244	0.443
1585	3-50	-2.956	-1.675	-1.508	-1.313	-1.074	-0.975	-0.68	-0.073	0.458	0.63	1.129	-0.275	-0.177	-0.107	-0.1	-0.056	0.024	0.129	0.169	0.267	-0.282	-0.175	-0.119	-0.089	-0.081	-0.05	0.234	1.094
1586	2-55	-2.405	-1.806	-1.61	-1.243	-0.939	-0.806	-0.594	0.403	0.757	0.839	1.429	-0.248	-0.172	-0.138	-0.122	-0.073	0.07	0.154	0.195	0.23	-0.468	-0.19	-0.145	-0.121	-0.097	-0.082	0.298	0.601
1587	2-82	-3.061	-1.431	-1.188	-1.074	-0.857	-0.416	0.38	0.591	0.712	0.784	1.951	-0.171	-0.108	-0.086	-0.063	0.045	0.091	0.124	0.164	0.188	-0.317	-0.15	-0.104	-0.067	-0.045	-0.028	0.275	0.502
1588	4-60	-1.822	-1.449	-1.056	-0.755	0.149	0.332	0.642	0.866	1	1.603	2.237	-0.222	-0.123	-0.089	0.023	0.103	0.122	0.137	0.177	0.195	-0.44	-0.12	-0.091	-0.077	0.01	0.045	0.403	0.588
1589	3-36	-4.294	-2.448	-1.939	-1.487	-1.14	-0.583	0.367	0.536	0.772	0.977	1.326	-0.279	-0.204	-0.139	-0.101	0.029	0.07	0.11	0.158	0.239	-0.561	-0.189	-0.126	-0.102	-0.062	-0.034	0.348	0.556
1590	2-83	-2.613	-1.922	-1.419	-1.274	-0.945	-0.643	0.154	0.509	0.673	0.84	1.2	-0.194	-0.129	-0.069	-0.057	0.021	0.067	0.114	0.128	0.207	-0.317	-0.135	-0.094	-0.063	-0.045	-0.036	0.229	0.769
1591	3-21	-2.084	-1.494	-1.229	-1.091	-0.993	-0.599	-0.456	0.447	0.548	0.75	1.625	-0.316	-0.174	-0.12	-0.08	-0.023	0.076	0.107	0.128	0.21	-0.43	-0.237	-0.17	-0.107	-0.069	-0.039	0.245	0.66
1592	3-7	-3.806	-2.325	-1.72	-1.183	-0.78	-0.352	0.735	0.804	0.975	1.356	2.051	-0.317	-0.246	-0.18	-0.107	0.066	0.101	0.131	0.144	0.208	-0.506	-0.271	-0.181	-0.108	-0.056	-0.019	0.164	0.269
1593	3-6	-4.584	-2.161	-1.746	-1.098	-0.782	0.319	0.487	0.716	1.02	1.376	2.608	-0.275	-0.208	-0.165	-0.118	0.145	0.169	0.198	0.244	0.377	-0.255	-0.191	-0.159	-0.102	-0.053	0.058	0.451	1.182
1594	3-46	-2.235	-1.435	-1.307	-1.253	-0.906	-0.811	-0.393	0.517	0.573	1.031	1.297	-0.238	-0.184	-0.159	-0.126	-0.04	0.129	0.135	0.174	0.337	-0.461	-0.263	-0.173	-0.131	-0.111	-0.037	0.26	0.672
1595	2-76	-1.842	-1.658	-1.401	-1.022	-0.876	-0.77	-0.615	-0.5	-0.36	0.959	1.485	-0.299	-0.203	-0.112	-0.101	-0.069	-0.058	-0.039	0.115	0.404	-0.679	-0.248	-0.204	-0.137	-0.114	-0.106	0.126	0.409
1596	2-82	-2.634	-1.474	-1.307	-1.239	-0.823	-0.413	0.44	0.575	0.763	0.835	1.753	-0.254	-0.13	-0.092	-0.073	0.046	0.084	0.148	0.166	0.232	-0.341	-0.153	-0.09	-0.064	-0.049	-0.041	0.31	0.567
1597	2-86	-2.313	-1.943	-1.406	-1.032	-0.728	-0.104	0.527	0.747	1.006	1.264	2.462	-0.242	-0.18	-0.145	-0.085	0.071	0.139	0.169	0.195	0.256	-0.388	-0.172	-0.117	-0.099	-0.052	0.002	0.265	0.399
1598	3-26	-1.523	-1.273	-1.026	-0.95	-0.781	-0.544	-0.129	0.578	0.836	1.079	1.681	-0.132	-0.114	-0.071	-0.063	0	0.043	0.073	0.093	0.15	-0.246	-0.127	-0.098	-0.085	-0.072	-0.043	0.141	0.25
1599	2-43	-1.811	-1.42	-1.184	-1.087	-0.977	-0.855	-0.602	0.096	0.38	0.618	0.954	-0.159	-0.139	-0.103	-0.09	-0.049	0.08	0.123	0.147	0.206	-0.262	-0.154	-0.125	-0.114	-0.086	-0.045	0.363	0.79
