No.	NAME	CATS2D_03_DD	CATS2D_04_DD	CATS2D_05_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_08_DD	CATS2D_09_DD	CATS2D_01_DA	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_04_DP	CATS2D_05_DP	CATS2D_06_DP	CATS2D_07_DP	CATS2D_08_DP	CATS2D_09_DP	CATS2D_03_DN	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_08_DN	CATS2D_03_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_01_AA	CATS2D_02_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_09_AA	CATS2D_00_AP	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_00_AN	CATS2D_01_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_03_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PP	CATS2D_05_PP	CATS2D_06_PP	CATS2D_08_PP	CATS2D_03_PN	CATS2D_04_PN	CATS2D_05_PN	CATS2D_06_PN	CATS2D_09_PN	CATS2D_02_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_05_NN	CATS2D_06_NN	CATS2D_02_NL	CATS2D_04_NL	CATS2D_06_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_09_LL	SHED_DD	SHED_DA	SHED_DP	SHED_DL	SHED_AA	SHED_AP	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NN	SHED_NL	SHED_LL
2031	4-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	3.77976314968462	0	0	0	0	0	3.77976314968462	0	0	7.20135302100231
2032	2-49	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	4	5	3	1	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	16	16	15	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	1	0	1	3.36992218619933	0	6.33755299761526	3.62144323612956	0	6.18651661553489	0	0	0	0	4.34980893178722	5.45659190542063
2033	2-25	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	8	3	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	3	1	6.71220882183322	1	2	6.17602330706598	0	0	3.75447893899131	0	0	6.0918068171902
2034	3-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	2	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	7	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75447893899131	2.87174588749259	6.13837214589099	0	0	2.87174588749259	0	0	2.87174588749259
2035	2-92	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	0	0	0	3	4	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	16	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	5.32064894480878	4.30120600823555	0	6.233068091676	0	0	0	0	0	5.55737563918098
2036	2-76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	5.8259070894373	1	0	5.79728555249893	0	0	0	0	0	5.8325131180296
2037	4-51	0	0	0	1	0	0	1	0	1	2	0	0	6	1	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	7	7	3	4	4	0	2	1	1	5	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	16	15	16	11	16	3	1	0	0	0	0	0	0	0	0	0	1	1	3	2	2	3	0	0	0	0	0	0	0	19	17	7	3	6.00801261050014	2	10.2168286026248	5.52604724796058	4.7622031559046	8.69436317309617	0	0	8.43333445515666	0	0	10.8175457266296
2038	3-44	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.82842712474619	0	4.71065067421325	2.7494592739972	0	9.60515685614191	0	0	0	0	0	5.65017906072328
2039	3-17	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	9	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	1	1	5.42559607825621	0	1	5.5516075873073	0	0	3.75447893899131	0	0	6.08235288926755
2040	4-59	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	4	1	1	2	2	2	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	16	21	10	8	5	4	1	0	0	0	0	0	0	0	0	0	1	5	3	2	0	0	0	0	0	0	0	0	0	9	9	0	0	3.789291416276	1	3.75447893899131	7.16131202932813	3.46410161513775	6.81849783753583	0	0	5.15365595716911	0	0	7.40184302492969
2041	2-23	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	7	5	7	7	5	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	9	10	5	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	6	2	6.73258136666608	3	3	6.5125424290618	0	0	3.63793702330635	0	0	5.53455815885076
2042	2-22	0	0	0	1	0	0	0	0	0	2	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3.93111209131334	0	3.58320397135315	4.50320012840204	0	5.36940249860014	0	0	0	0	0	5.16626493257571
2043	2-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	5	1	2	1	0	0	2	0	1	0	0	2	2	1	1	0	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52971380030815	3.86431329785834	0	0	2	0	1	0	0
2044	3-40	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	2.87174588749259	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
2045	3-10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	7	3	0	1	1	1	5.75856862422589	0	1	5.7782757844848	0	0	4.36691506603759	0	0	5.9100124634034
2046	4-31	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1.88988157484231	1	2.7494592739972	1.88988157484231	1.88988157484231	3.58320397135315	0	0	2.7494592739972	0	0	3.54455667772143
2047	2-28	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	11	9	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	0	2.87174588749259	0	6.87156667535726	3.789291416276	0	9.04844687481065	0	0	0	0	0	7.12628940167948
2048	2-68	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	5	3	1	0	0	2	1	1	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	17	11	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	4.34115281760506	0	6.33755299761526	5.47025654404534	0	7.05975862438224	0	0	0	0	0	5.45659190542063
2049	4-51	0	0	0	1	0	0	1	0	1	2	0	0	6	1	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	7	7	3	4	4	0	2	1	1	5	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	16	15	16	11	16	3	1	0	0	0	0	0	0	0	0	0	1	1	3	2	2	3	0	0	0	0	0	0	0	19	17	7	3	6.00801261050014	2	10.2168286026248	5.52604724796058	4.7622031559046	8.69436317309617	0	0	8.43333445515666	0	0	10.8175457266296
2050	2-90	0	0	0	2	0	1	0	0	1	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	7	3	5	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	13	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	3.7224194364084	0	6.66452062446096	4.13085192089075	0	6.71334190287782	0	0	0	0	0	7.21728257175327
2051	2-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5.61305265017781	0	5.11819832887294	0	0	0	0	0	4.89546264752371
2052	3-37	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	3.77976314968462	3.75447893899131	0	7.8009476487548	0	0	0	0	0	2.95999806011041
2053	2-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4.74510280626355	0	5.34338812455906	0	0	0	0	0	5.0400884726344
2054	3-53	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	2	0	3.87563848175677	1	0	5.69258172316296	0	0	0	0	0	6.52804426982246
2055	2-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	6	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	4.77852299848795	0	7.26444925435514	0	0	0	0	0	6.30372109502406
2056	2-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4.74510280626355	0	5.34338812455906	0	0	0	0	0	5.0400884726344
2057	2-82	0	0	0	1	0	0	0	0	1	1	2	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	2	2	0	0	1	3	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	12	9	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	1	6.29211176441463	0	6.63670603853563	7.3334571245908	0	7.11294299195411	0	0	0	0	0	7.23300649073607
2058	2-60	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	3	2	2	0	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	12	10	8	9	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	7	4	3	0	4.7622031559046	0	7.585432434654	7.32539012895881	0	11.3546781561028	0	0	0	0	8.31989177611433	8.07967466720952
2059	2-46	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	3	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	9	14	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	5	0	0	0	1.88988157484231	0	6.67872291803412	3.77976314968462	0	6.10552867410132	0	0	0	0	4.26419042511093	5.39169827808414
2060	2-51	1	0	0	2	1	2	0	0	1	1	2	2	6	2	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	13	11	10	4	2	4	0	1	2	2	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	15	19	17	8	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	9	13	8	3.77976314968462	5.77769103360489	0	8.07811221984737	5.95275394488075	0	8.34861489126321	0	0	0	0	8.32514890264246	8.73023290345845
2061	3-5	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	7	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	2.87174588749259	2.97100409661001	2.87174588749259	4.64930416134081	0	0	2.87174588749259	0	0	2.87174588749259
2062	2-84	0	0	0	2	0	1	0	0	1	1	3	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	8	3	3	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	15	10	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	2	1.88988157484231	5.0472780182393	0	7.12718974512271	4.56064620260512	0	9.119684286349	0	0	0	0	0	8.90758638730255
2063	3-37	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	3.77976314968462	3.75447893899131	0	7.8009476487548	0	0	0	0	0	2.95999806011041
2064	4-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	6	4	5	2	3	1	0	0	0	0	0	0	0	0	0	1	5	3	0	1	0	0	0	0	0	0	0	0	9	5	3	0	0	0	0	1	2	7.6616310262364	0	0	5.00814544707812	0	0	6.95744450186756
2065	2-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	6	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	4.77852299848795	0	7.26444925435514	0	0	0	0	0	6.30372109502406
2066	2-92	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	0	0	0	3	4	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	16	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	5.32064894480878	4.30120600823555	0	6.233068091676	0	0	0	0	0	5.55737563918098
2067	2-10	0	0	0	1	0	0	0	0	1	2	0	3	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0	0	1	0	1	2	3	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	10	8	3	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4.50320012840204	1	4.06085136160825	5.45069178784676	3.789291416276	5.86386076646305	0	0	3.50953070120665	0	0	5.2569471412874
2068	2-48	1	0	0	2	1	2	0	0	1	2	2	2	6	2	4	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	12	11	10	4	2	2	0	1	2	3	4	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	15	19	19	13	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	7	8	6	3.77976314968462	7.65424472120392	0	7.77256775255831	7.60948580687599	0	8.50836281427207	0	0	0	0	8.17171598155044	8.3718353856324
2069	2-49	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	4	5	3	1	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	16	16	15	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	1	0	1	3.36992218619933	0	6.33755299761526	3.62144323612956	0	6.18651661553489	0	0	0	0	4.34980893178722	5.45659190542063
2070	2-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	5	1	2	1	0	0	2	0	1	0	0	2	2	1	1	0	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52971380030815	3.86431329785834	0	0	2	0	1	0	0
2071	3-53	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	2	0	3.87563848175677	1	0	5.69258172316296	0	0	0	0	0	6.52804426982246
2072	3-31	0	0	0	0	0	1	0	0	0	0	2	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	5	4	1	0	0	2	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	15	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	2.70479734326014	0	6.28062028991409	4.17987065346641	0	6.05795763798636	0	0	0	0	0	5.80193158794743
2073	3-45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	5	3	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	6.4958298809029	1	2	6.81303847062284	0	0	3.63793702330635	0	0	5.53455815885076
2074	3-37	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	3.77976314968462	3.75447893899131	0	7.8009476487548	0	0	0	0	0	2.95999806011041
2075	2-60	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	3	2	2	0	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	12	10	8	9	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	7	4	3	0	4.7622031559046	0	7.585432434654	7.32539012895881	0	11.3546781561028	0	0	0	0	8.31989177611433	8.07967466720952
2076	2-75	0	0	0	0	0	1	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	10	4	0	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	8	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	4.4359877981887	0	8.30346458130275	4.71065067421325	0	7.80822359664952	0	0	0	0	0	7.18829291720251
2077	4-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	7.44510156018509	0	0	3.58598882705695	0	0	5.07626513071634
2078	2-76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	5.8259070894373	1	0	5.79728555249893	0	0	0	0	0	5.8325131180296
2079	4-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	7.44510156018509	0	0	3.58598882705695	0	0	5.07626513071634
2080	3-19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	5.7782757844848	1.88988157484231	0	5.4700483464426	0	0	0	0	0	5.9100124634034
2081	2-82	0	0	0	1	0	0	0	0	1	1	2	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	2	2	0	0	1	3	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	12	9	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	1	6.29211176441463	0	6.63670603853563	7.3334571245908	0	7.11294299195411	0	0	0	0	0	7.23300649073607
2082	3-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	1	0	1	0	0	2	0	1	0	0	0	1	1	0	0	2	0	1	0	0	2	3	4	5	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5.85332099180202	2.87174588749259	9.73021173085649	0	1	3.77976314968462	0	3.77976314968462	2.87174588749259
