No.	NAME	RDF010u	RDF025u	RDF050u	RDF055u	RDF110u	RDF115u	RDF145u	RDF150u	RDF155u	RDF015m	RDF020m	RDF035m	RDF040m	RDF050m	RDF055m	RDF065m	RDF070m	RDF075m	RDF085m	RDF090m	RDF095m	RDF100m	RDF105m	RDF110m	RDF115m	RDF120m	RDF125m	RDF130m	RDF140m	RDF145m	RDF150m	RDF155m	RDF030v	RDF070v	RDF080v	RDF135v	RDF020e	RDF065e	RDF075e	RDF095e	RDF125e	RDF130e	RDF140e	RDF020p	RDF035p	RDF040p	RDF085p	RDF090p	RDF100p	RDF105p	RDF120p	RDF030i	RDF045i	RDF060i	RDF010s	RDF025s	RDF030s	RDF035s	RDF040s	RDF045s	RDF050s	RDF060s	RDF065s	RDF070s	RDF075s	RDF080s	RDF085s	RDF090s	RDF095s	RDF100s	RDF105s	RDF110s	RDF115s	RDF120s	RDF125s	RDF135s	RDF145s	RDF150s	RDF155s
657	2-48	14.3953817619256	44.6601016245303	45.2899542604392	48.32733482216	2.8439117691996	2.54085678628116	0	0	0	21.6345906913233	1.16226731765734	22.1616491086642	14.0444239980411	16.4863954439504	21.5889380889013	14.2092102427492	12.4801129085216	8.93903517143289	7.25792635764798	8.61601152313936	2.66805894401633	3.42026060953995	0.765912192409701	0.356240945625065	0.0228077568099803	0.00167889167957466	0.0000957529753654602	0.000130606301525709	0	0	0	0	16.9102650609808	12.7119272597021	7.61572636160448	0	13.3634968013448	39.0298036407825	35.1054773551667	17.464464536866	0.00212407111195609	0.0163790802972082	0	4.1077829785912	22.9770920727632	17.6351299012445	7.75962980510394	8.93738468161479	3.40088799313498	1.02462347607741	0.0241729504723933	50.0438440949212	56.1573227853501	60.2866379951422	35.8506085311056	152.992828927324	134.729301210928	193.844378027606	132.246685769142	219.473595873044	144.818102867323	217.456817115425	144.901761592533	133.102159239671	98.588711403357	81.0794104533773	61.4676596287668	111.282589178198	33.8149674178217	38.1232195141898	10.0820354156881	6.69086914397486	2.57587506585179	0.188290909772309	0.00593949496785895	0	0	0	0
658	4-3	13.8295640965419	37.3397368534462	38.8922975262369	31.2772922365433	0	0	0	0	0	17.015268589955	0.629151800340296	4.3741972348812	6.67426154621554	8.80950057720054	5.36219204888384	6.02155036221789	3.823788944174	4.38644318070942	1.29204694552131	0.296397768214275	0.0411719140305321	0.00179208949256184	3.91262575531639E-9	0	0	0	0	0	0	0	0	0	10.9737469295573	4.66214150721237	2.77212196186764	0	7.32130392912312	23.7836649108393	17.0264775856206	2.28915597910827	0	0	0	2.67634045450432	10.7489216783899	12.9857037527361	2.54047783064514	1.29144841751187	0.0367226028212018	8.01755728142188E-8	0	40.7682072700583	53.2294488094337	27.6260543608904	31.5039474433232	93.035625133296	60.6283751383773	44.557015141806	60.124931792222	82.4837616777856	71.4024024351695	41.8211125449862	46.2567258697341	38.4029190501592	49.5654431526665	31.8974679605173	26.5784777931327	16.0743116106863	3.24071327176754	0.253377298776843	5.53192543743772E-7	0	0	0	0	0	0	0	0
659	2-24	16.7145718009811	62.316624774296	58.8965319503908	59.5551309162136	11.2192204751265	9.8785506833686	0	0	0	30.5600145641287	1.05208919114017	15.4274100661594	15.8656169799712	22.0948501701679	15.6017732201075	14.3846765476126	8.57964017543624	12.8745111273759	5.18043245792971	5.67234024828946	8.0811643006885	5.83623973243769	1.90362580761214	1.5493744903353	1.49909944166865	0.677285676578262	0.328463922495716	0.00343409925631248	1.36856964022802E-11	0	0	0	21.4563510404161	9.85383062835525	9.89818955325895	0.138798824664799	12.4563818127283	47.9896024366429	40.1961091612621	23.1630205569235	4.84519761451298	0.404109629356026	1.7162963630207E-9	3.90954887742278	17.014123798326	19.2434819858742	8.32444743446078	8.57151089434615	5.70551076944609	3.99131568021177	1.24751200321941	69.8043720129172	60.8402333818902	47.672090069568	30.796372535654	162.27507794491	178.76861331177	143.057188876053	123.492485658668	139.983723420544	168.616103212092	104.945318204856	138.979407672697	81.4287891751446	92.233110000054	93.9912143519122	53.7374789730179	63.5239386264021	52.2938015529532	48.8753566884434	18.7729688354785	20.6169322574566	14.5312446901583	11.4170464339426	7.34444197241618	2.16771414158863	0	0	0
660	2-39	17.5138539550822	59.0659018512192	50.6632058243733	40.0316255554479	20.7817887466649	17.689931836123	7.25725572437286	8.14408374254099	3.94053190642169	22.2417141756682	0.993680461814807	9.83535114276449	14.7733204264456	17.2128163895218	10.0386889059657	10.8120148941932	5.58736166239788	14.4523713693816	8.27930271054475	8.04471921350623	4.88438387361109	8.33515728676359	4.25284194303182	5.42859724076283	4.59474821190051	4.34007924863076	3.31427311419215	2.87541977372987	3.66923811845539	2.77789660732096	0.804304292649639	0.304831499699431	18.7263378964174	7.32457172219744	7.55468109834063	2.1367268694828	11.2508467733856	38.458134537845	33.4730530466672	20.5549629673186	13.6237083064235	14.8557956725695	13.9322180940147	3.921060617019	14.1232446263166	18.6216511123071	8.50919076549108	8.39180156036493	10.0905578609677	7.83618599796243	7.69276576670476	72.1220577963677	54.1531484613099	41.8241796281957	30.0911007400262	166.693739254861	146.848001365697	128.941388586461	96.8232435537535	118.640135000448	187.28991569421	92.4097274770021	98.4214435575304	84.9244121629225	112.174067662647	54.1015754750556	130.755007847775	76.0403626421184	84.64101383573	53.4544218310427	41.4319219579685	52.270187770053	27.475869299309	42.1842251077405	22.2304875240696	20.8870868359471	23.9698989110445	17.44598853868	6.76036643512352
661	4-37	8.89943269540888	19.4571906612459	14.5277923774857	6.53303339476016	0	0	0	0	0	7.55240943082591	0.753182758181477	1.32232461591372	2.06805975629162	4.15086873124644	0.681968498688267	2.68640254311694	2.04623185444987	0.710994299028724	0.262729054092864	0.0270607710765347	0.0114405354050314	0.000714494117813322	0	0	0	0	0	0	0	0	0	0	1.49356970221128	1.82069591394271	0.608947138006173	0	8.44032623040648	10.5426897955054	6.70680573553213	0.4268265793155	0	0	0	2.0968498958722	3.24686635381614	3.37432980693437	0.761299130819978	0.339813700769877	0.0146410566076338	0	0	9.84535201633651	15.0365850717647	12.4388143522592	19.8689934871063	51.576795828114	10.9784560719275	14.5097654678084	22.6156196879874	31.567881068669	30.5332351275687	20.7852177350317	22.1913976615424	20.412295003202	14.2809780968137	6.82224104207529	6.22285107791401	2.24442677369966	0.640196130729307	0.101019837633603	0	0	0	0	0	0	0	0	0
662	4-60	15.112588500831	44.12048879188	40.5995116090607	37.4201513426641	0.000480898826195449	0	0	0	0	18.9057572724233	1.3912896627399	7.60723654695231	9.89757552185043	11.3465039083569	7.54696977829465	6.78828734492271	4.74920101534817	3.00218295718594	0.961499827154367	1.1618036909205	0.0910168310283388	1.1339808864057	0.0085907447053937	0.0000538787394493474	0	0	0	0	0	0	0	0	12.6945618211652	6.64708855632029	2.46992816235852	0	15.7199028150272	31.6213019169785	15.0795881181142	4.4040941640937	0	0	0	4.43934072399195	13.9898286230009	16.3045314905302	2.51811820691745	2.31920927438138	0.801160620772192	0.149700500587699	0	45.3867129110099	51.2456051350914	48.3017412706756	32.389986349381	99.6688114615692	64.3147709571704	58.6673417942079	74.6322903832846	88.843448153433	85.5022493362179	77.2543684787416	78.8810304982217	61.5620359537934	35.5056105694119	25.7303787243143	22.7931964772241	11.5367948873425	5.61728947267205	15.0497314431338	1.09252615728285	0.00288538281772197	0	0	0	0	0	0	0
663	2-81	13.4106522629321	51.9157328183701	47.3646153965457	44.4472643525585	1.05832322035217	0.00551524551222557	0	0	0	25.9529697194733	0.802815583385697	13.7757289612288	15.9438553025387	20.5535202067314	16.916987063845	10.1540714094057	10.2289295578693	8.40953526818873	7.94692405624452	5.06155292174185	2.02098762243972	0.299807866396022	0.0658153751971726	0.00748531905613904	0.0000390082836113241	0	0	0	0	0	0	0	20.6638599780871	12.3502551784312	7.1086575893078	0	9.90903611523134	35.1056916479202	23.5176296692158	10.7983305588	0	0	0	2.72985180222402	15.6328191156857	18.5189149721212	6.81346134064061	7.36144358527679	1.33576439492546	0.508435844818893	0	63.5574525232727	56.4094468328756	45.254335808957	28.8676912734697	140.455669687571	166.705696655159	124.847247781176	109.218515855036	137.235224963115	135.633107672745	114.88918845597	132.851510631169	103.894534962897	61.6949866286185	77.5551702170373	62.3074687540959	79.2578991285123	50.5936514133668	15.1466046079079	5.41039671189737	1.05832322035217	0.00551524551222557	0	0	0	0	0	0
664	4-2	15.2435783498548	53.0560723225406	36.6205349002733	37.3277814109246	0.901874274119777	0	0	0	0	18.9970598982319	1.34069037677251	7.15109204243715	9.9235870586242	12.9711960740112	11.647593347378	8.04836059115484	3.99734517585655	2.92182011092954	0.474333955671675	1.0000028647512	0.406798632916142	0.0835164018463734	0.00139184800804132	0.0063787853847371	0	0	0	0	0	0	0	0	14.9014192581676	4.92931777785948	2.66738814156891	0	15.7695760891568	32.9846782483305	18.7429862768724	3.83862322376662	0	0	0	4.53683574145693	13.172761195022	15.5844223193875	3.17469681085934	0.844982977961528	0.560052378018105	0.0252674589583036	0	40.1062065300396	63.1960084042413	44.3248829790964	35.9670044336831	132.071752815019	97.0906444189865	70.0398747009726	83.9281011530574	133.356719739081	82.7778736286885	65.6626295892116	84.8606025538502	40.3773567095275	39.5747852768736	23.7456599188348	17.9646493095704	15.4656336182503	8.07800896223599	3.34554875583644	0.172820734034989	0.901874274119777	0	0	0	0	0	0	0
665	4-58	14.0363353973352	44.7107998362589	56.8315916459358	51.9238803639813	2.06769402854276	0.817775861065701	0	0	0	19.4479847917406	0.948066631001847	14.1282479913798	7.08365993846626	29.3291340785184	20.7481348539717	15.7032487409546	19.209594846218	6.4000317400503	5.14077763847606	1.53968556357675	0.435862029163741	0.881153810716432	0.139702463792675	0.0795765635894696	0.00578397334443484	1.43058859430684E-6	0	0	0	0	0	0	8.76383631531948	16.5431626439119	9.64784385077087	0	10.1426793760369	49.7954760441931	25.8524341343935	7.38396984510029	0	0	0	3.38144869857371	18.2265057302435	11.0575790606239	5.31426446022873	3.96609369150809	1.42151960650607	0.69126844417386	0.0000293149069660419	37.0148575807658	63.407355115587	53.0726122660141	29.4565533805353	117.05409754176	69.0444166659524	101.370978293631	47.0277974489112	187.778485790916	177.792135745356	104.885961123214	140.422553032138	146.581759517041	68.914509667721	71.6540261259322	61.8972485989769	49.1628667809065	14.5176820163007	6.97813948777416	4.36136625362859	2.91093076854914	0.817775861799608	0.000202265944413443	0	0	0	0	0
666	2-65	14.685974375808	51.788706784578	49.9568807971423	41.1085992060289	1.5323858365052	0.12704669763285	0	0	0	23.2871035802273	1.30801087674076	19.0189920133192	13.7947727452711	23.4035923497254	12.8798813886434	16.8099154342568	11.1219900256251	16.1142271375132	13.5911906818766	6.29754391646255	1.07761302394286	1.47646413363927	0.0169635491155745	0.0121341085475731	0.0008985771534846	2.15939526275795E-8	0	0	0	0	0	0	16.3712429949621	12.7096231925004	8.44263950946469	0	15.2551166370594	46.4820963053588	35.4956193389995	12.1565680506826	0	0	0	4.26810907572666	21.399020654047	16.0903728413752	10.6611120471172	8.25261025570361	2.59813480357779	0.147097238865267	4.42492492129315E-7	50.4360780479271	68.2044884163374	59.599957642183	36.5356558391286	165.997267713669	143.067056685845	158.71553947757	147.213353322166	184.958373023692	159.436717917096	179.331923494027	156.157820585041	109.892037686821	164.81642789396	95.3478087264937	185.631480299573	97.4400904273687	27.1708932793919	21.2740977176364	0.919961212783531	1.55923841061221	0.12704669763285	3.0530938378918E-6	0	0	0	0	0
667	2-95	8.27126894985681	23.1567136074875	18.5591774871216	20.3795014553474	1.48007029922947	0.625469781213729	0	0	0	18.355849211251	0.834829043204124	5.77438937267835	7.55043134449281	7.89358932586697	6.78104198516237	4.44472694946874	4.2132095484741	4.19153945894185	2.77162276979174	0.987984493997126	0.65109190839919	0.149770760620549	1.01199946265076	1.33635835537548	0.00591988819949489	0.0198313491403323	0.00180445611744431	2.98429786863677E-9	0	0	0	0	4.16312379904661	4.16517476975959	2.19517041669358	0	9.13303287418583	9.18857334179603	14.4248196114645	5.34811467200043	0.226293305109715	3.74254946738285E-7	0	1.90802913985838	5.40619055174407	5.91587978771247	2.43170351613075	1.69321209631761	0.575902549013852	1.2934856137503	0.208313048099698	13.9930433447987	18.2403590148506	10.4491143260228	21.4745373109517	151.384884997474	71.9866061312315	45.5134082748176	31.0685370493171	54.8587220417014	89.8453886234077	34.66904839964	49.7390604199239	29.1853788086629	35.7202130017566	8.83546265879529	30.4767009872637	12.5778494976731	13.3246241483641	2.60708524636864	12.0013220684188	21.2129185455303	0.681525798883657	1.70245062813333	0.255125772846197	0	0	0	0
668	2-19	12.7942863679264	42.4596330809913	28.574918209392	17.2480808281967	13.1710119139541	10.7158855072866	0	0	0	15.3195408557501	0.984363510806601	5.26619259072365	5.3208769069636	7.01642640969994	7.62341405674235	5.83472653871457	7.09130198067408	3.31470126895523	2.51897971916367	4.95263351736958	4.37311183422652	4.54242594333348	3.39611470199278	3.14766596679988	0.434407241404865	0.279351253348224	0.00982726835771309	0.00743887171754233	0	0	0	0	7.48223345587365	9.28339514974387	7.58992853561016	1.49849799018571E-10	11.2054884351365	18.7581217317351	18.2008311626839	15.2346415390585	1.2228514981126	0.932894322547464	0	3.51365130725175	10.948614308097	11.0141080894515	3.90460452589983	7.94631610929943	4.96084973771128	4.56824718841686	1.35796225935777	23.7244354775578	34.6785275751369	25.8590934765932	23.8598183127136	103.582584947909	45.503451254331	53.6950254332682	58.5301782492261	68.8897783562567	69.5166511567194	60.6014147193814	45.6645508799521	48.9965574339524	45.1658526823946	39.9846165550662	19.8378522169725	38.9853236646178	31.4277128310969	35.8128904348842	21.0837098881638	30.4457655752074	15.3665132038701	9.69513954881715	1.37959185796032	2.15985513627603E-9	0	0	0
669	Chloramphenicol	6.79681638697097	26.1630816878607	16.792703928842	9.61156547723596	3.31471206465406	0.966694572452121	0	0	0	9.77255824798397	0.776198459649612	8.15033373528448	5.78671952143804	6.38222543274288	3.31924901305358	9.66877241987336	7.21721842490804	2.12962879565109	6.08085860510998	2.81410786510895	5.14853353206068	1.75007495986963	1.40072359974061	4.89623731255486	3.80060336705128	0.0630349632922859	3.7075966119318	4.52107037527423E-12	0	0	0	0	5.80655351936048	5.1054829917179	1.03004003549145	0	7.09161506248346	11.2048198669721	2.89780355255833	3.82132828835538	1.58373340024459	1.9312160700372E-12	0	1.89111346867173	6.84690794758508	5.36713836976595	2.89211360168568	2.64227433579711	0.401728553176507	1.16513635514579	0.00976938714813358	18.8037213332464	24.5608987310298	8.14234584282332	19.1109540793121	95.5911901115987	82.9378156081396	63.1771277177118	64.9849883506935	83.2835111768608	67.3013667269296	22.8430566425491	66.4917781292945	70.8117756035061	21.9586171520746	14.5288611271266	28.3582049445551	13.9386036981038	63.3353492685641	43.4914115085057	7.88022230384733	26.717972475529	27.7905514679639	0.416321367258663	27.1335684165746	0	0	0	0
670	4-12	10.477171473868	24.1032587963835	10.6265376822155	7.71718120032027	0	0	0	0	0	9.93515442784695	1.53845723423291	3.51258844165021	5.14041888549732	0.303619484080039	0.231966429159534	0.0399440520094767	0.0222417242649701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71326070750559	0.218176515860733	0	0	5.4270524183082	0.510317326478912	0	0	0	0	0	2.68526596723537	9.12813988507755	8.13224553576294	0	0	0	0	0	29.7844716924836	24.8864061773109	5.95959187083407	21.8485282527252	42.5370843833643	34.320459227563	35.1867441062438	32.7095911528802	26.2584574645303	11.8527406766127	5.22345306740268	1.03180413241624	3.14468001614211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671	2-63	15.7983041446855	51.4542983523662	53.7500023603018	35.9100961166987	21.2469417183522	21.4855680647085	11.0553514994231	12.4228694179991	7.78048403029727	21.0927672120489	1.00451069413584	10.1699070403282	17.7206639382012	16.7302342037382	7.83290654079193	4.02172469824375	8.73141706016469	9.84719396336659	13.0338733619149	6.39712374491489	7.87425673767946	6.4049546828275	4.90331220362028	7.12430431862275	7.89469713089499	5.28656987701215	4.19372423951544	8.50721232393371	4.18957832701963	3.76848859498133	3.52266794297706	2.35834993873361	16.7076300787697	8.72331266850635	8.59722350617402	3.33794903666283	9.6899861510039	31.0798031991914	29.3038870344477	22.4687331019001	18.483910243551	17.6834297711319	10.7318130946873	3.07443895219499	14.5919693580631	20.1801585040615	12.9398308624098	8.32949410625222	7.01763631742236	7.6022005439504	7.21269564722157	62.3307534940935	69.6941382791692	41.1396402294937	28.0929276778725	157.304477963757	173.035501953565	127.678053860201	128.884752241563	136.755037101544	156.980755701659	192.952958935573	63.4269466244595	77.1522669668025	83.6195715329776	85.7146350895562	138.961603148961	82.08981274973	70.6459588765125	59.7613883860372	41.1958575875947	42.1493921122031	84.9534736398503	36.1700973385294	40.6603549329619	22.9923584914419	32.3196820841709	28.4413664754033	19.6725129609914
672	2-11	15.6133823768251	50.0796517069195	46.1157812294795	33.5204086090917	1.62209888443979	2.45044014804016E-12	0	0	0	18.634959480239	1.35814871237952	5.52194236623298	9.99840094684263	15.9871612674304	8.86880030805836	7.69440626221395	6.6114254610973	4.38854066665697	2.13353865798766	0.259898700878451	0.333072112910483	0.0722474032506199	0.0138080320573448	0.0114727972108546	0	0	0	0	0	0	0	0	13.3658943679944	7.62229694323859	3.59719624821465	0	15.2243572419722	29.3962808721925	22.2122208545431	3.71930243262458	0	0	0	4.44631695952189	11.5447361383721	16.1658844410195	5.07653653629103	1.01834076518051	0.327373607895734	0.171862089885752	0	39.1854359294868	46.2053927664534	38.2949442089722	33.7173531790165	119.713492721109	70.0983936349203	60.698939687381	83.9738575399995	101.731454811781	108.561944261132	61.3058574010689	66.13905187485	67.0020514258318	47.6092455806021	27.594600280614	33.3666534173702	10.7994972406384	5.6206994856194	1.72054557483638	1.13395347038963	1.62209888443979	2.45044014804016E-12	0	0	0	0	0	0
673	2-36	10.6755557657756	39.6167898074832	41.0460769950258	35.3274947552709	0.0443789786949501	0.995570339605688	0	0	0	17.1175760629265	1.14248115615462	10.397186546502	8.12411536639906	20.1375768111163	15.7546655551376	10.8550734414832	6.83479398230249	5.17020997306822	1.69067409168222	1.30443558152192	0.73466808867904	0.754872407494183	0.150401581353105	0.0049716888199919	0.0070414798536665	0	0	0	0	0	0	0	8.94520994675191	7.24749007470163	4.21186035642998	0	12.3956319538456	35.450557878438	17.638264276861	4.04182690364037	0	0	0	3.02794424788668	14.0560592692524	10.0244377167869	3.11446803734607	2.23935801367213	0.978562494514308	0.85127442627795	3.90161334259575E-12	25.9871407762984	44.6082440180872	47.3186086771754	19.3219378967989	123.798173301118	42.2943792551596	78.2606294185439	61.0154902978406	85.32428926517	125.951544242635	121.868995090718	98.6395088248486	76.4511363293077	84.5186768441649	45.7080465196597	29.5816667454201	9.96548474782572	7.74077502914076	11.2285168934048	4.83240126483497	0.15531584853231	0.995570339605688	2.69202119041476E-11	0	0	0	0	0
674	2-24	16.8295807466561	58.4962736421183	58.3375009962294	65.0458805745553	9.91123369850438	6.74343418673083	0	0	0	30.2258901255579	1.00505045159086	17.9423190024627	20.3956186826821	20.6388058470278	18.5442412512162	14.0898827455346	12.0647318809511	12.6413745377053	8.40141505800581	4.71897074025965	5.16887791085104	3.4919454988767	1.69152792110472	1.28048303927862	1.32914502976316	0.30462253064756	0.128629782861473	0.0549371254368638	0	0	0	0	21.614390992244	15.3908460577884	13.2394174843301	0	12.1349485085765	44.5917549453235	40.1820178534986	26.8488922198214	3.56309360097596	0.612978181104321	0	3.88300623578727	18.1884557489507	22.3810934531736	11.6533723681353	8.47339400322	5.26074124788122	3.62042712892176	1.06677560199831	73.7163353956717	68.3693670744334	54.4012486188861	31.0308849491425	145.056232127895	154.522445234963	185.484829313477	161.88094171876	127.181430181893	179.720425484491	152.862447260919	127.471633883632	100.917586327653	97.4596070106157	113.527835696573	68.7008795322683	45.3750432441014	56.1093091975585	38.9526327184869	19.6245686181933	14.757143718337	14.3675977924577	8.48051273845805	8.52444005239052	0	0	0	0
675	2-73	11.4660785013293	37.6036448270023	31.2861098315201	26.8312755494635	1.1905880647537E-8	0	0	0	0	15.7358616380771	0.711055625643371	11.3679523009939	13.5063333208265	5.42442874681739	6.49847883047867	6.12201081791843	3.9620168896038	3.71808203776138	4.95684704401637	1.54434789676485	0.395408242435917	1.51851597168854	0.165644998883088	1.33391129410636E-9	0	0	0	0	0	0	0	0	13.0382744588835	4.62646100455837	4.80426409391128	0	7.98665128632462	26.5685047615095	10.6027630857266	6.16704111740238	0	0	0	2.98195684203867	16.6880974725159	18.2233286192765	4.52302875320688	2.44382602596626	1.06818609739402	0.379127961399096	0	40.5920719505471	46.4765758961163	30.0427919649494	20.8219458526896	96.8705933958008	81.6759181312881	101.001690281476	99.629227790308	109.79771420101	72.0989628542834	63.199271408282	61.700456087376	36.0203837032712	28.7256417845831	54.4215321995584	45.5872930186225	19.0698440745226	14.7199287998553	26.999468358286	10.8628427100089	8.33411645327587E-8	0	0	0	0	0	0	0
676	3-24	14.7264393393897	47.921887877772	43.6480128516501	35.7947320055981	9.00958387303368	0.857096536976035	0	0	0	18.4088557545362	1.34165890594403	7.8407872300073	12.5575117021586	18.2212505818814	11.8376934192335	19.5887764954805	7.43035118488438	19.6094501478894	7.09164197159917	7.29546124362156	6.95657824684533	2.96584351809308	0.476063410769601	0.240101364742897	0.0060620813024735	0.000213768081460383	0	0	0	0	0	0	9.83940812195505	10.8405191227095	14.7494562379329	0	15.431419695591	42.3942699051792	44.0118450785144	18.2550402894077	0	0	0	4.38836603515622	14.3928995984502	17.3900566108299	9.98256758767605	11.4867761067259	6.97441869456607	2.36027427832796	0.00438042875866538	35.0786614049064	62.5516115219384	58.2909912339723	27.1934261965785	115.533554040274	52.2769093721166	61.1172210143232	73.9921972945106	86.0013572928643	102.826048554154	104.241048798122	107.892465766683	74.8243375480177	131.125467382865	95.6279987106794	61.7946846262744	65.2667986098944	53.6343853023989	45.0275733093403	16.4314407981534	11.7262265620966	0.857096541452169	0.0302239253507987	0	0	0	0	0
677	2-12	13.9237930766399	49.0943884245487	30.2245977008143	26.3966319842896	2.28455102409239	0.306344768944753	0	0	0	17.1183761309067	1.08672557540192	5.72690130426555	3.36694580621447	11.9198670244767	7.16997930312366	9.5864121944054	7.3809008641116	5.93309224178067	3.07978303035496	1.9226122265872	2.04940584048925	0.264968021221216	0.162514372792894	0.0985848137382365	0.00216681150289211	0.000497560190402731	0	0	0	0	0	0	7.83657727286502	8.65129295067199	4.47805630839246	0	14.0049478190515	32.3486180327644	23.970941700828	6.17015167229172	0	0	0	4.02820607454923	12.994875260023	10.1448309948339	6.32357399438538	2.75185540687039	1.57970242684933	0.787379897015965	0.0101957549149407	20.6066508011798	53.8702669499265	39.6055101521597	29.4673913421709	120.223822468326	32.010630806112	56.8829542536829	55.7742069533369	76.6867563178493	80.4824117639774	70.1105093214932	83.8008990321555	52.5656667715491	56.9691275131644	38.1853739206794	38.2862003286785	22.7378429416133	18.3818592639997	9.94547015566326	5.29349203054254	3.53500715313006	0.306347187769897	0.0703483043377004	0	0	0	0	0
678	2-59	16.4636653011579	57.8541379230957	47.8744511491254	51.6142908687559	1.13178565547093	0.000193701769923752	0	0	0	22.6794244174588	1.40697898691176	13.9522624585232	20.5808749208606	19.8056655604265	17.9541471043584	11.2342635092377	15.2971297807428	11.1838344668313	9.50622450940841	4.96461163061991	4.04849411572807	0.673017986977618	0.21165849830264	0.00800490490187134	1.37001581533441E-6	0	0	0	0	0	0	0	15.099029451863	13.4423033130207	5.13774087357663	0	14.919956799245	41.5534809718463	44.0295258023791	17.5473946622233	0	0	0	4.59735441441348	23.0794476587419	22.4348422855653	11.1767152024634	6.10873988518196	2.19651965521857	0.791470807777104	0	46.9151079663709	74.7447390806022	59.9726450741287	42.0747270761488	179.048408742742	118.121791556667	152.307690582703	182.316348019589	255.049871276434	180.179390161754	172.695932873629	111.520816481299	191.138628102225	143.646698918078	66.9871908149855	92.4959652696014	88.2351690975124	71.6616862287216	32.2310228324777	13.4772066141504	1.13178565547093	0.000193701769923752	0	0	0	0	0	0
679	4-4	13.8016055429255	42.7836134206378	34.3976427108802	33.9314251303989	0	0	0	0	0	16.6792608453419	0.532167633428474	4.22960993797787	4.65445317518077	6.82240336864294	3.48894552857615	4.75824349527055	4.15883733243331	1.16658290384419	0.320331592724455	0.06457238723369	0.0203856590906549	1.90778396271317E-11	0	0	0	0	0	0	0	0	0	0	10.4663312663879	5.39170148949763	1.90953347152785	0	6.02210718348649	19.2370669002129	15.3375256676121	2.4789917198052	0	0	0	2.21666722936237	11.120060148803	9.98651781797539	2.03394947109215	0.435288814376406	3.90933561198571E-10	0	0	43.0310214228713	46.5394598704389	35.2205906723345	30.4260255647511	94.7580501248039	62.0743973056198	47.5521632273136	44.0214906139062	80.7475865167073	57.1920806219609	52.2997249556444	39.5336609711396	53.5315667448333	31.2779062621277	23.3560474288563	12.7088299799629	5.01363741195089	2.8226511946005	2.69734937417118E-9	0	0	0	0	0	0	0	0	0
680	2-24	16.6830126446198	64.5398112292464	62.028568113709	56.8269725447902	9.42242659758525	8.63602692122665	0	0	0	30.5126666125857	0.996663461817177	17.1335493185435	18.6523222422983	26.9824723887009	16.7968586486189	15.0836868982929	11.5454436538101	15.2411802803551	5.75359366395949	3.96260107446572	4.71305348342367	4.91580524645102	4.5097304237514	3.6701777896365	0.600532223997215	1.12499863183191	0.6052284738973	0.0812020229729406	1.37285866865137E-10	0	0	0	20.0523968893343	14.0263742604401	8.95317512507628	0.194416837522159	11.883967038938	50.209148886908	44.887234412232	15.5912116630796	6.38582713111882	1.09397976558918	1.72167514950516E-8	3.79519358657693	18.3019201973413	20.1800042621504	9.26466706506893	5.93988343022113	5.24424801680012	5.61399650561849	1.90044161619485	68.2363852819354	66.9929869163214	54.5761407858464	30.6933112861673	158.038834411878	153.999307998132	168.85692730621	139.666730031039	133.890170811726	205.969300892717	160.925475155057	135.624268353045	95.9497807299988	118.876136406606	98.4341047618249	47.4355445481025	36.1949492118926	30.3885905237553	36.1085714545157	47.2580759355814	20.8096255869247	14.1123920077781	10.0822080530366	10.683816542112	2.99829220374022	0	0	0
681	2-16	13.7973737686291	34.1832879192569	31.8962628328791	26.2015486190884	0	0	0	0	0	18.1622073596441	1.0333465332146	6.16249186894666	7.19935020914783	7.21926967511286	8.43401186989566	8.892204947253	4.21940417546629	2.88408021617489	1.56586710169364	0.127121476607497	0.0802112969257358	0.00755778848393983	1.97137407412668E-7	0	0	0	0	0	0	0	0	0	10.654627687645	6.78230885180909	3.19930538689469	0	13.753485590447	27.3318819229284	15.0550914631059	1.15758033362326	0	0	0	4.1999120873029	12.7220736785668	14.6040884812636	1.67300863056354	0.755468237193379	0.154870370199669	4.03964129228164E-6	0	41.3357340735308	44.869574275792	40.0947447718859	31.4564733900309	98.3694554651511	66.5522125223639	58.1796311287195	70.5895239753239	80.0354742414561	58.8498981281266	79.5131794003974	70.042215719546	58.4836847797522	36.2469187947757	44.1667064885196	24.1408248271511	5.49448098678948	4.49748084232973	1.06856915792491	0.0000278725722043528	0	0	0	0	0	0	0	0
