No.	NAME	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	QED
481	2-64	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.333223140291697
482	3-38	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.666666666666667	1	0.642025658850264
483	Ciprofloxacin	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.703648923703636
484	2-72	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
485	2-100	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.653926584837143
486	2-54	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.5	1	0.405361906841871
487	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
488	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
489	4-14	0	1	1	1	0.9	1	1	1	0.985714285714286	0.833333333333333	1	0.841891412973628
490	Tetracycline	0	0.75	0.5	0.666666666666667	0.8	1	0.666666666666667	0.5	0.697619047619048	0.333333333333333	0.75	0.199583533643155
491	Ampcillin	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.333333333333333	1	0.560745586662783
492	2-71	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
493	2-26	0	1	0.666666666666667	1	0.9	1	1	1	0.938095238095238	0.166666666666667	0.75	0.378981487997498
494	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
495	2-54	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.5	1	0.405361906841871
496	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
497	2-97	0	1	0.666666666666667	1	0.8	0.5	0.833333333333333	0.5	0.757142857142857	0.166666666666667	0.875	0.359277292632715
498	4-14	0	1	1	1	0.9	1	1	1	0.985714285714286	0.833333333333333	1	0.841891412973628
499	2-17	0	1	1	1	0.8	0.5	1	1	0.9	0.333333333333333	0.875	0.481791718167943
500	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
501	4-37	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	0.833333333333333	1	0.681724345060952
502	3-24	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.774160098047854
503	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
504	4-37	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	0.833333333333333	1	0.681724345060952
505	2-14	0	1	0.5	0.666666666666667	0.9	1	1	1	0.866666666666667	0.5	0.875	0.480144674144205
506	2-17	0	1	1	1	0.8	0.5	1	1	0.9	0.333333333333333	0.875	0.481791718167943
507	2-49	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.496198301103732
508	2-72	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
509	2-49	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.496198301103732
510	2-53	0	0.75	0.5	0.833333333333333	0.9	1	0.666666666666667	0.5	0.735714285714286	0.166666666666667	0.75	0.340961218623315
511	3-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.870131829888311
512	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
513	2-30	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.844769436547891
514	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
515	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
516	2-18	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.779938500011428
517	3-50	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	1	1	0.806300203702287
518	3-42	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.833333333333333	1	0.74157007750467
519	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
520	2-41	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	0.875	0.709323605487143
521	4-28	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.666666666666667	1	0.794489238112263
522	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
523	4-43	1	0.5	0.666666666666667	0.5	0.8	1	0.5	0.5	0.638095238095238	0.166666666666667	0.875	0.34106985064616
524	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
525	4-44	0	1	0.666666666666667	0.833333333333333	0.9	1	0.833333333333333	0.5	0.819047619047619	0.166666666666667	0.875	0.484928412152206
526	2-14	0	1	0.5	0.666666666666667	0.9	1	1	1	0.866666666666667	0.5	0.875	0.480144674144205
527	2-1	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	1	0.716136656589892
528	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
529	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
530	2-78	0	1	1	1	1	1	1	1	1	0.5	1	0.86097686944213
531	4-54	0	1	1	1	1	1	1	1	1	0.5	1	0.836451287899634
532	4-47	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.166666666666667	1	0.730995537915227
533	2-56	0	1	0.833333333333333	1	1	1	0.833333333333333	1	0.952380952380952	0.333333333333333	1	0.438478795820307
534	2-90	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.477795249281769
535	4-45	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	1	0.378865579925645
536	2-1	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	1	0.716136656589892
537	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
538	2-26	0	1	0.666666666666667	1	0.9	1	1	1	0.938095238095238	0.166666666666667	0.75	0.378981487997498
539	2-54	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.5	1	0.405361906841871
540	4-58	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.495684815293154
541	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
542	4-54	0	1	1	1	1	1	1	1	1	0.5	1	0.836451287899634
543	2-19	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.693639029877896
544	2-4	0	0.75	0.666666666666667	0.833333333333333	0.8	1	0.833333333333333	1	0.84047619047619	0.833333333333333	0.875	0.797938331414282
545	2-72	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
546	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
547	Tetracycline	0	0.75	0.5	0.666666666666667	0.8	1	0.666666666666667	0.5	0.697619047619048	0.333333333333333	0.75	0.199583533643155
548	3-38	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.666666666666667	1	0.642025658850264
549	3-34	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.664864840602125
550	3-9	0	1	1	1	0.8	0.5	1	1	0.9	1	1	0.809307832286361
551	3-38	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.666666666666667	1	0.642025658850264
552	Tetracycline	0	0.75	0.5	0.666666666666667	0.8	1	0.666666666666667	0.5	0.697619047619048	0.333333333333333	0.75	0.199583533643155
553	4-43	1	0.5	0.666666666666667	0.5	0.8	1	0.5	0.5	0.638095238095238	0.166666666666667	0.875	0.34106985064616
554	3-34	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.664864840602125
555	2-48	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.166666666666667	0.875	0.399954824321619
556	2-9	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.333333333333333	0.875	0.541559399859791
557	2-96	0	1	1	1	0.9	1	1	1	0.985714285714286	0.5	1	0.520307912789436
558	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
559	2-34	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.819841168325378
560	2-100	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.653926584837143
561	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
562	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
563	2-36	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.333333333333333	1	0.864300372030281
564	4-17	0	1	0.666666666666667	0.833333333333333	0.4	0.5	1	1	0.771428571428571	1	1	0.659533956012745
565	2-64	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.333223140291697
566	2-49	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.496198301103732
567	4-2	0	0.75	0.666666666666667	0.666666666666667	0.8	1	0.833333333333333	1	0.816666666666667	0.333333333333333	0.875	0.640149480947604
568	2-72	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
569	2-17	0	1	1	1	0.8	0.5	1	1	0.9	0.333333333333333	0.875	0.481791718167943
570	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
571	2-52	0	1	1	1	0.8	0.5	1	1	0.9	0.666666666666667	1	0.85390540475651
572	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
573	2-77	0	1	1	1	1	1	1	1	1	0.5	1	0.776718102783049
574	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
575	2-51	0	1	0.833333333333333	1	1	1	0.833333333333333	1	0.952380952380952	0.166666666666667	0.875	0.375824819552324
576	Ciprofloxacin	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.703648923703636
577	4-44	0	1	0.666666666666667	0.833333333333333	0.9	1	0.833333333333333	0.5	0.819047619047619	0.166666666666667	0.875	0.484928412152206
578	3-40	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.720623244992516
579	3-34	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.664864840602125
580	3-2	0	1	1	1	0.8	0.5	1	1	0.9	0.333333333333333	1	0.740982145577988
581	3-29	0	1	1	1	1	0.5	1	1	0.928571428571429	0.5	0.875	0.509704985782048
582	2-100	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.653926584837143
583	4-28	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.666666666666667	1	0.794489238112263
584	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
585	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
586	Ciprofloxacin	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	1	0.703648923703636
587	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
588	4-2	0	0.75	0.666666666666667	0.666666666666667	0.8	1	0.833333333333333	1	0.816666666666667	0.333333333333333	0.875	0.640149480947604
589	2-50	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.405109081487706
590	2-61	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.496198301103732
591	2-63	0	1	0.666666666666667	1	1	1	1	1	0.952380952380952	0.333333333333333	0.875	0.534961930474644
592	4-58	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.495684815293154
593	2-17	0	1	1	1	0.8	0.5	1	1	0.9	0.333333333333333	0.875	0.481791718167943
594	2-18	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.779938500011428
595	2-54	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.5	1	0.405361906841871
596	4-27	0	1	0.833333333333333	0.833333333333333	0.4	0.5	1	1	0.795238095238095	1	1	0.671045902377042
597	4-35	0	0.75	0.833333333333333	0.833333333333333	0.8	1	0.833333333333333	1	0.864285714285714	0.166666666666667	1	0.700609723611518
598	2-8	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	0.875	0.488480226830514
599	2-96	0	1	1	1	0.9	1	1	1	0.985714285714286	0.5	1	0.520307912789436
600	2-41	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	0.875	0.709323605487143
601	2-30	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.844769436547891
602	3-41	0	1	1	1	1	0.5	1	1	0.928571428571429	0.333333333333333	1	0.746838930325375
603	2-7	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.333333333333333	1	0.723280363442531
604	2-71	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
605	2-13	0	0.75	0.333333333333333	0.5	0.8	1	0.833333333333333	1	0.745238095238095	0.5	0.875	0.41480647165972
606	2-55	0	1	0.833333333333333	1	0.9	1	0.833333333333333	1	0.938095238095238	0.333333333333333	1	0.430805600195448
607	2-21	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.75	0.350122027185922
608	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
609	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
610	3-24	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.774160098047854
611	2-23	0	1	1	1	0.9	1	1	1	0.985714285714286	0.166666666666667	1	0.763103411682592
612	4-55	0	1	1	1	0.9	0.5	1	1	0.914285714285714	1	1	0.708691996015479
613	4-30	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.53127450606871
614	4-28a	0	0.75	0.666666666666667	0.833333333333333	0.8	1	0.833333333333333	1	0.84047619047619	0.166666666666667	1	0.547436616107365
615	4-58	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.495684815293154
616	2-24	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.875	0.342665962911125
617	2-41	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	0.875	0.709323605487143
618	2-96	0	1	1	1	0.9	1	1	1	0.985714285714286	0.5	1	0.520307912789436
619	4-60	0	1	0.833333333333333	0.833333333333333	0.9	1	1	1	0.938095238095238	0.166666666666667	0.875	0.726870113931982
620	4-55a	0	1	0.833333333333333	0.833333333333333	0.9	1	1	1	0.938095238095238	0.5	0.875	0.477704849549094
621	2-5	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.833333333333333	1	0.81679274306798
622	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
623	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
624	2-4	0	0.75	0.666666666666667	0.833333333333333	0.8	1	0.833333333333333	1	0.84047619047619	0.833333333333333	0.875	0.797938331414282
625	3-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.711036855851037
626	4-15	0	1	0.833333333333333	0.833333333333333	0.8	1	1	1	0.923809523809524	1	1	0.625605424810531
627	2-7	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.333333333333333	1	0.723280363442531
628	4-62	0	1	1	1	1	1	1	1	1	0.333333333333333	1	0.620590302856804
629	4-17	0	1	0.666666666666667	0.833333333333333	0.4	0.5	1	1	0.771428571428571	1	1	0.659533956012745
630	2-13	0	0.75	0.333333333333333	0.5	0.8	1	0.833333333333333	1	0.745238095238095	0.5	0.875	0.41480647165972
631	4-30	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.53127450606871
632	4-60	0	1	0.833333333333333	0.833333333333333	0.9	1	1	1	0.938095238095238	0.166666666666667	0.875	0.726870113931982
633	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
634	2-13	0	0.75	0.333333333333333	0.5	0.8	1	0.833333333333333	1	0.745238095238095	0.5	0.875	0.41480647165972
635	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
636	2-9	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.333333333333333	0.875	0.541559399859791
637	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
638	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
639	3-29	0	1	1	1	1	0.5	1	1	0.928571428571429	0.5	0.875	0.509704985782048
640	2-53	0	0.75	0.5	0.833333333333333	0.9	1	0.666666666666667	0.5	0.735714285714286	0.166666666666667	0.75	0.340961218623315
641	2-61	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.496198301103732
642	4-16	0	1	1	1	0.9	1	1	1	0.985714285714286	0.166666666666667	1	0.648565703810977
643	4-15	0	1	0.833333333333333	0.833333333333333	0.8	1	1	1	0.923809523809524	1	1	0.625605424810531
644	2-37	0	1	1	1	0.8	0.5	1	1	0.9	0.5	1	0.874007851812831
645	2-91	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	0.875	0.51271151606995
646	2-64	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.333223140291697
647	2-44	0	1	1	1	1	1	1	1	1	0.5	1	0.747310216622351
648	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
649	Ampcillin	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.333333333333333	1	0.560745586662783
650	2-71	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
651	4-55	0	1	1	1	0.9	0.5	1	1	0.914285714285714	1	1	0.708691996015479
652	2-24	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.875	0.342665962911125
653	4-27	0	1	0.833333333333333	0.833333333333333	0.4	0.5	1	1	0.795238095238095	1	1	0.671045902377042
654	2-55	0	1	0.833333333333333	1	0.9	1	0.833333333333333	1	0.938095238095238	0.333333333333333	1	0.430805600195448
655	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
656	3-15	0	1	1	1	1	1	1	1	1	0.833333333333333	1	0.875876455336982
657	2-48	0	1	1	1	1	1	0.833333333333333	1	0.976190476190476	0.166666666666667	0.875	0.399954824321619
658	4-3	0	1	1	1	0.8	0.5	1	1	0.9	0.833333333333333	1	0.850659114990996
659	2-24	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.875	0.342665962911125
660	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
661	4-37	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	0.833333333333333	1	0.681724345060952
662	4-60	0	1	0.833333333333333	0.833333333333333	0.9	1	1	1	0.938095238095238	0.166666666666667	0.875	0.726870113931982
663	2-81	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.374329426209962
664	4-2	0	0.75	0.666666666666667	0.666666666666667	0.8	1	0.833333333333333	1	0.816666666666667	0.333333333333333	0.875	0.640149480947604
665	4-58	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.495684815293154
666	2-65	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	0.875	0.279417790506209
667	2-95	0	1	1	1	0.9	1	1	1	0.985714285714286	0.5	1	0.520307912789436
668	2-19	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.693639029877896
669	Chloramphenicol	0	1	1	1	1	1	1	1	1	0.333333333333333	1	0.519168136716881
670	4-12	0	1	0.666666666666667	0.833333333333333	0.4	1	1	1	0.842857142857143	1	1	0.556707952989193
671	2-63	0	1	0.666666666666667	1	1	1	1	1	0.952380952380952	0.333333333333333	0.875	0.534961930474644
672	2-11	0	0.75	0.666666666666667	0.666666666666667	0.8	1	0.833333333333333	1	0.816666666666667	0.333333333333333	0.875	0.772480769150151
673	2-36	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.333333333333333	1	0.864300372030281
674	2-24	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.875	0.342665962911125
675	2-73	0	1	1	1	1	1	1	1	1	0.5	1	0.862511601497231
676	3-24	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.774160098047854
677	2-12	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.845523331285848
678	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
679	4-4	0	1	1	1	1	1	1	1	1	0.833333333333333	1	0.895845352964901
680	2-24	0	1	0.5	1	0.9	1	1	1	0.914285714285714	0.166666666666667	0.875	0.342665962911125
681	2-16	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.666666666666667	1	0.742341715687075
682	2-20	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.718775245917075
683	2-2	0	1	0.833333333333333	1	0.9	0.5	1	1	0.890476190476191	0.5	1	0.66432326686561
684	2-3	0	1	1	1	0.8	0.5	1	1	0.9	0.833333333333333	1	0.83597298334541
685	2-55	0	1	0.833333333333333	1	0.9	1	0.833333333333333	1	0.938095238095238	0.333333333333333	1	0.430805600195448
686	2-41	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	0.875	0.709323605487143
687	2-91	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	0.875	0.51271151606995
688	2-18	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.779938500011428
689	2-52	0	1	1	1	0.8	0.5	1	1	0.9	0.666666666666667	1	0.85390540475651
690	Tetracycline	0	0.75	0.5	0.666666666666667	0.8	1	0.666666666666667	0.5	0.697619047619048	0.333333333333333	0.75	0.199583533643155
691	2-74	0	1	0.666666666666667	1	0.8	0.5	1	1	0.852380952380952	0.333333333333333	0.75	0.445813329651294
692	3-29	0	1	1	1	1	0.5	1	1	0.928571428571429	0.5	0.875	0.509704985782048
693	4-33	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.5	0.875	0.789481225823889
694	4-17	0	1	0.666666666666667	0.833333333333333	0.4	0.5	1	1	0.771428571428571	1	1	0.659533956012745
695	Tetracycline	0	0.75	0.5	0.666666666666667	0.8	1	0.666666666666667	0.5	0.697619047619048	0.333333333333333	0.75	0.199583533643155
696	2-13	0	0.75	0.333333333333333	0.5	0.8	1	0.833333333333333	1	0.745238095238095	0.5	0.875	0.41480647165972
697	3-49	0	1	1	1	0.8	0.5	1	1	0.9	0.5	1	0.894416805012463
698	4-44	0	1	0.666666666666667	0.833333333333333	0.9	1	0.833333333333333	0.5	0.819047619047619	0.166666666666667	0.875	0.484928412152206
699	2-99	0	0.75	0.666666666666667	0.833333333333333	0.8	1	0.833333333333333	1	0.84047619047619	0.333333333333333	1	0.450532055768769
700	3-24	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.774160098047854
701	2-75	0	1	0.833333333333333	1	1	1	1	1	0.976190476190476	0.5	0.875	0.417737641994672
702	2-64	0	1	1	1	0.8	0.5	1	1	0.9	0.5	0.875	0.333223140291697
703	3-37	0	1	1	1	1	1	1	1	1	0.5	1	0.775217816245207
704	3-29	0	1	1	1	1	0.5	1	1	0.928571428571429	0.5	0.875	0.509704985782048
705	2-44	0	1	1	1	1	1	1	1	1	0.5	1	0.747310216622351
706	2-65	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	0.875	0.279417790506209
707	3-24	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	1	0.774160098047854
708	3-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.711036855851037
709	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
710	2-99	0	0.75	0.666666666666667	0.833333333333333	0.8	1	0.833333333333333	1	0.84047619047619	0.333333333333333	1	0.450532055768769
711	4-30	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.53127450606871
712	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
713	4-45	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	1	0.378865579925645
714	2-39	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	1	0.661588459012726
715	2-59	0	1	1	1	1	1	0.833333333333333	0.5	0.904761904761905	0.166666666666667	1	0.226113961907396
716	4-35	0	0.75	0.833333333333333	0.833333333333333	0.8	1	0.833333333333333	1	0.864285714285714	0.166666666666667	1	0.700609723611518
717	2-41	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	0.875	0.709323605487143
718	2-26	0	1	0.666666666666667	1	0.9	1	1	1	0.938095238095238	0.166666666666667	0.75	0.378981487997498
719	2-56	0	1	0.833333333333333	1	1	1	0.833333333333333	1	0.952380952380952	0.333333333333333	1	0.438478795820307
720	4-39	0	1	0.666666666666667	0.833333333333333	0.9	1	1	1	0.914285714285714	1	1	0.656737636305789
721	4-47	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.166666666666667	1	0.730995537915227
722	2-5	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.833333333333333	1	0.81679274306798
723	2-19	0	1	1	1	0.7	0.5	1	1	0.885714285714286	0.5	1	0.693639029877896
724	3-9	0	1	1	1	0.8	0.5	1	1	0.9	1	1	0.809307832286361
725	4-17	0	1	0.666666666666667	0.833333333333333	0.4	0.5	1	1	0.771428571428571	1	1	0.659533956012745
726	2-74	0	1	0.666666666666667	1	0.8	0.5	1	1	0.852380952380952	0.333333333333333	0.75	0.445813329651294
727	4-45	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	1	0.378865579925645
728	4-58	0	1	0.833333333333333	1	0.7	0.5	1	1	0.861904761904762	0.333333333333333	0.875	0.495684815293154
729	4-45	0	1	0.833333333333333	1	1	1	0.833333333333333	0.5	0.880952380952381	0.166666666666667	1	0.378865579925645
730	2-8	0	1	0.833333333333333	1	0.9	1	1	1	0.961904761904762	0.333333333333333	0.875	0.488480226830514
731	2-72	0	1	1	1	1	1	1	1	1	0.333333333333333	0.875	0.363317306604378
732	2-91	0	1	1	1	0.9	1	1	1	0.985714285714286	0.333333333333333	0.875	0.51271151606995
733	2-79	0	1	0.666666666666667	1	0.8	0.5	1	1	0.852380952380952	0.333333333333333	0.75	0.397561662034197
734	2-16	0	1	1	1	0.9	0.5	1	1	0.914285714285714	0.666666666666667	1	0.742341715687075
