No.	NAME	T(N..O)	T(O..O)	T(O..S)	B01[C-N]	B01[C-O]	B01[C-F]	B01[N-N]	B02[C-O]	B02[O-O]	B02[O-S]	B03[C-O]	B03[N-O]	B03[N-F]	B03[O-O]	B03[O-S]	B03[F-Cl]	B04[N-O]	B04[N-S]	B04[O-O]	B05[C-C]	B05[C-N]	B05[C-O]	B05[C-S]	B05[C-Br]	B05[N-N]	B05[N-O]	B05[O-O]	B05[O-S]	B05[O-F]	B06[C-N]	B06[N-O]	B06[N-S]	B06[O-O]	B06[O-S]	B07[C-C]	B07[C-N]	B07[C-O]	B07[C-S]	B07[N-O]	B07[O-O]	B08[C-C]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-F]	B08[N-N]	B08[N-O]	B08[N-S]	B08[O-O]	B08[O-S]	B09[C-C]	B09[C-N]	B09[C-O]	B09[C-S]	B09[N-O]	B09[O-O]	B09[O-S]	B10[C-C]	B10[C-N]	B10[C-O]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	F01[C-N]	F01[C-O]	F01[N-O]	F02[C-C]	F02[C-N]	F02[N-N]	F03[C-N]	F03[C-O]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F04[C-N]	F04[C-S]	F04[N-N]	F04[N-O]	F04[O-O]	F05[C-N]	F05[C-O]	F05[N-N]	F05[N-O]	F05[N-S]	F06[C-N]	F06[C-S]	F06[N-N]	F06[N-O]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[N-N]	F07[N-O]	F07[O-O]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[N-N]	F08[N-O]	F08[O-O]	F08[O-S]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-Cl]	F09[N-N]	F09[N-O]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[O-O]
1252	4-52	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	30	5	0	5	7	0	1	0	1	7	0	0	0	0	7	11	0	1	0	4	0	1	2	6	2	4	0	0	2	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1253	2-60	33	125	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	2	6	0	33	2	0	2	15	0	0	0	0	1	0	0	2	0	3	15	0	0	0	3	0	0	1	12	3	12	0	0	1	1	12	2	7	0	0	0	1	0	3	12	0	0	0	0	8	0	7	0	3
1254	4-47	36	33	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	3	6	0	14	5	0	4	10	1	1	0	0	5	0	0	1	0	5	5	0	3	0	5	0	0	2	11	4	10	0	0	0	0	6	1	8	0	0	0	2	0	0	1	0	0	0	0	3	0	1	0	0
1255	3-31	0	80	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	39	0	0	0	23	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1256	2-59	38	149	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	7	0	40	2	0	3	20	0	0	0	1	6	0	0	0	2	7	25	0	1	0	3	0	0	4	21	0	20	0	0	1	2	15	0	11	0	0	0	4	0	0	10	0	0	0	0	3	0	12	0	0
1257	4-50	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	5	0	16	2	0	1	8	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	1	0	0	11	1	5	1	0	2	0	10	1	5	1	0	0	0	0	1	5	1	0	0	0	8	1	5	1	0
1258	2-78	27	7	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	3	2	0	30	3	0	4	5	0	0	0	0	4	0	0	0	0	4	7	0	0	0	6	0	0	1	9	5	3	0	0	0	1	4	5	2	0	0	1	0	0	3	2	0	0	0	0	0	1	1	0	0
1259	4-3a	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	35	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1260	2-55	32	152	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	7	0	38	3	0	4	12	0	2	0	0	3	0	0	3	0	2	20	0	0	0	3	0	0	0	13	2	16	0	0	2	2	10	3	12	0	0	0	2	0	0	14	0	0	0	0	8	0	12	0	4
1261	3-52	0	14	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1262	4-12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	2	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1263	2-21	76	80	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	4	8	0	44	7	0	5	23	0	0	0	2	8	0	0	1	2	9	22	0	1	0	6	0	0	4	30	2	18	0	1	2	0	17	6	13	0	0	0	3	0	5	6	0	0	0	3	17	0	3	0	0
1264	3-36	27	70	16	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	2	6	0	15	3	0	1	12	0	2	0	3	2	2	0	0	0	0	10	0	1	0	0	0	0	0	9	1	5	1	0	2	1	8	2	4	1	0	0	0	1	2	5	0	0	0	0	6	1	2	0	0
1265	4-52	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	30	5	0	5	7	0	1	0	1	7	0	0	0	0	7	11	0	1	0	4	0	1	2	6	2	4	0	0	2	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1266	2-75	30	103	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	7	0	44	3	0	3	21	0	0	0	1	5	0	0	1	1	7	21	0	0	0	3	0	0	4	29	0	22	0	0	0	0	13	0	16	0	0	0	3	0	0	11	0	0	0	0	0	0	3	0	4
1267	2-95	47	60	14	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	6	0	12	2	0	2	12	0	0	0	5	1	2	0	0	0	0	7	0	0	1	0	0	0	3	8	1	5	0	0	0	2	5	2	4	0	0	0	0	0	1	2	0	0	0	2	0	2	1	0	0
1268	3-44	13	26	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	2	7	0	16	3	0	1	6	0	2	0	3	2	0	0	0	0	0	6	0	1	0	1	0	0	0	9	1	5	0	0	0	1	7	2	3	0	0	0	0	0	2	1	0	0	0	0	4	1	2	0	0
1269	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
1270	3-30	81	32	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	38	2	1	4	18	0	0	0	0	8	0	0	0	2	14	11	0	1	0	15	0	0	4	4	10	9	0	0	4	0	0	3	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
1271	2-77	27	7	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	3	2	0	30	3	0	3	5	0	0	0	0	4	0	0	0	0	5	7	0	0	0	6	0	0	1	9	5	3	0	0	0	1	4	5	2	0	0	1	0	0	3	2	0	0	0	0	0	1	1	0	0
1272	2-37	18	34	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	30	3	0	2	11	0	1	0	2	2	0	0	0	0	3	14	0	0	0	3	0	0	1	8	1	5	0	0	1	2	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1273	2-41	41	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	7	3	0	38	9	0	9	5	1	0	0	1	10	0	0	0	0	12	8	0	0	0	10	0	1	2	31	7	4	0	1	3	0	21	7	5	0	0	1	0	0	3	4	0	0	0	0	10	1	3	0	0
1274	2-50	33	86	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	38	3	0	2	19	0	0	0	1	5	0	0	0	2	7	24	0	0	0	3	0	0	4	21	0	19	0	0	1	1	6	0	13	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0
1275	2-52	0	14	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	34	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1276	2-77	27	7	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	3	2	0	30	3	0	3	5	0	0	0	0	4	0	0	0	0	5	7	0	0	0	6	0	0	1	9	5	3	0	0	0	1	4	5	2	0	0	1	0	0	3	2	0	0	0	0	0	1	1	0	0
1277	2-71	29	98	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	7	0	39	2	0	2	18	0	1	0	1	5	0	0	0	1	7	20	0	0	0	3	0	0	4	14	0	21	0	0	0	0	3	0	14	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
1278	2-67	0	22	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	35	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	0	5	0	0	0	1	3	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
1279	3-21	117	16	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	4	0	38	5	2	11	14	0	0	0	0	16	0	0	2	0	23	8	0	3	0	23	0	1	5	4	19	6	0	2	3	0	0	10	1	0	3	3	1	0	4	0	0	0	2	1	0	1	0	0	0
1280	2-34	37	31	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	7	0	31	4	0	5	10	0	1	0	1	9	0	0	0	0	7	10	0	2	0	5	0	1	1	8	2	8	0	0	2	0	2	1	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
1281	2-3	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1282	2-54	0	119	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	37	0	0	0	20	0	0	0	1	0	0	0	0	2	0	31	0	0	0	0	0	0	0	4	0	15	0	0	0	2	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1283	4-60	33	17	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0	29	4	0	4	7	0	1	0	1	8	0	0	0	0	8	9	0	2	0	5	0	1	1	5	2	3	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1284	2-65	35	190	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	2	10	0	41	3	0	2	22	0	3	0	1	6	0	0	0	3	7	23	0	0	0	3	0	0	4	23	0	31	0	0	0	0	11	0	32	0	0	0	3	0	0	9	0	0	0	0	3	0	4	0	0
1285	4-6	13	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	35	1	0	2	7	0	0	0	0	5	0	0	0	1	6	5	0	0	0	3	0	0	1	3	0	5	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1286	2-38	51	62	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4	6	1	31	5	0	5	12	0	2	0	1	8	0	0	0	1	7	19	0	1	0	5	0	1	2	10	2	9	0	0	4	2	3	2	5	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0
1287	3-40	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	3	5	0	15	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	2	0	2	0	7	2	6	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0
1288	2-14	11	9	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	6	2	0	1	3	0	2	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1289	2-85	23	88	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	8	0	39	2	0	6	22	0	0	0	0	8	0	0	1	2	4	20	0	3	0	0	0	0	0	18	0	16	0	0	0	6	15	0	6	0	0	0	2	0	0	4	0	0	0	0	3	0	3	0	0
1290	2-79	39	176	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	2	10	0	50	2	0	3	22	0	0	0	1	7	0	0	0	1	9	22	0	0	0	4	0	0	5	26	1	19	0	0	1	0	26	0	10	0	0	0	4	0	0	8	0	0	0	0	27	0	15	0	0
1291	4-12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	2	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1292	2-55	32	152	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	7	0	38	3	0	4	12	0	2	0	0	3	0	0	3	0	2	20	0	0	0	3	0	0	0	13	2	16	0	0	2	2	10	3	12	0	0	0	2	0	0	14	0	0	0	0	8	0	12	0	4
1293	2-84	34	151	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	9	0	41	2	0	3	21	0	0	0	1	5	0	0	2	1	8	22	0	0	0	4	0	0	4	21	0	21	0	0	0	0	13	0	18	0	0	0	3	0	0	18	0	0	0	0	12	0	6	0	8
1294	2-91	0	136	60	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	8	0	0	0	5	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
1295	2-54	0	119	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	37	0	0	0	20	0	0	0	1	0	0	0	0	2	0	31	0	0	0	0	0	0	0	4	0	15	0	0	0	2	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1296	2-95	47	60	14	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	6	0	12	2	0	2	12	0	0	0	5	1	2	0	0	0	0	7	0	0	1	0	0	0	3	8	1	5	0	0	0	2	5	2	4	0	0	0	0	0	1	2	0	0	0	2	0	2	1	0	0
1297	2-37	18	34	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	30	3	0	2	11	0	1	0	2	2	0	0	0	0	3	14	0	0	0	3	0	0	1	8	1	5	0	0	1	2	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1298	2-33	24	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	30	3	0	3	9	0	0	0	2	4	0	0	0	0	3	15	0	1	0	2	0	0	2	6	0	6	0	0	1	2	2	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1299	4-4	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1300	2-75	30	103	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	7	0	44	3	0	3	21	0	0	0	1	5	0	0	1	1	7	21	0	0	0	3	0	0	4	29	0	22	0	0	0	0	13	0	16	0	0	0	3	0	0	11	0	0	0	0	0	0	3	0	4
1301	2-94	35	144	22	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	6	2	12	2	0	2	16	0	0	1	5	1	2	0	3	0	1	9	0	0	0	2	0	0	0	8	1	9	0	0	2	2	5	2	6	0	0	0	4	0	0	6	0	0	0	1	0	0	1	0	2
1302	3-21	117	16	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	4	0	38	5	2	11	14	0	0	0	0	16	0	0	2	0	23	8	0	3	0	23	0	1	5	4	19	6	0	2	3	0	0	10	1	0	3	3	1	0	4	0	0	0	2	1	0	1	0	0	0
1303	3-30	81	32	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	38	2	1	4	18	0	0	0	0	8	0	0	0	2	14	11	0	1	0	15	0	0	4	4	10	9	0	0	4	0	0	3	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
1304	2-23	14	21	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	34	3	0	5	7	0	1	0	0	6	0	0	0	1	3	6	0	1	0	0	0	0	1	6	0	13	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1305	2-3	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
