No.	NAME	nCIR	Rperim	MCD	RCI	NRS	nSpiro	nBridgeHead	nR05	nR06	nR07	nR08	nR09	nR10	nR12	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr11
540	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
541	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
542	4-54	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	146.676808159161	0
543	2-19	4	16	0.666666666666667	1.125	2	0	0	0	3	0	0	0	1	0	0	0	199.636513280321	0
544	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
545	2-72	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.920280124073	93.7393968819279	0
546	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
547	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
548	3-38	4	14	0.736842105263158	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	81.002133977134	60.5123848373848	0
549	3-34	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
550	3-9	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
551	3-38	4	14	0.736842105263158	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	81.002133977134	60.5123848373848	0
552	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
553	4-43	3	9	0.36	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	61.7332580817875	74.2752427311251	0
554	3-34	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
555	2-48	11	19	0.625	1.35	2	1	2	3	2	1	0	2	1	0	0	173.632482433026	124.101433439282	0
556	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
557	2-96	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	85.6493561993562	64.3790515040515	0
558	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
559	2-34	24	18	0.84	1.52380952380952	1	1	2	1	3	0	1	3	1	2	0	21.001716721531	86.4203614582871	105.210387243475
560	2-100	6	14	0.538461538461538	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	158.243610311257	0
561	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
562	2-75	16	21	0.741935483870968	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	132.463204653104	177.424873149427	0
563	2-36	10	17	0.653846153846154	1.35294117647059	1	0	0	1	3	0	0	1	2	0	0	37.5428864951698	124.849223630686	0
564	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
565	2-64	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
566	2-49	15	15	0.68	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	99.1076732907615	77.8107952505011	0
567	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
568	2-72	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.920280124073	93.7393968819279	0
569	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
570	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
571	2-52	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.127109002109	69.196805971806	0
572	4-39	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.5714285714286	0
573	2-77	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
574	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
575	2-51	11	19	0.625	1.35	2	1	2	3	2	1	0	2	1	0	0	173.632482433026	124.101433439282	0
576	Ciprofloxacin	5	19	0.791666666666667	1.10526315789474	3	0	0	0	3	0	0	0	1	0	0	0	182.617299367299	0
577	4-44	2	11	0.354838709677419	1	2	0	0	1	1	0	0	0	0	0	0	109.362026862027	129.503059822874	0
578	3-40	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	91.6489593739594	67.9300318962084	0
579	3-34	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
580	3-2	5	20	0.714285714285714	1.1	3	0	0	2	2	0	1	0	0	0	0	136.86565142374	192.922614309495	0
581	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
582	2-100	6	14	0.538461538461538	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	158.243610311257	0
583	4-28	2	12	0.666666666666667	1	2	0	0	0	2	0	0	0	0	0	0	0	125.60352980353	0
584	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
585	2-75	16	21	0.741935483870968	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	132.463204653104	177.424873149427	0
586	Ciprofloxacin	5	19	0.791666666666667	1.10526315789474	3	0	0	0	3	0	0	0	1	0	0	0	182.617299367299	0
587	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
588	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
589	2-50	11	17	0.620689655172414	1.38888888888889	2	1	2	2	2	1	0	2	1	0	0	84.88669893488	108.147734197347	0
590	2-61	15	15	0.68	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	95.6731615606615	78.7451451326451	0
591	2-63	7	18	0.529411764705882	1.22222222222222	2	0	0	2	2	0	0	1	1	0	0	177.80244125649	158.604675804782	0
592	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
593	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
594	2-18	6	19	0.678571428571429	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	55.3047983062689	193.931145789195	0
595	2-54	10	14	0.576923076923077	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	72.6941919191919	93.9657037407037	0
596	4-27	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	87.4378066378066	0
597	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
598	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
599	2-96	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	85.6493561993562	64.3790515040515	0
600	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
601	2-30	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
602	3-41	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	97.9811022311022	71.9162812677519	0
603	2-7	6	19	0.703703703703704	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	51.8320710335416	183.596727300907	0
604	2-71	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
605	2-13	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
606	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
607	2-21	25	19	0.617647058823529	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	149.836972693629	117.994553459956	110.790574170412
608	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
609	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
610	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
611	2-23	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.0773496111731	80.7145459116047	0
612	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
613	4-30	15	15	0.739130434782609	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	88.7762307137307	70.267587967588	0
614	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
615	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
616	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
617	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
618	2-96	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	85.6493561993562	64.3790515040515	0
619	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
620	4-55a	3	8	0.571428571428571	1.25	1	0	0	2	0	0	1	0	0	0	0	55.2075396825397	0	0
621	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
622	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
623	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
624	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
625	3-39	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	64.2212083667966	0
626	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
627	2-7	6	19	0.703703703703704	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	51.8320710335416	183.596727300907	0
628	4-62	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	143.008091908092	0
629	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
630	2-13	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
631	4-30	15	15	0.739130434782609	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	88.7762307137307	70.267587967588	0
632	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
633	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
634	2-13	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
635	4-39	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.5714285714286	0
636	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
637	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
638	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
639	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
640	2-53	13	23	0.648648648648649	1.375	2	1	2	3	3	1	0	3	1	0	0	205.061951143847	241.25611227007	0
641	2-61	15	15	0.68	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	95.6731615606615	78.7451451326451	0
642	4-16	6	13	0.518518518518518	1.35714285714286	1	0	2	1	1	0	1	1	1	0	0	44.0663397060456	52.4518916540976	104.274556489262
643	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
644	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
645	2-91	3	8	0.444444444444444	1.25	1	0	0	2	0	0	1	0	0	0	0	77.6087301587302	0	0
646	2-64	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
647	2-44	6	13	0.565217391304348	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	40.0577172827173	86.4959040959041	0
648	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
649	Ampcillin	4	13	0.541666666666667	1.15384615384615	2	0	0	1	1	1	0	0	0	0	47.5813797313797	59.7656898656899	85.0553998289292	0
650	2-71	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
651	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
652	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
653	4-27	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	87.4378066378066	0
654	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
655	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
656	3-15	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
657	2-48	11	19	0.625	1.35	2	1	2	3	2	1	0	2	1	0	0	173.632482433026	124.101433439282	0
658	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
659	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
660	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
661	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
662	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
663	2-81	25	19	0.7	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	120.815111952031	94.3316563037925	88.2508925285241
664	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
665	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
666	2-65	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	145.267466842583	112.744739251976	0
667	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
668	2-19	4	16	0.666666666666667	1.125	2	0	0	0	3	0	0	0	1	0	0	0	199.636513280321	0
669	Chloramphenicol	1	6	0.3	1	1	0	0	0	1	0	0	0	0	0	0	0	76.2311688311688	0
670	4-12	3	6	0.636363636363636	1.42857142857143	1	0	2	0	2	0	0	0	0	0	18.1142857142857	0	55.9428571428572	0
671	2-63	7	18	0.529411764705882	1.22222222222222	2	0	0	2	2	0	0	1	1	0	0	177.80244125649	158.604675804782	0
672	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
673	2-36	10	17	0.653846153846154	1.35294117647059	1	0	0	1	3	0	0	1	2	0	0	37.5428864951698	124.849223630686	0
674	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
675	2-73	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
676	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
677	2-12	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
678	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
679	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
680	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
681	2-16	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	58.0311957650193	74.8449654920243	0
682	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
683	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
684	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
685	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
686	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
687	2-91	3	8	0.444444444444444	1.25	1	0	0	2	0	0	1	0	0	0	0	77.6087301587302	0	0
688	2-18	6	19	0.678571428571429	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	55.3047983062689	193.931145789195	0
689	2-52	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.127109002109	69.196805971806	0
690	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
691	2-74	16	21	0.696969696969697	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	149.010191455992	207.561285544185	0
692	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
693	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
694	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
695	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
696	2-13	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
697	3-49	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	61.7003877658289	80.238132619015	0
698	4-44	2	11	0.354838709677419	1	2	0	0	1	1	0	0	0	0	0	0	109.362026862027	129.503059822874	0
699	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
700	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
701	2-75	16	21	0.741935483870968	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	132.463204653104	177.424873149427	0
702	2-64	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
703	3-37	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
704	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
705	2-44	6	13	0.565217391304348	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	40.0577172827173	86.4959040959041	0
706	2-65	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	145.267466842583	112.744739251976	0
707	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
708	3-39	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	64.2212083667966	0
709	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
710	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
711	4-30	15	15	0.739130434782609	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	88.7762307137307	70.267587967588	0
712	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
713	4-45	3	9	0.391304347826087	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	55.6116963102257	66.928622684505	0
714	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
715	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
716	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
717	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
718	2-26	17	24	0.722222222222222	1.38461538461538	3	1	4	4	2	2	0	2	2	0	65.4762460516257	262.817254162583	136.823085651878	0
719	2-56	6	13	0.419354838709677	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	64.7859029429463	139.99193891334	0
720	4-39	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.5714285714286	0
721	4-47	1	6	0.272727272727273	1	1	0	0	0	1	0	0	0	0	0	0	0	82.6047619047619	0
722	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
723	2-19	4	16	0.666666666666667	1.125	2	0	0	0	3	0	0	0	1	0	0	0	199.636513280321	0
724	3-9	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
725	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
726	2-74	16	21	0.696969696969697	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	149.010191455992	207.561285544185	0
727	4-45	3	9	0.391304347826087	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	55.6116963102257	66.928622684505	0
728	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
729	4-45	3	9	0.391304347826087	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	55.6116963102257	66.928622684505	0
730	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
731	2-72	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.920280124073	93.7393968819279	0
732	2-91	3	8	0.444444444444444	1.25	1	0	0	2	0	0	1	0	0	0	0	77.6087301587302	0	0
733	2-79	18	24	0.722222222222222	1.46153846153846	2	1	4	4	3	2	0	3	2	0	0	247.992923566291	217.021716242068	0
734	2-16	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	58.0311957650193	74.8449654920243	0
735	2-63	7	18	0.529411764705882	1.22222222222222	2	0	0	2	2	0	0	1	1	0	0	177.80244125649	158.604675804782	0
736	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
737	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
738	2-83	25	22	0.705882352941177	1.5	2	2	4	3	3	3	1	2	3	0	0	145.719409205196	204.274223909233	107.584844335418
739	2-14	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
740	2-97	5	20	0.666666666666667	1.1	3	0	0	2	2	0	1	0	0	0	0	144.173865023865	203.740504410413	0
741	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
742	3-52	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.2197847087553	73.8192785972198	0
743	3-5	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	98.7313769563769	71.796698562875	0
744	2-100	6	14	0.538461538461538	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	158.243610311257	0
745	2-64	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
746	3-31	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	101.531657231657	83.2878208392914	0
747	3-24	6	19	0.655172413793103	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	58.7775255789962	204.265564277484	0
748	2-46	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.1732628482628	75.0663863913864	0
749	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
750	2-13	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
751	3-53	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.6542339196751	74.3685521994345	0
752	2-18	6	19	0.678571428571429	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	55.3047983062689	193.931145789195	0
753	Chloramphenicol	1	6	0.3	1	1	0	0	0	1	0	0	0	0	0	0	0	76.2311688311688	0
754	2-65	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	145.267466842583	112.744739251976	0
755	2-52	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.127109002109	69.196805971806	0
756	2-53	13	23	0.648648648648649	1.375	2	1	2	3	3	1	0	3	1	0	0	205.061951143847	241.25611227007	0
757	3-42	4	14	0.823529411764706	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	69.3465784215784	52.1314324564324	0
758	3-42	4	14	0.823529411764706	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	69.3465784215784	52.1314324564324	0
759	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
760	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
761	4-52	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
762	2-85	15	15	0.586206896551724	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	122.989520700318	100.088817911535	0
763	2-24	26	22	0.727272727272727	1.5	3	2	4	3	2	3	1	2	3	0	0	141.3501871022	111.011474438874	104.411657516031
764	2-90	16	18	0.714285714285714	1.5	2	1	4	3	2	2	0	2	2	0	0	116.547076972735	91.0918612991755	0
