No.	NAME	Eta_epsi_A	Eta_betaS_A	Eta_beta_A	Eta_C_A	Eta_L	Eta_F_A	Eta_FL	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_y	Eta_sh_x	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_3	Eta_epsi_5	Eta_D_epsiB	Eta_D_epsiC	Eta_D_epsiD	Eta_psi1	Eta_D_beta	Eta_D_beta_A
63	Imipenem	0.638738738738739	0.65	0.95	0.972551953091335	5.93791367143937	0.667042671324798	3.54735599375357	0.177367799687678	0.600730334807067	0.0300365167403534	0.416370106761566	0	0.0316666662693024	0.926666666666666	0.442857142857143	0.822222222222222	0.0173712173712173	-0.178510378510378	0.104444444444444	0.505395683453238	-7	-0.35
64	Cefoxitin	0.715909090909091	0.669642857142857	1.08035714285714	0.995285619095516	7.27450198563126	0.929355323225225	6.02206474191065	0.215073740782523	0.875433272458088	0.0312654740163603	0.333333333333333	0.0378787878787879	0.0285714287310839	0.953571428571428	0.441772151898734	0.890322580645161	0.0499090909090911	-0.224227848101266	0.0632488479262673	0.49438202247191	-7.25	-0.258928571428571
65	Nocardicin B	0.688135593220338	0.645833333333333	1.21527777777778	0.845853072491822	7.72935173369317	1.18699233399941	9.386948224635	0.260748561795417	1.05570004167183	0.0293250011575509	0.397515527950311	0	0.0527777783572674	0.936111111111111	0.441176470588234	0.845238095238095	0.0656003819527337	-0.18135874067937	0.0908730158730159	0.477744807121662	-2.75	-0.0763888888888889
66	Cefuroxime	0.745454545454545	0.689655172413793	1.13793103448276	0.889348922163866	6.88829495344288	1.0238139933724	6.95714805705619	0.239901657139869	0.826556989500927	0.0285019651552044	0.412213740458015	0	0.0482758618891239	0.975862068965517	0.441463414634146	0.9125	0.0534545454545458	-0.250536585365853	0.0633620689655172	0.462897526501767	-7	-0.241379310344828
67	Cefamandole	0.699305555555555	0.653225806451613	1.18548387096774	0.951263566681536	7.81494088839084	0.968286027770186	7.06497696471888	0.227902482732867	0.878082146890281	0.0283252305448478	0.393665158371041	0	0.024731183424592	0.918279569892473	0.444186046511627	0.88080808080808	0.0570436507936511	-0.198075858250277	0.0374714890843922	0.517564402810305	-3.75	-0.120967741935484
68	SCE-796	0.693209876543209	0.657142857142857	1.22857142857143	0.917463295295614	8.0042132323614	1.14467339284293	8.68023507338863	0.248006716382532	1.07355169424997	0.030672905549999	0.418032786885246	0	0.0352380946278572	0.906666666666666	0.445833333333332	0.858771929824561	0.0714927048260384	-0.175883838383838	0.0478947368421052	0.512605042016807	-3	-0.0857142857142857
69	Cephalexin	0.653333333333333	0.645833333333333	1.14583333333333	0.88950039160069	6.10592417401662	0.883478768638651	5.30766718390432	0.221152799329347	0.758408642079067	0.0316003600866278	0.43108504398827	0	0.0263888891786337	0.888888888888888	0.443283582089553	0.823456790123456	0.0588888888888888	-0.151160862354892	0.0654320987654321	0.5328125	-3.5	-0.145833333333333
70	Imipenem	0.638738738738739	0.65	0.95	0.972551953091335	5.93791367143937	0.667042671324798	3.54735599375357	0.177367799687678	0.600730334807067	0.0300365167403534	0.416370106761566	0	0.0316666662693024	0.926666666666666	0.442857142857143	0.822222222222222	0.0173712173712173	-0.178510378510378	0.104444444444444	0.505395683453238	-7	-0.35
71	Cefamandole	0.699305555555555	0.653225806451613	1.18548387096774	0.951263566681536	7.81494088839084	0.968286027770186	7.06497696471888	0.227902482732867	0.878082146890281	0.0283252305448478	0.393665158371041	0	0.024731183424592	0.918279569892473	0.444186046511627	0.88080808080808	0.0570436507936511	-0.198075858250277	0.0374714890843922	0.517564402810305	-3.75	-0.120967741935484
72	Moxalactam	0.743827160493826	0.673611111111111	1.1875	0.959331841941422	8.07090162214468	1.2005075606194	9.03019555803754	0.250838765501043	1.15690281981778	0.0321361894393828	0.388090349075975	0.0308008213552361	0.0490740723907948	0.96574074074074	0.443999999999999	0.930701754385965	0.0572680207088812	-0.242559139784946	0.0350389863547758	0.466922339405561	-5.75	-0.159722222222222
