No.	NAME	J_G	VE2_G	VE2sign_G	VE3sign_G	H_RG	J_RG	SpPosA_RG	SM5_RG	VE1_RG	VE2_RG	VE3_RG	VE1sign_RG	VE2sign_RG	VE3sign_RG	J_G/D	SpPosA_G/D	SpMaxA_G/D	SM3_G/D	VE1_G/D	VE2_G/D	VE1sign_G/D	VE2sign_G/D	VE3sign_G/D	Chi_Coulomb	J_Coulomb	HyWi_Coulomb	SpAbs_Coulomb	SpMaxA_Coulomb	VE1_Coulomb	VE2_Coulomb	VE3_Coulomb	VE1sign_Coulomb	VE2sign_Coulomb	VE3sign_Coulomb	VR2_Coulomb
11	Cefoperazone	1.83266571978082	0.10896308759135	0.00600946731832144	-2.6324618762412	169826.14702424	222.600007554776	0.418775981815883	7.47170543876605	2.75035409431038	0.0392907727758626	3.07572027468004	0.142227272477895	0.00203181817825564	-5.92911982906247	14.0493833745431	1.07671253769506	0.914610395200858	12.4778233817566	6.65123321906205	0.0950176174151721	0.19512037981711	0.00278743399738729	-4.96788157113682	0.266964933107719	3.29256750832853	12.550418634968	2801.60151284275	8.63521424535048	5.59980778763123	0.0799972541090176	5.23721184128871	0.00420630814322951	0.0000600901163318502	-16.6326924063753	1.05243151949345
12	Cefsulodin	2.08139483932789	0.118110206805902	0.00432619047591982	-3.42942420492536	74563.44938132	169.968029139969	0.411346886471632	7.09867124653116	2.16389994808607	0.0393436354197468	1.84380447069835	0.176124816448968	0.00320226938998123	-4.14798695568755	13.3500459168738	1.09315770043307	0.906940207425696	11.7301106109456	6.3666706362068	0.115757647931033	0.13235260614363	0.00240641102079327	-4.83047126443009	0.211871808973276	2.45771298409	12.4939308346398	2416.36348742891	11.1112717146579	4.27125238355017	0.0776591342463668	3.46805378789465	0.872262552222733	0.0158593191313224	-0.326440246856643	1.04866944440076
13	SCE-796	2.17217339866357	0.119221539147902	0.00239967169886114	-4.79225381724628	57438.50291677	162.161066056892	0.421100498258482	7.06818106192768	2.11373459664566	0.0391432332712158	1.75527246129978	0.178178901846946	0.00329960929346196	-4.04537609900666	13.5208797887573	1.08015331373546	0.881151212472151	11.5912329828586	6.13537912323886	0.113618131911831	0.296651297743573	0.0054935425508069	-2.84987023617051	0.220269119039967	2.51106795705562	12.058778435579	1992.05019769998	9.91677740655898	4.200513564966	0.0777872882401111	3.36583291431452	0.896033261205924	0.0165932085408504	-0.257449691567314	1.04959764641921
14	Cefsulodin	2.01672159178565	0.119693817151179	0.00325383847378248	-4.10982726277992	79617.7819326399	171.965831395263	0.412138610896224	7.06039457991371	2.11867396800479	0.0385213448728144	1.79335271762076	0.180719495133334	0.00328580900242426	-4.08647247443563	13.0942011125645	1.0898039361927	0.921758346837842	11.7777260938928	6.0680906550301	0.110328921000547	0.174663235455489	0.0031756951900998	-4.16789174586222	0.214683103278635	2.49032399803217	12.4945242657676	2416.47728387438	11.1583430868796	4.21691157769186	0.0766711195943975	3.437469720337	0.89607402508414	0.0162922550015298	-0.262108613747927	1.04873178648553
15	Cefsulodin	2.00898641907274	0.11995917398315	0.00356082243545447	-3.89447846089606	80381.51002314	172.253705848104	0.411412760108483	7.04710196685468	2.11630432419508	0.0384782604399106	1.7906796562879	0.182773544630296	0.00332315535691448	-4.05947666059995	13.0622650904488	1.08836528377833	0.923984792003232	11.7849497332989	6.15123362870177	0.111840611430941	0.156867689101101	0.0028521398018382	-4.42456575670858	0.215013297018971	2.49415424542006	12.4944034657421	2416.41198332109	11.1537149722765	4.21749670753255	0.0766817583187736	3.43780113721665	0.895165835937495	0.0162757424715908	-0.264530755723559	1.04876452588933
16	Imipenem	2.7564977370397	0.144176755369037	0.00384800500471858	-3.13228179657543	21894.00507732	126.032458399725	0.438200284123507	6.77591660153003	2.39085831220683	0.0646177922218062	1.40064920645686	0.176048632630142	0.004758071152166	-2.79115917186114	13.2369902900892	1.02789918085861	0.956153959569087	10.6964966074857	5.2285360827736	0.141311786020908	0.0200160506067203	0.00054097434072217	-6.28489995559215	0.221884038166828	2.81053115011315	11.7595712628525	1306.97880208711	12.7473831567923	3.24658145909571	0.0877454448404246	1.89227732520941	0.561900728392831	0.0151865061727792	-0.926259498233932	1.02038726382349
17	Ceftazidime	1.92966517819766	0.116395198976295	0.000826166887245055	-7.65312448738661	107790.62523929	191.344532293249	0.412249440963778	7.07701459330109	2.05449726261791	0.0354223665968605	1.81369228831384	0.175302449350235	0.00302245602327992	-4.38602969187682	13.4647105305355	1.08830696722729	0.939006507589173	11.9922473805608	6.04277164083053	0.104185717945354	0.215635657854138	0.00371785616989894	-3.86442064715364	0.237469336647955	2.89712590710506	12.4776333129733	2450.50506692061	10.4078672977542	3.77932535894963	0.0651607820508557	3.34900283312962	0.613614564316473	0.0105795614537323	-1.23020517683432	1.04615865147542
18	Cefsulodin	2.10431863129066	0.118639393651124	0.00411683589792187	-3.54790565067774	72247.43070024	168.890602402409	0.411923563272611	7.10884356229898	2.119113839205	0.038529342531	1.79384858246537	0.180779080875064	0.00328689237954661	-4.08568504298047	13.463590782859	1.08790699588671	0.899666223260822	11.7059645195068	6.06229133313756	0.110223478784319	0.131181996004941	0.00238512720008984	-4.85169170947196	0.210558395130935	2.44247738351885	12.4984953383985	2416.51341959363	11.2125541859013	4.21103785269917	0.0765643245945303	3.43414029902843	0.900061061545396	0.0163647465735526	-0.251504144906305	1.04875425367767
19	Cefsulodin	2.07578728767773	0.118982174239932	0.00398430308299189	-3.62606718670418	74863.4866827401	169.785893847949	0.412028265112755	7.10472102111363	2.12743474580263	0.038680631741866	1.80320936383781	0.180353730407904	0.00327915873468917	-4.09131178706061	13.3429727027057	1.09105260879231	0.907921357138204	11.7330495198399	6.01862182893269	0.109429487798776	0.203137544351053	0.00369340989729187	-3.80715391026016	0.21182994884387	2.4572274065889	12.4963853486972	2416.48946680475	11.187148103155	4.21230980887534	0.0765874510704608	3.43486167956788	0.895304423601027	0.0162782622472914	-0.264160983351946	1.04872010925812
20	Nocardicin B	2.43848006892364	0.118299379256052	0.00334726143686709	-4.15630428997437	99490.6645433601	227.02748735269	0.436638407514921	7.30637192001124	2.13318524429075	0.0361556821066228	1.9412685683763	0.254466328237445	0.00431298861419399	-3.50678109252465	17.8949220233268	1.05976802684265	0.87016115393609	11.816964753629	6.10902576617922	0.103542809596258	0.0526920762351377	0.00089308603788369	-7.54170266219887	0.26000407645452	3.96506216593143	11.4396276239069	1756.43042393522	6.54565260419765	3.56517973465476	0.06042677516364	3.25728043241727	1.10602915433611	0.0187462568531544	0.258222791847996	1.02980398633237
21	Imipenem	2.5730646655146	0.147119081435439	0.00603825192437341	-2.40828207571511	25583.0448149	130.098585546528	0.437595000510658	6.69066248669955	2.35140215624364	0.0635514096282066	1.37390957481226	0.176664016876883	0.00477470315883467	-2.78555202655228	12.5882275319364	1.03513640656645	1.00391901001887	10.8426583782956	4.99900617931497	0.135108275116621	0.171388909502071	0.00463213268924516	-2.83426395265312	0.228925649073816	2.89972488826834	11.7540365554961	1306.87899912156	12.6842543673997	3.19439414168753	0.0863349768023656	1.86623745266027	0.547637884578793	0.0148010239075349	-0.967574108488008	1.02051681527861
22	Imipenem	2.6679129652544	0.145833185904716	0.00264219885709231	-3.73638126959409	23362.09754928	128.187610300777	0.436358182381199	6.71101953638315	2.50220775018461	0.0676272364914759	1.47379645018556	0.142459970757878	0.00385026947994265	-3.13133645180738	12.9302570379992	1.03136246901933	0.980443518921159	10.7717212659437	5.10182741531306	0.137887227440894	0.0900393590228087	0.00243349618980564	-3.86860013975873	0.224774710898702	2.84714633805023	11.7551957610004	1306.79165247644	12.6766875638001	3.17945105823671	0.0859311096820733	1.85870293358253	0.50763484102201	0.0137198605681624	-1.08945973925255	1.02055857225066
