No.	NAME	SpMax1_Bh(m)	SpMax2_Bh(m)	SpMax3_Bh(m)	SpMax4_Bh(m)	SpMax6_Bh(m)	SpMax7_Bh(m)	SpMax8_Bh(m)	SpMax1_Bh(v)	SpMax2_Bh(v)	SpMax8_Bh(v)	SpMax1_Bh(e)	SpMax3_Bh(e)	SpMax4_Bh(e)	SpMax6_Bh(e)	SpMax7_Bh(e)	SpMax1_Bh(p)	SpMax5_Bh(p)	SpMax7_Bh(p)	SpMax1_Bh(i)	SpMax2_Bh(i)	SpMax8_Bh(i)	SpMax2_Bh(s)	SpMax4_Bh(s)	SpMax5_Bh(s)	SpMax6_Bh(s)	SpMax7_Bh(s)	SpMax8_Bh(s)	SpMin1_Bh(m)	SpMin2_Bh(m)	SpMin3_Bh(m)	SpMin4_Bh(m)	SpMin5_Bh(m)	SpMin6_Bh(m)	SpMin7_Bh(m)	SpMin8_Bh(m)	SpMin1_Bh(v)	SpMin5_Bh(v)	SpMin6_Bh(v)	SpMin1_Bh(e)	SpMin2_Bh(e)	SpMin3_Bh(e)	SpMin5_Bh(e)	SpMin8_Bh(e)	SpMin1_Bh(p)	SpMin2_Bh(p)	SpMin3_Bh(p)	SpMin4_Bh(p)	SpMin7_Bh(p)	SpMin8_Bh(p)	SpMin4_Bh(i)	SpMin6_Bh(i)	SpMin7_Bh(i)	SpMin1_Bh(s)	SpMin2_Bh(s)	SpMin3_Bh(s)	SpMin4_Bh(s)	SpMin5_Bh(s)	SpMin6_Bh(s)	SpMin7_Bh(s)	SpMin8_Bh(s)
148	Aztreonam	4.73920831949908	4.2176513306348	3.75469405226778	3.66122222836587	2.90293464400313	2.85179517536951	2.78095660168247	3.87517056222668	3.76699408720711	2.57123115258423	4.05385572381944	3.71816919707526	3.61297500736627	3.06125440514795	2.98542314311167	3.93528681234826	3.19288154922393	2.61789507919831	4.04865103343607	3.8931821429638	2.98749480434845	7.60876263637613	7.42281370741652	6.99910764520851	6.999	6.999	5.16395521601222	1.95309131320436	1.87571275698614	1.60264797035516	1.41678584666846	1.41350222421412	1.3317858416442	1.10142527968157	0.934996246560752	2.06226703070142	1.5215027170447	1.39097439745416	1.87093717676122	1.67416809121497	1.54920979483033	1.30336816357347	0.915411835320634	2.0664147767932	1.8949376283322	1.73425248404928	1.5445480145428	1.23919507919831	1.18907280969278	1.38970936013092	1.03901099781447	0.882409968735638	1.28255778140192	1.0314159617655	0.697018661981507	0.527676387883291	0.469096288294863	0.358672729776558	0.272956950226902	0
149	LY097964	4.21973278526513	4.09789049831299	3.60355633614279	3.44283726041187	3.04987213024724	2.94833635331631	2.72358575444566	3.86862285859116	3.76263494492616	2.5708661851742	3.99261897313478	3.58830971122005	3.42167967176067	3.18955113100315	2.91455769010096	3.88486433843846	2.98681841101246	2.75557847154893	4.0208343933629	3.8807874330742	2.97354323598554	7.43319921856134	6.99904899393841	5.16507750085032	4.90235844421027	4.44994679445794	4.41276232823946	1.94768445105744	1.73361776817565	1.62202042363829	1.51718000500083	1.33685525010478	1.29639161402	1.14338001581233	1.06342347954082	2.03404750936859	1.4950272447728	1.31201593516933	1.88813389586474	1.61356110932705	1.47330675985639	1.18117768545425	0.903143202510609	2.04915778766898	1.81730930204493	1.67000292990316	1.53698715353775	1.25222294651921	1.14380717349419	1.28634655587683	1.0296947646802	0.967345686336635	1.29784570082045	0.945497665113609	0.692460963102019	0.56747776065113	0.499286227097552	0.330886784675317	0.150463673313114	0.0372335930512769
150	LY097964	4.21973278526513	4.09789049831299	3.60355633614279	3.44283726041187	3.04987213024724	2.94833635331631	2.72358575444566	3.86862285859116	3.76263494492616	2.5708661851742	3.99261897313478	3.58830971122005	3.42167967176067	3.18955113100315	2.91455769010096	3.88486433843846	2.98681841101246	2.75557847154893	4.0208343933629	3.8807874330742	2.97354323598554	7.43319921856134	6.99904899393841	5.16507750085032	4.90235844421027	4.44994679445794	4.41276232823946	1.94768445105744	1.73361776817565	1.62202042363829	1.51718000500083	1.33685525010478	1.29639161402	1.14338001581233	1.06342347954082	2.03404750936859	1.4950272447728	1.31201593516933	1.88813389586474	1.61356110932705	1.47330675985639	1.18117768545425	0.903143202510609	2.04915778766898	1.81730930204493	1.67000292990316	1.53698715353775	1.25222294651921	1.14380717349419	1.28634655587683	1.0296947646802	0.967345686336635	1.29784570082045	0.945497665113609	0.692460963102019	0.56747776065113	0.499286227097552	0.330886784675317	0.150463673313114	0.0372335930512769
151	Ceftazidime	4.22117754810688	4.10908098527412	3.84863258468219	3.693691770374	3.41880398739062	3.34523173887749	3.02289454980899	3.90816481630435	3.78269614809039	2.81442737673997	4.0319520676352	3.85584565357608	3.71800164784466	3.35605165817508	3.19268813949011	3.91498343775797	3.40851606447187	2.98652181401347	4.06867804298563	3.94240753177556	3.06253075536762	7.60615521290542	7.42337577413563	6.99909805747266	6.999	5.16429942160835	4.86971078969854	2.04096788322276	1.90193717992727	1.87499255002598	1.67303842009407	1.5497747870068	1.41678584666846	1.33587742912109	1.26424126083532	2.08555050350218	1.59944832035647	1.51813916252097	1.93764425735068	1.82866420399528	1.6761434253474	1.44341503460253	1.00315701679446	2.09477403204625	2.00109019423204	1.89355415228705	1.74891370019823	1.33767835418316	1.25242954407146	1.54496475937064	1.28347166696799	1.03461880965807	1.32200631740238	1.10936233455891	1.03141035648291	0.889591825506992	0.685891547458056	0.518905837015033	0.469096288294858	0.333026720568345
152	Nocardicin B	3.9616445413993	3.87826044742824	3.7433777000871	3.65634526097384	3.32862388412253	3.11657484901515	2.87188553019052	3.90815537220238	3.85230682161025	2.71516848112688	4.0122883080575	3.80780339452814	3.75865612381007	3.36723185017119	3.23816515765686	3.90062956958462	3.27492166431977	2.9541565726897	4.04361317821636	3.9498840779762	3.05267200552614	7.6057576415465	7.42346257126831	6.9990987642545	6.99899999999999	6.54154530723738	6.47065378369043	2.03537812290882	2.00507519970245	1.91455503624945	1.87919389129024	1.51905076871537	1.43678720095208	1.33278477692123	1.18054905632457	2.06311982633141	1.58753366245556	1.50528582401953	1.93480781024835	1.9053358629655	1.74616250691439	1.36668582768545	0.885927737636028	2.08059821417377	2.01305996604999	1.94697430413862	1.91115422404896	1.45774030789438	1.25925208545645	1.64133537335952	1.22558671954012	1.08766058195172	1.27264507557376	1.19879742078304	1.08773563168064	1.06427919078629	0.582405072287936	0.560690708781485	0.366493026441508	0.217551799172361
153	Cefacetrile	4.105221929708	3.62304906248366	3.51829105799965	3.39166788283366	2.98429752383733	2.93709606617526	2.41773913354232	3.8623401271322	3.51486719611779	2.26266440868124	3.987952614297	3.56836822194218	3.43573999496216	3.01098670524588	2.90454595153864	3.87242878608803	2.98683300495863	2.65523024075405	4.01454554989682	3.70818318450721	2.56378020019416	7.43608266359352	7.42327828536782	6.99904903932099	6.81674701320504	4.52019697414346	4.25905037369107	1.93670074667775	1.75307996568853	1.68282733014921	1.58598672791648	1.218563620119	1.11667762924581	0.925096033465633	0.613395750355898	2.03369195257577	1.26463898048676	1.2023050040635	1.88685049188289	1.59666206120768	1.46796979055346	1.01641102275933	0.377592132663473	2.05075549821568	1.81509506138471	1.71644484602097	1.57854484637331	1.12513171132823	0.748591851441202	1.33035446262828	0.828214794686347	0.750941141764215	1.30523119362151	0.971268251860434	0.767571516734408	0.694014351967256	0.48481848094931	0.132876001397038	0	0
154	Aztreonam	4.73920831949908	4.2176513306348	3.75469405226778	3.66122222836587	2.90293464400313	2.85179517536951	2.78095660168247	3.87517056222668	3.76699408720711	2.57123115258423	4.05385572381944	3.71816919707526	3.61297500736627	3.06125440514795	2.98542314311167	3.93528681234826	3.19288154922393	2.61789507919831	4.04865103343607	3.8931821429638	2.98749480434845	7.60876263637613	7.42281370741652	6.99910764520851	6.999	6.999	5.16395521601222	1.95309131320436	1.87571275698614	1.60264797035516	1.41678584666846	1.41350222421412	1.3317858416442	1.10142527968157	0.934996246560752	2.06226703070142	1.5215027170447	1.39097439745416	1.87093717676122	1.67416809121497	1.54920979483033	1.30336816357347	0.915411835320634	2.0664147767932	1.8949376283322	1.73425248404928	1.5445480145428	1.23919507919831	1.18907280969278	1.38970936013092	1.03901099781447	0.882409968735638	1.28255778140192	1.0314159617655	0.697018661981507	0.527676387883291	0.469096288294863	0.358672729776558	0.272956950226902	0
155	BL-S217	4.11462109991794	4.02102044701421	3.64905335049779	3.53902514377195	3.39107640738355	3.13576829215566	2.93755831130825	3.87279720579977	3.81279559127624	2.71516848112688	3.99612514450747	3.65381576226999	3.52407344726936	3.17499061106041	3.16494778785717	3.88627435375365	3.22779479764054	2.9607143168352	4.02610078217641	3.97099223104378	2.97397966727353	7.43587282649483	7.42305972575136	6.99904881630624	4.78608345173974	4.51964054910167	4.26016948768695	1.99281891349509	1.93374755660674	1.73261922522435	1.6495054314711	1.53153692636857	1.46520294795253	1.21599532106247	1.18054905632457	2.04143101211498	1.54282983478514	1.42298733358114	1.89258113527645	1.87714749349673	1.56450089961984	1.33630869342601	0.885927737636028	2.05122834677513	2.03455372074744	1.79425921566981	1.67107534886267	1.31871942408377	1.14018021871657	1.38756537364418	1.06937648592707	1.02005326632084	1.30550994083342	1.0999879496806	0.970191257097223	0.799969850166034	0.694761942256743	0.56510194999901	0.484596692240377	0.217551799172362
156	Ceftazidime	4.22117754810688	4.10908098527412	3.84863258468219	3.693691770374	3.41880398739062	3.34523173887749	3.02289454980899	3.90816481630435	3.78269614809039	2.81442737673997	4.0319520676352	3.85584565357608	3.71800164784466	3.35605165817508	3.19268813949011	3.91498343775797	3.40851606447187	2.98652181401347	4.06867804298563	3.94240753177556	3.06253075536762	7.60615521290542	7.42337577413563	6.99909805747266	6.999	5.16429942160835	4.86971078969854	2.04096788322276	1.90193717992727	1.87499255002598	1.67303842009407	1.5497747870068	1.41678584666846	1.33587742912109	1.26424126083532	2.08555050350218	1.59944832035647	1.51813916252097	1.93764425735068	1.82866420399528	1.6761434253474	1.44341503460253	1.00315701679446	2.09477403204625	2.00109019423204	1.89355415228705	1.74891370019823	1.33767835418316	1.25242954407146	1.54496475937064	1.28347166696799	1.03461880965807	1.32200631740238	1.10936233455891	1.03141035648291	0.889591825506992	0.685891547458056	0.518905837015033	0.469096288294858	0.333026720568345
157	Cefuroxime	4.10785774769047	3.8794739546422	3.5699404038141	3.45589332595596	3.32419375223516	3.04879533803434	2.92070283050708	3.87183066111137	3.76927627879247	2.63793616766748	4.00143441931115	3.62650347171681	3.47319209078502	3.20046068399642	3.16265835526221	3.87740918571962	3.05092807015372	2.89309911718768	4.0253024731935	3.90830991896764	2.94720508297445	7.44357743152357	7.42337444025021	6.99904879858017	5.11417533719701	4.91898677606643	4.83597322908198	1.93254344099312	1.72214706498341	1.65620976107288	1.5918490277671	1.47041806659706	1.38761549697456	1.18878233603462	1.14106569699882	2.03219710624737	1.53589113232081	1.49271905708371	1.886272743695	1.62109781160553	1.49490326856686	1.21072128925909	0.965946018054866	2.05052114943088	1.83236010875471	1.72640316224987	1.58662884442486	1.32046031062761	1.29103927899578	1.35842705941807	1.09740262237179	1.00901625543002	1.30434779762441	0.963470193609886	0.75233594951062	0.576130419791398	0.502776585119726	0.443687523934976	0.147233687845271	0.0375027066709592
158	Cephaloglycin	4.107560178135	3.85924270948897	3.57756154276184	3.46497608942805	3.31044782461578	2.93773015017491	2.80216240811699	3.89162062641427	3.82494100776064	2.70074517041607	4.0041876572363	3.64330752755327	3.51273266214292	3.17483886391379	2.93366368283343	3.89700023455771	3.20488243594067	2.73544860492013	4.03283389502644	3.93595002116504	2.95172300662695	7.43590040247327	7.42303782667929	6.99904879965543	5.00915943675043	4.6900580721098	4.51899151811965	2.04027595990137	1.92999710404092	1.72975398315933	1.64790922693541	1.53589984944638	1.21932016737237	1.18054905632457	1.12119749726115	2.0495140637388	1.55560115799895	1.26583956115439	1.92551994627698	1.87610375872156	1.55471158126583	1.33237620111163	0.885927737636028	2.06165095978466	1.99409327484083	1.78641144776294	1.67245544509328	1.18674411675153	1.12763664213273	1.37602864045848	1.02006130162097	0.820555613462997	1.30613977494264	1.14091962708838	0.962041695287685	0.696340605341974	0.634252077114716	0.484170402198778	0.217551799172361	0.138644470701294
159	Cefaclor	4.15527724142435	3.86392040928982	3.68173709502206	3.44984871105276	3.17093015136942	2.80320940577248	2.68665029941868	3.88445337996821	3.81571925491702	2.43339669578032	3.99301634698796	3.57418051630123	3.40085377643646	2.91455778226143	2.85403292340882	3.890350676568	2.98515355961693	2.63703377045782	4.02190173658302	3.93046214453195	2.77119088073218	7.4327295172485	6.999048926307	5.00923752395128	4.78744167833862	4.68948201800292	4.19640002540155	2.04003739763261	1.89080251644092	1.60569982118639	1.4831476315217	1.18054905632457	1.12870425021716	1.00923460483512	0.98701607022563	2.04237510947973	1.24572833634681	1.12233201566644	1.92378730854354	1.85598121506598	1.48328491007047	1.00518346537536	0.626707616956693	2.05182317180384	1.98508202845289	1.69420141340214	1.53436682685643	1.06232042872336	0.926100308103822	1.28562394306885	0.820555613462995	0.729669933864069	1.27701600263546	1.13839420230216	0.827429339969755	0.627663229691187	0.224887351268322	0.21755179917236	0.052729514891624	0
160	Cephaloglycin	4.107560178135	3.85924270948897	3.57756154276184	3.46497608942805	3.31044782461578	2.93773015017491	2.80216240811699	3.89162062641427	3.82494100776064	2.70074517041607	4.0041876572363	3.64330752755327	3.51273266214292	3.17483886391379	2.93366368283343	3.89700023455771	3.20488243594067	2.73544860492013	4.03283389502644	3.93595002116504	2.95172300662695	7.43590040247327	7.42303782667929	6.99904879965543	5.00915943675043	4.6900580721098	4.51899151811965	2.04027595990137	1.92999710404092	1.72975398315933	1.64790922693541	1.53589984944638	1.21932016737237	1.18054905632457	1.12119749726115	2.0495140637388	1.55560115799895	1.26583956115439	1.92551994627698	1.87610375872156	1.55471158126583	1.33237620111163	0.885927737636028	2.06165095978466	1.99409327484083	1.78641144776294	1.67245544509328	1.18674411675153	1.12763664213273	1.37602864045848	1.02006130162097	0.820555613462997	1.30613977494264	1.14091962708838	0.962041695287685	0.696340605341974	0.634252077114716	0.484170402198778	0.217551799172361	0.138644470701294
161	Cyclacillin	4.14655545123922	3.81973372604943	3.49614369982512	3.30785340631512	2.86910158371222	2.86601227090565	2.83199679848515	3.89027667827649	3.77064348574715	2.56952642080203	4.02253553790398	3.57095899062049	3.39290148856101	3.11105159519308	3.03080602933565	3.90836023373276	2.9946690613372	2.62018355960576	4.06020734966811	3.95063158671164	3.0091518667864	7.4325079476973	6.99904899564645	4.57495153648838	4.36565140166333	4.0609042890397	4.02070060738783	2.1067903217709	1.90329237827271	1.80617848292556	1.63049367255108	1.51322599753148	1.41678584666846	1.31770528195405	1.2173502478795	2.09437840436912	1.42854851819131	1.39437661713666	1.91023951183326	1.75944643286909	1.67442157659283	1.15344671690403	0.851574557796717	2.08950861439557	1.96640068782437	1.80423504164882	1.65325661404383	1.2834663284839	1.23919507919831	1.28835742171011	1.06390511335588	0.803551866786402	1.47597589518378	1.21526497653562	1.17371040271628	0.824907350936018	0.824619515792877	0.469096288294858	0.459047850437456	0.20856887067804
162	Cephaloridine	4.22247650654927	4.1075180336273	3.84836659864562	3.53106633829668	3.27855885242529	3.02135979101654	2.68665029941868	3.9102475412308	3.82543621521622	2.71516848112688	4.0290693807564	3.85478355871672	3.56157991255744	3.1926485911325	2.99324596531597	3.93966525508175	3.156317895385	2.84660228022282	4.06589423679775	3.93879260499985	2.92543198099093	7.4327362547866	6.99904905186877	4.80576030971926	4.66185090195849	4.37014910743563	4.01539417127735	2.0410848409593	1.90671487654982	1.76336382871616	1.63750998011057	1.51399150011666	1.26102643082558	1.18054905632457	1.12387831831558	2.08581528906042	1.53895043240983	1.28993113702719	1.93781052945934	1.82951830277825	1.63234512750082	1.40102936777246	0.947254986428625	2.09477622009647	2.00009662889525	1.77387621631277	1.61672924418713	1.19246679814471	1.15058135401619	1.43638901761202	1.03605438052644	1.00211390738376	1.32307017485266	1.1138810491843	0.992462662990586	0.877095385677433	0.650310041762252	0.518712430355865	0.253612857240969	0.21755179917236
163	Cefacetrile	4.105221929708	3.62304906248366	3.51829105799965	3.39166788283366	2.98429752383733	2.93709606617526	2.41773913354232	3.8623401271322	3.51486719611779	2.26266440868124	3.987952614297	3.56836822194218	3.43573999496216	3.01098670524588	2.90454595153864	3.87242878608803	2.98683300495863	2.65523024075405	4.01454554989682	3.70818318450721	2.56378020019416	7.43608266359352	7.42327828536782	6.99904903932099	6.81674701320504	4.52019697414346	4.25905037369107	1.93670074667775	1.75307996568853	1.68282733014921	1.58598672791648	1.218563620119	1.11667762924581	0.925096033465633	0.613395750355898	2.03369195257577	1.26463898048676	1.2023050040635	1.88685049188289	1.59666206120768	1.46796979055346	1.01641102275933	0.377592132663473	2.05075549821568	1.81509506138471	1.71644484602097	1.57854484637331	1.12513171132823	0.748591851441202	1.33035446262828	0.828214794686347	0.750941141764215	1.30523119362151	0.971268251860434	0.767571516734408	0.694014351967256	0.48481848094931	0.132876001397038	0	0
164	Cephaloridine	4.22247650654927	4.1075180336273	3.84836659864562	3.53106633829668	3.27855885242529	3.02135979101654	2.68665029941868	3.9102475412308	3.82543621521622	2.71516848112688	4.0290693807564	3.85478355871672	3.56157991255744	3.1926485911325	2.99324596531597	3.93966525508175	3.156317895385	2.84660228022282	4.06589423679775	3.93879260499985	2.92543198099093	7.4327362547866	6.99904905186877	4.80576030971926	4.66185090195849	4.37014910743563	4.01539417127735	2.0410848409593	1.90671487654982	1.76336382871616	1.63750998011057	1.51399150011666	1.26102643082558	1.18054905632457	1.12387831831558	2.08581528906042	1.53895043240983	1.28993113702719	1.93781052945934	1.82951830277825	1.63234512750082	1.40102936777246	0.947254986428625	2.09477622009647	2.00009662889525	1.77387621631277	1.61672924418713	1.19246679814471	1.15058135401619	1.43638901761202	1.03605438052644	1.00211390738376	1.32307017485266	1.1138810491843	0.992462662990586	0.877095385677433	0.650310041762252	0.518712430355865	0.253612857240969	0.21755179917236
165	Nocardicin B	3.9616445413993	3.87826044742824	3.7433777000871	3.65634526097384	3.32862388412253	3.11657484901515	2.87188553019052	3.90815537220238	3.85230682161025	2.71516848112688	4.0122883080575	3.80780339452814	3.75865612381007	3.36723185017119	3.23816515765686	3.90062956958462	3.27492166431977	2.9541565726897	4.04361317821636	3.9498840779762	3.05267200552614	7.6057576415465	7.42346257126831	6.9990987642545	6.99899999999999	6.54154530723738	6.47065378369043	2.03537812290882	2.00507519970245	1.91455503624945	1.87919389129024	1.51905076871537	1.43678720095208	1.33278477692123	1.18054905632457	2.06311982633141	1.58753366245556	1.50528582401953	1.93480781024835	1.9053358629655	1.74616250691439	1.36668582768545	0.885927737636028	2.08059821417377	2.01305996604999	1.94697430413862	1.91115422404896	1.45774030789438	1.25925208545645	1.64133537335952	1.22558671954012	1.08766058195172	1.27264507557376	1.19879742078304	1.08773563168064	1.06427919078629	0.582405072287936	0.560690708781485	0.366493026441508	0.217551799172361
166	SCE-796	4.11840827873982	3.89395350769725	3.87903997210052	3.5601446570447	3.37749103244785	3.29934649300081	3.03743265572399	3.92955835976228	3.85830229618959	2.76632292215526	4.04424859915065	3.89217452843921	3.60901921420355	3.35238901680274	3.15347123999671	3.93015902957088	3.31008744567576	2.98524365971756	4.07932555755106	3.97268004600773	3.05582045294628	7.60666712273073	7.43038409062613	7.42226007423041	6.99909735101741	6.99899999999999	4.90850327576936	2.04410405923221	2.03433603194061	1.89699664727918	1.67220502015592	1.5292616930372	1.37691419122736	1.19054923339665	1.18054905632457	2.0905805936923	1.5839831787394	1.47542571721838	1.94995755146026	1.92409793842297	1.83503217202497	1.39812527363008	0.885927737636032	2.10224658587228	2.03384840141518	1.97746273709365	1.72741482761963	1.29730391597909	1.2147647110583	1.50980244428192	1.15415596023476	1.00553733974328	1.32453430514323	1.16962181684616	1.11651940676734	0.904089749832628	0.693326241221335	0.526598451814749	0.217551799172363	0.217551799172362
167	Cephalosporin C	4.10550145737239	3.70293205317267	3.56773418319367	3.44574320806458	3.27018788832479	2.9788134459366	2.86447948576652	3.86413402768202	3.63889036481751	2.58722831861172	3.99115278382386	3.6344223111587	3.49052519523093	3.14071691438079	3.07657089109608	3.87411385963679	2.99408411448057	2.7745255676407	4.01951721725734	3.86194373683779	3.0451932035113	7.60621983899072	7.43237218598228	7.42306257997853	6.99909692779293	6.99899999999999	4.53182861495814	1.99339894229085	1.92429432787554	1.72397973257261	1.63454413482589	1.33443223959666	1.28582508493678	1.1306589083782	1.07109880820681	2.03958975799718	1.42943092858902	1.3092189081898	1.88835701559029	1.761437680113	1.54532986260266	1.12900756116026	0.785895559976214	2.0545610586323	1.97520310861339	1.78761077126238	1.66901106244078	1.27683100190817	1.23864049306768	1.36294264632123	0.998363297208453	0.905452334969068	1.31879332268909	1.28475574906215	0.965170116482511	0.831896599684081	0.499024817615216	0.34641954159661	0.139589494628915	0.0245499626845814
168	Cefacetrile	4.105221929708	3.62304906248366	3.51829105799965	3.39166788283366	2.98429752383733	2.93709606617526	2.41773913354232	3.8623401271322	3.51486719611779	2.26266440868124	3.987952614297	3.56836822194218	3.43573999496216	3.01098670524588	2.90454595153864	3.87242878608803	2.98683300495863	2.65523024075405	4.01454554989682	3.70818318450721	2.56378020019416	7.43608266359352	7.42327828536782	6.99904903932099	6.81674701320504	4.52019697414346	4.25905037369107	1.93670074667775	1.75307996568853	1.68282733014921	1.58598672791648	1.218563620119	1.11667762924581	0.925096033465633	0.613395750355898	2.03369195257577	1.26463898048676	1.2023050040635	1.88685049188289	1.59666206120768	1.46796979055346	1.01641102275933	0.377592132663473	2.05075549821568	1.81509506138471	1.71644484602097	1.57854484637331	1.12513171132823	0.748591851441202	1.33035446262828	0.828214794686347	0.750941141764215	1.30523119362151	0.971268251860434	0.767571516734408	0.694014351967256	0.48481848094931	0.132876001397038	0	0
169	Cefuroxime	4.10785774769047	3.8794739546422	3.5699404038141	3.45589332595596	3.32419375223516	3.04879533803434	2.92070283050708	3.87183066111137	3.76927627879247	2.63793616766748	4.00143441931115	3.62650347171681	3.47319209078502	3.20046068399642	3.16265835526221	3.87740918571962	3.05092807015372	2.89309911718768	4.0253024731935	3.90830991896764	2.94720508297445	7.44357743152357	7.42337444025021	6.99904879858017	5.11417533719701	4.91898677606643	4.83597322908198	1.93254344099312	1.72214706498341	1.65620976107288	1.5918490277671	1.47041806659706	1.38761549697456	1.18878233603462	1.14106569699882	2.03219710624737	1.53589113232081	1.49271905708371	1.886272743695	1.62109781160553	1.49490326856686	1.21072128925909	0.965946018054866	2.05052114943088	1.83236010875471	1.72640316224987	1.58662884442486	1.32046031062761	1.29103927899578	1.35842705941807	1.09740262237179	1.00901625543002	1.30434779762441	0.963470193609886	0.75233594951062	0.576130419791398	0.502776585119726	0.443687523934976	0.147233687845271	0.0375027066709592
170	Cyclacillin	4.14655545123922	3.81973372604943	3.49614369982512	3.30785340631512	2.86910158371222	2.86601227090565	2.83199679848515	3.89027667827649	3.77064348574715	2.56952642080203	4.02253553790398	3.57095899062049	3.39290148856101	3.11105159519308	3.03080602933565	3.90836023373276	2.9946690613372	2.62018355960576	4.06020734966811	3.95063158671164	3.0091518667864	7.4325079476973	6.99904899564645	4.57495153648838	4.36565140166333	4.0609042890397	4.02070060738783	2.1067903217709	1.90329237827271	1.80617848292556	1.63049367255108	1.51322599753148	1.41678584666846	1.31770528195405	1.2173502478795	2.09437840436912	1.42854851819131	1.39437661713666	1.91023951183326	1.75944643286909	1.67442157659283	1.15344671690403	0.851574557796717	2.08950861439557	1.96640068782437	1.80423504164882	1.65325661404383	1.2834663284839	1.23919507919831	1.28835742171011	1.06390511335588	0.803551866786402	1.47597589518378	1.21526497653562	1.17371040271628	0.824907350936018	0.824619515792877	0.469096288294858	0.459047850437456	0.20856887067804
171	Cephaloridine	4.22247650654927	4.1075180336273	3.84836659864562	3.53106633829668	3.27855885242529	3.02135979101654	2.68665029941868	3.9102475412308	3.82543621521622	2.71516848112688	4.0290693807564	3.85478355871672	3.56157991255744	3.1926485911325	2.99324596531597	3.93966525508175	3.156317895385	2.84660228022282	4.06589423679775	3.93879260499985	2.92543198099093	7.4327362547866	6.99904905186877	4.80576030971926	4.66185090195849	4.37014910743563	4.01539417127735	2.0410848409593	1.90671487654982	1.76336382871616	1.63750998011057	1.51399150011666	1.26102643082558	1.18054905632457	1.12387831831558	2.08581528906042	1.53895043240983	1.28993113702719	1.93781052945934	1.82951830277825	1.63234512750082	1.40102936777246	0.947254986428625	2.09477622009647	2.00009662889525	1.77387621631277	1.61672924418713	1.19246679814471	1.15058135401619	1.43638901761202	1.03605438052644	1.00211390738376	1.32307017485266	1.1138810491843	0.992462662990586	0.877095385677433	0.650310041762252	0.518712430355865	0.253612857240969	0.21755179917236
172	Cefuroxime	4.10785774769047	3.8794739546422	3.5699404038141	3.45589332595596	3.32419375223516	3.04879533803434	2.92070283050708	3.87183066111137	3.76927627879247	2.63793616766748	4.00143441931115	3.62650347171681	3.47319209078502	3.20046068399642	3.16265835526221	3.87740918571962	3.05092807015372	2.89309911718768	4.0253024731935	3.90830991896764	2.94720508297445	7.44357743152357	7.42337444025021	6.99904879858017	5.11417533719701	4.91898677606643	4.83597322908198	1.93254344099312	1.72214706498341	1.65620976107288	1.5918490277671	1.47041806659706	1.38761549697456	1.18878233603462	1.14106569699882	2.03219710624737	1.53589113232081	1.49271905708371	1.886272743695	1.62109781160553	1.49490326856686	1.21072128925909	0.965946018054866	2.05052114943088	1.83236010875471	1.72640316224987	1.58662884442486	1.32046031062761	1.29103927899578	1.35842705941807	1.09740262237179	1.00901625543002	1.30434779762441	0.963470193609886	0.75233594951062	0.576130419791398	0.502776585119726	0.443687523934976	0.147233687845271	0.0375027066709592
173	Cefotaxime	4.21996004761905	4.10097970955856	3.6152142538268	3.51433442727241	3.35940307686888	3.04930681460222	2.93748577655416	3.87178611173896	3.76305108840055	2.68535678118325	3.99681604251115	3.63537809633531	3.50039720081206	3.20235544352464	3.17478671991242	3.88620873437968	3.18762241424487	2.89674819552039	4.02308815793551	3.88095747715782	3.00490261602485	7.43610761343569	7.42336885406214	6.99904883556063	5.16511774758924	4.90239317295537	4.51942683057609	1.93367816073546	1.73418610048593	1.66196800965588	1.6036606545205	1.51145618213843	1.33468820489162	1.22263496116235	1.14298707847775	2.03244965173222	1.53307620732962	1.49132334150889	1.88662990138473	1.61519738857788	1.49615799648902	1.30450479336137	0.996966256957146	2.05041721603009	1.82899852876137	1.74246400113919	1.60797789683154	1.32408361864299	1.25180594220726	1.34363212758131	1.09982890452817	1.02011517196736	1.30448811120316	0.965474377772639	0.70054475814962	0.687650222573845	0.567461744363553	0.486965335842044	0.330884288041127	0.141680929048455
174	Aztreonam	4.73920831949908	4.2176513306348	3.75469405226778	3.66122222836587	2.90293464400313	2.85179517536951	2.78095660168247	3.87517056222668	3.76699408720711	2.57123115258423	4.05385572381944	3.71816919707526	3.61297500736627	3.06125440514795	2.98542314311167	3.93528681234826	3.19288154922393	2.61789507919831	4.04865103343607	3.8931821429638	2.98749480434845	7.60876263637613	7.42281370741652	6.99910764520851	6.999	6.999	5.16395521601222	1.95309131320436	1.87571275698614	1.60264797035516	1.41678584666846	1.41350222421412	1.3317858416442	1.10142527968157	0.934996246560752	2.06226703070142	1.5215027170447	1.39097439745416	1.87093717676122	1.67416809121497	1.54920979483033	1.30336816357347	0.915411835320634	2.0664147767932	1.8949376283322	1.73425248404928	1.5445480145428	1.23919507919831	1.18907280969278	1.38970936013092	1.03901099781447	0.882409968735638	1.28255778140192	1.0314159617655	0.697018661981507	0.527676387883291	0.469096288294863	0.358672729776558	0.272956950226902	0
