No.	NAME	SsCH3	SssCH2	SdsCH	SsssCH	SdssC	SaasC	SssssC	SsssN	SaaN	SaaS	NssCH2	NdsCH	NaaCH	NdssC	NaasC	NssssC	NsNH2	NssNH	NsssN	NdsN	NsNH3+	NaasN	NsOH	minssCH2	minsssCH	mindssC	minaasC	minsssN	mindO	MaxsCH3	MaxssCH2	MaxaaCH	MaxsssCH	MaxdssC	MaxaasC	MaxssNH	MaxsssN	MaxaaN	MaxsOH	MaxssO	gmax
107	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
108	Cephalexin	1.65164519820274	0.467132255871433	0	-2.11086556227429	-1.8247032849973	0.63989914021164	0	1.17839380196523	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.467132255871433	-0.889324452003024	-1.37785789290208	0.63989914021164	1.17839380196523	11.2428223056425	1.65164519820274	0.467132255871433	1.81573290242829	-0.443496892584194	0.579040255246064	0.63989914021164	2.62599395313681	1.17839380196523	0	0	0	12.2896724615772
109	Moxalactam	2.66540878566913	-0.215401376008131	0	-3.286573581767	-5.87512814920615	0.20091596056062	-2.19981253149408	0.765880168412636	10.9462490983145	0	2	0	4	6	3	1	0	1	1	0	0	1	1	-0.26498285264519	-1.86927414656082	-1.77265728558405	-0.15644707091181	0.765880168412636	11.7354540626385	1.59367787997403	0.0495814766370593	1.20275906291783	-1.41729943520618	0.194754944730595	0.387325683647556	2.22752464585212	0.765880168412636	3.78583678936156	9.42793380407273	5.65839945333046	13.1471190231526
110	SCE-796	0	0.334273028964309	0	-3.46008428184072	-5.27769450063296	0.483538053153787	0	1.04033640925506	0	0	2	0	9	7	2	0	1	1	1	0	0	1	0	0.114728090427217	-1.62673285199218	-1.61980392612276	0.196214592395755	1.04033640925506	11.2377388224771	0	0.219544938537092	1.6622162918761	-0.732856414068536	0.4010181359045	0.287323460758032	2.4293606779139	1.04033640925506	0	0	0	12.8442834212044
111	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
112	Cyclacillin	3.56868703461642	4.51662591849055	0	-1.94929497879399	-1.77354066555839	0	-1.29452215608466	1.33489969135802	0	0	5	0	0	3	0	2	0	1	1	0	1	0	0	0.730586905286806	-0.956903397161334	-1.24626340743291	0	1.33489969135802	11.3641732947388	1.78434351730821	1.11175074241001	0	-0.336536517384732	-0.189346182917611	0	2.81822467876039	1.33489969135802	0	0	0	12.5516506046863
113	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
114	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
115	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
116	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
117	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
118	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
119	Ceftizoxime	1.27099078507538	0.394610794348348	1.40506561092961	-1.39144717918031	-2.94041377862491	0.47330429869887	0	1.09961600844041	3.96662756303674	1.12818132191148	1	1	1	5	2	0	1	1	1	1	0	0	0	0.394610794348348	-0.876306689342404	-1.42776906268068	0.219533913874192	1.09961600844041	11.0748950279144	1.27099078507538	0.394610794348348	1.53567891582457	-0.515140489837911	-0.126688660031913	0.253770384824678	2.53895502645503	1.09961600844041	3.96662756303674	0	4.65930521241759	12.4601601473923
120	Cyclacillin	3.56868703461642	4.51662591849055	0	-1.94929497879399	-1.77354066555839	0	-1.29452215608466	1.33489969135802	0	0	5	0	0	3	0	2	0	1	1	0	1	0	0	0.730586905286806	-0.956903397161334	-1.24626340743291	0	1.33489969135802	11.3641732947388	1.78434351730821	1.11175074241001	0	-0.336536517384732	-0.189346182917611	0	2.81822467876039	1.33489969135802	0	0	0	12.5516506046863
121	Cephalexin	1.65164519820274	0.467132255871433	0	-2.11086556227429	-1.8247032849973	0.63989914021164	0	1.17839380196523	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.467132255871433	-0.889324452003024	-1.37785789290208	0.63989914021164	1.17839380196523	11.2428223056425	1.65164519820274	0.467132255871433	1.81573290242829	-0.443496892584194	0.579040255246064	0.63989914021164	2.62599395313681	1.17839380196523	0	0	0	12.2896724615772
122	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
123	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
124	Cefazolin	1.83452766684843	0.625187529032954	0	-1.30176738416773	-1.885056140623	1.54200371125151	0	1.18721387629126	18.3858120437366	1.41460958662098	3	0	1	5	2	0	0	1	1	0	0	1	0	-0.138387712013878	-0.807087127805924	-1.41096228358449	0.724535480781249	1.18721387629126	11.7365097686738	1.83452766684843	0.404675138573948	1.28192998128517	-0.494680256361804	0.579555059155078	0.817468230470263	2.61343498806522	1.18721387629126	4.00320213805929	0	0	12.5702996488107
125	Cephalosporin C	0	0.358095713032235	0.175006419257689	-2.40693234248249	-4.01572561969651	0	0	1.01392270099296	0	0	5	1	0	6	0	0	0	1	1	0	1	0	0	-0.265879427899803	-0.921024210711259	-1.56324701115532	0	1.01392270099296	10.3045792276342	0	0.257733379775331	0	-0.598943531116151	0.240966896630018	0	2.5279972915092	1.01392270099296	0	0	4.56614465343993	12.3032966689762
126	Cefoxitin	1.25926988655885	-0.196291332508415	0	-0.8032279856387	-4.08693468882462	0.810080012452952	-1.68473855977576	0.970346041194255	0	1.39913340507881	3	0	3	6	1	1	1	1	1	0	0	0	0	-0.382077591520233	-0.8032279856387	-1.60061522577351	0.810080012452952	0.970346041194255	10.8042212713764	1.25926988655885	0.12196935101201	1.82791668231565	-0.8032279856387	0.16945847037162	0.810080012452952	2.5835273893508	0.970346041194255	0	0	5.32501044553624	12.8032312137818
127	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
128	Cyclacillin	3.56868703461642	4.51662591849055	0	-1.94929497879399	-1.77354066555839	0	-1.29452215608466	1.33489969135802	0	0	5	0	0	3	0	2	0	1	1	0	1	0	0	0.730586905286806	-0.956903397161334	-1.24626340743291	0	1.33489969135802	11.3641732947388	1.78434351730821	1.11175074241001	0	-0.336536517384732	-0.189346182917611	0	2.81822467876039	1.33489969135802	0	0	0	12.5516506046863
129	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
130	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
131	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
132	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
133	Ampicillin	3.49666614176535	0	0	-3.06614807934703	-2.16249418877846	0.64411660420341	-0.680373280969872	1.27677343159486	0	0	0	0	5	3	1	1	1	1	1	0	0	0	0	0	-1.00375106498573	-1.28322826327246	0.64411660420341	1.27677343159486	11.3490491574944	1.74833307088267	0	1.81823902425259	-0.414515411102713	-0.415845668514319	0.64411660420341	2.64375283446712	1.27677343159486	0	0	0	12.3127654950869
134	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
135	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
136	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
137	Cephalosporin C	0	0.358095713032235	0.175006419257689	-2.40693234248249	-4.01572561969651	0	0	1.01392270099296	0	0	5	1	0	6	0	0	0	1	1	0	1	0	0	-0.265879427899803	-0.921024210711259	-1.56324701115532	0	1.01392270099296	10.3045792276342	0	0.257733379775331	0	-0.598943531116151	0.240966896630018	0	2.5279972915092	1.01392270099296	0	0	4.56614465343993	12.3032966689762
138	Ceftizoxime	1.27099078507538	0.394610794348348	1.40506561092961	-1.39144717918031	-2.94041377862491	0.47330429869887	0	1.09961600844041	3.96662756303674	1.12818132191148	1	1	1	5	2	0	1	1	1	1	0	0	0	0.394610794348348	-0.876306689342404	-1.42776906268068	0.219533913874192	1.09961600844041	11.0748950279144	1.27099078507538	0.394610794348348	1.53567891582457	-0.515140489837911	-0.126688660031913	0.253770384824678	2.53895502645503	1.09961600844041	3.96662756303674	0	4.65930521241759	12.4601601473923
139	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
140	Cefazolin	1.83452766684843	0.625187529032954	0	-1.30176738416773	-1.885056140623	1.54200371125151	0	1.18721387629126	18.3858120437366	1.41460958662098	3	0	1	5	2	0	0	1	1	0	0	1	0	-0.138387712013878	-0.807087127805924	-1.41096228358449	0.724535480781249	1.18721387629126	11.7365097686738	1.83452766684843	0.404675138573948	1.28192998128517	-0.494680256361804	0.579555059155078	0.817468230470263	2.61343498806522	1.18721387629126	4.00320213805929	0	0	12.5702996488107
141	Cephalosporin C	0	0.358095713032235	0.175006419257689	-2.40693234248249	-4.01572561969651	0	0	1.01392270099296	0	0	5	1	0	6	0	0	0	1	1	0	1	0	0	-0.265879427899803	-0.921024210711259	-1.56324701115532	0	1.01392270099296	10.3045792276342	0	0.257733379775331	0	-0.598943531116151	0.240966896630018	0	2.5279972915092	1.01392270099296	0	0	4.56614465343993	12.3032966689762
142	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
143	Cefacetrile	1.18806180962809	-0.411392748214989	0	-1.4679663223314	-3.39102582819484	0	0	1.01354213907785	0	0	3	0	0	6	0	0	0	1	1	0	0	0	0	-0.386854388296488	-0.88381902452339	-1.54851534286554	0	1.01354213907785	10.8529482545678	1.18806180962809	0.217917139077853	0	-0.584147297808013	0.260742026748972	0	2.3960273893508	1.01354213907785	0	0	4.78301602701585	12.116220553036
144	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
145	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
146	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
147	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
148	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
149	LY097964	2.90225232354811	0.422388572126126	0	-1.40246569769883	-2.32239349470275	0.47452619782481	0	1.13665304547745	3.97822535918	1.12977873544071	1	0	1	6	2	0	1	1	1	1	0	0	0	0.422388572126126	-0.881491874527589	-1.41156535897698	0.220315806878308	1.13665304547745	11.2957283612477	1.62850671753609	0.422388572126126	1.5390122491579	-0.520973823171244	0.545332789171173	0.254210390946502	2.55841836734694	1.13665304547745	3.97822535918	0	4.6750352399658	12.5270968757874
