No.	NAME	TDB03u	TDB05u	TDB06u	TDB07u	TDB08u	TDB09u	TDB03m	TDB05m	TDB06m	TDB07m	TDB08m	TDB09m	TDB10m	TDB02v	TDB03v	TDB05v	TDB06v	TDB09v	TDB10v	TDB03e	TDB04e	TDB05e	TDB06e	TDB07e	TDB08e	TDB09e	TDB10e	TDB01p	TDB02p	TDB03p	TDB04p	TDB05p	TDB06p	TDB07p	TDB09p	TDB01i	TDB02i	TDB03i	TDB04i	TDB05i	TDB06i	TDB07i	TDB08i	TDB09i	TDB01s	TDB02s	TDB03s	TDB04s	TDB05s	TDB06s	TDB07s	TDB08s	TDB09s	TDB10s	TDB01r	TDB04r	TDB07r	TDB08r
152	Nocardicin B	3.09426376875574	4.65484949383805	5.39088386849007	6.1105969534235	6.81483665736523	7.68118317606653	1.71638754648596	2.40610097045208	2.742071716017	3.18527527752837	3.21999876251031	3.99581444208638	5.08368686966663	1.28888093828805	1.49160264606123	2.02496949609649	2.38823549069301	3.40565721472522	4.147360427108	3.3048325561514	4.20190725254224	5.09268935742274	5.78545840449005	6.54655118479565	7.29709373829942	8.35965116196698	9.24011363194808	0.834177789881016	1.25858789936181	1.48168146128	1.69340325443456	1.96382702034182	2.37587773396176	2.63410983255592	3.28916408277127	1.49394754597588	2.7293403048897	3.86580746617091	4.9386009419349	6.00200599022342	6.84917252727213	7.77151642278952	8.83024443718173	9.91515321212192	5.31037121345631	10.1755696425818	12.8856596176044	17.8251745178673	24.1963301232388	23.2573920009517	31.189778617964	31.9369901110109	35.0318333757802	45.8024769045538	0.998899977966732	2.2285585192875	3.43126357951497	3.69581460880207
153	Cefacetrile	3.17062817095439	4.98686443292098	5.97280492503769	6.90807611257736	7.98462420771249	9.04484176846034	2.34421702244476	3.63282543130974	4.07751570978524	4.31288328318274	4.14866587430718	4.13140748701338	4.87185239759313	1.3178247024496	1.74223163561514	2.33612952658888	2.85018709235889	3.39072567366587	3.65882846047476	3.51299379541517	4.41966396054383	5.58812425152498	6.6872106965006	7.70464331669646	8.84451148238412	10.3010074874603	10.9705296224856	0.932929051377914	1.33292597200761	1.76300710315851	2.05747537030607	2.29184601830006	2.85023028438602	3.1112447090591	3.22474542100168	1.51170525630436	2.78825346331161	3.94025739020754	4.98864275096761	6.33636961869145	7.61063414689281	8.89818563995024	10.2167097305828	12.0645734778775	5.44664980366045	11.2210344953403	14.3178573984072	19.1907076695682	30.0607148947859	32.4147313376305	44.9280486711198	55.6191322243293	57.3245459968066	69.3945372716851	1.09250456818615	2.6377284054194	4.17113008121621	4.39013415570914
154	Aztreonam	3.15787616320392	4.65459208792684	5.52136369199584	6.12747322765158	6.73805983183707	7.62881684206331	2.40117061739253	3.58799103213934	4.48581866232153	4.77887619430427	4.8112011948561	4.92391373936432	4.35014665324835	1.31320675206891	1.59495464593037	2.36879952778944	3.03958342610097	3.11760467064719	2.59148959256444	3.58034555291081	4.43824375228834	5.37578981024657	6.2434360027526	7.1342664631106	7.31630925819409	8.3861771598892	9.10096214275472	0.916605845417682	1.26684465063926	1.54227920827445	1.6226794912695	2.22623805817619	2.90744597478452	3.05708071384413	3.30426890083376	1.55548787362907	2.86169500451153	4.03081838374787	5.12112415966519	5.99256533555607	6.91532149960051	8.02556964120818	8.47623002776506	9.86688375645293	5.44649342282337	15.5071179757549	16.5380651799142	25.7420870211314	27.0610593162772	30.0359812220167	45.3867476742875	30.0409990774993	44.8638549518278	43.9621027576165	1.12298313409522	2.30409493247462	4.0359352719232	4.13084093742188
155	BL-S217	3.18059928328638	4.96756907113831	5.86387846773844	6.58096378411207	7.26751076076845	7.8597010501813	2.3464430438678	3.33071874952764	4.21181171623463	3.91299750796749	4.11679276299572	4.67500239866955	4.44064256735634	1.32978548375735	1.74051449542844	2.20040080204334	2.74491821558902	3.38802094914002	3.6899627299164	3.40475421740609	4.25405649114173	5.35494483472906	6.43862840249942	7.09420931410051	7.69209725093836	8.63243207029195	8.82889266937292	0.967861678538244	1.42176831869116	1.88623727444706	2.08371905544694	2.32969530714046	2.97171704238715	3.27909561590701	3.66456094860006	1.49824777228003	2.77017637079074	3.8476401923031	4.9297790167785	6.28355659888553	7.40632477033563	8.27106457253558	9.13140044571004	10.099751164798	4.72081944186384	9.52422831112674	11.8138969996749	14.5529183620971	24.3135244144679	26.7158158823457	30.7383657193902	36.2837021654838	35.246196804947	27.6566623699318	1.08653977820724	2.49119115063653	3.97931981717771	4.10730036758943
156	Ceftazidime	3.17642790926543	4.92230375924932	5.62714796629492	6.28325849841963	6.9066020926519	7.69422060580228	2.21389231691294	3.94328290090449	4.1310973292536	4.45290600588311	4.77732918088853	4.64646162459695	4.50141012704182	1.39425797533674	1.68219033965769	2.6130963786147	3.02044029638839	3.43528932674364	3.32301249307884	3.44904611658705	4.2990470164301	5.44347542252002	6.12969669371055	7.01906748327681	7.45783596396562	8.35184120660221	8.94065355212884	0.958471544580467	1.41764351299245	1.72363791491881	1.89083032519015	2.58064944656108	3.06072770261898	3.25908805042114	3.55525282148434	1.52571230284233	2.78116889532782	3.93028136718111	5.08853395956391	6.14291143711668	7.00047584310992	8.0409070791836	8.6314028815283	9.92354773759884	5.11254746601722	10.3174816961274	13.7420331633284	17.2351650110768	25.5281272698193	26.3648790736686	34.3105657621102	33.1913751289433	37.3946398837521	40.2279354775019	1.10015773575513	2.41542209032727	4.09305560615533	4.30491065877941
157	Cefuroxime	3.19511323609801	4.84716531889925	5.71917874366641	6.49531683037695	7.56626023434382	8.50082304912703	2.48190376719154	3.74392926592725	3.86135738825118	4.25572245819326	4.57217468978793	4.3970411523783	5.47617435556163	1.34074571920224	1.79115193684039	2.40385566946782	2.68984636337144	3.65436035494546	4.35645176306206	3.54170533233665	4.55379167054764	5.55799122169466	6.53284423702117	7.162385364583	8.25135017810482	9.56231327283724	10.552317452117	0.877074960839002	1.31292548829747	1.77397644210637	2.06639112553229	2.23801376410601	2.58256775672997	2.95391269060269	3.64559540725828	1.53535046987153	2.80277068862356	3.95780531087034	5.0693310101648	6.17033607267639	7.4436749679715	8.29207964055808	9.7215427534412	11.0935186748051	5.59315644252298	11.5313302645607	13.9194543498231	20.0142778267822	29.6336875039834	29.0893618127118	35.3523652196613	41.2566390368191	41.0010272307719	49.2560312880203	1.07214648714506	2.73551779105329	3.90022769980956	4.37364077018565
158	Cephaloglycin	3.15206280180627	4.73654279865017	5.60290390175422	6.2802518306606	7.1798709959635	7.95336901042014	2.05498019844584	2.92756045945482	3.20201493721081	3.32122935502689	3.76434724924151	3.71442495137249	3.50327966802295	1.33432008271303	1.64198324853312	2.06082663749756	2.45799699637569	3.30566778196314	3.47356169606096	3.36210929024483	4.25636540302205	5.16362528459056	6.0420599451032	6.69318998515625	7.69085437679803	8.48427149019365	9.15464552207131	0.925306413175532	1.37370037121169	1.71443289227155	1.91357899879609	2.06832351128057	2.55532150591225	2.93307446125802	3.51100424419185	1.49353391862566	2.74042037028592	3.86614235737656	4.98236164952259	6.08073590987544	7.173513934104	7.98964526411254	9.04777814540136	10.1200375478034	4.85357185557414	9.88691272969415	12.6011835014184	15.8336314274088	24.5619584164312	25.1787533518924	27.9376000646805	36.221179620745	36.6395085583652	34.187221266233	1.05544856142685	2.41108857425751	3.61423686840748	4.12278142633704
159	Cefaclor	3.17493580872478	4.89013057028453	5.75178752167057	6.4700489892038	7.14681734570716	7.87858790101431	2.65910910268183	3.46452130441291	3.32549422302734	3.83458448857365	5.08606569007851	4.73975799203887	4.1720388156507	1.47582125160193	1.73873232497882	2.15951547880634	2.47544630885915	3.51973142473331	3.51222660283622	3.40835377965563	4.36603824745269	5.40080555807477	6.15719958873131	6.87550008310205	7.64682072714441	8.33180734234477	8.77631660048927	1.01569857848125	1.55039950966199	1.85990190358904	2.05559414281845	2.17687766791152	2.63891472942913	3.35349550481126	3.92374666012004	1.51766032964708	2.75577447233619	3.9033790368445	5.03780966583829	6.33890143840964	7.46042946751054	8.09159624580001	8.90704670547716	9.94968915102909	5.03467597640184	10.1038333653326	13.3952422952606	19.0463372153693	28.1604139810324	25.0322990232833	25.5278912984742	39.1727631124568	37.1512296861151	34.9783602450877	1.13400635165422	2.60672564950896	3.95993238059192	4.52888704264419
160	Cephaloglycin	3.15481857304944	4.76115737240992	5.65096825270375	6.30605460181528	7.1530499164391	7.92522777545318	2.05650771248193	2.94224497998131	3.23612622462548	3.31130626477324	3.75901701580009	3.68864657060587	3.4233724022804	1.33491485392748	1.64324631938588	2.07382302994037	2.47291570161865	3.2824429602941	3.41665953882235	3.3650022338062	4.26189055815499	5.18659653352658	6.09166697689295	6.7097248108705	7.65077383496064	8.44906156790196	9.08186018215001	0.925985106699091	1.37454832745099	1.71603081190155	1.91929581087108	2.08466030112168	2.5769666571082	2.94210790013505	3.49846497534892	1.49433729430283	2.74238022789078	3.86993087704258	4.98912250406404	6.10955926076679	7.23574474677556	8.0258573582008	9.00800857709953	10.0847054665242	4.85518175191666	9.89102512522862	12.6027318756004	15.8277687470538	24.6141853803148	25.3390861722224	27.5550132697394	35.7766774991263	36.3586148225354	33.6140846919122	1.0561377371662	2.41644587305236	3.61594817752962	4.1095624560918
161	Cyclacillin	3.09784681304231	4.66063413033388	5.79885359255013	6.86040876949398	8.09725274260166	9.0460089524749	1.5151567202567	1.84513277488678	2.55456050820548	2.96892550830676	3.45763584749481	2.59249821326802	1.33770555510734	1.19919354990663	1.34567475549934	1.59801518150063	2.18740465530114	3.17424940465486	2.03148823735683	3.18212134352022	3.94914846737013	4.90464992734089	6.02567398127541	7.09861574275179	8.5161262078791	9.06508374612043	9.52442722985325	0.88699067349507	1.30911712309342	1.52128534199859	1.44898177403686	1.71742589511336	2.43041328795693	3.10975481348066	3.76729233998832	1.49641843425149	2.70509306787904	3.84130937755071	5.01931414459478	6.16223643390963	7.60071905128705	8.73367429585706	10.1404334532707	11.3749215449489	3.81181689399796	7.02143179532076	9.33465925498035	12.7090238138196	19.3016234579728	19.1261490210692	21.527638136785	32.2548085185714	26.0235448803058	24.1651622833964	0.988306315262848	1.86432337154495	3.64830550393233	4.49414972259065
162	Cephaloridine	3.19669714704831	4.84720346244797	5.68450810474484	6.59275097815704	7.55938921591054	8.57302918196408	2.00535766249408	3.29064069294784	3.45789770367784	4.59014125122096	4.38715996304362	4.05006370857606	5.13598685222539	1.43376550523092	1.65917067871123	2.29893412708357	2.78898696304886	3.78663247624701	4.22547702407314	3.32808669565412	4.19127064318942	5.2270267321288	6.0345917815899	6.96088254395079	7.93657007596684	9.06422111580933	9.74067761245052	1.03665746866885	1.55618478270755	1.83512213782141	2.03733938920725	2.40233311338883	3.06499613559443	3.69368532361318	4.25955797689838	1.4893743235886	2.73882841813054	3.86903691346215	4.98295111474169	6.09247538141521	7.09108185209615	8.05676472924637	9.41918048476118	10.739427238779	4.54428616697935	8.82778518761457	10.5452845811745	14.0184162812613	23.6155388907432	22.0556994262419	26.091444193534	33.2891388971087	31.6377037907592	31.9174426377665	1.12502931118599	2.45255480203897	4.24010389112844	4.45957284506698
163	Cefacetrile	3.17214685161854	4.91331811130303	5.68124372618953	6.37461899870919	7.14423301620906	8.28444745572634	2.34097822414376	3.52387447498426	3.75929317591929	3.85464724025203	3.85907117930813	3.85065273613852	4.50343763064234	1.318069484525	1.74133117901308	2.25693859168628	2.64441339342505	3.12881547454856	3.35367532488167	3.51354572178463	4.40907118666447	5.50406476897567	6.35458487963544	7.06175478708493	7.92149521489282	9.47664187546603	10.0197926533285	0.931989864861828	1.33339807155552	1.76317684987474	2.03757074443518	2.21736373005549	2.6602773436125	2.8426816297301	2.95448822568209	1.51006445896256	2.78749060929736	3.94216487056981	4.97817066451796	6.26075715393208	7.26763970862145	8.23423093541336	9.11340631341974	11.051217122701	5.44002512956927	11.2015241309514	14.3387965067102	19.2383844014489	29.8550797453499	30.605877608603	38.8652614198163	51.2119930961027	53.5615382394554	64.6634088594002	1.09130701612953	2.61826911621217	3.78791646673202	3.98479546759821
164	Cephaloridine	3.20204669439425	4.867728580253	5.6586454641102	6.55397813212812	7.52919035421345	8.48947643909866	2.00666916469686	3.31576336857893	3.44083011640281	4.53348080806846	4.2939506112833	3.9287204435298	4.88239365665229	1.43628159061585	1.66234195677872	2.30782142862114	2.77965376187081	3.72250786411606	4.14946202904446	3.33456230428009	4.20091278353077	5.25962120877138	6.01311786404944	6.92349284433844	7.89678379997073	8.96323609100562	9.63529408598288	1.03755385054488	1.55832232886645	1.83640577630945	2.04001207108881	2.40961916410929	3.05014665912956	3.66504728374377	4.18152893585554	1.48977965942021	2.74090746168213	3.87585927382692	4.99285255947223	6.1203485942533	7.05682557483791	8.0118719944393	9.39294299675032	10.6425607202989	4.5454452088881	8.82470055021341	10.5910377683705	14.1041442508836	24.1388579314571	22.1009422097581	26.0487251603453	32.6377159370056	31.1300481771697	31.2247532483131	1.12591760352891	2.45716697934677	4.21090387621281	4.41316749464061
165	Nocardicin B	3.08648053187781	4.66248651957081	5.37369889941188	6.15823063248407	6.92108115096773	7.85682372675497	1.71542900567955	2.4262094521316	2.81782819800323	3.31186680599514	3.43628507687194	4.21494114547605	5.37717306149014	1.28630126988779	1.48994839006818	2.0364674137797	2.42505376044	3.54641180950781	4.33354578670062	3.29669481244871	4.19151093047799	5.10936982259921	5.7918443732255	6.63267470708089	7.45997294156731	8.59929076631709	9.57873765171099	0.833116423455631	1.25626254258081	1.47937935244889	1.69443463733155	1.96809774140706	2.39366099455161	2.68211571500151	3.39605346116563	1.49242542549191	2.72663889877538	3.856729312262	4.91912514348706	6.01580717130712	6.81960425303548	7.81912872859315	8.95373068682272	10.1315662362006	5.30697159530798	10.1645363030254	12.8450025176553	17.834404802825	24.1361435660711	23.7666197576627	32.215505165671	34.9660364528005	37.0896919618328	49.0584764585524	0.99777769484637	2.23158285981271	3.51297321575369	3.81957602082161
166	SCE-796	3.18112748452657	4.77962057870008	5.50732448660074	6.15267561720977	6.66765900314783	7.0463760517198	2.0752760600288	3.00896828402287	3.32749724561556	3.97946772113042	3.94918363805303	4.42391385802155	4.53560883574972	1.45165158412172	1.73903100203197	2.21132034816264	2.65775359201818	3.33540265629719	3.2629831796963	3.35774437652665	4.26156423507005	5.23001145249944	5.98153506121832	6.76271987836009	7.11144784176988	7.78742880630634	8.04707091380137	0.95514843166603	1.48263140159007	1.80082388324386	1.97125531365403	2.21481715959061	2.69914574012691	3.05553352944826	3.25784316240869	1.4925483701806	2.74471560898914	3.83842397027712	4.97025164933677	6.07842986267991	6.95787075977553	7.73893427465395	8.29843399710879	8.95580834081089	5.06256145746356	10.7136654713142	12.4894565069316	18.7178037425172	24.760469525778	25.1870848522826	33.6586963303162	31.9690170436911	35.512827084099	59.3450467436987	1.08540458595942	2.4727285394366	3.85648091043247	4.03325910992639
167	Cephalosporin C	3.09050741303056	4.9019300147218	5.8445034300817	6.72352481749287	7.54442977873324	8.4159206379519	1.89008216204927	3.04865235942955	3.08093651993554	3.60830473117104	3.74330945239118	4.2230298926532	4.56933535487997	1.21325872848986	1.47713451423572	2.08585345453977	2.32127544130231	3.29230481072797	3.30708556084845	3.28397854268296	4.20379863551459	5.43289046692122	6.41739763059043	7.52066647508402	8.06597482335082	9.13755380584806	9.72990594814803	0.87130798370546	1.24636411836735	1.54501930123038	1.69526709668453	2.07044292561412	2.34211246403003	2.82017368381581	3.41143403851563	1.51569577971436	2.76257881037493	3.86864186545664	4.9688744352391	6.31008440100697	7.65470715955593	8.7655847230273	9.63463660442877	10.9097832548206	5.08490950633134	10.6059540323005	11.9261727953793	15.8179507735802	26.4264921624221	27.9618906624347	40.9942046743665	38.0367447096397	37.6633765904157	47.2470200033107	1.03233658194593	2.20857427356621	3.79787265491324	4.08223602999215
168	Cefacetrile	3.17372266258269	4.9479143171414	5.83564399380557	6.68630407797169	7.62788740308158	8.71436136737589	2.34126706482055	3.5492454403842	3.88408379764907	4.04523335830973	3.95451476505434	3.99946710803745	4.67726746801716	1.3184512198647	1.74029797145492	2.29004628368421	2.7451559245185	3.28121974254914	3.51972663271161	3.51648263490608	4.41603937815402	5.53733953048633	6.51157602009826	7.40818988156674	8.41504031674139	9.925039235615	10.5937052677529	0.932691102087591	1.33329089063637	1.76029368419835	2.04364177060737	2.25415766295922	2.76732624779187	3.0000648921729	3.11753124416772	1.51180834549137	2.78833705289519	3.94509500959023	4.98792133351174	6.29694637538128	7.44392487637352	8.62527819051927	9.74468214442615	11.6148432971416	5.44534451077541	11.2113015064904	14.3350299980714	19.1631776582247	29.5777453054417	31.1317848757307	41.0817232312814	52.0522153504749	55.3166839441452	67.1225127686211	1.09242104401001	2.62400152366482	3.98622648271413	4.19728280659592
169	Cefuroxime	3.19180000141058	4.83347946731036	5.70967306240126	6.50202134267265	7.48160492335843	8.45236615290375	2.47693704486969	3.74653212225689	3.87710393973452	4.31919959592637	4.59556493345824	4.39616158721408	5.47436905545786	1.33922348834853	1.78755040849585	2.40161057232482	2.68968353116379	3.62478632105923	4.31023383853632	3.53792874060208	4.54771636721695	5.5465944467295	6.53151875339079	7.2013274300146	8.18205839940352	9.54257862773272	10.3863477779045	0.876656381740925	1.31147958487749	1.7696717343135	2.06023036791652	2.23161138290389	2.57187199621296	2.92201303328589	3.59951863768731	1.53529371108739	2.8015890383413	3.95374248513946	5.0669621161841	6.15095381605209	7.42890764703161	8.326891595888	9.60907220709295	11.0592504520761	5.59287979368191	11.527905615279	13.8840641736145	20.0150265653585	29.5952114586259	29.2465220267643	36.2563278856211	41.2501957127111	40.9246528664694	49.2759638498367	1.07176845617582	2.72929531668718	3.89915228329705	4.34659560666429
170	Cyclacillin	3.09410205130851	4.68280402849209	5.68477677066746	6.61568304086729	7.81835563491721	8.90408588793008	1.51168809269338	1.78875416499686	2.49132776494993	2.84832855360441	3.33297788598607	2.49511593744637	1.25664439612205	1.19753075575695	1.33960980138244	1.5648134392359	2.12731744911825	3.07423410896498	1.916446632431	3.17804417125879	3.94286931730233	4.88831922105459	5.89408837310598	6.85685389196007	8.19552525382137	8.91240741478518	9.23313008495026	0.886109756324567	1.30739845559149	1.51503739440138	1.43926875542697	1.70055709135335	2.36980296458524	3.00869825519435	3.6591205952747	1.4953490854292	2.70273196383149	3.83682205380586	5.01725836742567	6.20190148633478	7.45736074451565	8.42389597292299	9.75734800469704	11.2147144486677	3.81178343709115	7.01849995403168	9.33914688497747	12.6147232583183	18.6625774614224	18.5128744989169	20.8294386976129	30.6618748608219	25.4006022347268	23.4265247317584	0.987492782533248	1.85104337681416	3.52810786109537	4.34778627868293
171	Cephaloridine	3.19411996299185	4.85285388066404	5.60474286869908	6.39592889033909	7.27526500918988	8.26271149765676	2.01718222889106	3.26314872253118	3.37594528116916	4.51934770162775	4.26007042527946	3.93368529790761	5.00954598857935	1.43270983089035	1.66258567160273	2.28024697006384	2.72234843424071	3.64777642274893	4.04851075136652	3.32663022721034	4.20230390145539	5.22592405927875	5.94733639962428	6.74753394104017	7.6293399254026	8.73003512559865	9.31277759588158	1.03617247631924	1.55485636341249	1.83793329857913	2.04592143399044	2.3901451088795	3.00734730923016	3.59268936044981	4.12227374097225	1.48906621434147	2.73751304935783	3.86558412336067	4.98972461578372	6.10151792001645	6.99991090008449	7.82234813717439	9.05500089673942	10.3486577804541	4.54411097565602	8.82016469730521	10.5558088754008	14.0592387525549	23.5244708995526	21.6156495534126	25.1016917872794	31.7890939939214	30.3146090373488	30.469396747336	1.12468262921576	2.46053135230886	4.11363599194866	4.30401972898604
172	Cefuroxime	3.18377226123769	4.91587910469357	5.69622352115889	6.41285110761754	7.22248186242522	8.0769720750371	2.48205073410299	3.7982259174511	3.85771102033372	4.12501724057919	4.49663610256791	4.26466032894304	5.16140420548521	1.33658961858617	1.79009612859311	2.42936487456098	2.67612243028408	3.44160321120515	4.01655409740046	3.52991097496934	4.55321951358531	5.63806921275535	6.51225784151616	7.04843126988064	7.90179327067962	9.16286824727258	9.75538969109947	0.875682756831934	1.30878314692476	1.77069148398422	2.07845892183484	2.26376102864938	2.57731530122157	2.87837752203774	3.40133730963477	1.53480853798014	2.7993522171658	3.94381654662674	5.05605152686717	6.26114584201381	7.40898332869363	8.19807824577847	9.28284693884334	10.5987777596286	5.59393260666597	11.5276041239729	13.8741772484571	19.8307971309889	29.6183084548308	28.933153298892	33.2971586891979	40.9075305921638	40.5666428580121	46.6159649319064	1.07112965372041	2.7504141989453	3.80332343829065	4.19691894416769
173	Cefotaxime	3.20144402184198	4.94408461196626	5.85963001005225	6.57324907868936	7.69085889772991	8.52516671370744	2.60445042049536	4.02968329267686	4.25382661739695	4.50129633028339	5.68913671567214	4.85934062521897	5.64536776054494	1.35859482111306	1.84940232020953	2.45800838535634	2.89464934846695	3.55257570765449	4.2446831805322	3.5612187334245	4.5286105220468	5.58915493900634	6.58181571063245	7.26245600478172	8.44870066521325	9.29778630025281	10.2866789626943	0.951998450383186	1.37548502646462	1.8630636741345	2.17783244141159	2.36093941213377	2.93048572857069	3.25412466724924	3.74850372909713	1.54445758515865	2.80439727765668	3.9732441515524	5.04918835413027	6.28188822263863	7.51953041759453	8.39331037221687	9.75342827361096	11.1714393306063	5.44515401838867	10.8585403298378	14.2914069816402	19.1281029533549	28.4411737837225	29.6599544455474	33.091799763804	40.2868861876072	38.8884121233879	44.0961427512765	1.11446647400375	2.79866048835311	4.10227331213619	4.80758370072573
174	Aztreonam	3.16104888732826	4.67544891901443	5.58486709798006	6.19146205914227	6.84916547229097	7.72927024659899	2.40449652570355	3.6206350614704	4.55603902300969	4.86466848650536	4.92285797232361	5.22401957997944	4.68133897473318	1.31391879721594	1.59692996874831	2.3877303786091	3.07817343965619	3.24856342175813	2.77644515335981	3.58347858164492	4.44765773757853	5.39501505333967	6.31870713027287	7.21514910856401	7.44684113274626	8.56752318985627	9.40210748607576	0.916897128871469	1.2676836007032	1.54412287221546	1.62726003113284	2.24568074186704	2.94444769453629	3.08792237759681	3.38441288961705	1.55570422730977	2.8634011036046	4.03367695993449	5.13366557310472	6.01596519937592	6.995744420097	8.11060567913521	8.64491417785178	9.99058222480438	5.44826975930792	15.517371427033	16.5455784930142	25.8283634873463	27.0409932287068	30.5014547313819	45.9210830996685	30.6576593245885	47.5756491220551	46.5481960142052	1.12324850352028	2.31010440083022	4.0880545177661	4.20480947640043
175	Ceftazidime	3.18703606922101	4.88222881742608	5.5549475300531	6.22952750116566	6.88606539448143	7.66090491695566	2.22260735546552	3.90418589598725	4.03187910121148	4.31957061146797	4.60958105465588	4.61906344024476	4.52925472015262	1.3990948698442	1.68556559109934	2.57875079868395	2.95205311360825	3.4232997155401	3.25629796752824	3.4612292326412	4.29869080126051	5.39352617443071	6.04683568191218	6.93675255872537	7.39279319717257	8.31292615045579	8.91967790384212	0.960544031185843	1.4226603135753	1.72808906325465	1.88825190981955	2.54944414528035	2.98868230140195	3.20268557612678	3.54828319774934	1.52776283626352	2.78759159649645	3.94420599855022	5.09982119777664	6.08911366506113	6.92215791569943	7.97656460799312	8.59528033179484	9.83851807951199	5.11996261359913	10.3432319008577	13.8152532735701	17.0437219424366	24.8224835881921	25.9351673620005	33.2535644919486	31.6749632155986	37.321751153792	42.113290666868	1.10221443126273	2.40441996750031	4.01100608691711	4.23812121584179
176	Moxalactam	3.20528766492805	4.78123959267462	5.60289121152324	6.27343971349735	6.89937722445323	7.61978052349034	2.56863845611004	3.15330745009698	3.84563411386006	4.46823991855366	3.97528561102729	4.04827107378203	5.04940314771585	1.38320878218856	1.8531762875369	2.25412521690945	2.7623554610122	3.20191138362521	3.48347736947638	3.55733983196118	4.41859216568347	5.43302087556699	6.32137763449896	7.13154815304604	7.75074930584128	8.35748619309426	8.87284558182888	0.882463720689806	1.32069926892602	1.80871337201724	1.88554259672836	2.12223278523288	2.57734793548411	2.79505452475845	3.21311072042346	1.54714267060039	2.82269131409845	3.90856167214795	5.04211525008432	6.15295872200707	7.15198750581822	8.04852504297902	8.91421858868796	9.80542883192221	5.53312380254437	11.1824719397181	14.6837311427926	20.4279507822132	27.3424643671951	29.377227462232	41.3066909571438	38.8159838678476	36.0188936868673	56.0821958021023	1.07976157120793	2.531387122088	3.93592146518546	4.06219597803156
177	Ceftriaxone	3.26287199534108	4.90029373919162	5.53793724540374	6.16029539391995	6.63562075222841	7.29493391696318	3.10044677990549	4.24303520089311	3.85899977905169	4.55498822333393	5.02776813330161	4.78973509913922	5.13790850373163	1.46391974558322	1.99900457660363	2.52181036314691	2.65738893434608	3.23029023554796	3.49166357977457	3.64525540468382	4.55270757795023	5.53901297456613	6.15272899220582	6.82936239040387	7.29737080583523	8.19354723840877	8.54651299895795	1.0181227226956	1.49161547883895	2.05607599244675	2.39530505150566	2.487539358369	2.69630533330949	3.17169559203835	3.24448418777622	1.58176754692721	2.8718107127138	4.04501820476215	5.08919114636849	6.16599532931846	7.20807608778107	7.84384334022256	8.47110263686455	9.55499782255588	5.62990305637424	11.2298579093022	16.5613723271005	19.1684318737918	27.4249893799217	25.8729497728624	28.3259745480509	34.9671514503979	41.4100045251024	46.4726603883642	1.18184598268175	2.94721837025754	4.03699373400712	4.2727521816419
178	Cefuroxime	3.19363986182108	4.81195507164918	5.59879195862863	6.29365727643547	7.2434707301232	8.06600578983175	2.47714152731799	3.6880939091839	3.6648935587404	4.00705798824228	4.37304405661809	4.16586693128384	5.03175650365186	1.33988486269102	1.78462581923373	2.37035819895109	2.59710218321918	3.48446613466131	4.06923210000861	3.54035577127955	4.53593475344739	5.51844341500434	6.37790022288697	6.88597745313904	7.84859596562798	9.06630739545622	9.85359924654941	0.876829053278907	1.3123696706952	1.76773664158931	2.04866724951614	2.20400267779823	2.51184246654304	2.84924116861322	3.49004789805503	1.53485442208258	2.80173128322592	3.95775566958243	5.05708142410131	6.1301160669274	7.29074214392761	8.03661211314463	9.29161383980233	10.5032476839149	5.59098228459738	11.5281516944307	13.9196186490367	19.7143827467362	29.3137975886374	27.9197270255295	32.062680063238	37.8445474051096	38.4760372171845	44.8722004352697	1.07174458353181	2.71314060544018	3.72374619370476	4.17621086282991
179	Cyclacillin	3.09837145970268	4.62429548115787	5.74942628216805	6.68982513095257	7.81596254894478	8.76147495615126	1.51072754604145	1.77679814220287	2.45461335613487	2.86088705248995	3.34104306151387	2.53908231825243	1.3262685991022	1.19963257728638	1.34262396819985	1.57085270038696	2.13165654808957	3.10379306353796	2.00292809561301	3.18271703962651	3.94075335946391	4.85372043943765	5.95670197953181	6.90842902187946	8.19741818767032	8.78232795205057	9.26006260436917	0.88723210192035	1.3094256856108	1.51904904833142	1.44048577805236	1.69571173113168	2.381278617453	3.02106104969754	3.68023743501955	1.49733325588006	2.7062931844943	3.84213117305506	5.01604517985434	6.11269067390894	7.54910640100964	8.52300572659161	9.77140594994479	10.9922619796839	3.81517955709212	7.03255315451938	9.35862971568426	12.6174902105533	18.9851745971688	18.7180017711051	20.689045314415	30.0883100938735	25.1733287969583	23.5543733240209	0.988740631168806	1.85106536814864	3.53303538963593	4.34810183872971
