No.	NAME	TDB03u	TDB05u	TDB06u	TDB07u	TDB08u	TDB09u	TDB03m	TDB05m	TDB06m	TDB07m	TDB08m	TDB09m	TDB10m	TDB02v	TDB03v	TDB05v	TDB06v	TDB09v	TDB10v	TDB03e	TDB04e	TDB05e	TDB06e	TDB07e	TDB08e	TDB09e	TDB10e	TDB01p	TDB02p	TDB03p	TDB04p	TDB05p	TDB06p	TDB07p	TDB09p	TDB01i	TDB02i	TDB03i	TDB04i	TDB05i	TDB06i	TDB07i	TDB08i	TDB09i	TDB01s	TDB02s	TDB03s	TDB04s	TDB05s	TDB06s	TDB07s	TDB08s	TDB09s	TDB10s	TDB01r	TDB04r	TDB07r	TDB08r
248	Ofloxacin	3.0848853037996	4.92825956682062	5.92342112040131	6.6873127148012	7.55428374918633	8.52933085985237	1.70529058658177	2.54621170228482	2.90267629331583	2.71764464754517	2.25059555023096	2.23590494381675	2.36480442718287	1.24630891536873	1.53006891991169	2.19703730664653	2.57422054747731	2.55200167399153	2.58841704939801	3.22487900016457	4.11749331213309	5.21477590746688	6.41784920634708	7.25670735921791	7.79345587882348	8.49409847518637	9.83544322925238	0.821544345253579	1.21842574840723	1.53980685113657	1.80342250014118	2.20365521909981	2.56918608496483	2.53503865298653	2.95598666957814	1.51039926844206	2.79545938481108	3.88278979417874	4.96396249447854	6.32217241346977	7.62886115166962	8.89408757845756	9.93607991722018	11.2012775827659	4.29673088611078	8.02959846262218	10.2529508579273	15.6692471233607	19.6948365429468	24.3945104405485	33.6632532467914	22.8714515237526	22.2342303463285	32.2038610994993	0.985576966609748	2.2211983216946	3.32687339448542	3.52214540376672
249	SCE-796	3.18015933246454	4.81341214033118	5.53332352281427	6.24851392717103	6.85961101931549	7.45930977446402	2.07600627220347	3.07120249139699	3.39185065769624	4.07684008770931	4.15947485901557	4.7008068576026	4.90947221070535	1.45136979544445	1.74093668246221	2.23553280583625	2.69599772056994	3.5503294905971	3.56843596864995	3.35636070945602	4.27013240538156	5.27478406936972	6.01358104707088	6.87186371411905	7.33350919303269	8.25788400947585	8.64202298300141	0.955551303424106	1.48256972839488	1.80193800356963	1.98072746641729	2.23890145901413	2.74025477334118	3.1279650431462	3.46375644229535	1.49264212319274	2.74497793430177	3.83727756036739	4.97528010954631	6.12208192328569	6.97553407947831	7.848811419045	8.51425192870385	9.47795225934102	5.06401909316612	10.7137083938286	12.4785973031126	18.8183186471693	25.1275543127661	25.3339059747734	33.7135637479824	34.0503535793978	37.7212445438107	62.1587288760418	1.08566972399712	2.48507437856614	3.93997655333932	4.19592121960069
250	Cefamandole	3.20784862111131	4.7767076773218	5.39331834707319	6.06729814908742	6.73378673791144	7.86379717236602	2.52297301544809	3.413114655504	3.65161395450541	4.3964966606314	4.49018097707142	4.68727914457431	4.55553709176724	1.42514621371671	1.79431838547075	2.24747714074836	2.53338409983215	3.63321971193666	3.84112181024223	3.4204468379449	4.31891835476927	5.28569454989939	5.86495237943848	6.58442618663414	7.32872697858804	8.59707508107334	9.27898018899556	0.991193414980016	1.4921245684958	1.92512290892286	2.09850794543877	2.28286455002322	2.60768357214293	3.20403538809452	3.80791662106804	1.54376756940117	2.78935980298857	3.8874119096852	5.0439711527634	6.0781879992374	6.92672026061544	7.64312344468977	8.50709610101288	9.96111103884604	5.07788794728923	9.61003839803633	13.0987885602345	15.7290263606759	24.9236278908845	24.0994331332828	26.0305515269811	35.7985521256005	40.9150185983083	34.1670955294921	1.12601247600765	2.54509666206572	4.00063379742519	4.25067233024592
251	Imipenem	3.10573710142638	4.78857517001364	5.62368461053557	6.49645730738455	7.17661368767004	7.51420598406461	1.79770986439982	2.32335120569645	2.56836535907852	3.02779814857099	2.24593752096607	2.1189993896172	1.78795139385053	1.20357514155062	1.43606083517845	1.84848275261447	2.12594524193594	1.99493180437284	1.95620683453161	3.23809981546028	4.17087689517336	5.1655537507851	5.82580390383139	7.1044060469175	7.78151391022323	7.75047721253716	8.42085956272456	0.879046007387469	1.2950708840647	1.57638693737419	1.93456156575413	1.98041604760172	2.3657778046483	2.67173028471034	2.22043640193085	1.50576563813047	2.74041848736174	3.89532896557798	4.8924390616982	6.23045683360074	7.20728858019494	8.31132597379061	9.61461122941246	10.2872021156968	4.52022215555614	8.57737833527615	10.0231401248912	16.2514629586818	21.9356421374792	18.369993735865	35.7951162516712	30.8290755009953	29.5072185826046	31.4092337179094	1.00422083869971	2.35931840767833	3.53619516545502	3.33535387397681
252	Ceftizoxime	3.23302546677986	5.02456804865288	5.8076257611066	6.66181775882576	7.45138535084506	8.31378448675565	2.66667550167743	4.42777570203484	4.11519035125653	4.66544524680677	6.20055103874632	4.93645012889444	5.35055057266846	1.43992518548612	1.86089275128921	2.5196942165719	2.8418223652156	3.52824679255466	3.98300132519917	3.57682564041281	4.64337047375969	5.7714249009472	6.50749181560109	7.33340517485453	8.15883700368118	8.98971213890853	9.89840445148396	1.00515667326408	1.48224033874467	1.88523259558328	2.24316317695512	2.38091429174612	2.89160362866633	3.38449789031176	3.79804593096829	1.56414962464171	2.8293364100749	4.04753665820801	5.14569292723873	6.44351893498729	7.59243020461293	8.46225005277485	9.44156047423162	10.9376870943256	5.55801623411287	11.003568266976	14.8590254811453	21.1919781719268	30.9881779629068	29.1795342554547	29.7043880089083	39.0790949054249	36.958316757604	46.5808128322867	1.15977474670358	2.916448710884	4.21664781948909	4.92522167883091
253	Cefazolin	3.26232098623098	4.94503307111587	5.84261157773356	6.59595469076866	7.16617762442468	7.86049508644946	2.77948163427808	4.34952107282536	5.0049410700059	5.93551774203241	6.3287335915223	4.9546062751786	4.62107848609412	1.47633214752437	1.89304848052549	2.56469378902821	3.04720017681568	3.55576134967067	3.45524752062868	3.54596631250303	4.42042446718443	5.58562029228305	6.42701885257026	7.25744372383269	8.0531520758377	8.6391848639158	9.18409332705106	1.06805933253426	1.60326990138327	2.06986853741988	2.32443219971223	2.68417725588142	3.30264533262779	3.60860355925888	3.6958045194409	1.60641321786616	2.85639808180394	4.01211890342127	5.11099415433066	6.2546721453162	7.43820397520167	8.43568201034957	9.17220241728764	10.2289258652942	5.3925764608326	10.0134949403586	12.5652887059232	16.3310622457996	28.1871324371131	24.2357737837904	30.2228299692345	43.3493493923323	35.4776808181968	39.8947488048394	1.21462389908577	2.76906441830912	4.58684660689943	4.98400027358898
254	Aztreonam	3.16171795562817	4.67956991892058	5.57854561502719	6.2179700183024	6.92287060333918	7.85848682062098	2.40698891661293	3.63170871399808	4.57247268261445	4.90623701956501	5.02523715103972	5.26841093447389	4.72936124392828	1.31399288442582	1.59792503193192	2.39134158385027	3.08663700146429	3.27852883800944	2.78996647880537	3.58435304814924	4.45051423537078	5.40459460956331	6.31746142088739	7.2490698035449	7.5388763168744	8.68668772446682	9.48309105190706	0.916561509055745	1.26777954621718	1.54495818180269	1.62897605314806	2.24648315034784	2.94702202680519	3.11179995286677	3.44208030795719	1.55537045335233	2.86360756521952	4.03456908154722	5.13662073194847	6.02244527079908	6.98766076906585	8.14178891111884	8.7326025591493	10.1557901881647	5.448236925491	15.5198996255149	16.5533720867585	25.8437624890563	27.1841440622524	30.555087321584	46.1333264194992	31.2343103386093	47.5489150038992	46.5763073060117	1.12292322359573	2.31280312013575	4.1189995954149	4.26384017922444
255	Ceftriaxone	3.25814660415385	4.98268911700378	5.67609357438535	6.39059079868649	6.81955967123246	7.40077753922784	3.10797453063337	4.32527297551564	4.08176014412881	4.78119857977913	5.30770970349482	5.02530351412906	5.29927917382634	1.46226951406095	2.00233849987243	2.58034481339867	2.76164421805999	3.3323881519165	3.62904439730024	3.641030659102	4.55381457964958	5.62440442197097	6.30119996653014	7.05560515559409	7.50582173305196	8.31193902911615	8.81752699253402	1.01808330772761	1.49001208713531	2.05939621288448	2.41607726253539	2.55405660627473	2.81741186481323	3.34374932328235	3.31822698228938	1.582325373263	2.87109596499113	4.03763094270347	5.08490432537149	6.26384283011928	7.3856218926088	8.11505805686529	8.71213480755552	9.69876777611072	5.63243284978382	11.2274702194279	16.5743685698038	18.9862416828584	27.3539992210262	26.2130953039061	28.4832273555724	35.03211180805	41.842058340652	48.227925150509	1.1820380615822	2.96335139447055	4.21385272725981	4.42929707774909
256	Ofloxacin	3.08236547868161	4.90534128080676	5.90875913133844	6.69184606197087	7.42058589991094	8.24875783111614	1.69481483630284	2.53839230132591	2.88991458455414	2.67842363661963	2.20902999535556	2.20053159561062	2.32953790358044	1.24590816762839	1.52463689874659	2.18356576136813	2.56453719797331	2.48586021051355	2.52559770356321	3.2218154897508	4.09665378422233	5.18899186466752	6.40808676490397	7.25074283504178	7.64254880135727	8.23674007268531	9.4210148887913	0.821551323130874	1.21802459572833	1.53637622899397	1.79287065461116	2.18800405241681	2.55841050217632	2.5143257220571	2.86237265020049	1.51024264805671	2.79483569967163	3.88040557840512	4.94660247797008	6.29146297223788	7.62110760323278	8.90185502787318	9.7619216250724	10.846094536904	4.29845059852176	8.03618300632011	10.2342641488535	15.5303094881939	19.5240625565091	24.4538527799897	33.4884039565794	22.240711085204	21.8438901727921	31.5760316685698	0.985597644351161	2.20686730892734	3.30004440373458	3.44672082742909
257	BL-S217	3.18131199063425	4.98620749200197	5.97870280563201	6.91243529425777	7.89852524719388	8.9372815947758	2.34725681536649	3.36718922763015	4.27165123887742	4.11361630485457	4.51642283833135	5.26947874783373	5.28638394769235	1.3300654468778	1.74107892538665	2.22519560490962	2.83015599870141	3.95499051584206	4.49729420958018	3.40529470006943	4.25504820443745	5.37896195275381	6.54697588833094	7.41962583844951	8.32946329122057	9.72489782811263	10.542655806034	0.968190224736794	1.42190071127595	1.88669369177485	2.08728611766452	2.34987622368161	3.06480412904436	3.51441847054461	4.31203293805055	1.49835139482002	2.7714676046947	3.84922632474033	4.93005620582625	6.30415573861595	7.5347616537521	8.65492860594068	9.88350219767285	11.407120904769	4.72131234040581	9.52761842834276	11.8071135061558	14.5459314844618	24.5263318950335	26.7913296493797	30.8420119168393	37.9730954447671	37.9726078259156	31.9917026383044	1.08684717864599	2.49730955972842	4.22408282107318	4.53414288375626
258	LY097964	3.22872001388522	4.90423388422198	5.69901173882197	6.39509729112093	7.18299676129845	7.8199726238801	2.69976550488693	3.91327771024521	3.62047235238807	4.2201743396924	5.51873953133494	4.18053809890281	4.60344000774361	1.40043237522227	1.89529882582345	2.35761736106883	2.60061455802661	3.18953421918186	3.55815916896577	3.5431043408727	4.48339777271561	5.59222667078738	6.34668887196837	6.99800473488159	7.75308843074811	8.46541688309582	8.70296861818062	0.989537076204691	1.44924760551245	1.9469011960202	2.15402058231943	2.25992048608303	2.6675426758651	3.14239663234149	3.43234423995433	1.55178817659371	2.80424928500934	3.98403986458564	5.07276863315185	6.27665025331572	7.47365639515429	8.18853486301022	9.1090506867343	10.2639102497449	5.35193047131129	10.3214254925734	14.1542142054648	19.3878764600235	29.452433201197	27.5655766731469	27.2918755030178	36.1902255774883	33.9064923110637	39.1105984728403	1.1344878630432	2.74703339745959	3.919442312926	4.53063887091181
259	Cefacetrile	3.17608899481002	4.89667797061145	5.70779828298453	6.32847803980134	7.15274944554806	8.03000265038732	2.34791279232792	3.40856005640738	3.6979068957639	3.73502603113871	3.59692144689313	3.62765061170578	4.21989442292497	1.31933648704244	1.74123598941276	2.23096383138009	2.61295312336649	3.00205443737649	3.22187265054807	3.52012022998435	4.41514543084114	5.46705781942748	6.36932964038634	6.99925261976043	7.87013366325085	9.12134415802018	9.9060101761931	0.932185243055989	1.33404211269191	1.76337967995286	2.02847329126085	2.19837479146585	2.63801257950857	2.79839920270654	2.86588062866896	1.51128582733259	2.78901834686643	3.94728970189694	4.99387300816243	6.23915418285551	7.32049440656479	8.18359071991322	9.16349644978979	10.6892705909333	5.44412186135478	11.2307472972692	14.371296165029	19.1444260092145	29.300932576801	30.4876844038765	38.97597467977	47.5255410085393	50.1066208931683	61.3569094910951	1.09199929012846	2.60774752542844	3.72379283451674	3.87384834874806
260	Ceftriaxone	3.25880880278545	4.90239864092702	5.55949154545329	6.20319780534103	6.74358678483342	7.36876370559517	3.10222728996751	4.2638625908479	3.90486826431675	4.63564034227241	5.15939466477729	4.8580252627995	5.25633916037542	1.4624859823034	1.99836362014609	2.52968317354743	2.67931133556506	3.28535662002837	3.5782775614512	3.64100755331376	4.54679744375722	5.53933357706258	6.17715327351093	6.8650082059574	7.40602636779659	8.24776028818628	8.67952270439086	1.01799054873354	1.49041677904404	2.05631175786671	2.40003097693446	2.49994636758225	2.72556235105957	3.23649721441543	3.3208558865812	1.58182311992956	2.87044463590219	4.03973421600574	5.07914811159621	6.16455231286036	7.23054585218892	7.86928745044267	8.60086536952514	9.62331200067219	5.63097117569507	11.2264778585762	16.5575542606342	19.138213978439	27.363268685412	25.8836156651341	28.2437817657422	34.8945390430197	40.9331795410762	46.440260296019	1.18174269550818	2.94784987000988	4.08802408375866	4.34986089918979
261	LY097964	3.23471239100554	4.98573610575533	5.82461503712015	6.67741931095383	7.51510123379608	8.2984020332094	2.70596114337082	4.01927890283808	3.75604161341872	4.39735837266688	5.93332129045173	4.69772007500561	5.34839971553532	1.40135716279148	1.89930656485087	2.41277993505651	2.69182999555608	3.53260734445683	4.07969028600841	3.55059508678092	4.49678042727467	5.68521409943167	6.4662799975907	7.28038758868542	8.10616482652037	8.96776793285731	9.79232776418243	0.989510775742468	1.44947323850638	1.9496453730654	2.16852080525497	2.31601346931496	2.77522499903607	3.32413652189024	3.80223666453194	1.55230891397385	2.80609680000088	3.99173577324056	5.09238196570652	6.37240662370462	7.61152471125046	8.54121723887713	9.50142220777783	10.8253987020341	5.35152010516749	10.3224370569321	14.2077368392828	19.1698255188428	29.6377663485262	27.919322354263	27.8882444328186	37.0572588954334	36.2291223588858	43.6686192203608	1.13460137165247	2.76080229946398	4.10604412414766	4.81946803340986
262	Nocardicin B	3.08288878330817	4.76886757500276	5.70595302147587	6.72127561678656	7.62512902244491	8.63337277280495	1.72144667987968	2.48555241114691	2.91978062746222	3.50799830481364	3.66075479226903	4.45171618300863	5.76992236479445	1.28569826982044	1.4944033715134	2.10684550684792	2.57979307932081	3.8248825592841	4.76356204398681	3.29315375540846	4.20946279705412	5.20915570737437	6.09200366749493	7.16544365307612	8.1722155612483	9.35968839559826	10.4538390318238	0.832952317257368	1.25565314427649	1.48302637808866	1.71958127393254	2.05011809792568	2.58062337496897	2.94601075767262	3.70844576320733	1.49223411713274	2.72562418599856	3.85021486865148	4.93392550325512	6.130497545773	7.20563967824654	8.50979463965688	9.85396857947088	11.1379170350211	5.30614162087309	10.1554116935107	12.8723034143921	17.8699830022969	24.4856949552987	23.9623662022097	33.2318012614652	37.2126894776589	38.2126281677983	49.9567892482957	0.997513404182663	2.25504747415493	3.80366705626765	4.15739515329479
