No.	NAME	SpPosA_A	SpMax_A	SpDiam_A	VE1_A	VE1sign_A	VE2sign_A	VE3sign_A	VE2sign_D	VE3sign_D	Acon	TI2_L	SpPosA_L	SpDiam_L	SpMAD_L	ChiA_X	SpPosA_X	SpDiam_X	SM5_X	VE1_X	VE2_X	VE1sign_X	VE2sign_X	VE3sign_X	AVS_H2	ChiA_H2	SpPosA_H2	SpMax_H2	SM5_H2	VE1_H2	VE2_H2	VE1sign_H2	VE3sign_H2	J_Dt	SpPosA_Dt	SpDiam_Dt	VE1_Dt	VE2sign_Dt	VE3sign_Dt	J_D/Dt	SpPosA_D/Dt	VE2_D/Dt	VE1sign_D/Dt	VE3sign_D/Dt	Chi_Dz(Z)	J_Dz(Z)	VE2sign_Dz(Z)	WiA_Dz(m)	VE3sign_Dz(m)	J_Dz(v)	VE2sign_Dz(v)	VE3sign_Dz(v)	VE2sign_Dz(e)	VE3sign_Dz(e)	ChiA_Dz(p)	SM1_Dz(p)	SM2_Dz(p)	VE1_Dz(p)	VE1sign_Dz(p)	VE2sign_Dz(p)	VE3sign_Dz(p)	J_Dz(i)	SM1_Dz(i)	VE2_Dz(i)	VE1sign_Dz(i)	VE3sign_Dz(i)	AVS_B(m)	ChiA_B(m)	SpPosA_B(m)	SpDiam_B(m)	SpMAD_B(m)	SM4_B(m)	VE1_B(m)	VE2_B(m)	VE3_B(m)	VE1sign_B(m)	VE2sign_B(m)	VE3sign_B(m)	AVS_B(v)	ChiA_B(v)	SpPosA_B(v)	SpMax_B(v)	SpMAD_B(v)	VE1_B(v)	VE1sign_B(v)	VE3sign_B(v)	ChiA_B(e)	SpPosA_B(e)	SpMax_B(e)	SpDiam_B(e)	VE1_B(e)	VE3sign_B(e)	SpPosA_B(p)	SpMax_B(p)	SpDiam_B(p)	VE1_B(p)	VE2_B(p)	VE2sign_B(p)	AVS_B(i)	SpPosA_B(i)	SpMax_B(i)	VE1_B(i)	VE2_B(i)	VE3sign_B(i)	AVS_B(s)	ChiA_B(s)	J_B(s)	SpMax_B(s)	SpDiam_B(s)	SpMAD_B(s)	SM2_B(s)	SM6_B(s)	VE1_B(s)	VE2_B(s)	VE1sign_B(s)	VE2sign_B(s)	VE3sign_B(s)
124	Cefazolin	0.642329890804605	2.57228220372219	5.1440452325221	3.73976543493849	0.0613717911680478	0.00211626866096717	-3.51489048411196	0.00153802783572997	-3.91684963902738	0.0305452787089343	4.51562533762098	2.20689655172414	5.40959254023789	1.45734361762036	0.997107620926133	0.290569692125898	1.98828756501334	0.298044859487327	4.41918414134144	0.152385660046257	0.188723097611068	0.00650769302107132	-2.10010733690723	3.7939412899069	0.255544535471521	0.627535478877729	4.14982690199284	7.39254199597203	3.42856160463568	0.118226262228817	0.0189427469937196	-4.99541541975044	0.764808618110134	9.95028145802192	399.344438983701	4.48838673459517	0.000128897765111652	-7.03933418256773	12.2563029111276	0.742354419813568	0.165714501743585	0.00283597788846174	-7.38716176278438	0.286650959250802	1.83456613920513	0.0122520221168804	3.996088238837	-1.30216163640294	1.29128031016417	0.0116764321090021	-1.36384634637793	0.0024646808505372	-3.32293980270181	0.00597365956594127	-2.24290939580618	10.7760587431316	4.77091428921361	0.532858324438047	0.0183744249806223	-0.792825911030467	1.59089293954965	1.17350328750975	0.158134827709016	0.0634127886519597	-3.47368712856918	3.80097609050356	0.255745269741051	1.54924631688752	5.94976148695671	1.55427478137469	7.27180072741004	3.73618855266505	0.128834088022933	1.66004347786039	0.150269624796226	0.00518171119986987	-2.38707351410283	3.44969333188287	0.277998972467645	1.28120844726215	3.73278815843417	1.49629789722613	3.88895101687917	0.0886406182042442	-3.05186494877342	0.265584929174401	1.41135456504429	3.83890521036565	5.54615966285563	3.85947222897791	-3.15560568101855	1.27246204969239	3.7795466686717	5.64453113234177	3.87763692343883	0.133711618049615	0.00393025280127648	3.63723471119322	1.41194935167106	3.85563184457371	3.89272061647514	0.134231745395694	-3.18230748282004	5.2203450560208	0.205888140053172	42.1658910828896	7.60984382319434	8.61325538693174	2.04206051385408	5.96275991430609	13.4572235487856	3.55224886843482	0.122491340290856	0.0577331220704057	0.00199079731277261	-3.59186737312524
125	Cephalosporin C	0.611232382027882	2.57101011782392	5.14202023564785	3.67659056911097	0.0615527619527081	0.00227973192417438	-3.26903162832616	0.00992191107847373	-1.54451044439112	0.0291322075553898	5.08537322022267	2.07407407407407	5.41074178631727	1.47533614564598	0.996299614295686	0.29386685118363	2	0	5.0844353456226	0.188312420208245	0.104036659627565	0.00385320961583574	-2.65359672115187	3.56977401811995	0.267254359384474	0.611769086271959	4.06585662896424	7.19053450016364	3.38777731402272	0.125473233852693	0.0179386362347082	-4.71476855736587	1.18519942595763	8.73596968072787	338.984807773986	4.89984857205206	0.00264214570470796	-3.09603457478866	15.1649569214099	0.833259613885549	0.16386937614712	0.591596198647828	-0.615531488209193	0.234779126467158	2.1912718470268	0.0163693592112794	4.68996957671957	-0.957489512601344	1.71357362310289	0.0101571908134531	-1.51702908651802	0.0147722349964017	-1.07781307576117	0.00586749257295135	-2.48548148453885	10.8460895101366	4.75804753263015	0.202531017459755	0.00750114879480575	-1.87247282987918	2.15301558188726	1.08973971016452	0.173597144569543	0.401867820962671	-1.06897527353331	3.52014675770512	0.271353135957723	1.43887901805655	5.64521004358122	1.44718855906305	6.92699233200941	3.72261078817989	0.137874473636292	1.54128860532896	0.132326691654062	0.00490098857978006	-2.37155187234933	3.23689120214957	0.291058813087422	1.21868986262412	3.7176948586912	1.42721024217251	3.79678088304624	0.0748166839792705	-3.04020417011247	0.275568035203498	1.38976008880189	3.82956168891391	5.53466103606991	3.7462744673655	-2.85175195851138	1.17128055148511	3.71107490139748	5.57770369203431	3.81054282534551	0.141131215753538	0.00317459689839464	3.43273564659401	1.37114219195451	3.83865850701751	3.77258017529091	0.139725191677441	-2.80860969015583	5.50185046140883	0.208353824283117	54.4497994126546	7.61229888627718	8.60986329474476	2.41565674999932	6.19093091547605	13.9535314942751	3.42837876892739	0.126976991441755	0.0762154551604397	0.00282279463557184	-3.01848377150621
126	Cefoxitin	0.624806046784886	2.64593764735392	5.29172257326869	3.78858352867196	0.137163027844959	0.00489867956589138	-2.41573622217769	0.00297093698879283	-3.02385587783015	0.0379617886806638	3.76318260603743	2.14285714285714	5.75367421997305	1.47890478567698	0.995419748295933	0.291824185310076	1.99625062613968	0.189241999638531	4.7115010191678	0.168267893541707	0.0333849383572963	0.0011923192270463	-4.1340583796985	3.79050273962867	0.252958061061349	0.616240292219636	4.27953623815145	7.43715814250241	3.45936017233575	0.123548577583419	0.069600474700973	-3.24068583532508	0.990409459084116	8.77241500345185	337.561669844139	4.90104265341646	0.00166455374897023	-3.72832360720865	13.5909042643803	0.784362327977426	0.159017123701764	0.0675156280057765	-3.27766792734637	0.283546963092403	2.12660222319302	0.00569706501748671	3.98734360125066	-2.23337055332675	1.57085983903617	0.00125533921709071	-4.0714264420476	0.00608845790257901	-2.15133705112626	0.00611454001732555	-2.34313184963982	10.7297391544591	4.55434443263888	0.105374565831771	0.00376337735113469	-2.73633976492769	2.03198712590398	0.998239314521345	0.16555564434238	0.15906464220054	-2.23559377185125	3.66611016219003	0.261092715706569	1.49319369904209	5.82347839338298	1.49361777064012	7.12757149649773	3.9242356475197	0.140151273125703	1.66251421997163	0.167413573386383	0.00597905619237084	-2.17338613416874	3.36204944790432	0.281174731941444	1.26057669533609	3.76370549636765	1.46585478352302	3.99502490531398	0.12643202810149	-2.51480010731577	0.268038516618119	1.40249581383375	3.88451595813622	5.63109177472922	3.95834721910016	-2.48702632057094	1.23072040531568	3.76151704612352	5.68471547832503	4.00271028726789	0.142953938830996	0.00495532967324299	3.52369587647574	1.38474764514105	3.89131903819612	3.99803894449874	0.142787105160669	-2.46209407286135	5.33579944790432	0.204345057605707	45.977637961284	7.6098877654653	8.65906927370335	2.17255068333382	6.05821349914898	13.659868296721	3.54414476295517	0.12657659867697	0.110437560806492	0.00394419860023186	-2.67927294327907
127	Ceftazidime	0.622781055330149	2.57670437246926	5.15278610587848	4.00464299088864	0.0885464711065527	0.00239314786774467	-3.89546634657225	0.00119383920252706	-5.01295402821893	0.0208931996373446	5.17432035229659	2.16216216216216	5.42237677718259	1.49597792229352	0.996842208728394	0.284317200318034	1.99680942232073	0.130053128248202	5.28520848093277	0.142843472457642	0.237911628931434	0.00643004402517388	-2.30726201905612	3.9161395207302	0.243945285674879	0.624052071827303	4.30646576812371	7.68557556510793	3.5805255764439	0.0967709615255107	0.0250065165388066	-5.92720316816056	0.905384549786191	10.4165339417483	540.568224995807	5.77736102707551	0.0104562907424106	-1.5259563140416	13.5434974986626	0.811702792006736	0.14394722792941	0.232627943661154	-2.34335103766565	0.224406581816503	1.79525265453203	0.000916777607677105	5.01599167926627	-5.44802609521128	1.30366188827448	0.00270914931387944	-3.69617173669429	0.00160193512573616	-4.54046740107272	0.00346757351739275	-2.50256646001488	11.8315012018505	5.56903317607324	0.3712788740909	0.0100345641646189	-1.59210911789026	1.78346142882284	1.22056439941888	0.153644013542104	0.0295007740008133	-5.66161638096458	3.69275542187046	0.258161015429023	1.46769151007689	5.86420102424207	1.50600659822088	7.38267977303276	4.54223499730757	0.12276310803534	2.43189751684392	0.192408943196194	0.00520024170800525	-2.64836655930158	3.42953380024884	0.275180039621195	1.27091122115322	3.75799802621392	1.48056899792547	4.59454942562299	0.137752756458619	-3.18532889767674	0.263367559402154	1.39816214447495	3.86604156715219	5.58751288450586	4.45786922446319	-3.15420368973777	1.24213728828367	3.78098552710821	5.66297044809104	4.68548803348962	0.126634811715936	0.0042855004033238	3.59505271916776	1.3907665076687	3.87885405781049	4.42586562907035	0.119617989974874	-3.10551477000059	5.31217434078938	0.202291496567581	64.7332789016259	7.61252391709117	8.62146341736874	2.12364849579433	6.28466545798865	13.8319308510087	3.75229769257753	0.101413451150744	0.0903797948288054	0.00244269715753528	-3.86253600091412
128	Cyclacillin	0.611950923065584	2.63297593931836	5.12860933710604	3.84511045706846	0.010256317586194	0.000445926851573651	-4.57471964134959	0.00496187608050329	-2.16804037527949	0.0481935736273935	3.60863555840166	2.17391304347826	5.43763619390337	1.5506096020305	0.995578972567942	0.276536026107467	1.98958437423627	0.045256591588126	3.7150614796546	0.161524412158896	0.120231712382619	0.00522746575576606	-2.11595622518615	3.81070176050884	0.245483211341686	0.616238191899615	4.18649661572902	7.33802769191301	3.31864956668968	0.144289111595204	0.00611899286267029	-5.09063612275979	0.932178122269912	7.88416725310632	257.971904565555	4.51821127004152	0.00234284880488899	-2.91761417358226	12.3779706040743	0.736894741375728	0.167761821388671	0.200912284084293	-1.60308507072574	0.31192545578963	1.94953409868519	0.00932873862243889	3.62988369565217	-1.53754634934229	1.51814730830558	0.00427436803191053	-2.31702057705409	0.00725765905599271	-1.78819388356009	0.00881149800075154	-1.97503890044713	9.96828884293418	4.44915655250452	0.0508135494438438	0.00220928475842799	-2.97624707538117	1.88139055415275	0.824657782762154	0.192631292045578	0.154532703882195	-1.86525307175853	3.51477744473996	0.267416174385851	1.40270499444344	5.59405392002407	1.40430755354588	6.73746030091332	4.04683973804221	0.175949553827922	1.39636681358893	0.0633169191074039	0.00275290952640887	-2.75650451823501	3.28963396647909	0.281423301220767	1.23087835056492	3.70753317330733	1.37196571804949	3.89254821210493	0.0365478251149644	-3.30541846236602	0.27150925402924	1.34323894278892	3.81437445292167	5.3831742008047	4.00147523112012	-4.02735555440595	1.20562125591005	3.7234461048054	5.50297580867005	3.87182787444634	0.168340342367232	0.0025360450512505	3.43352092300083	1.33641266352105	3.82220238694325	4.03585852762377	0.175472109896685	-3.97612115723369	4.98585135778344	0.218176661112585	34.0901032988414	7.60824971658857	8.49233112579388	2.07201645909048	5.75285905515396	13.4013860847279	4.00547012329592	0.17415087492591	0.0264369305173105	0.0011494317616222	-3.62891463191058
129	Ceftriaxone	0.631339514107358	2.57509722627938	5.1495869225095	3.97560824344871	0.0593937790942065	0.00164982719706129	-4.41453254634297	0.00104595073726873	-5.12707056784898	0.0207648888481537	5.35091287623196	2.16666666666667	5.42124924051067	1.48804169340126	0.99603662162956	0.292324173042945	1.99736651681876	0.13005312824821	5.20774993571049	0.144659720436402	0.1650674202016	0.00458520611671112	-2.81641909011509	3.89814981799615	0.24526239447429	0.62344571323212	4.27865047696335	7.66493867196169	3.5493091232415	0.0985919200900415	0.0150235516796346	-6.56361858506483	0.838149918384255	10.8620195236976	553.521378092092	5.08653687935923	0.00479896055013167	-2.74518114985654	13.830586553102	0.80753942312515	0.145791765352274	0.00241584740002049	-9.42094980695131	0.236155016289976	1.84200912706181	0.00489856342481057	4.77956950812285	-2.71099647830694	1.32392145499845	0.00269082601169721	-3.64972277505772	0.000399461764813492	-6.6320002182772	0.00404215254647556	-2.5665403987761	11.528170056635	5.43664954614444	0.244477300797091	0.00679103613325252	-2.20234124879006	1.64606092599689	1.32244893307115	0.145791841106431	0.0731401187668742	-4.08903961960241	3.73681016028722	0.256800096902224	1.51433906780806	5.84719025509014	1.5358693976052	7.42891324708694	4.22420694746813	0.117339081874115	2.25268267140226	0.150574743837885	0.00418263177327458	-2.96009232116797	3.40238238250944	0.278811643384852	1.25970894027288	3.75215108358574	1.49595127339494	4.52305083339018	0.0932623334558259	-3.70905740117102	0.265020680737424	1.40369461513522	3.85908329795499	5.5714174501086	4.31667055573251	-3.81430498683196	1.23817545520829	3.77948014531121	5.65283543635802	4.58969814191046	0.127491615053068	0.00336586151647841	3.59467404917611	1.3988558307438	3.87122910207788	4.3058113021122	0.119605869503117	-3.77446970389003	5.37102960473166	0.201469507046386	61.2870240435106	7.60995907843909	8.61393488563411	2.12706379034861	6.2874955413282	13.8570414665663	3.63119016630552	0.100866393508487	0.0572812550552142	0.00159114597375595	-4.4711549101084
130	Cefuroxime	0.627880620979455	2.57428568051429	5.14812388424211	3.84275541859341	0.0461434996147027	0.00159115515912768	-3.87407946534707	0.000240550998801355	-6.25354502906132	0.0322470341018649	4.27732466951998	2.13793103448276	5.40965997854211	1.47900155613899	0.996249059701237	0.293804967375726	1.99606587105403	0.189241999638525	4.72926705360412	0.163078174262211	0.0270820823303227	0.000933864907942163	-4.54522204333196	3.75327196967831	0.256523233743206	0.615803137260045	4.1790352687172	7.38867686560139	3.50806496238	0.120967757323448	0.0109434277886857	-5.68645520807523	0.991297340016273	8.98443302002917	365.049343726315	5.14398140598102	0.00240562722136307	-3.35348365063693	13.595854511353	0.793284744652496	0.158418056783623	0.0776956584120438	-3.21784942106396	0.264351740103435	2.04872598580162	0.00181758196228494	4.22157626678746	-3.70702792408254	1.50143420569023	0.000371771212155285	-5.70524610949583	0.000828609893446864	-4.69583047436792	0.00534035193748707	-2.53424428311645	11.0179008271104	4.91025856439866	0.0265362037513454	0.000915041508667081	-4.57086749988947	2.00861185477637	1.16274447726382	0.170383785064495	0.00721139103951293	-6.21174476680833	3.63316936612622	0.263921339751333	1.45827156853235	5.6559786190758	1.49624198911128	7.06494752676579	4.10186346314727	0.141443567694733	1.77764548032244	0.115326970045984	0.00397679207055119	-2.7204004419751	3.3553624695745	0.28356161625014	1.24796122819127	3.73128401245202	1.48761382603577	4.21811307438533	0.0631582336885654	-3.4787530700866	0.267745479466543	1.41264041282727	3.84940655808933	5.5591440630948	4.06182459710625	-3.30628345553785	1.20225420146089	3.71980519466588	5.59547000034996	4.31060424253361	0.148641525604607	0.00271717744390435	3.55606936612622	1.39877560800454	3.85680983829566	4.08287105145662	0.14078865694678	-3.21920654817158	5.42074177991933	0.200996045797542	48.2893000028595	7.60988855707645	8.60824320167665	2.16656268892709	6.10978736976723	13.6777238151245	3.49434992840233	0.120494825117322	0.067746159919359	0.0023360744799779	-3.39043441938887
131	Cefuroxime	0.627880620979455	2.57428568051429	5.14812388424211	3.84275541859341	0.0461434996147027	0.00159115515912768	-3.87407946534707	0.000240550998801355	-6.25354502906132	0.0322470341018649	4.27732466951998	2.13793103448276	5.40965997854211	1.47900155613899	0.996249059701237	0.293804967375726	1.99606587105403	0.189241999638525	4.72926705360412	0.163078174262211	0.0270820823303227	0.000933864907942163	-4.54522204333196	3.75327196967831	0.256523233743206	0.615803137260045	4.1790352687172	7.38867686560139	3.50806496238	0.120967757323448	0.0109434277886857	-5.68645520807523	0.991297340016273	8.98443302002917	365.049343726315	5.14398140598102	0.00240562722136307	-3.35348365063693	13.595854511353	0.793284744652496	0.158418056783623	0.0776956584120438	-3.21784942106396	0.264351740103435	2.04872598580162	0.00181758196228494	4.22157626678746	-3.70702792408254	1.50143420569023	0.000371771212155285	-5.70524610949583	0.000828609893446864	-4.69583047436792	0.00534035193748707	-2.53424428311645	11.0179008271104	4.91025856439866	0.0265362037513454	0.000915041508667081	-4.57086749988947	2.00861185477637	1.16274447726382	0.170383785064495	0.00721139103951293	-6.21174476680833	3.63316936612622	0.263921339751333	1.45827156853235	5.6559786190758	1.49624198911128	7.06494752676579	4.10186346314727	0.141443567694733	1.77764548032244	0.115326970045984	0.00397679207055119	-2.7204004419751	3.3553624695745	0.28356161625014	1.24796122819127	3.73128401245202	1.48761382603577	4.21811307438533	0.0631582336885654	-3.4787530700866	0.267745479466543	1.41264041282727	3.84940655808933	5.5591440630948	4.06182459710625	-3.30628345553785	1.20225420146089	3.71980519466588	5.59547000034996	4.31060424253361	0.148641525604607	0.00271717744390435	3.55606936612622	1.39877560800454	3.85680983829566	4.08287105145662	0.14078865694678	-3.21920654817158	5.42074177991933	0.200996045797542	48.2893000028595	7.60988855707645	8.60824320167665	2.16656268892709	6.10978736976723	13.6777238151245	3.49434992840233	0.120494825117322	0.067746159919359	0.0023360744799779	-3.39043441938887
132	Imipenem	0.607013915322598	2.60734269889166	5.09563916319978	3.20256149736863	0.114116676875915	0.00570583384379576	-1.88530176732586	0.0180076995168435	-0.887023538163959	0.0619200045899863	3.22997392077622	2.1	5.34692495527931	1.47135685676916	0.995700070500632	0.289112163621478	1.97743117679423	0.0598981415810736	3.11069636501739	0.15553481825087	0.0125580060312941	0.000627900301564704	-3.80215862539383	3.5151330355451	0.272334016526006	0.609403812924823	4.01805115387225	6.99252375411899	3.01010019079123	0.150505009539562	0.0745511662506314	-2.25509111643399	1.12752050697404	6.97398499649784	192.171495806246	4.04014815563279	0.00250873503328519	-2.59903041952932	12.7444653819078	0.768772297903449	0.192230571374645	0.493945114874923	-0.612642610781071	0.368113675159239	2.57679572611467	0.0000646446510693399	3.04506666666667	-5.58532341551266	1.97062565874891	0.0114809957175329	-1.27798089877155	0.01279287299964	-1.18400383171262	0.0126594093876292	-1.97503890044712	9.32153943395771	3.89890728211165	0.129003414671518	0.0064501707335759	-1.77879758787637	2.22595367295577	0.824657782762154	0.189916661995412	0.294339537122797	-1.0623027948563	3.51751541526794	0.270842895947412	1.4413724232295	5.56193741896769	1.40721655037497	6.63922794891303	3.39434868286923	0.169717434143461	1.06151290593852	0.0775731856717741	0.00387865928358871	-2.22057674633004	3.25860041526794	0.288838000952738	1.24549886296461	3.75916855555205	1.38334668212636	3.44709509651428	0.0719249139686883	-2.28624129781712	0.276307681845676	1.37325447403306	3.85855179580127	5.46170037843349	3.47439830628768	-2.96270644831956	1.21579617401948	3.74989428339642	5.54348187059703	3.41906733618139	0.170953366809069	0.00443049647858922	3.42407041526794	1.36420667397801	3.86759989364222	3.51579234163997	0.175789617081998	-4.45087145704992	5.16758541526794	0.213673736178894	31.4100392182974	7.609814266011	8.5248499223098	2.17752965287521	5.6959428899333	13.2399901700168	2.96490085807376	0.148245042903688	0.0234872882107879	0.00117436441053939	-3.2583342459745
133	Ampicillin	0.623050814106973	2.63102547853246	5.11677351767521	3.65563808745988	0.0762801641414693	0.00317834017256122	-2.68221211463962	0.0067755686416031	-1.8932232214068	0.0406796532422326	4.09705229477319	2.16666666666667	5.4356537820098	1.52810960252101	0.995761777369248	0.284941161696932	1.99116495612352	0.0452565915881243	3.77851754211834	0.157438230921598	0.0590311281437396	0.00245963033932248	-2.94940540055702	3.76849805409104	0.25034631033328	0.618356431186911	4.15757385972558	7.31336972666814	3.22146194514871	0.134227581047863	0.0176996444283068	-4.20488509963002	0.938899253385423	8.15611291259495	280.368116171588	4.5680805262884	0.00270321577626269	-2.85097930781784	12.3169871356686	0.754655081777867	0.167312342859804	0.207430271312833	-1.63950687505579	0.298251177415415	1.9386326532002	0.00658938061539364	3.75020767918364	-1.92240822921681	1.5254802675716	0.00151778658371129	-3.45258731681741	0.00464976750481116	-2.28565804851853	0.00821177032730172	-1.97503890044714	10.0993329874502	4.56942930936171	0.0131565453446965	0.000548189389362355	-4.51405951947724	1.87613682979391	0.824657782762147	0.188691961049604	0.102199659743329	-2.37732132026335	3.60753417585691	0.261600586184674	1.42887289315737	5.64520894396274	1.49095654989237	6.84876033289252	4.01548932651446	0.167312055271436	1.44897234205285	0.120907445677082	0.00503781023654508	-2.202112689013	3.39177167585691	0.275193394097255	1.26070799394685	3.71096433359421	1.4604488286925	4.19459083117209	0.110519126350141	-2.29575013637944	0.265536055123635	1.37207703288555	3.81480222752396	5.43076557330174	4.04786401288983	-2.39456241504626	1.23656062544334	3.72550265469376	5.50407624970372	4.04159353364865	0.168399730568694	0.00503835649058588	3.52966334252358	1.36633911205199	3.82246655975938	3.93800155407011	0.164083398086255	-2.39187981345372	5.19439667585691	0.207451225112665	35.0592570440405	7.60825210711922	8.47374104920816	2.13610605587236	5.83432335853276	13.4209803962724	3.67546606911599	0.153144419546499	0.150549648988041	0.00627290204116837	-1.97356860653605
134	Ceftazidime	0.622781055330149	2.57670437246926	5.15278610587848	4.00464299088864	0.0885464711065527	0.00239314786774467	-3.89546634657225	0.00119383920252706	-5.01295402821893	0.0208931996373446	5.17432035229659	2.16216216216216	5.42237677718259	1.49597792229352	0.996842208728394	0.284317200318034	1.99680942232073	0.130053128248202	5.28520848093277	0.142843472457642	0.237911628931434	0.00643004402517388	-2.30726201905612	3.9161395207302	0.243945285674879	0.624052071827303	4.30646576812371	7.68557556510793	3.5805255764439	0.0967709615255107	0.0250065165388066	-5.92720316816056	0.905384549786191	10.4165339417483	540.568224995807	5.77736102707551	0.0104562907424106	-1.5259563140416	13.5434974986626	0.811702792006736	0.14394722792941	0.232627943661154	-2.34335103766565	0.224406581816503	1.79525265453203	0.000916777607677105	5.01599167926627	-5.44802609521128	1.30366188827448	0.00270914931387944	-3.69617173669429	0.00160193512573616	-4.54046740107272	0.00346757351739275	-2.50256646001488	11.8315012018505	5.56903317607324	0.3712788740909	0.0100345641646189	-1.59210911789026	1.78346142882284	1.22056439941888	0.153644013542104	0.0295007740008133	-5.66161638096458	3.69275542187046	0.258161015429023	1.46769151007689	5.86420102424207	1.50600659822088	7.38267977303276	4.54223499730757	0.12276310803534	2.43189751684392	0.192408943196194	0.00520024170800525	-2.64836655930158	3.42953380024884	0.275180039621195	1.27091122115322	3.75799802621392	1.48056899792547	4.59454942562299	0.137752756458619	-3.18532889767674	0.263367559402154	1.39816214447495	3.86604156715219	5.58751288450586	4.45786922446319	-3.15420368973777	1.24213728828367	3.78098552710821	5.66297044809104	4.68548803348962	0.126634811715936	0.0042855004033238	3.59505271916776	1.3907665076687	3.87885405781049	4.42586562907035	0.119617989974874	-3.10551477000059	5.31217434078938	0.202291496567581	64.7332789016259	7.61252391709117	8.62146341736874	2.12364849579433	6.28466545798865	13.8319308510087	3.75229769257753	0.101413451150744	0.0903797948288054	0.00244269715753528	-3.86253600091412
135	Cefuroxime	0.627880620979455	2.57428568051429	5.14812388424211	3.84275541859341	0.0461434996147027	0.00159115515912768	-3.87407946534707	0.000240550998801355	-6.25354502906132	0.0322470341018649	4.27732466951998	2.13793103448276	5.40965997854211	1.47900155613899	0.996249059701237	0.293804967375726	1.99606587105403	0.189241999638525	4.72926705360412	0.163078174262211	0.0270820823303227	0.000933864907942163	-4.54522204333196	3.75327196967831	0.256523233743206	0.615803137260045	4.1790352687172	7.38867686560139	3.50806496238	0.120967757323448	0.0109434277886857	-5.68645520807523	0.991297340016273	8.98443302002917	365.049343726315	5.14398140598102	0.00240562722136307	-3.35348365063693	13.595854511353	0.793284744652496	0.158418056783623	0.0776956584120438	-3.21784942106396	0.264351740103435	2.04872598580162	0.00181758196228494	4.22157626678746	-3.70702792408254	1.50143420569023	0.000371771212155285	-5.70524610949583	0.000828609893446864	-4.69583047436792	0.00534035193748707	-2.53424428311645	11.0179008271104	4.91025856439866	0.0265362037513454	0.000915041508667081	-4.57086749988947	2.00861185477637	1.16274447726382	0.170383785064495	0.00721139103951293	-6.21174476680833	3.63316936612622	0.263921339751333	1.45827156853235	5.6559786190758	1.49624198911128	7.06494752676579	4.10186346314727	0.141443567694733	1.77764548032244	0.115326970045984	0.00397679207055119	-2.7204004419751	3.3553624695745	0.28356161625014	1.24796122819127	3.73128401245202	1.48761382603577	4.21811307438533	0.0631582336885654	-3.4787530700866	0.267745479466543	1.41264041282727	3.84940655808933	5.5591440630948	4.06182459710625	-3.30628345553785	1.20225420146089	3.71980519466588	5.59547000034996	4.31060424253361	0.148641525604607	0.00271717744390435	3.55606936612622	1.39877560800454	3.85680983829566	4.08287105145662	0.14078865694678	-3.21920654817158	5.42074177991933	0.200996045797542	48.2893000028595	7.60988855707645	8.60824320167665	2.16656268892709	6.10978736976723	13.6777238151245	3.49434992840233	0.120494825117322	0.067746159919359	0.0023360744799779	-3.39043441938887
136	Imipenem	0.607013915322598	2.60734269889166	5.09563916319978	3.20256149736863	0.114116676875915	0.00570583384379576	-1.88530176732586	0.0180076995168435	-0.887023538163959	0.0619200045899863	3.22997392077622	2.1	5.34692495527931	1.47135685676916	0.995700070500632	0.289112163621478	1.97743117679423	0.0598981415810736	3.11069636501739	0.15553481825087	0.0125580060312941	0.000627900301564704	-3.80215862539383	3.5151330355451	0.272334016526006	0.609403812924823	4.01805115387225	6.99252375411899	3.01010019079123	0.150505009539562	0.0745511662506314	-2.25509111643399	1.12752050697404	6.97398499649784	192.171495806246	4.04014815563279	0.00250873503328519	-2.59903041952932	12.7444653819078	0.768772297903449	0.192230571374645	0.493945114874923	-0.612642610781071	0.368113675159239	2.57679572611467	0.0000646446510693399	3.04506666666667	-5.58532341551266	1.97062565874891	0.0114809957175329	-1.27798089877155	0.01279287299964	-1.18400383171262	0.0126594093876292	-1.97503890044712	9.32153943395771	3.89890728211165	0.129003414671518	0.0064501707335759	-1.77879758787637	2.22595367295577	0.824657782762154	0.189916661995412	0.294339537122797	-1.0623027948563	3.51751541526794	0.270842895947412	1.4413724232295	5.56193741896769	1.40721655037497	6.63922794891303	3.39434868286923	0.169717434143461	1.06151290593852	0.0775731856717741	0.00387865928358871	-2.22057674633004	3.25860041526794	0.288838000952738	1.24549886296461	3.75916855555205	1.38334668212636	3.44709509651428	0.0719249139686883	-2.28624129781712	0.276307681845676	1.37325447403306	3.85855179580127	5.46170037843349	3.47439830628768	-2.96270644831956	1.21579617401948	3.74989428339642	5.54348187059703	3.41906733618139	0.170953366809069	0.00443049647858922	3.42407041526794	1.36420667397801	3.86759989364222	3.51579234163997	0.175789617081998	-4.45087145704992	5.16758541526794	0.213673736178894	31.4100392182974	7.609814266011	8.5248499223098	2.17752965287521	5.6959428899333	13.2399901700168	2.96490085807376	0.148245042903688	0.0234872882107879	0.00117436441053939	-3.2583342459745
