No.	NAME	SpMaxA_EA(ed)	SpDiam_EA(ed)	SpMAD_EA(ed)	SpMax_EA(bo)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMaxA_EA(dm)	SpAD_EA(dm)	SpMAD_EA(dm)	SpMax_EA(ri)	SpDiam_EA(ri)	SpMAD_EA(ri)	SpDiam_AEA(ed)	SpMAD_AEA(ed)	SpMax_AEA(bo)	SpMAD_AEA(bo)	SpMax_AEA(dm)	SpDiam_AEA(dm)	SpMAD_AEA(dm)	SpMAD_AEA(ri)	Chi0_EA(dm)	Chi1_EA(dm)	SM04_EA(ed)	SM05_EA(bo)	SM09_EA(bo)	SM02_EA(dm)	SM03_EA(dm)	SM07_EA(dm)	SM08_EA(dm)	SM15_EA(dm)	SM05_EA(ri)	SM09_EA(ri)	SM15_EA(ri)	SM04_AEA(ed)	SM15_AEA(ed)	SM06_AEA(bo)	SM10_AEA(bo)	SM11_AEA(bo)	SM13_AEA(bo)	SM14_AEA(bo)	SM04_AEA(dm)	SM11_AEA(dm)	SM12_AEA(dm)	SM13_AEA(dm)	SM15_AEA(dm)	SM03_AEA(ri)	SM06_AEA(ri)	SM12_AEA(ri)	SM13_AEA(ri)	SM15_AEA(ri)	Eig07_EA(bo)	Eig02_EA(dm)	Eig03_EA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig06_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig09_EA(dm)	Eig11_EA(dm)	Eig12_EA(dm)	Eig13_EA(dm)	Eig15_EA(dm)	Eig05_AEA(ed)	Eig07_AEA(ed)	Eig09_AEA(ed)	Eig02_AEA(bo)	Eig03_AEA(bo)	Eig04_AEA(bo)	Eig13_AEA(bo)	Eig02_AEA(dm)	Eig03_AEA(dm)	Eig04_AEA(dm)	Eig05_AEA(dm)	Eig06_AEA(dm)	Eig08_AEA(dm)	Eig09_AEA(dm)	Eig13_AEA(dm)	Eig04_AEA(ri)	Eig12_AEA(ri)
39	Cefsulodin	0.329470269299075	20.8493405026639	4.69978092152978	4.56124798824491	7.56124798824491	1.97162360476375	0.0880705886153891	26.8493958010044	0.688446046179599	3.25164073178182	5.25164073178182	1.47665748435015	7.18185519579805	1.61256912239047	4.81721240280448	1.55602387852081	4.83914860425337	6.83914860425337	1.70242804818823	1.53656683154215	25.3056402977631	28.1006357732551	11.4543319041523	8.32944694757705	14.1016417546015	3.99861529461275	2.85658973930602	7.05198487732133	10.6543374607906	15.2647788478538	6.90051543443984	11.424662802656	18.2621845469588	9.56022229550732	30.6327629572291	10.6789503365531	3.40320271649791	2.83743279011074	2.46072515010184	2.34630855907672	1.47867521949591	12.7052099090716	9.65016007178444	8.22812755231648	6.99922499559005	5.35698038340582	3.06228835467946	3.94851136896507	3.7450838376939	3.31060946723281	2.74157300450239	2.73720570597579	1.98341645855399	1.43666279968544	1.19442234513462	0.979795897113271	0.925243550084646	0.554698361501184	0.161628838941703	0	0	0	0	5.70245480872905	5.1608073396636	4.85883576553615	4.61054839720017	4.17911560033263	4.07257771993109	2.5	4.61027402328476	3.79958964968432	3.61481635585932	3.4997656815636	3.40876576948484	2.65634161137611	2.55265077459678	1.60486451548144	3.73474385757129	2.21289436626904
40	Ceftazidime	0.319164000621852	20.7665600248741	4.63479300840724	3.96172349749304	6.96172349749304	1.90224841257574	0.0858688233997052	28.9284005769106	0.723210014422764	3.24651797187229	5.18288784676214	1.43649330917115	7.02823842649516	1.60744517230068	4.61469119014918	1.56390277078008	4.61143154105616	6.61143154105616	1.71167428724681	1.52736765271085	27.2497445778988	28.9064413323181	11.4130277786302	7.99127508020876	13.3997513934908	4.10826390381091	2.6189945541978	6.38821297846394	10.6686503209383	14.3636331531808	6.91935296507155	11.4883297952987	18.3611293943549	9.56345899971214	30.5163113944209	10.5887580905082	3.33565483108356	3.00177770017567	2.47547605934945	2.38337851033949	1.46252801286827	11.9307875136807	10.0500985627495	9.5799660161651	6.70889833603582	5.13149305597397	3.46702489263852	3.93257806367464	3.52737934580776	3.29946021691022	2.35234135543519	2.59977363256537	2.19025154952501	1.98404045370333	1.43666279968544	1.06203494770133	0.922938816307748	0.548855695825131	0.171256782093475	0	0	0	0	5.45136308629651	5.03522381988553	4.73589475749694	4.44204756550355	4.33572232259826	4.09534792859301	2.5	4.31934505318202	3.82463123764822	3.76468695965947	3.61261622768076	3.44371917936329	2.75708463931057	2.65326824066965	1.89910177587629	3.76917797725054	2.25617846498333
41	Nocardicin B	0.305910563027858	19.0937702487846	4.27623292705792	3.88970532304191	6.88970532304191	1.86139615140853	0.0648005409863833	23.4585042354622	0.617329058827954	3.16145995641132	5.16145995641132	1.44404511999725	6.479334510649	1.59010894142453	4.42580608463996	1.51502469896104	4.04537522761314	6.04537522761314	1.62004132447541	1.48737399728019	27.8422690217305	28.2245827408774	10.9495601563596	7.74218498437598	13.0331242253109	3.62143538261684	3.14642555488977	6.92535348214026	7.96156063192094	13.9948363816291	6.66032659142279	11.0620459601977	17.6863314657073	9.31352852977236	29.5294460998246	10.3633836315391	2.98590621827513	2.74638870415695	2.47648392557838	2.36034374899009	1.36824166297957	9.93369366177875	8.97195828392511	7.42144279665689	6.35478166456286	4.99601012622216	2.62345509107711	3.75933556135079	3.41104354387061	2.98877934988069	2.52789696141849	2.37394579187914	1.98461773084852	1.69705627484771	1.06262236591035	0.86	0.856879420857458	0.246075920606423	0.159148235966687	0	0	0	0	5.38236994445006	5.03249587494047	4.61171338793062	4.33201396908621	4.03339134689017	3.86556803760416	2.47391755569613	3.84676685624302	3.72791090862262	3.70055423614751	3.37428895865207	2.89615693947597	2.53083364116576	2.45121523759372	1.53429124920847	3.6337350825715	2
42	Cyclacillin	0.562608194280203	22.0652048570051	5.22168793396155	3.77833862451498	5.77833862451498	1.70615294368616	0.126085230906027	20.7641850350606	0.830567401402422	3.40422993886262	5.40422993886262	1.51427637996561	7.37759287240105	1.70135596819802	4.69243559773589	1.60597371908192	4.95163666697048	6.95163666697048	1.74946657940056	1.58126325783232	14.6886963564573	15.8274524211704	11.5424939759025	7.41517510961329	12.5915016991001	3.77722452467212	2.87009648558758	6.42320918030299	9.95168140143702	13.6622497366478	6.91935138351941	11.7494334665113	18.9885708106009	9.41189249704692	31.1289437805948	10.205848855957	3.41760280099307	2.99454321082165	1.84531076641781	1.51716935860833	0.466158235956927	12.9779247126808	10.9986712581451	7.24855518813301	4.45568843472192	2.95989018532476	-0.809868023325526	3.59601717281647	3.18438456992371	2.0899718517623	1.53262659839334	2.37723148747489	1.99636392198611	1.93348381471737	0.610049236009073	0.272462606734236	0.0403706779579205	0	0	0	0	0	0	5.04495094815768	4.64406914138691	3.73205080756888	4.48620708063055	4.08236531792864	3.47712381063332	0.616545182918686	4.05168289168251	3.90462459231199	3.71455529220625	3.1734052062663	2.7128502313704	1.85706188456289	1.5779619425165	0.375811769160315	3.18872447535773	0.549519784110515
43	Cefuroxime	0.411711610396858	20.7630599223026	4.44029362052536	3.9365568201403	6.6147698837549	1.8457606511724	0.110810696958294	28.7145210706277	0.926274873246054	3.24451006373139	5.20074893427313	1.4366832195012	6.98543036677192	1.59620797589542	4.61136290155682	1.54426077874154	4.6115237489686	6.53511908624294	1.6972406897269	1.50536743651584	18.9007420656192	17.4140033467054	11.0485857653489	7.64674184587412	13.0633047972589	4.09352088976372	2.32770688176783	5.74785978239386	10.6372378670144	13.5763052800088	6.54172326531889	11.0793078846928	17.9205955467002	9.2098402469345	29.967805479329	10.240855035626	2.98427056134936	2.757854987887	2.15086302496982	1.95472704782854	1.0940672517787	9.99844142838964	9.51613478262132	6.16401976023887	5.04347433559393	4.37671257231368	1.84707268786125	3.86015165065249	3.30293850492374	2.70899599043412	2.00453469169664	2.37318351587061	2.19157886986368	1.98402980924446	1.43666279968544	1.06593073344009	1.03380643804701	0.624217363395928	0.177910298246391	0	0	0	0	5.06786341984918	4.76737201305982	4.00271045636118	4.34096219043238	4.06123419000513	3.59712878974734	1.78749386126232	4.01681450890235	3.79894881662425	3.63291365315305	3.57041649583294	3.46951388469839	2.58647515807562	2.55833192408044	1.20476686714555	3.1865789022253	1.61803398874989
44	Cefuroxime	0.411711610396858	20.7630599223026	4.44029362052536	3.9365568201403	6.6147698837549	1.8457606511724	0.110810696958294	28.7145210706277	0.926274873246054	3.24451006373139	5.20074893427313	1.4366832195012	6.98543036677192	1.59620797589542	4.61136290155682	1.54426077874154	4.6115237489686	6.53511908624294	1.6972406897269	1.50536743651584	18.9007420656192	17.4140033467054	11.0485857653489	7.64674184587412	13.0633047972589	4.09352088976372	2.32770688176783	5.74785978239386	10.6372378670144	13.5763052800088	6.54172326531889	11.0793078846928	17.9205955467002	9.2098402469345	29.967805479329	10.240855035626	2.98427056134936	2.757854987887	2.15086302496982	1.95472704782854	1.0940672517787	9.99844142838964	9.51613478262132	6.16401976023887	5.04347433559393	4.37671257231368	1.84707268786125	3.86015165065249	3.30293850492374	2.70899599043412	2.00453469169664	2.37318351587061	2.19157886986368	1.98402980924446	1.43666279968544	1.06593073344009	1.03380643804701	0.624217363395928	0.177910298246391	0	0	0	0	5.06786341984918	4.76737201305982	4.00271045636118	4.34096219043238	4.06123419000513	3.59712878974734	1.78749386126232	4.01681450890235	3.79894881662425	3.63291365315305	3.57041649583294	3.46951388469839	2.58647515807562	2.55833192408044	1.20476686714555	3.1865789022253	1.61803398874989
45	Cefuroxime	0.411711610396858	20.7630599223026	4.44029362052536	3.9365568201403	6.6147698837549	1.8457606511724	0.110810696958294	28.7145210706277	0.926274873246054	3.24451006373139	5.20074893427313	1.4366832195012	6.98543036677192	1.59620797589542	4.61136290155682	1.54426077874154	4.6115237489686	6.53511908624294	1.6972406897269	1.50536743651584	18.9007420656192	17.4140033467054	11.0485857653489	7.64674184587412	13.0633047972589	4.09352088976372	2.32770688176783	5.74785978239386	10.6372378670144	13.5763052800088	6.54172326531889	11.0793078846928	17.9205955467002	9.2098402469345	29.967805479329	10.240855035626	2.98427056134936	2.757854987887	2.15086302496982	1.95472704782854	1.0940672517787	9.99844142838964	9.51613478262132	6.16401976023887	5.04347433559393	4.37671257231368	1.84707268786125	3.86015165065249	3.30293850492374	2.70899599043412	2.00453469169664	2.37318351587061	2.19157886986368	1.98402980924446	1.43666279968544	1.06593073344009	1.03380643804701	0.624217363395928	0.177910298246391	0	0	0	0	5.06786341984918	4.76737201305982	4.00271045636118	4.34096219043238	4.06123419000513	3.59712878974734	1.78749386126232	4.01681450890235	3.79894881662425	3.63291365315305	3.57041649583294	3.46951388469839	2.58647515807562	2.55833192408044	1.20476686714555	3.1865789022253	1.61803398874989
46	Imipenem	0.622119732221572	21.064514376653	4.50592654566343	3.97465343528978	6.60255229854251	1.72615831980133	0.155827831035313	16.1068302890233	0.76699191852492	3.36341821503201	5.30309615510045	1.41067832363812	7.23977037558326	1.65847197183796	4.6591615628233	1.52675444918757	4.50783633431128	6.32192965849874	1.66877457854963	1.49777790231947	16.3188125788176	17.5034696179428	10.8627036652617	7.1316985104669	12.567777418643	3.54596128609475	1.66785775256349	4.53900891097947	10.1869194174939	9.93550444389614	6.26528010985345	11.0304416490606	18.22638264378	8.905037290767	29.9812251816294	9.82075790493713	2.77649335280442	2.05459852431012	1.71447814583875	1.41323607528004	0.140837197871042	9.71903489484596	6.19892866114807	5.53999010129866	3.29432825151437	1.79850854768835	-1.14120379868403	3.28160522001997	2.36893085220602	2.09648022709938	1.2487214735134	1.94041790018233	1.43666279968544	0.848528137423857	0.555421855478468	0	0	0	0	0	0	0	0	4.71418236146045	3.72384730415456	3.08868070727275	4.05691531949712	3.29397821513212	3.12375049876982	0.324911387705518	4.00605535438797	3.54238866116415	2.90759023828413	2.60216081074583	2.35600079685096	1.66154501283604	0.957161110659233	-0.0643593426213084	2.92999740629091	0.0734745499316499
47	Cefmetazole	0.497167742641522	24.9557471631123	4.5355594371415	4.06513504282422	6.7312676624679	1.80157121999855	0.127204948661861	41.0388513120196	1.28246410350061	3.52923588847714	5.43583193203321	1.36974465344652	8.04167463962477	1.65078256519935	4.86998738650837	1.54802515492938	4.75913085175822	6.49592473506215	1.80718509752983	1.49196209142247	19.6157824515715	16.179706974918	11.5737477143159	7.74746189867352	13.2602954944959	4.68830288395138	2.36284447164671	6.36441171541895	12.2904826254831	17.4513665664298	6.70592240845609	11.5405748461932	18.9660865738099	9.40763263969996	31.5126191554912	10.387419608229	2.97855920286131	2.80677332192309	2.03257481610843	1.84454584003199	1.12289353628404	10.8746504093374	8.59216174756771	6.95739067124932	5.40224587770062	3.64209100085684	2.15617449979884	3.81582501804619	3.61167103459148	2.35577040394444	1.99866668850988	3.4539588163481	3.2635424393394	2.28614783249382	2.15913819922012	1.49002312592178	1.43666279968544	1.10137647689531	0.759470554869651	0.12654901457892	0	0	0	5.37301930855947	4.86451212770532	3.91709527090164	4.29500520953105	4.17859532766524	3.62167443411102	1.76681775645505	4.46040944009438	4.43223715028281	4.01617343195686	3.92032942634269	3.63977056034673	3.13575171365196	2.86343522208525	1.95936805639165	3.29701209209896	1.54812217259366
48	Ceftazidime	0.319164000621852	20.7665600248741	4.63479300840724	3.96172349749304	6.96172349749304	1.90224841257574	0.0858688233997052	28.9284005769106	0.723210014422764	3.24651797187229	5.18288784676214	1.43649330917115	7.02823842649516	1.60744517230068	4.61469119014918	1.56390277078008	4.61143154105616	6.61143154105616	1.71167428724681	1.52736765271085	27.2497445778988	28.9064413323181	11.4130277786302	7.99127508020876	13.3997513934908	4.10826390381091	2.6189945541978	6.38821297846394	10.6686503209383	14.3636331531808	6.91935296507155	11.4883297952987	18.3611293943549	9.56345899971214	30.5163113944209	10.5887580905082	3.33565483108356	3.00177770017567	2.47547605934945	2.38337851033949	1.46252801286827	11.9307875136807	10.0500985627495	9.5799660161651	6.70889833603582	5.13149305597397	3.46702489263852	3.93257806367464	3.52737934580776	3.29946021691022	2.35234135543519	2.59977363256537	2.19025154952501	1.98404045370333	1.43666279968544	1.06203494770133	0.922938816307748	0.548855695825131	0.171256782093475	0	0	0	0	5.45136308629651	5.03522381988553	4.73589475749694	4.44204756550355	4.33572232259826	4.09534792859301	2.5	4.31934505318202	3.82463123764822	3.76468695965947	3.61261622768076	3.44371917936329	2.75708463931057	2.65326824066965	1.89910177587629	3.76917797725054	2.25617846498333
49	Cefoperazone	0.26589885258982	20.7631449243113	4.57724930571743	3.9359343719657	6.9359343719657	1.84791982233025	0.0719570138515592	37.3470460907043	0.778063460223005	3.24399476646206	5.24399476646206	1.44417266481608	6.76645130191257	1.62384722932049	4.61059391569086	1.55237973950378	4.62150103251509	6.62150103251509	1.72126220066558	1.52176209466927	35.3030860196187	34.371892590043	11.4510181458492	8.08930991346071	13.4439311412498	4.34093897986906	2.59520694462223	5.74392614262162	11.111975323687	13.4940817760896	6.97232542461965	11.4435652064234	18.195607115214	9.6899848782586	30.2443511624817	10.6736634079404	3.14513057779892	2.98127817739334	2.73429119749426	2.51580303164873	1.84215660352151	10.5610783977901	10.0114439523115	9.5305003943034	8.07453686000487	5.83260822650633	4.69977769771658	3.8109796749885	3.72407298103237	3.31390432683503	2.86775158551195	3.26353630445237	2.08997532230493	1.9766117666097	1.72100974736244	1.43666279968544	1.2	1.06192538102301	0.815291938697657	0.417136526515771	0.292820323027551	0.145494185971568	0	6.03353149167383	5.26289252416229	4.98070852572476	4.35052235050648	4.22738655557912	4.18874308631733	2.65542709098355	4.45015382160932	4.0295652041178	3.85912701916783	3.76000440227252	3.60459841615123	3.13378887949685	2.98852853749578	2.43080597292122	3.76106090301781	2.41710071118625
50	Imipenem	0.622119732221572	21.064514376653	4.50592654566343	3.97465343528978	6.60255229854251	1.72615831980133	0.155827831035313	16.1068302890233	0.76699191852492	3.36341821503201	5.30309615510045	1.41067832363812	7.23977037558326	1.65847197183796	4.6591615628233	1.52675444918757	4.50783633431128	6.32192965849874	1.66877457854963	1.49777790231947	16.3188125788176	17.5034696179428	10.8627036652617	7.1316985104669	12.567777418643	3.54596128609475	1.66785775256349	4.53900891097947	10.1869194174939	9.93550444389614	6.26528010985345	11.0304416490606	18.22638264378	8.905037290767	29.9812251816294	9.82075790493713	2.77649335280442	2.05459852431012	1.71447814583875	1.41323607528004	0.140837197871042	9.71903489484596	6.19892866114807	5.53999010129866	3.29432825151437	1.79850854768835	-1.14120379868403	3.28160522001997	2.36893085220602	2.09648022709938	1.2487214735134	1.94041790018233	1.43666279968544	0.848528137423857	0.555421855478468	0	0	0	0	0	0	0	0	4.71418236146045	3.72384730415456	3.08868070727275	4.05691531949712	3.29397821513212	3.12375049876982	0.324911387705518	4.00605535438797	3.54238866116415	2.90759023828413	2.60216081074583	2.35600079685096	1.66154501283604	0.957161110659233	-0.0643593426213084	2.92999740629091	0.0734745499316499
51	Ofloxacin	0.433083478084605	20.3013661758788	4.81018033795417	4.40445433568361	7.40445433568361	1.8239872397655	0.0495400965408772	9.39332559937088	0.323907779288651	3.31433347326149	5.31433347326149	1.46252797451083	6.5786151783087	1.64202140054455	4.72670551425219	1.57022705134703	3.81911022394534	5.81911022394534	1.63344084371638	1.54256524082725	26.9770894945178	39.5812996392019	11.1149671105515	7.81515661701037	13.5690780186251	2.24994352166845	0.766397642299539	0.482003343825304	3.64812309162332	0.100339940067644	6.56581566344633	11.1409794743174	18.119943154139	9.28498391497195	29.9540831181311	10.2326777590606	2.9915002838305	2.70837494488368	2.27873849329373	1.95987202026742	1	10.5149999246612	9.14053426006206	7.74657441429227	6.05895465731234	4.36654203905099	1.5963120623694	3.72396836067428	3.13221783439608	2.47254007586265	2.05463500340815	0.86	0.8	0.8	0.8	0	0	0	0	0	0	0	0	5.34130257954169	4.84175803361354	4.18945924508328	4.29041104724144	3.87816517317522	3.68135083810004	1.13994150522243	3.55119122165892	3.30164790988317	3.14304566818199	2.78685235247506	2.49304621228777	2.17643563145798	1.71208792595263	0.506910200283343	3.41984398684614	1.14902223706382
52	Nocardicin B	0.305910563027858	19.0937702487846	4.27623292705792	3.88970532304191	6.88970532304191	1.86139615140853	0.0648005409863833	23.4585042354622	0.617329058827954	3.16145995641132	5.16145995641132	1.44404511999725	6.479334510649	1.59010894142453	4.42580608463996	1.51502469896104	4.04537522761314	6.04537522761314	1.62004132447541	1.48737399728019	27.8422690217305	28.2245827408774	10.9495601563596	7.74218498437598	13.0331242253109	3.62143538261684	3.14642555488977	6.92535348214026	7.96156063192094	13.9948363816291	6.66032659142279	11.0620459601977	17.6863314657073	9.31352852977236	29.5294460998246	10.3633836315391	2.98590621827513	2.74638870415695	2.47648392557838	2.36034374899009	1.36824166297957	9.93369366177875	8.97195828392511	7.42144279665689	6.35478166456286	4.99601012622216	2.62345509107711	3.75933556135079	3.41104354387061	2.98877934988069	2.52789696141849	2.37394579187914	1.98461773084852	1.69705627484771	1.06262236591035	0.86	0.856879420857458	0.246075920606423	0.159148235966687	0	0	0	0	5.38236994445006	5.03249587494047	4.61171338793062	4.33201396908621	4.03339134689017	3.86556803760416	2.47391755569613	3.84676685624302	3.72791090862262	3.70055423614751	3.37428895865207	2.89615693947597	2.53083364116576	2.45121523759372	1.53429124920847	3.6337350825715	2
53	SCE-796	0.335985359506129	20.7674436612329	4.53685207879693	3.94922979179475	6.94922979179476	1.92580776145129	0.090388235519323	28.8735922355607	0.759831374620019	3.25029571649231	5.25029571649231	1.47696471179257	7.02847292947346	1.61157053310336	4.61403261235788	1.55186080447976	4.61173421813216	6.61173421813216	1.67229836394526	1.52303061997825	24.9709056734686	27.6878162781259	11.2332247895934	7.84154205847305	13.211831711466	4.041467558288	2.97171167511151	6.82617199586975	10.6277826639575	14.6171807315575	6.79115662916386	11.3282943351551	18.1496448164938	9.43436353631741	30.102283004123	10.4671504968176	3.07327731921386	2.83025361757555	2.34694095585906	2.16961545293799	1.41131089401355	10.659107124	9.62142455253625	8.22759563182535	6.05319371854467	5.01471212750269	2.98259721021775	3.74605244140659	3.6946758718848	3.01612766682758	2.38032017687706	2.58739321280301	1.98957026930366	1.88584527050393	1.43666279968544	0.979795897113271	0.926419615038526	0.575540169127658	0.475586113186534	0.0124478964200287	0	0	0	5.41960343287943	5.00599618466012	4.73014117777619	4.30479776645633	4.17536099532272	4.05603975616806	2.5	4.03942563162075	3.79077751760315	3.61121625577734	3.4997544154855	3.36745129457611	2.65938321209116	2.64750570495956	1.68005157065958	3.72845080110693	2.21110661696024
54	Cefsulodin	0.329470269299075	20.8493405026639	4.69978092152978	4.56124798824491	7.56124798824491	1.97162360476375	0.0880705886153891	26.8493958010044	0.688446046179599	3.25164073178182	5.25164073178182	1.47665748435015	7.18185519579805	1.61256912239047	4.81721240280448	1.55602387852081	4.83914860425337	6.83914860425337	1.70242804818823	1.53656683154215	25.3056402977631	28.1006357732551	11.4543319041523	8.32944694757705	14.1016417546015	3.99861529461275	2.85658973930602	7.05198487732133	10.6543374607906	15.2647788478538	6.90051543443984	11.424662802656	18.2621845469588	9.56022229550732	30.6327629572291	10.6789503365531	3.40320271649791	2.83743279011074	2.46072515010184	2.34630855907672	1.47867521949591	12.7052099090716	9.65016007178444	8.22812755231648	6.99922499559005	5.35698038340582	3.06228835467946	3.94851136896507	3.7450838376939	3.31060946723281	2.74157300450239	2.73720570597579	1.98341645855399	1.43666279968544	1.19442234513462	0.979795897113271	0.925243550084646	0.554698361501184	0.161628838941703	0	0	0	0	5.70245480872905	5.1608073396636	4.85883576553615	4.61054839720017	4.17911560033263	4.07257771993109	2.5	4.61027402328476	3.79958964968432	3.61481635585932	3.4997656815636	3.40876576948484	2.65634161137611	2.55265077459678	1.60486451548144	3.73474385757129	2.21289436626904
55	SCE-796	0.335985359506129	20.7674436612329	4.53685207879693	3.94922979179475	6.94922979179476	1.92580776145129	0.090388235519323	28.8735922355607	0.759831374620019	3.25029571649231	5.25029571649231	1.47696471179257	7.02847292947346	1.61157053310336	4.61403261235788	1.55186080447976	4.61173421813216	6.61173421813216	1.67229836394526	1.52303061997825	24.9709056734686	27.6878162781259	11.2332247895934	7.84154205847305	13.211831711466	4.041467558288	2.97171167511151	6.82617199586975	10.6277826639575	14.6171807315575	6.79115662916386	11.3282943351551	18.1496448164938	9.43436353631741	30.102283004123	10.4671504968176	3.07327731921386	2.83025361757555	2.34694095585906	2.16961545293799	1.41131089401355	10.659107124	9.62142455253625	8.22759563182535	6.05319371854467	5.01471212750269	2.98259721021775	3.74605244140659	3.6946758718848	3.01612766682758	2.38032017687706	2.58739321280301	1.98957026930366	1.88584527050393	1.43666279968544	0.979795897113271	0.926419615038526	0.575540169127658	0.475586113186534	0.0124478964200287	0	0	0	5.41960343287943	5.00599618466012	4.73014117777619	4.30479776645633	4.17536099532272	4.05603975616806	2.5	4.03942563162075	3.79077751760315	3.61121625577734	3.4997544154855	3.36745129457611	2.65938321209116	2.64750570495956	1.68005157065958	3.72845080110693	2.21110661696024
56	Ceftazidime	0.319164000621852	20.7665600248741	4.63479300840724	3.96172349749304	6.96172349749304	1.90224841257574	0.0858688233997052	28.9284005769106	0.723210014422764	3.24651797187229	5.18288784676214	1.43649330917115	7.02823842649516	1.60744517230068	4.61469119014918	1.56390277078008	4.61143154105616	6.61143154105616	1.71167428724681	1.52736765271085	27.2497445778988	28.9064413323181	11.4130277786302	7.99127508020876	13.3997513934908	4.10826390381091	2.6189945541978	6.38821297846394	10.6686503209383	14.3636331531808	6.91935296507155	11.4883297952987	18.3611293943549	9.56345899971214	30.5163113944209	10.5887580905082	3.33565483108356	3.00177770017567	2.47547605934945	2.38337851033949	1.46252801286827	11.9307875136807	10.0500985627495	9.5799660161651	6.70889833603582	5.13149305597397	3.46702489263852	3.93257806367464	3.52737934580776	3.29946021691022	2.35234135543519	2.59977363256537	2.19025154952501	1.98404045370333	1.43666279968544	1.06203494770133	0.922938816307748	0.548855695825131	0.171256782093475	0	0	0	0	5.45136308629651	5.03522381988553	4.73589475749694	4.44204756550355	4.33572232259826	4.09534792859301	2.5	4.31934505318202	3.82463123764822	3.76468695965947	3.61261622768076	3.44371917936329	2.75708463931057	2.65326824066965	1.89910177587629	3.76917797725054	2.25617846498333
57	Cefoperazone	0.26589885258982	20.7631449243113	4.57724930571743	3.9359343719657	6.9359343719657	1.84791982233025	0.0719570138515592	37.3470460907043	0.778063460223005	3.24399476646206	5.24399476646206	1.44417266481608	6.76645130191257	1.62384722932049	4.61059391569086	1.55237973950378	4.62150103251509	6.62150103251509	1.72126220066558	1.52176209466927	35.3030860196187	34.371892590043	11.4510181458492	8.08930991346071	13.4439311412498	4.34093897986906	2.59520694462223	5.74392614262162	11.111975323687	13.4940817760896	6.97232542461965	11.4435652064234	18.195607115214	9.6899848782586	30.2443511624817	10.6736634079404	3.14513057779892	2.98127817739334	2.73429119749426	2.51580303164873	1.84215660352151	10.5610783977901	10.0114439523115	9.5305003943034	8.07453686000487	5.83260822650633	4.69977769771658	3.8109796749885	3.72407298103237	3.31390432683503	2.86775158551195	3.26353630445237	2.08997532230493	1.9766117666097	1.72100974736244	1.43666279968544	1.2	1.06192538102301	0.815291938697657	0.417136526515771	0.292820323027551	0.145494185971568	0	6.03353149167383	5.26289252416229	4.98070852572476	4.35052235050648	4.22738655557912	4.18874308631733	2.65542709098355	4.45015382160932	4.0295652041178	3.85912701916783	3.76000440227252	3.60459841615123	3.13378887949685	2.98852853749578	2.43080597292122	3.76106090301781	2.41710071118625
58	Aztreonam	0.458969202831403	21.3101068821107	4.95343171015091	4.5527312337816	7.24067054713834	1.93011389918836	0.0896473666401852	16.4473391115196	0.56714962453516	3.46179237712891	5.36904326228385	1.48104750844604	6.76580747854183	1.66806784186145	4.84748384015705	1.58306547309653	4.31965789457562	6.24455735532251	1.72140202695202	1.54871066108204	20.3372841895996	22.4889402788342	11.3780560347153	8.23832218724301	14.0221347249864	3.42839741714436	2.5906111062914	6.34317006185597	8.35226951757506	13.9053289746698	7.02621000011843	11.7630246628874	18.9562326901564	9.43292376643183	30.7743147011595	10.5310110400391	3.33590818381389	3.00928523753268	2.38315843901728	1.73576031856243	0.915326408884083	11.9308145104917	10.0518431281258	9.30363520702411	4.99421603816594	3.75294919217727	1.69178833980755	3.95074062197239	3.52738392518083	3.17117411431838	1.84177272207486	2.19025154952501	1.95625492287738	1.05830052442584	0.247832144272751	0.171256782093474	0	0	0	0	0	0	0	5.32060836867179	4.73205080756887	4.39923687479423	4.44436841859897	4.3398867132728	4.09415541051061	1.17082913636468	4.04081845616668	3.78465140077445	3.45387435388741	3.07451046844131	2.75731998451377	2.36650188809407	2.05921202493952	0.526526980046571	3.75127559241703	1.05430542803387
59	Imipenem	0.622119732221572	21.064514376653	4.50592654566343	3.97465343528978	6.60255229854251	1.72615831980133	0.155827831035313	16.1068302890233	0.76699191852492	3.36341821503201	5.30309615510045	1.41067832363812	7.23977037558326	1.65847197183796	4.6591615628233	1.52675444918757	4.50783633431128	6.32192965849874	1.66877457854963	1.49777790231947	16.3188125788176	17.5034696179428	10.8627036652617	7.1316985104669	12.567777418643	3.54596128609475	1.66785775256349	4.53900891097947	10.1869194174939	9.93550444389614	6.26528010985345	11.0304416490606	18.22638264378	8.905037290767	29.9812251816294	9.82075790493713	2.77649335280442	2.05459852431012	1.71447814583875	1.41323607528004	0.140837197871042	9.71903489484596	6.19892866114807	5.53999010129866	3.29432825151437	1.79850854768835	-1.14120379868403	3.28160522001997	2.36893085220602	2.09648022709938	1.2487214735134	1.94041790018233	1.43666279968544	0.848528137423857	0.555421855478468	0	0	0	0	0	0	0	0	4.71418236146045	3.72384730415456	3.08868070727275	4.05691531949712	3.29397821513212	3.12375049876982	0.324911387705518	4.00605535438797	3.54238866116415	2.90759023828413	2.60216081074583	2.35600079685096	1.66154501283604	0.957161110659233	-0.0643593426213084	2.92999740629091	0.0734745499316499
