No.	NAME	G1u	G2u	G3u	E1u	E2u	E3u	L3m	G1m	G2m	G3m	E1m	E2m	E3m	L2v	P1v	P2v	G1v	G2v	G3v	E1v	E2v	E3v	G1e	G2e	G3e	E2e	E3e	L3p	G1p	G2p	G3p	E1p	E2p	E3p	L1i	G1i	G2i	G3i	L1s	L2s	P1s	P2s	G1s	G2s	G3s	E1s	E2s	E3s	Tu	Ts	Ae	Gu	Gm	Du	Dm	Dv	Dp	Ds
98	Ceftazidime	0.169107598406957	0.172926481959364	0.197573855609147	0.527637682437385	0.341732963133403	0.477609620188782	1.2126916721875	0.145815510528605	0.154119655430091	0.161605331748219	0.35378701774948	0.427293136131063	0.19518164266255	2.57251455529355	0.863205055014345	0.0900405728409439	0.161605331748219	0.169107598406957	0.154119655430091	0.440141467206901	0.303557254280605	0.289517725646207	0.154119655430091	0.154119655430091	0.145815510528605	0.357129277690601	0.484979450381275	1.39559430462412	0.154119655430091	0.145815510528605	0.157879020895831	0.448571104676135	0.310364572368749	0.32291039546404	27.1221753972687	0.154119655430091	0.145815510528605	0.169107598406957	25.7593306736981	3.3697502962055	0.836033712024462	0.109367160366817	0.145815510528605	0.161605331748219	0.157879020895831	0.486527957899233	0.545935100628975	0.339351760654565	31.5725781031183	30.8113540198297	126.955018523835	0.179439493378956	0.153711305951174	0.448993421919857	0.325420598847698	0.344405482377904	0.360615357502975	0.457271606394258
99	Imipenem	0.188704122661139	0.188704122661139	0.195493214254987	0.582753583447984	0.52675201304731	0.381128325075846	1.45563907791646	0.161044771756444	0.175428647161764	0.202466690935849	0.359995414514917	0.651092548859587	0.21518466313781	2.64971236752103	0.664675009796863	0.208011678195967	0.161044771756444	0.188704122661139	0.16869490542591	0.425369585412921	0.435142240183155	0.300256754259892	0.161044771756444	0.16869490542591	0.188704122661139	0.507531085774255	0.481447110798377	1.59416934390078	0.161044771756444	0.161044771756444	0.175428647161764	0.451858773291494	0.462078573303092	0.288179581407905	10.1660235120619	0.161044771756444	0.175428647161764	0.175428647161764	9.2099741936049	4.46436033656759	0.597719125745769	0.289733011330275	0.161044771756444	0.202466690935849	0.175428647161764	0.496191678615632	1.06635494542135	0.26279220608135	14.4585730181154	15.4085318620409	51.5888807951612	0.190940543612903	0.178840925966701	0.496877973857047	0.408757542170771	0.386922859951989	0.400705642667497	0.60844627670611
100	Cefotaxime	0.153290488652678	0.179366692236495	0.164291815289034	0.628237064638945	0.358727232844694	0.383025769755066	1.49923703002653	0.153290488652678	0.153290488652678	0.184508593132169	0.531507138116004	0.250223318122586	0.186838928182793	4.17490621297528	0.708421653071793	0.205557170593811	0.164291815289034	0.169306021329876	0.164291815289034	0.543692333920626	0.27453003805972	0.249583598724134	0.153290488652678	0.153290488652678	0.164291815289034	0.366489600115859	0.370287628105211	1.81427534353112	0.164291815289034	0.164291815289034	0.164291815289034	0.59485281737155	0.282214742914421	0.258548960955655	15.817137374135	0.153290488652678	0.159149325506182	0.174311518733476	13.4847044890729	5.26726926122484	0.650342298584182	0.254030631622856	0.164291815289034	0.164291815289034	0.153290488652678	0.49053875451274	0.447671204431036	0.328317525740662	22.8790336033932	20.7347800049752	119.279540402593	0.165306898884141	0.163060588311325	0.456663355746235	0.322856461473794	0.35593532356816	0.378538840413875	0.422175828228146
101	Cyclacillin	0.164291815289034	0.195157664300794	0.184508593132169	0.630412268285392	0.449849378124892	0.410026268340896	0.981602161746473	0.164291815289034	0.164291815289034	0.164291815289034	0.428733392271178	0.494559285647421	0.176772019627895	1.5792800237869	0.840679552855398	0.0926219734120818	0.153290488652678	0.174311518733476	0.169306021329876	0.520460311044178	0.341166531592274	0.279397635209819	0.153290488652678	0.164291815289034	0.159149325506182	0.458557790329796	0.450704467721543	1.19756721622255	0.153290488652678	0.169306021329876	0.174311518733476	0.563447881321159	0.309027087445899	0.295735618803532	15.840127055796	0.153290488652678	0.200707660494957	0.153290488652678	14.2758417347753	2.31362827927825	0.796842004055526	0.129140980192341	0.153290488652678	0.174311518733476	0.169306021329876	0.552301247167146	0.519272920430557	0.348473124108374	19.0570023029915	17.9155236070871	53.7567131935335	0.180858689288628	0.164291815289034	0.496762638250394	0.366688232515498	0.380341492615423	0.389403529190197	0.473349097235359
102	Cefoperazone	0.155774809815021	0.170863634131134	0.152833239942985	0.441707717439225	0.400956942191271	0.42743554867695	2.81361386146224	0.140266559431459	0.146894437815906	0.146894437815906	0.405251941387184	0.228352057625594	0.375951920533608	9.16227318082677	0.588533487377709	0.320193159498235	0.140266559431459	0.146894437815906	0.158727210943729	0.399309824606717	0.29699050003919	0.357655304541296	0.140266559431459	0.143798806361247	0.152833239942985	0.385297060783612	0.435561387247092	2.65179752236355	0.140266559431459	0.158727210943729	0.146894437815906	0.40293756452848	0.310595925792041	0.376734872239646	17.9663904338417	0.161703398979304	0.140266559431459	0.155774809815021	16.4285453626275	9.95315244385942	0.558992705157715	0.33866294833971	0.140266559431459	0.143798806361247	0.143798806361247	0.381889387128089	0.354915658289444	0.457445453141554	30.9608727103388	29.3895523341263	260.918497539157	0.159632591072029	0.144651058427966	0.423366736102482	0.336518639848795	0.351318543062401	0.363422787520056	0.398083499519696
103	Cefsulodin	0.164314525870714	0.180639973963563	0.180639973963563	0.525429449611432	0.436721808089427	0.414058166188977	1.15327612031922	0.164314525870714	0.184911469880167	0.172355309712695	0.472153189157115	0.361524414421811	0.168209412286615	3.21822671086321	0.821714021904106	0.127419872641387	0.156316903017325	0.156316903017325	0.198382854297317	0.474773913154044	0.364898925759438	0.236315562866812	0.147463051990239	0.164314525870714	0.189285171518123	0.453880732406175	0.391137996687632	1.33606538605361	0.147463051990239	0.156316903017325	0.172355309712695	0.470997716662673	0.337869271201844	0.261763445646187	22.0563612735872	0.147463051990239	0.164314525870714	0.218278850820715	23.3765941419718	4.45109318899813	0.798999728363011	0.152136030908905	0.156316903017325	0.147463051990239	0.147463051990239	0.600844379611895	0.604326912987718	0.242468239550089	27.0251429554314	29.2573242670128	121.722244218875	0.175025459834157	0.173655346406581	0.458736474629945	0.333962338621847	0.358662800593431	0.356876811170235	0.482546510716567
104	Cefmetazole	0.164291815289034	0.189764696977103	0.184508593132169	0.432033837001358	0.399185948720545	0.412185725130134	1.36847662245784	0.153290488652678	0.174311518733476	0.174311518733476	0.449090195786743	0.292473046694439	0.233088346119662	2.46570169499855	0.820761983604415	0.114526136711901	0.153290488652678	0.184508593132169	0.184508593132169	0.439516737546799	0.277933364791485	0.294879350300148	0.153290488652678	0.164291815289034	0.174311518733476	0.396757300546786	0.434181218906339	1.31604641078337	0.153290488652678	0.164291815289034	0.153290488652678	0.464068802017193	0.266602126327848	0.272528169754166	17.583054649457	0.153290488652678	0.159149325506182	0.153290488652678	18.4836739982944	3.62769410757712	0.776621617370168	0.152423466536509	0.153290488652678	0.164291815289034	0.153290488652678	0.479909827341163	0.696008440024744	0.332799660750989	22.0792070592155	23.8001023727419	84.7685360720572	0.179177160138079	0.16700230320904	0.414468503617346	0.324883862866948	0.337443150879477	0.334399699366402	0.502905976038965
105	Ceftazidime	0.161605331748219	0.211441534621317	0.184817816247775	0.554674256780459	0.317099680099348	0.430847272937074	1.13424783717487	0.161605331748219	0.172926481959364	0.161605331748219	0.396548366812326	0.359750302467068	0.221784985885766	3.39465581031799	0.834205820000032	0.121614687564649	0.154119655430091	0.157879020895831	0.169107598406957	0.475677117586232	0.271078901175727	0.283781233994856	0.145815510528605	0.169107598406957	0.161605331748219	0.336204211682048	0.435478761185133	1.25310238691534	0.145815510528605	0.161605331748219	0.161605331748219	0.483708319006566	0.266832433537841	0.29022630439819	25.307532848393	0.154119655430091	0.176810292561781	0.154119655430091	24.1039815458188	4.78774149273724	0.792603822413482	0.15743383310586	0.145815510528605	0.161605331748219	0.161605331748219	0.516031566140335	0.518068553428986	0.378819335363632	30.4824097219679	30.411134622619	138.761626793096	0.184840275539789	0.16529420402196	0.43420706993896	0.326027885055054	0.343512417585605	0.346922352314199	0.470973151644318
106	Imipenem	0.16869490542591	0.175428647161764	0.233026846945295	0.567077568533639	0.303011013188067	0.385458811983851	0.56980021530669	0.175428647161764	0.161044771756444	0.209668658401103	0.363635986898096	0.487456832209622	0.0991510817080462	2.68951619223826	0.761060128834202	0.186388966249802	0.188704122661139	0.161044771756444	0.209668658401103	0.413821610043945	0.33693639906918	0.176970488649562	0.161044771756444	0.182043663840566	0.195493214254987	0.362991192955209	0.343300893458581	0.893160427599303	0.161044771756444	0.175428647161764	0.175428647161764	0.427692099332919	0.247585957645871	0.241591040817006	13.2634390671012	0.16869490542591	0.175428647161764	0.188704122661139	12.3838662439786	4.63295913005488	0.699417473523224	0.261660817860892	0.161044771756444	0.175428647161764	0.175428647161764	0.531988837589311	0.986849189925052	0.140674520114669	16.5828383489554	17.705972059286	52.0182743537978	0.190342665500152	0.180936792375252	0.418515797901852	0.316747966938588	0.309242832587562	0.305623032598598	0.553170849209678
107	Nocardicin B	0.145293020839243	0.160756461920877	0.183433550304491	0.520991662059889	0.444796594573111	0.434451655592222	1.34794108672898	0.164409908504672	0.145293020839243	0.18747326482413	0.50033187232826	0.414673515473085	0.389287649023263	7.87301163385519	0.555139344986984	0.386088606708842	0.160756461920877	0.145293020839243	0.195861716167177	0.46219450576498	0.411560889740847	0.308628787266662	0.145293020839243	0.160756461920877	0.15342793062519	0.446258191723013	0.468747329384191	1.14436085011139	0.14962821681173	0.15342793062519	0.175619463586292	0.451703448530509	0.410922567541876	0.282777008431441	12.2888432119944	0.15342793062519	0.15342793062519	0.168094042296078	13.4174670906894	8.4281432409221	0.567878579722561	0.356711291408671	0.145293020839243	0.15342793062519	0.164409908504672	0.646388909315918	0.469902162706696	0.679403984310088	21.692209500046	23.6273519900055	130.659391449184	0.162416689763084	0.164830418480969	0.466746637408407	0.434764345608203	0.394128060924163	0.381801008167942	0.598565018777567
108	Cephalexin	0.183232655433118	0.183232655433118	0.222645442949848	0.587780412951646	0.431553695429413	0.442915635346197	0.484981706537571	0.171240638681063	0.189333442947361	0.195576297223921	0.394003480373745	0.430941668734626	0.11153473675786	1.9799759678047	0.86464539992843	0.103267101143319	0.158179590939782	0.171240638681063	0.183232655433118	0.500377404143021	0.327029457822701	0.188887847214746	0.158179590939782	0.165130084712838	0.158179590939782	0.45503646995712	0.421196890100368	0.673376191602327	0.171240638681063	0.171240638681063	0.183232655433118	0.535211246451316	0.334488692571701	0.229033269218989	17.920059770854	0.171240638681063	0.171240638681063	0.195576297223921	16.0929304112556	2.65177184251429	0.823282475788007	0.135659400242181	0.171240638681063	0.177226059091724	0.158179590939782	0.476777562677743	0.487283281287956	0.305284207636366	21.174454606725	19.547276766522	59.2709573564544	0.19552690258752	0.185090216594136	0.487416581242419	0.31215996195541	0.338764903060156	0.366244402747335	0.423115017200688
109	Moxalactam	0.165276697243779	0.15709347966205	0.210173941383609	0.556799921363753	0.408521209690374	0.43342857485875	1.5881563097263	0.15709347966205	0.148040955482933	0.15709347966205	0.700260640822683	0.235995841930968	0.337597608587563	3.86407227460439	0.716259303350388	0.204400072353863	0.148040955482933	0.15709347966205	0.182010779200909	0.598731659681527	0.272245636889385	0.333231282859439	0.148040955482933	0.165276697243779	0.148040955482933	0.39323035808663	0.464103075953652	1.45453849451675	0.15709347966205	0.15709347966205	0.169372076872468	0.581255597382134	0.293261496004574	0.309051424087072	13.2350677655452	0.148040955482933	0.148040955482933	0.173513459530581	14.5726906836348	4.50414148971551	0.687189359356474	0.212397159314199	0.15709347966205	0.148040955482933	0.148040955482933	0.712081564265205	0.352667956412629	0.562343566842412	19.443380654201	21.2062228339529	92.6027698303109	0.176055481447334	0.154016080211491	0.466249901970959	0.424618030447071	0.401402859810117	0.394522839157927	0.542364362506748
110	SCE-796	0.148040955482933	0.15709347966205	0.200247583833123	0.475110046858161	0.458998011671764	0.446373998690538	2.06584913918691	0.15709347966205	0.165276697243779	0.152864446129798	0.352585166430932	0.431144783114501	0.509789438641065	7.25130553840463	0.482315042955267	0.415664030060739	0.173513459530581	0.165276697243779	0.148040955482933	0.407324843773032	0.442858877864878	0.37646855437698	0.152864446129798	0.165276697243779	0.165276697243779	0.470710903941696	0.488197062014919	1.7394919019479	0.165276697243779	0.148040955482933	0.186396329797802	0.415424017695067	0.41870671646578	0.351853345157192	9.53805350023582	0.15709347966205	0.15709347966205	0.173513459530581	9.80553491062848	8.65791905575677	0.467220918920803	0.412538523807401	0.148040955482933	0.165276697243779	0.15709347966205	0.501883060801742	0.593588827546728	0.689264962440447	18.7070503194924	20.9869346887924	105.101096804531	0.166994605130593	0.158328376098645	0.460160685740154	0.431173129395499	0.408884092004963	0.395328026439346	0.594912283596305
111	Cefuroxime	0.187864317906003	0.166428834349117	0.19346235052009	0.581833275851214	0.328337202656996	0.397462016458227	1.74840372955018	0.166428834349117	0.187864317906003	0.154812382735768	0.423406672895545	0.170451476306344	0.382203996309505	2.22724246615473	0.835867288469485	0.0971841482879938	0.17703420673468	0.154812382735768	0.166428834349117	0.482776316663036	0.180220271940178	0.346555301682189	0.17703420673468	0.154812382735768	0.166428834349117	0.305577105489423	0.411918511800202	1.58236190845367	0.154812382735768	0.154812382735768	0.154812382735768	0.496320813151523	0.206037451619493	0.369834610114747	21.204781048566	0.17703420673468	0.166428834349117	0.187864317906003	19.5362659357602	2.70280779829139	0.812227310909609	0.112370210209585	0.154812382735768	0.154812382735768	0.166428834349117	0.506151865519963	0.313618457072919	0.343430613709239	25.6157205870196	24.0527075036195	99.2047471733937	0.182203386147542	0.16915812220494	0.435877498322146	0.325354048503798	0.336517296761801	0.357397624961921	0.38773364543404
112	Cyclacillin	0.164291815289034	0.206433646580422	0.195157664300794	0.637788215828179	0.439900385896026	0.458324535399126	1.00774640753159	0.164291815289034	0.164291815289034	0.174311518733476	0.45817424675884	0.403291230908987	0.153986446335957	1.80678381427525	0.805928343955874	0.114589100833554	0.164291815289034	0.164291815289034	0.174311518733476	0.532722546287023	0.355619450018992	0.248356880092426	0.153290488652678	0.164291815289034	0.159149325506182	0.485347968687046	0.42977576808581	1.38958683739801	0.164291815289034	0.153290488652678	0.179366692236495	0.571726617973351	0.305857530029886	0.304208488802759	13.9797354101323	0.153290488652678	0.164291815289034	0.169306021329876	12.9358955870284	2.51936811368485	0.770175252052641	0.149997729876262	0.164291815289034	0.164291815289034	0.179366692236495	0.599085324282907	0.4686251366289	0.282777158379598	17.6923704602552	16.7960416185176	55.0652161827197	0.187756079422943	0.167566030262901	0.51200437904111	0.338483974667928	0.378899625466147	0.393930878935332	0.450162539763802
113	Cefuroxime	0.154812382735768	0.211288937636664	0.224251605952246	0.524725320978033	0.292856350971496	0.437343441058302	1.27105752065329	0.154812382735768	0.154812382735768	0.182398302250372	0.390844589787155	0.217225227525951	0.272888126430304	2.58589827937988	0.825811255557752	0.119199566672644	0.154812382735768	0.166428834349117	0.171731919799903	0.432573633022502	0.189741454621984	0.349391708635378	0.160997524278041	0.154812382735768	0.154812382735768	0.287203854585829	0.466220001405332	1.25220075837311	0.154812382735768	0.171731919799903	0.154812382735768	0.434882312980498	0.191615044239705	0.372421318664199	20.0464417605701	0.160997524278041	0.154812382735768	0.17703420673468	19.1555018742294	3.12250460839651	0.807961888005826	0.131704443729613	0.166428834349117	0.154812382735768	0.166428834349117	0.50732720902646	0.40393857046192	0.340361521987091	24.3974969244576	23.7084225860061	94.2408222133335	0.194299942514127	0.163509902858668	0.41830837100261	0.29365264791447	0.323902265426621	0.332972891961467	0.417209100491823
114	Cefuroxime	0.166428834349117	0.182398302250372	0.199217541122102	0.592098389267509	0.360662230070308	0.350236796155237	1.23319761408566	0.154812382735768	0.166428834349117	0.166428834349117	0.426311725125887	0.210058659136521	0.215039548037373	3.04170657512151	0.802376666323666	0.139690041309622	0.154812382735768	0.154812382735768	0.199217541122102	0.48073776918764	0.217630844473305	0.233533768299818	0.166428834349117	0.160997524278041	0.166428834349117	0.334476555216528	0.36718457705794	1.24302225195099	0.166428834349117	0.154812382735768	0.166428834349117	0.487851831483829	0.260928477034576	0.22863211023028	19.6946759299353	0.154812382735768	0.17703420673468	0.187864317906003	18.6694026830718	3.33880965762615	0.787164612456794	0.140775409627614	0.154812382735768	0.160997524278041	0.154812382735768	0.547414845323879	0.298030976477228	0.403995531926156	24.7662572323295	23.7172789371251	106.807049988425	0.182190465791504	0.162462929200126	0.434332471831018	0.283803310766593	0.310634127320254	0.325804139582895	0.416480451242421
115	Cefaclor	0.188704122661139	0.175428647161764	0.202466690935849	0.580590026032147	0.478136502789411	0.437479131630385	0.995523688414749	0.175428647161764	0.161044771756444	0.188704122661139	0.709995441166339	0.336922671757474	0.33107983542389	2.70078616984871	0.775357469153794	0.166443391450183	0.161044771756444	0.175428647161764	0.202466690935849	0.593982762835605	0.34707601298716	0.298659264872393	0.161044771756444	0.161044771756444	0.188704122661139	0.491334596114226	0.470909144587116	0.889810764679829	0.161044771756444	0.175428647161764	0.161044771756444	0.6378759398401	0.349150691492497	0.262208670047422	12.4259603223532	0.161044771756444	0.195493214254987	0.175428647161764	12.3733283218847	3.10701188207177	0.731508687857996	0.18368591909047	0.161044771756444	0.161044771756444	0.182043663840566	0.64496474995522	0.34624354473182	0.602832966120857	16.8359429183053	16.9148070655405	58.3492413406572	0.188543614792616	0.174693271357698	0.498735220150648	0.459332649449234	0.413239346898386	0.416411767126673	0.531347086935966
116	Ceftriaxone	0.149243936527412	0.171601242650399	0.171601242650399	0.55553009174176	0.470878787910933	0.386522768414381	2.22890577786945	0.149243936527412	0.15871993279114	0.167299752740038	0.57242774079869	0.285662292015054	0.179506372406462	3.02939452650703	0.770464570779779	0.122476529672053	0.149243936527412	0.167299752740038	0.154292604561237	0.540199765993371	0.277602635440161	0.284808125017382	0.154292604561237	0.163022121884134	0.154292604561237	0.433523042728575	0.40073354409646	2.6639804455073	0.163022121884134	0.149243936527412	0.167299752740038	0.507493847698733	0.31720194907992	0.281325708918828	19.5634988241778	0.149243936527412	0.154292604561237	0.167299752740038	21.7653690452602	3.68817731810692	0.775915157637805	0.131480090193936	0.149243936527412	0.15871993279114	0.15871993279114	0.707872976725977	0.494604271047098	0.217801854052641	26.4354667122189	28.0512229088585	147.766320850613	0.163799479557378	0.158249065918113	0.470977216022358	0.345865468406735	0.367536842150305	0.368673835232494	0.473426367275239
117	Cefuroxime	0.17703420673468	0.199217541122102	0.231122194599115	0.587819543179113	0.368725571758773	0.319764279524024	1.04768070974779	0.154812382735768	0.171731919799903	0.166428834349117	0.432948231258524	0.198243537640961	0.188316834512295	3.05907931608271	0.81274154039296	0.138516938974814	0.154812382735768	0.166428834349117	0.19346235052009	0.481142493079153	0.219533222868858	0.200846020105863	0.154812382735768	0.154812382735768	0.166428834349117	0.338849099164782	0.329612315089809	1.06834988476186	0.154812382735768	0.154812382735768	0.17703420673468	0.483698455065621	0.268114328971007	0.19919152123881	20.1356255983806	0.154812382735768	0.182398302250372	0.187864317906003	19.2867969838714	3.30767962684254	0.801459584309488	0.137450067057535	0.154812382735768	0.154812382735768	0.154812382735768	0.552766157899654	0.274401012616576	0.361692509763635	25.0129241134866	24.064590855805	104.449622570282	0.201252896284629	0.16417049101695	0.425436464820637	0.273169534470593	0.300507245351291	0.317001435091813	0.396286560093288
