No.	NAME	P_VSA_LogP_1	P_VSA_LogP_2	P_VSA_LogP_3	P_VSA_LogP_4	P_VSA_LogP_5	P_VSA_LogP_6	P_VSA_LogP_7	P_VSA_MR_1	P_VSA_MR_2	P_VSA_MR_3	P_VSA_MR_5	P_VSA_MR_6	P_VSA_MR_7	P_VSA_m_2	P_VSA_v_3	P_VSA_e_6	P_VSA_i_1	P_VSA_i_2	P_VSA_i_3	P_VSA_i_4	P_VSA_s_3	P_VSA_s_5	P_VSA_ppp_L	P_VSA_ppp_P	P_VSA_ppp_N	P_VSA_ppp_D	P_VSA_ppp_ar	P_VSA_ppp_con	P_VSA_ppp_hal	P_VSA_ppp_cyc	P_VSA_ppp_ter	P_VSA_charge_1	P_VSA_charge_2	P_VSA_charge_3	P_VSA_charge_4	P_VSA_charge_5	P_VSA_charge_6	P_VSA_charge_7	P_VSA_charge_8	P_VSA_charge_9	P_VSA_charge_10	P_VSA_charge_11	P_VSA_charge_12	P_VSA_charge_13	P_VSA_charge_14
93	Cefsulodin	0	107.746030523869	73.5971261871729	193.919352345555	27.6515650046504	11.7711019965903	185.243867119222	239.046015329882	144.892660199852	0	75.1324872918633	96.7191050061334	11.9192341857821	176.507432610617	160.059022839141	0	39.4829350367102	120.576087802431	383.938675529734	55.9313448081859	68.367056499538	18.0107506830303	108.109998329779	34.7962802311605	50.7083833844364	50.9079381550958	92.6988151270163	160.350339665885	0	139.589333372249	228.498231056354	126.76124857195	78.5590949912483	44.3129520701807	1.89909275909503	32.2195411635482	47.3812373671506	3.18557495074004	49.7655395898782	120.467767519428	61.0624998942238	20.2005444944152	9.40929987013462	4.70464993506731	0
94	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
95	Imipenem	8.82520426189009	84.9694971317322	42.6833431609212	86.4063782236161	0	0	173.472765122632	137.576884908852	109.145364047787	42.6833431609212	50.3866324574929	20.0379406487679	4.30748151342232	91.5175841678134	70.9300944171708	0	32.2195411635482	38.7105532536226	272.62006256943	52.8070309141908	53.4862974762805	16.7855295481303	43.5792771646383	49.6827170201958	26.6225393879991	92.366060181117	0	36.1671065805406	0	14.6709770816847	161.318128347711	130.472310947399	25.1449270324178	16.7855295481303	0	32.2195411635482	0	8.82520426189009	98.2540816718198	27.1986422950629	30.2569020278811	13.8768063385753	13.3232426140674	0	0
96	BL-S217	17.2215811265652	54.1493703447831	18.9524949468603	152.093080816433	33.831036950674	11.7711019965903	241.005612275951	238.502375326625	111.579596017277	0	54.4468753711043	55.4005091031343	4.65584031262008	114.503224786859	155.908149777835	0	64.4390823270964	91.4690674507383	350.081971343903	23.0341573361204	101.639233551979	18.0107506830303	95.4023564865868	1.89909275909503	26.6225393879991	18.0107506830303	40.4971618182828	78.2991093896661	0	87.3876800635157	144.423828644235	80.7781049910536	78.5590949912483	1.89909275909503	0	64.4390823270964	0	0	115.811412843877	109.596356271195	43.2456637756004	18.0948401524302	4.70464993506731	4.70464993506731	7.19133047612651
97	Cephalosporin C	0	120.373001674091	0	176.573183650556	14.1854628383465	11.7711019965903	173.472765122632	227.395490207148	160.266727042876	0	34.2307354260268	39.5062738890922	2.75674755352504	109.39094434071	87.5782334551669	0	32.2195411635482	55.3586922916187	354.765029777958	54.0322520490908	74.0962304563503	18.0107506830303	43.0087113318883	32.8971874720655	53.2450787759982	18.0107506830303	0	37.8019475713833	0	46.8905182452329	211.866901410153	165.442758883536	78.5590949912483	0	0	32.2195411635482	0	2.53453173920001	103.32314515022	49.8411555398863	29.7928829490355	11.7711019965903	4.70464993506731	18.1866529338839	0
98	Ceftazidime	17.6504085237802	77.3855384433658	68.9750036543024	171.158725476663	55.1565347625387	23.5422039931806	228.292656848306	194.498302735082	182.425083841655	0	82.5430642705038	97.7560220981031	21.4413698607503	201.740456229357	173.120948840509	0	63.4972288960419	109.623719944467	376.923386576738	92.1167362848905	101.297883982061	18.0107506830303	112.761954790853	34.7962802311605	53.2450787759982	50.9079381550958	107.392460372738	165.922906661212	0	154.282978617971	204.372382901515	165.661634728372	53.4141679588306	16.7855295481303	1.89909275909503	63.4972288960419	28.8761094020045	17.6504085237802	124.855650380627	73.383359533067	63.2705516092873	23.4580384927667	0	9.40929987013462	0
99	Imipenem	8.82520426189009	84.9694971317322	42.6833431609212	86.4063782236161	0	0	173.472765122632	137.576884908852	109.145364047787	42.6833431609212	50.3866324574929	20.0379406487679	4.30748151342232	91.5175841678134	70.9300944171708	0	32.2195411635482	38.7105532536226	272.62006256943	52.8070309141908	53.4862974762805	16.7855295481303	43.5792771646383	49.6827170201958	26.6225393879991	92.366060181117	0	36.1671065805406	0	14.6709770816847	161.318128347711	130.472310947399	25.1449270324178	16.7855295481303	0	32.2195411635482	0	8.82520426189009	98.2540816718198	27.1986422950629	30.2569020278811	13.8768063385753	13.3232426140674	0	0
100	Cefotaxime	19.7082616676244	53.2496795964259	40.5462612340121	146.194061165813	48.0615824977149	23.5422039931806	192.979350858535	179.646865343673	122.79835974972	0	58.1097003972427	80.6869695249731	19.5422771016553	158.338947023871	131.618532394118	0	63.4972288960419	68.1213034980756	302.445225093393	90.2176435257954	104.261196964547	18.0107506830303	75.5080081086721	32.8971874720655	26.6225393879991	50.9079381550958	58.969785040922	117.500231329396	0	105.860303286155	179.80769665736	124.894056195562	78.5590949912483	16.7855295481303	0	63.4972288960419	19.3998619285743	0	79.4150537058855	96.9255635262476	24.946887877004	3.2574939983515	0	9.40929987013462	7.19133047612651
101	Cyclacillin	17.6504085237802	93.32745013309	0	91.5587790020884	0	11.7711019965903	244.099377102174	165.459644829377	193.145801063156	0	51.4581317968055	16.1239979048351	0	100.479317173706	78.6666062881635	0	32.2195411635482	46.4470651246153	325.708258420469	54.0322520490908	61.0161977643833	18.0107506830303	62.5426083833284	32.8971874720655	26.6225393879991	18.0107506830303	0	0	0	52.7211636886106	152.604916481098	105.799718469508	50.2898540648355	0	0	32.2195411635482	2.53453173920001	22.7194720021802	193.406695423845	35.313305989771	6.71469803470048	0	0	9.40929987013462	0
102	Cefoperazone	17.2215811265652	80.1334769587143	37.9049898937205	271.586928760863	8.84079971255238	16.0469245344426	323.403326252084	262.044579319806	228.866211345199	0	64.8057916436776	82.4816369726977	52.5007256304658	199.788154246841	167.312244803346	0	64.4390823270964	102.87316247625	490.910790665005	96.9149917705915	112.18567378306	36.0215013660606	117.540426384187	0	26.6225393879991	78.7048445269818	93.3041927324736	190.805294238827	0	160.064047319801	237.397025869992	133.596624841394	106.828335917661	26.9214976780228	0	48.8825485981885	51.1720361104085	67.2298197525309	157.766095346428	132.238869516019	6.71469803470048	0	5.39772910053458	4.70464993506731	13.6851224079869
103	Cefsulodin	0	107.746030523869	73.5971261871729	193.919352345555	27.6515650046504	11.7711019965903	185.243867119222	239.046015329882	144.892660199852	0	75.1324872918633	96.7191050061334	11.9192341857821	176.507432610617	160.059022839141	0	39.4829350367102	120.576087802431	383.938675529734	55.9313448081859	68.367056499538	18.0107506830303	108.109998329779	34.7962802311605	50.7083833844364	50.9079381550958	92.6988151270163	160.350339665885	0	139.589333372249	228.498231056354	126.76124857195	78.5590949912483	44.3129520701807	1.89909275909503	32.2195411635482	47.3812373671506	3.18557495074004	49.7655395898782	120.467767519428	61.0624998942238	20.2005444944152	9.40929987013462	4.70464993506731	0
104	Cefmetazole	19.2794342704094	51.3563669584534	0	171.661138898056	36.7145805315278	11.7711019965903	261.454051442909	203.189069336854	75.4347810972533	10.9998878876064	58.2628331512421	55.1907535038798	52.5007256304658	165.954312285588	158.897966706946	0	96.6586234906446	62.239343216301	289.623738321714	103.714969069287	123.016786058641	34.6124970609255	99.8441984413846	0	26.6225393879991	18.0107506830303	52.2136278880131	90.0155754593964	0	99.1041461332459	152.396110525377	80.7781049910536	53.4141679588306	1.77657064560503	31.0593557697155	81.1020897617367	32.2195411635482	36.2665455930406	127.018733736437	91.7844874076767	6.71469803470048	0	5.39772910053458	4.70464993506731	0
105	Ceftazidime	17.6504085237802	77.3855384433658	68.9750036543024	171.158725476663	55.1565347625387	23.5422039931806	228.292656848306	194.498302735082	182.425083841655	0	82.5430642705038	97.7560220981031	21.4413698607503	201.740456229357	173.120948840509	0	63.4972288960419	109.623719944467	376.923386576738	92.1167362848905	101.297883982061	18.0107506830303	112.761954790853	34.7962802311605	53.2450787759982	50.9079381550958	107.392460372738	165.922906661212	0	154.282978617971	204.372382901515	165.661634728372	53.4141679588306	16.7855295481303	1.89909275909503	63.4972288960419	28.8761094020045	17.6504085237802	124.855650380627	73.383359533067	63.2705516092873	23.4580384927667	0	9.40929987013462	0
106	Imipenem	8.82520426189009	84.9694971317322	42.6833431609212	86.4063782236161	0	0	173.472765122632	137.576884908852	109.145364047787	42.6833431609212	50.3866324574929	20.0379406487679	4.30748151342232	91.5175841678134	70.9300944171708	0	32.2195411635482	38.7105532536226	272.62006256943	52.8070309141908	53.4862974762805	16.7855295481303	43.5792771646383	49.6827170201958	26.6225393879991	92.366060181117	0	36.1671065805406	0	14.6709770816847	161.318128347711	130.472310947399	25.1449270324178	16.7855295481303	0	32.2195411635482	0	8.82520426189009	98.2540816718198	27.1986422950629	30.2569020278811	13.8768063385753	13.3232426140674	0	0
107	Nocardicin B	0	116.509951789318	75.809979787441	168.858494783653	78.6676117194581	0	200.108733942035	262.708796196919	220.610812068051	0	43.6151624803703	113.020001276566	0	189.532351229002	122.252622240795	0	0	122.252622240795	450.422420792904	67.2797289882066	46.4426424533541	18.0107506830303	84.7156614281211	32.8971874720655	53.2450787759982	103.499762740623	87.4245577835054	133.278359243631	0	97.3592259545527	272.210986435328	254.056084835124	50.2898540648355	0	0	0	32.199971885976	60.0430597913208	29.2623106831207	171.493517177294	30.4439261605755	2.75674755352504	4.70464993506731	4.70464993506731	0
108	Cephalexin	8.82520426189009	81.5544821854472	47.3812373671506	94.3155265556134	6.37114990148009	11.7711019965903	173.472765122632	179.646865343673	75.4347810972533	0	63.7571470593382	69.8763851734658	2.75674755352504	136.390279786329	114.577568900786	0	32.2195411635482	82.3580277372382	255.081646440927	54.0322520490908	58.3711272717457	18.0107506830303	94.797132694069	32.8971874720655	26.6225393879991	50.9079381550958	50.5668123178907	88.368759889274	0	97.4573305631236	143.779712219208	102.675404575513	53.4141679588306	0	0	32.2195411635482	47.3812373671506	15.1963541633702	59.7552007313088	96.9255635262476	6.71469803470048	0	4.70464993506731	4.70464993506731	0
109	Moxalactam	19.2794342704094	79.872218984425	37.9049898937205	240.602248635806	8.84079971255238	11.7711019965903	208.786071112403	241.582710721443	143.263051290592	21.9997757752129	29.0967900194991	86.3942700051455	52.5007256304658	167.99178565511	127.555713519087	0	32.2195411635482	95.3361723555393	406.845537787249	72.6556132995711	70.3712893549576	18.0107506830303	76.4956809587488	0	53.2450787759982	60.6940938439515	93.3041927324736	131.106140303857	0	122.667751836452	215.787564337	186.228802459998	53.4141679588306	1.77657064560503	0	16.6630074346403	51.1720361104085	58.4046154906409	79.0346350017182	136.831254399063	13.429396069401	0	5.39772910053458	4.70464993506731	0
110	SCE-796	0	110.282725915431	66.3337323140109	181.466025342492	27.6515650046504	11.7711019965903	185.243867119222	241.582710721443	125.724635162089	0	75.1324872918633	103.433803040834	4.65584031262008	183.222130645317	159.51032700068	0	32.2195411635482	127.290785837131	367.307345883532	55.9313448081859	75.0817545342385	18.0107506830303	108.109998329779	34.7962802311605	53.2450787759982	50.9079381550958	92.6988151270163	160.350339665885	0	139.589333372249	211.866901410153	154.44287099593	78.5590949912483	0	1.89909275909503	32.2195411635482	47.3812373671506	3.18557495074004	49.7655395898782	120.467767519428	60.5138040557622	20.2005444944152	9.40929987013462	4.70464993506731	0
111	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
112	Cyclacillin	17.6504085237802	93.32745013309	0	91.5587790020884	0	11.7711019965903	244.099377102174	165.459644829377	193.145801063156	0	51.4581317968055	16.1239979048351	0	100.479317173706	78.6666062881635	0	32.2195411635482	46.4470651246153	325.708258420469	54.0322520490908	61.0161977643833	18.0107506830303	62.5426083833284	32.8971874720655	26.6225393879991	18.0107506830303	0	0	0	52.7211636886106	152.604916481098	105.799718469508	50.2898540648355	0	0	32.2195411635482	2.53453173920001	22.7194720021802	193.406695423845	35.313305989771	6.71469803470048	0	0	9.40929987013462	0
113	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
114	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
115	Cefaclor	0	81.5544821854472	47.3812373671506	97.8161330872726	3.18557495074004	11.7711019965903	138.159459132861	144.333559353902	75.4347810972533	0	54.9319427974481	66.6908102227258	45.4059981469662	127.880107105358	145.216040281597	0	32.2195411635482	73.8478550562672	258.916984512938	54.0322520490908	58.6861588526648	18.0107506830303	121.934997543221	32.8971874720655	26.6225393879991	50.9079381550958	50.5668123178907	88.6837914701931	39.148644061782	97.7723621440427	174.1031520191	102.675404575513	53.4141679588306	0	0	32.2195411635482	86.5298814289326	3.18557495074004	24.4418947415379	100.426170057907	6.71469803470048	0	4.70464993506731	4.70464993506731	0
116	Ceftriaxone	19.2794342704094	49.5569854617389	40.5462612340121	173.556957592239	56.8490159387438	24.2352831586479	225.198892022084	179.646865343673	136.943398894531	0	65.379123329301	91.9943949491235	19.5422771016553	194.80402394962	162.627600585239	0	95.7167700595901	66.910830525649	316.590264238205	127.893193423971	135.699092552883	18.0107506830303	98.9023450103302	32.8971874720655	44.5107679575394	50.9079381550958	58.969785040922	194.677993977964	0	153.638232219932	204.523796292563	159.929115690418	78.5590949912483	16.7855295481303	16.7855295481303	63.4972288960419	51.6194030921225	11.5819518154151	91.8461692347933	73.3833595330669	20.3545029939598	8.65522309888608	0	14.1139498052019	0
117	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
118	BL-S217	17.2215811265652	54.1493703447831	18.9524949468603	152.093080816433	33.831036950674	11.7711019965903	241.005612275951	238.502375326625	111.579596017277	0	54.4468753711043	55.4005091031343	4.65584031262008	114.503224786859	155.908149777835	0	64.4390823270964	91.4690674507383	350.081971343903	23.0341573361204	101.639233551979	18.0107506830303	95.4023564865868	1.89909275909503	26.6225393879991	18.0107506830303	40.4971618182828	78.2991093896661	0	87.3876800635157	144.423828644235	80.7781049910536	78.5590949912483	1.89909275909503	0	64.4390823270964	0	0	115.811412843877	109.596356271195	43.2456637756004	18.0948401524302	4.70464993506731	4.70464993506731	7.19133047612651
119	Ceftizoxime	10.8830574057343	48.6572947133817	50.0225087074422	113.857803657269	33.8761196593684	23.5422039931806	145.894942872174	132.562457357312	86.6535448296958	0	44.6921112523084	70.3100640981065	29.0185245750854	144.0206999255	117.300285295747	0	63.4972288960419	53.8030563997049	219.216002187008	90.2176435257954	89.2919066546358	18.0107506830303	72.9734763694721	32.8971874720655	26.6225393879991	50.9079381550958	58.969785040922	123.790903852086	0	112.150975808845	145.837565363052	113.894168307955	53.4141679588306	16.7855295481303	0	63.4972288960419	19.3998619285743	9.47624747343013	32.0909685034844	85.1544615296573	20.3545029939598	3.2574939983515	0	9.40929987013462	0
120	Cyclacillin	17.6504085237802	93.32745013309	0	91.5587790020884	0	11.7711019965903	244.099377102174	165.459644829377	193.145801063156	0	51.4581317968055	16.1239979048351	0	100.479317173706	78.6666062881635	0	32.2195411635482	46.4470651246153	325.708258420469	54.0322520490908	61.0161977643833	18.0107506830303	62.5426083833284	32.8971874720655	26.6225393879991	18.0107506830303	0	0	0	52.7211636886106	152.604916481098	105.799718469508	50.2898540648355	0	0	32.2195411635482	2.53453173920001	22.7194720021802	193.406695423845	35.313305989771	6.71469803470048	0	0	9.40929987013462	0
121	Cephalexin	8.82520426189009	81.5544821854472	47.3812373671506	94.3155265556134	6.37114990148009	11.7711019965903	173.472765122632	179.646865343673	75.4347810972533	0	63.7571470593382	69.8763851734658	2.75674755352504	136.390279786329	114.577568900786	0	32.2195411635482	82.3580277372382	255.081646440927	54.0322520490908	58.3711272717457	18.0107506830303	94.797132694069	32.8971874720655	26.6225393879991	50.9079381550958	50.5668123178907	88.368759889274	0	97.4573305631236	143.779712219208	102.675404575513	53.4141679588306	0	0	32.2195411635482	47.3812373671506	15.1963541633702	59.7552007313088	96.9255635262476	6.71469803470048	0	4.70464993506731	4.70464993506731	0
122	Nocardicin B	0	116.509951789318	75.809979787441	168.858494783653	78.6676117194581	0	200.108733942035	262.708796196919	220.610812068051	0	43.6151624803703	113.020001276566	0	189.532351229002	122.252622240795	0	0	122.252622240795	450.422420792904	67.2797289882066	46.4426424533541	18.0107506830303	84.7156614281211	32.8971874720655	53.2450787759982	103.499762740623	87.4245577835054	133.278359243631	0	97.3592259545527	272.210986435328	254.056084835124	50.2898540648355	0	0	0	32.199971885976	60.0430597913208	29.2623106831207	171.493517177294	30.4439261605755	2.75674755352504	4.70464993506731	4.70464993506731	0
123	Cefamandole	8.39637686467508	49.5569854617389	90.0645805280718	144.059504632554	8.84079971255238	11.7711019965903	229.234510279361	203.189069336854	75.4347810972533	42.6833431609212	25.4040958848121	78.2727620381409	52.5007256304658	156.177583553419	147.961052580944	0	64.4390823270964	83.5219702538477	321.307193595028	72.6556132995711	92.1834383491184	18.0107506830303	118.191469595727	0	26.6225393879991	60.6940938439515	102.780440205904	140.582387777287	0	149.670958451137	153.137040510849	112.461560264368	53.4141679588306	1.77657064560503	0	48.8825485981885	79.6007785306988	39.4521205437806	92.5934723375218	96.9255635262476	6.71469803470048	0	0.693079165467267	9.40929987013462	0
124	Cefazolin	8.82520426189009	51.6626898037239	0	198.704788019467	4.96214559634507	11.7711019965903	213.427790025493	167.875763347083	75.4347810972533	0	45.1900918442615	19.3095728555751	85.8267404997463	150.326405199583	140.061547090321	0	95.7167700595901	44.3447770307313	243.310544444336	105.981628168852	122.617750149431	18.0107506830303	107.72754927222	0	26.6225393879991	18.0107506830303	125.672417845362	132.196677684251	0	172.562936090595	110.882524747143	69.7782171034472	53.4141679588306	1.77657064560503	0	82.208563467469	63.4972288960419	45.0917498549306	84.1970954728467	49.8411555398863	30.1396708943174	0	4.70464993506731	4.70464993506731	0
125	Cephalosporin C	0	120.373001674091	0	176.573183650556	14.1854628383465	11.7711019965903	173.472765122632	227.395490207148	160.266727042876	0	34.2307354260268	39.5062738890922	2.75674755352504	109.39094434071	87.5782334551669	0	32.2195411635482	55.3586922916187	354.765029777958	54.0322520490908	74.0962304563503	18.0107506830303	43.0087113318883	32.8971874720655	53.2450787759982	18.0107506830303	0	37.8019475713833	0	46.8905182452329	211.866901410153	165.442758883536	78.5590949912483	0	0	32.2195411635482	0	2.53453173920001	103.32314515022	49.8411555398863	29.7928829490355	11.7711019965903	4.70464993506731	18.1866529338839	0
126	Cefoxitin	10.8830574057343	88.6813988076914	26.6015687088068	130.460341475638	14.1854628383465	31.6631083113486	192.979350858535	179.646865343673	111.579596017277	10.9998878876064	62.0588594196923	64.9151032882842	2.75674755352505	129.730710261502	139.195687108453	0	63.4972288960419	75.6984582124107	302.226349248557	54.0322520490908	101.711060993912	18.0107506830303	88.1698305328422	32.8971874720655	26.6225393879991	50.9079381550958	59.237657680557	65.7619175194466	0	106.12817592579	170.98249239547	124.675180350726	53.4141679588306	25.1449270324178	0	63.4972288960419	9.47624747343013	17.1253212353767	63.4111323304493	111.231197262038	11.3070829177447	0	4.70464993506731	4.70464993506731	6.7625030789115
127	Ceftazidime	17.6504085237802	77.3855384433658	68.9750036543024	171.158725476663	55.1565347625387	23.5422039931806	228.292656848306	194.498302735082	182.425083841655	0	82.5430642705038	97.7560220981031	21.4413698607503	201.740456229357	173.120948840509	0	63.4972288960419	109.623719944467	376.923386576738	92.1167362848905	101.297883982061	18.0107506830303	112.761954790853	34.7962802311605	53.2450787759982	50.9079381550958	107.392460372738	165.922906661212	0	154.282978617971	204.372382901515	165.661634728372	53.4141679588306	16.7855295481303	1.89909275909503	63.4972288960419	28.8761094020045	17.6504085237802	124.855650380627	73.383359533067	63.2705516092873	23.4580384927667	0	9.40929987013462	0
128	Cyclacillin	17.6504085237802	93.32745013309	0	91.5587790020884	0	11.7711019965903	244.099377102174	165.459644829377	193.145801063156	0	51.4581317968055	16.1239979048351	0	100.479317173706	78.6666062881635	0	32.2195411635482	46.4470651246153	325.708258420469	54.0322520490908	61.0161977643833	18.0107506830303	62.5426083833284	32.8971874720655	26.6225393879991	18.0107506830303	0	0	0	52.7211636886106	152.604916481098	105.799718469508	50.2898540648355	0	0	32.2195411635482	2.53453173920001	22.7194720021802	193.406695423845	35.313305989771	6.71469803470048	0	0	9.40929987013462	0
129	Ceftriaxone	19.2794342704094	49.5569854617389	40.5462612340121	173.556957592239	56.8490159387438	24.2352831586479	225.198892022084	179.646865343673	136.943398894531	0	65.379123329301	91.9943949491235	19.5422771016553	194.80402394962	162.627600585239	0	95.7167700595901	66.910830525649	316.590264238205	127.893193423971	135.699092552883	18.0107506830303	98.9023450103302	32.8971874720655	44.5107679575394	50.9079381550958	58.969785040922	194.677993977964	0	153.638232219932	204.523796292563	159.929115690418	78.5590949912483	16.7855295481303	16.7855295481303	63.4972288960419	51.6194030921225	11.5819518154151	91.8461692347933	73.3833595330669	20.3545029939598	8.65522309888608	0	14.1139498052019	0
130	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
131	Cefuroxime	10.8830574057343	86.1468670684914	30.6919884038368	122.217201141556	54.3114347856121	35.7535280063786	149.930561129451	167.875763347083	132.305706035969	0	78.9241896090666	75.8526902318692	2.75674755352505	157.533627394461	116.321054580344	0	32.2195411635482	84.1015134167956	300.181469383052	73.4321139776652	74.7460087707728	18.0107506830303	54.3576110611485	32.8971874720655	26.6225393879991	50.9079381550958	45.6481556243719	125.948943359091	0	92.5386738696048	170.98249239547	134.40140248181	53.4141679588306	25.1449270324178	0	32.2195411635482	19.3998619285743	18.9524949468603	27.6274696922779	120.436158979814	33.9612423200693	5.44882093428643	2.75674755352504	9.40929987013462	6.7625030789115
132	Imipenem	8.82520426189009	84.9694971317322	42.6833431609212	86.4063782236161	0	0	173.472765122632	137.576884908852	109.145364047787	42.6833431609212	50.3866324574929	20.0379406487679	4.30748151342232	91.5175841678134	70.9300944171708	0	32.2195411635482	38.7105532536226	272.62006256943	52.8070309141908	53.4862974762805	16.7855295481303	43.5792771646383	49.6827170201958	26.6225393879991	92.366060181117	0	36.1671065805406	0	14.6709770816847	161.318128347711	130.472310947399	25.1449270324178	16.7855295481303	0	32.2195411635482	0	8.82520426189009	98.2540816718198	27.1986422950629	30.2569020278811	13.8768063385753	13.3232426140674	0	0
133	Ampicillin	17.6504085237802	80.65479143709	47.3812373671506	91.5587790020884	3.18557495074004	11.7711019965903	197.014969115813	132.562457357312	146.061393076795	0	71.682660572871	66.6908102227258	0	138.373470795597	116.560759910054	0	32.2195411635482	84.341218746506	278.623850434107	54.0322520490908	51.5291140191233	18.0107506830303	100.436762005219	32.8971874720655	26.6225393879991	50.9079381550958	50.5668123178907	50.5668123178907	0	90.6153173105012	152.604916481098	105.799718469508	50.2898540648355	0	0	32.2195411635482	47.3812373671506	20.8359834745202	70.6266119795419	105.939917969313	6.71469803470048	0	4.70464993506731	4.70464993506731	0
134	Ceftazidime	17.6504085237802	77.3855384433658	68.9750036543024	171.158725476663	55.1565347625387	23.5422039931806	228.292656848306	194.498302735082	182.425083841655	0	82.5430642705038	97.7560220981031	21.4413698607503	201.740456229357	173.120948840509	0	63.4972288960419	109.623719944467	376.923386576738	92.1167362848905	101.297883982061	18.0107506830303	112.761954790853	34.7962802311605	53.2450787759982	50.9079381550958	107.392460372738	165.922906661212	0	154.282978617971	204.372382901515	165.661634728372	53.4141679588306	16.7855295481303	1.89909275909503	63.4972288960419	28.8761094020045	17.6504085237802	124.855650380627	73.383359533067	63.2705516092873	23.4580384927667	0	9.40929987013462	0
